Cluster,Size,Total,Citations,APT % over 95%,Avg. APT,95%CI L,95%CI U,Papers,Citations per $1mil funding,Projected 2021 Award,Actual 2021 Award To Date,Growth Rate,95%CI L,95%CI U,Score,Centroids
0,103,37405543,19186.0,0.1949685534591195,0.5322851153039833,0.5037541948575489,0.5608160357504176,477,512.9186334763273,3948203.830969684,4412060,0.08510572619196624,0.03115579105908777,0.1390556613248447,0.16041223982322825,"['prostate', 'cancer', 'mri', 'treatment', 'imaging', 'tumor', 'mr', 'risk', 'image', 'patients']"
1,182,75895848,67460.0,0.058997050147492625,0.3199115044247787,0.3014717693070569,0.33835123954250057,1017,888.8496772577072,13649883.38629492,8335240,0.1516191814255999,0.11472129062798284,0.18851707222321698,0.06249296470892229,"['rna', 'methylation', 'epigenetic', 'dna', 'expression', 'gene', 'genome', 'human', 'gene expression', 'disease']"
2,814,445702171,310946.0,0.11563675443310048,0.39131112305212246,0.3846850644781105,0.3979371816261344,9305,697.6542189649778,170462041.42612678,103183919,0.3688206468858997,0.30121258357901676,0.4364287101927827,-0.021753359824433733,"['children', 'exposure', 'environmental', 'asthma', 'disease', 'risk', 'studies', 'ms', 'study', 'identify']"
3,115,45001585,18804.0,0.14958448753462603,0.4488919667590028,0.4150898740396285,0.48269405947837707,361,417.8519489924633,11588271.83978849,10307354,0.23967820297256612,0.18203873704014198,0.29731766890499023,0.05887776204153897,"['stimulation', 'memory', 'brain', 'neural', 'motor', 'activity', 'function', 'circuit', 'control', 'depression']"
4,500,218622422,69868.0,0.1332033788174139,0.4266406757634828,0.4151272475715083,0.4381541039554573,3078,319.5829565917077,76550868.71562977,34692303,0.33326088530927744,0.2661306123705057,0.40039115824804916,0.01360264066995593,"['care', 'patients', 'patient', 'medical', 'decision', 'electronic', 'support', 'hospital', 'decision support', 'healthcare']"
5,286,103353580,49251.0,0.08879492600422834,0.3709830866807611,0.3507418135543899,0.39122435980713227,946,476.52921166349535,29066058.505648408,12315170,0.24986586166435193,0.2275263252058764,0.27220539812282746,0.017546575913448808,"['neural', 'brain', 'cognitive', 'information', 'task', 'processing', 'fmri', 'representation', 'activity', 'understanding']"
6,411,170310018,156956.0,0.16231427285006753,0.4564385411976587,0.4466297555500616,0.46624732684525577,4442,921.58994428619,82687171.77687737,52630940,0.4361863158182809,0.38043849231554283,0.4919341393210189,-0.003883895443652936,"['patients', 'disease', 'treatment', 'progression', 'biomarkers', 'imaging', 'ms', 'early', 'identify', 'response']"
7,149,67531659,21980.0,0.2202797202797203,0.4963286713286713,0.46756015690164093,0.5250971857557016,572,325.4769736961445,28134613.718433764,16376960,0.33251201244902384,0.2897005572834918,0.3753234676145559,0.04838404849469753,"['mental', 'mental health', 'safety', 'treatment', 'care', 'quality', 'patient', 'methods', 'training', 'disorders']"
8,488,148308445,160689.0,0.009708737864077669,0.13067241999280835,0.1236581305522723,0.1376867094333444,2781,1083.4784222840447,19557792.415530883,12571577,0.1177229114062039,0.07573426633991827,0.15971155647248952,0.08492499625367442,"['protein', 'proteins', 'structure', 'sequence', 'function', 'structures', 'binding', 'methods', 'interactions', 'molecular']"
9,265,154050963,37101.0,0.1391705069124424,0.47843317972350224,0.4590731942971837,0.4977931651498208,1085,240.8358849402324,65844051.38864144,28773973,0.35312926565953473,0.31647432003374903,0.3897842112853204,0.019853514657933058,"['sleep', 'emotion', 'depression', 'youth', 'disorder', 'symptoms', 'risk', 'cognitive', 'facial', 'disorders']"
10,186,64068689,15559.0,0.13414634146341464,0.48917682926829265,0.46462339400755176,0.5137302645290336,656,242.8487338019356,13465238.741222637,7980299,0.19233271425242632,0.1532639683653109,0.23140146013954174,0.16078816969001866,"['alcohol', 'exposure', 'brain', 'facial', 'disorders', 'consortium', 'effects', 'spectrum', 'children', 'risk']"
11,309,252215976,117143.0,0.15643224699828473,0.4496397941680961,0.4374903279452595,0.46178926039093265,2915,464.455114453178,142859552.0542402,59233347,0.426646565494098,0.3706143689501209,0.48267876203807514,0.18217809627162734,"['ad', 'alzheimer', 'alzheimer disease', 'disease', 'cognitive', 'dementia', 'brain', 'risk', 'imaging', 'aging']"
12,220,71600798,23529.0,0.12540894220283533,0.4196292257360959,0.3989570593775743,0.4403013920946175,917,328.61365595394625,10594960.168025693,9623282,0.13711968300177763,0.0984525299948106,0.17578683600874465,0.1601410117049744,"['breast', 'breast cancer', 'cancer', 'women', 'risk', 'screening', 'imaging', 'tumor', 'patients', 'decision']"
13,339,145788905,30785.0,0.06735340729001585,0.34072900158478603,0.3242178224631,0.35724018070647207,1262,211.1614735017044,12026443.646736436,5383766,0.05403844529214752,0.02574717959256739,0.08232971099172764,0.039815698691204104,"['nlp', 'text', 'language', 'biomedical', 'language processing', 'natural language', 'processing', 'natural', 'information', 'medical']"
14,239,106014178,21247.0,0.06610009442870633,0.35467422096317275,0.33655417736355536,0.37279426456279013,1059,200.41658956219987,37141988.169490874,15747827,0.3050693607853413,0.24727915641029335,0.36285956516038925,0.23303215600083224,"['hiv', 'infection', 'risk', 'prevention', 'associated', 'social', 'study', 'patients', 'cells', 'care']"
15,164,50516370,30766.0,0.06201550387596899,0.31983204134366927,0.298938107505004,0.34072597518233455,774,609.0303004748757,8348867.37423796,7366440,0.1543285194009481,0.11905480693561513,0.18960223186628108,0.08788258782549335,"['visual', 'eye', 'vision', 'cortex', 'recognition', 'shape', 'neural', 'understanding', 'human', 'natural']"
16,166,165360435,19547.0,0.22633744855967078,0.4975308641975309,0.46691556823150143,0.5281461601635603,486,118.20844569016766,79571419.30322526,8015389,0.3653120362680946,0.052451241040055496,0.6781728314961337,0.27025562461758734,"['pain', 'chronic', 'patients', 'treatment', 'opioid', 'brain', 'care', 'management', 'treatments', 'effects']"
17,129,74261133,7204.0,0.1340909090909091,0.46352272727272725,0.4332169066651741,0.4938285478802804,440,97.00902354937138,43991530.84670206,10759003,0.4568249419556245,0.4324942835206558,0.48115560039059324,0.19380714859817294,"['stroke', 'recovery', 'patients', 'brain', 'treatment', 'risk', 'language', 'motor', 'imaging', 'acute']"
18,188,103563882,33276.0,0.19555555555555557,0.5235555555555556,0.4984820792173155,0.5486290318937955,675,321.3089289179021,30662389.71288155,19815543,0.26066463396453365,0.22693997322409723,0.2943892947049701,0.14751617408058443,"['asd', 'autism', 'children', 'brain', 'disorder', 'behavioral', 'connectivity', 'spectrum', 'early', 'social']"
19,266,174064332,169615.0,0.05019815059445178,0.2677344782034346,0.2530606985480017,0.28240825785886753,1514,974.4385771118233,21975232.467278,15814320,0.10380018929890937,0.0717840429174427,0.13581633568037604,0.015169673857174914,"['genome', 'human', 'genomic', 'sequencing', 'dna', 'analysis', 'sequence', 'functional', 'computational', 'elements']"
20,187,53653447,12313.0,0.07311827956989247,0.3720430107526881,0.34547126190215455,0.3986147596032216,465,229.49131301852796,7122370.653685814,2816750,0.11086868813452169,0.08013499500585008,0.1416023812631933,0.12396582070804062,"['language', 'children', 'infants', 'acquisition', 'statistical', 'speech', 'input', 'disorders', 'development', 'proposed']"
21,408,180983443,137721.0,0.04528912252325111,0.2757784067933684,0.264484674491859,0.28707213909487783,2473,760.9591116022696,25482088.94513427,14944001,0.12112153381277349,0.09797794293076342,0.14426512469478356,0.007396527724029849,"['gene', 'genes', 'expression', 'gene expression', 'molecular', 'genetic', 'human', 'disease', 'pathways', 'networks']"
22,228,40531758,25676.0,0.15765352887259396,0.4780934922089825,0.45825244825629086,0.49793453616167416,1091,633.4785675963032,13633112.314723367,5876561,0.2827445097285541,0.2603036533127785,0.3051853661443297,0.06108047994346393,"['dr', 'training', 'patients', 'career', 'risk', 'award', 'independent', 'care', 'development', 'investigator']"
23,61,18170563,6174.0,0.14492753623188406,0.43949275362318835,0.38441979879927074,0.49456570844710596,138,339.7803359202464,8649299.722781105,4179368,0.42038649961110014,0.36747832156037613,0.47329467766182415,0.21096443994742564,"['pd', 'disease', 'cognitive', 'motor', 'stimulation', 'brain', 'dysfunction', 'biomarkers', 'patients', 'progression']"
24,426,189138504,79283.0,0.1333610303282094,0.4286871624428749,0.41559111946431654,0.4417832054214333,2407,419.1795870395591,39068033.427265756,30046748,0.21402536956810703,0.14574710466112586,0.2823036344750882,0.01604244386490714,"['image', 'imaging', 'images', 'cad', 'ct', 'detection', 'pet', 'lesions', 'diagnosis', 'computer']"
25,246,122331384,37312.0,0.04234972677595628,0.23135245901639348,0.21221450921819576,0.2504904088145912,732,305.00758497099974,44440034.18426157,21387698,0.34595662667846283,0.27201384200179973,0.41989941135512593,0.03226214962657166,"['neural', 'neurons', 'activity', 'sensory', 'motor', 'circuits', 'brain', 'cortex', 'circuit', 'cortical']"
26,149,49946232,20078.0,0.04238921001926782,0.33728323699421964,0.3125400848555808,0.36202638913285845,519,401.99228642513015,3195161.500497022,878771,0.02799448117621387,0.007911256990611588,0.04807770536181616,0.059953349679570084,"['vision', 'computer', 'computer vision', 'impaired', 'visual', 'facial', 'user', 'low', 'people', 'image']"
27,529,204705108,16097.0,0.08668341708542714,0.3302763819095477,0.30886665126907054,0.3516861125500249,796,78.63506757242227,61194513.816750914,35449786,0.33882804886212775,0.24034242122167404,0.43731367650258146,-0.013114439622574924,"['phase', 'device', 'technology', 'phase ii', 'ii', 'software', 'time', 'opioid', 'real', 'development']"
28,451,220874971,188653.0,0.20581870641981245,0.5088723250781437,0.4986043312133415,0.5191403189429459,4159,854.1166939191132,82309936.3759809,51116770,0.32767499127661215,0.2914280936743976,0.3639218888788267,0.026400862250594053,"['brain', 'imaging', 'connectivity', 'functional', 'fmri', 'mri', 'neuroimaging', 'cognitive', 'analysis', 'eeg']"
29,180,99777210,20284.0,0.08014354066985646,0.3346889952153109,0.3137984721792084,0.35557951825141343,836,203.29291628819846,47234188.83219886,34415529,0.3890655778961877,0.296663113405087,0.48146804238728835,0.026980343988341746,"['immune', 'surgical', 'surgery', 'patients', 'cell', 'tissue', 'infection', 'disease', 'responses', 'cells']"
30,234,88872990,21865.0,0.1323529411764706,0.41966911764705883,0.3968879730856507,0.44245026220846695,816,246.02525469211736,20777397.76576569,14147227,0.20569542633348004,0.18359027073218737,0.2278005819347727,0.05982355249933486,"['tumor', 'imaging', 'tumors', 'cancer', 'treatment', 'image', 'mri', 'tissue', 'therapy', 'response']"
31,325,143128841,48596.0,0.026806526806526808,0.20804195804195802,0.19192763978612962,0.22415627629778642,858,339.5262594210485,50896911.08603868,32898421,0.32694425519599946,0.2842117593624198,0.3696767510295791,0.05945065302339434,"['cell', 'cells', 'single cell', 'single', 'cellular', 'cell types', 'types', 'human', 'analysis', 'molecular']"
32,393,223650942,266695.0,0.09042056074766355,0.37830607476635514,0.36898447117767447,0.3876276783550358,4280,1192.4608839787493,70985954.20416826,22933465,0.2911826405191993,0.2576144938927977,0.32475078714560085,0.037180586780443274,"['cancer', 'tumor', 'cell', 'cancers', 'patients', 'mutations', 'treatment', 'analysis', 'patient', 'tumors']"
33,193,81136822,28331.0,0.1114149008885851,0.4249487354750513,0.40868737622202583,0.44121009472807676,1463,349.1756184386911,33836325.820396274,17575401,0.3350818987382186,0.30848028199383193,0.36168351548260524,0.0601879267638336,"['ehr', 'electronic', 'electronic health', 'patients', 'patient', 'records', 'care', 'risk', 'genomic', 'record']"
34,67,23522651,11716.0,0.06517690875232775,0.353538175046555,0.32757102358191365,0.37950532651119634,537,498.07311259262406,20956349.108737994,7648112,0.6530368197973581,0.5842667362142246,0.7218069033804915,0.15007473282140188,"['kidney', 'patients', 'disease', 'injury', 'acute', 'adverse', 'chronic', 'biomarkers', 'pediatric', 'survival']"
35,134,41428696,12548.0,0.08488612836438923,0.3939958592132505,0.3660314132729533,0.42196030515354765,483,302.88184788630565,7559928.733739823,1794830,0.16398467513108947,0.12209770359060637,0.20587164667157257,0.22803926603197813,"['speech', 'language', 'motor', 'neural', 'communication', 'measures', 'model', 'time', 'real time', 'disorders']"
36,184,88528028,55937.0,0.01608910891089109,0.19263613861386136,0.17627481176585627,0.20899746546186646,808,631.8563879001123,19112613.81320998,10754758,0.1895638258149797,0.1461381797334106,0.23298947189654878,0.09319262829487096,"['regulatory', 'gene', 'transcription', 'regulation', 'genome', 'cell', 'expression', 'binding', 'gene expression', 'elements']"
37,147,91887372,17547.0,0.20103092783505155,0.48827319587628865,0.4640951989377502,0.5124511928148271,776,190.96203991991413,37579885.97801439,23714744,0.36173142224752247,0.2844595334430732,0.43900331105197177,0.07181904166995048,"['heart', 'cardiac', 'failure', 'patients', 'risk', 'motion', 'disease', 'cardiovascular', 'imaging', 'patient']"
38,146,53249194,23482.0,0.1348747591522158,0.42793834296724464,0.39966735784619245,0.45620932808829684,519,440.98320060957167,11266868.878385473,7922890,0.20718821183286804,0.15000510708827786,0.2643713165774582,0.13972725942693878,"['lung', 'lung cancer', 'cancer', 'screening', 'ct', 'controls', 'models', 'dose', 'patients', 'risk']"
