Cluster,Size,Total,Citations,APT % over 95%,Avg. APT,95%CI L,95%CI U,Papers,Citations per $1mil funding,Years of Availability,Citations per thousand dollars of funding per year,Projected 2021 Award,Actual 2021 Award To Date,Growth Rate,95%CI L,95%CI U,Score,Description,Category,Clinical/Technical,Centroids,%R01,%U01,%R44,%U24,%R21,%U54
0,5,335497,0.0,nan,nan,nan,nan,0,0.0,0,nan,488.8331336805582,0,-0.24444281695563294,-0.3315636998686895,-0.15732193404257638,0.899591139069089, , , ,"['sentence', 'dependency', 'constraint', 'language', 'contain', 'object', 'understand', 'material', 'special', 'unique', 'principle', 'identify', 'sequence', 'local', 'brain']",1.0,0.0,0.0,0.0,0.0,0.0
1,5,964046,3.0,0.0,0.05000000000000001,0.05,0.05000000000000002,3,3.111884702597179,105,2.963699716759218e-05,412.66209125474825,0,-0.3133807041207273,-0.42771133703542746,-0.1990500712060272,0.6545052876741522, , , ,"['artery', 'coronary', 'coronary artery', 'angiography', 'digital', 'contrast', 'motion', 'new technique', 'improvement', 'search', 'procedure', 'lesion', 'dimension', 'image processing', 'chest']",1.0,0.0,0.0,0.0,0.0,0.0
2,5,2919474,57,0.0,0.25,nan,nan,1,19.52406495142618,37,0.0005276774311196265,1502.3614539422388,0,-0.30226811568921,-0.38896511923084115,-0.2155711121475789,1.0, , , ,"['stroke', 'vessel', 'blood', 'center', 'decision making', 'aphasia', 'endothelial', 'vascular', 'electron microscopy', 'fluid', 'underlying', 'assessing', 'cognitive', 'classification', 'correlate']",0.0,0.0,0.0,0.0,0.0,0.0
3,6,1571233,473.0,0.0,0.20833333333333334,0.11424908173565401,0.3024175849310127,12,301.03746548093125,471,0.000639145361955268,2552.473951466175,0,-0.23886783533819275,-0.3437941979285697,-0.13394147274781584,0.3810245529878185, , , ,"['mass', 'spectrometry', 'mass spectrometry', 'surface', 'ion', 'chemical', 'novel', 'natural', 'product', 'spectrum', 'molecule', 'spectral', 'intend', 'plasma', 'class']",1.0,0.0,0.0,0.0,0.0,0.0
4,7,1139852,220,0.0,0.11428571428571432,-0.011711970434717722,0.24028339900614637,7,193.00751325610693,261,0.0007394923879544327,967.2203676010432,0,-0.27710140741242717,-0.45878855950732833,-0.09541425531752598,0.7794480813517987, , , ,"['caduceus', 'intend', 'procedure', 'mode', 'provides', 'permit', 'refine', 'protocol', 'value', 'clinical decision', 'period', 'distribution', 'accuracy', 'specifically', 'overall']",0.2857142857142857,0.0,0.0,0.0,0.0,0.0
5,6,872198,0.0,nan,nan,nan,nan,0,0.0,0,nan,2584.134182096685,0,-0.2052012586894205,-0.3738534526959862,-0.03654906468285479,0.6364388564171802, , , ,"['muscle', 'nerve', 'proposed project', 'device', 'lead', 'case', 'ii', 'currently', 'effort', 'instrument', 'phase ii', 'independent', 'alternative', 'significance', 'obtain']",0.3333333333333333,0.0,0.0,0.0,0.0,0.0
6,4,1261090,101,0.0,0.5,nan,nan,1,80.08944643126185,33,0.0024269529221594495,517.9356475878242,0,-0.31532317020061157,-0.41951842958655683,-0.21112791081466634,1.0, , , ,"['reasoning', 'heuristic', 'physician', 'heart', 'qualitative', 'determining', 'clinically', 'build', 'value', 'methodology', 'case', 'dependency', 'physiological', 'idea', 'input']",1.0,0.0,0.0,0.0,0.0,0.0
7,4,366941,129.0,0.0,0.75,nan,nan,1,351.5551546433895,30,0.011718505154779651,1.3084796482828192,0,-0.5609663065997916,-0.7002647199143983,-0.421667893285185,0.632315456246583, , , ,"['matrix', 'role', 'injury', 'plasma', 'vitro', 'light', 'characterize', 'quantitation', 'electron', 'image analysis', 'response', 'tissue', 'electron microscopy', 'synthesis', 'localization']",0.75,0.0,0.0,0.0,0.0,0.0
8,10,1198776,0.0,nan,nan,nan,nan,0,0.0,0,nan,7795.858162231955,0,-0.15631990537308785,-0.29518749069057504,-0.017452320055600656,0.33768414844216776, , , ,"['language', 'learning', 'child', 'network', 'acquisition', 'construction', 'input', 'natural', 'simulation', 'unit', 'brain', 'principle', 'main', 'feedback', 'cognitive']",0.7,0.0,0.0,0.0,0.0,0.0
9,351,76977806,4070.0,0.04597701149425287,0.20977011494252878,0.1589555169615303,0.26058471292352725,87,52.87238246306994,2971,1.7796157005408932e-05,150656.1377272821,0,-0.2279380476534691,-0.31995235706949116,-0.13592373823744702,-0.06944636491918323, , , ,"['sequence', 'reasoning', 'dna', 'imaging', 'receptor', 'dynamic', 'physician', 'device', 'drug', 'interpretation', 'cancer', 'simulation', 'biomedical', 'health', 'cervical']",0.5527065527065527,0.0,0.05413105413105413,0.0,0.0,0.0
10,5,275400,0.0,nan,nan,nan,nan,0,0.0,0,nan,330.69239040132896,0,-0.2553573465568458,-0.33672921880505574,-0.1739854743086358,1.0, , , ,"['consultant', 'workstation', 'medical knowledge', 'improvement', 'refinement', 'extensive', 'knowledge representation', 'principal', 'production', 'proposed project', 'grant', 'derived', 'associated', 'digital', 'computer program']",0.0,0.0,0.0,0.0,0.0,0.0
11,7,924282,0.0,nan,nan,nan,nan,0,0.0,0,nan,4857.353920764823,0,-0.169120479044958,-0.3059663122266796,-0.03227464586323639,0.7209947043979649, , , ,"['sleep', 'automated analysis', 'record', 'population', 'eeg', 'host', 'detailed', 'data base', 'description', 'signal', 'resulting', 'generator', 'independent', 'operation', 'project develop']",0.7142857142857143,0.0,0.2857142857142857,0.0,0.0,0.0
12,17,1821787,1844.0,0.043478260869565216,0.24999999999999997,0.14580644613423027,0.3541935538657697,23,1012.1929731631634,767,0.001319677931112338,106.58521222968278,0,-0.41601294757811536,-0.46757342711816874,-0.36445246803806197,0.06649103951089674, , , ,"['decision making', 'acquisition', 'consultation', 'dental', 'pathology', 'mapping', 'cardiac', 'neutrophil', 'signal', 'endothelial', 'clinical decision', 'health', 'physician', 'principle', 'injury']",0.4117647058823529,0.0,0.0,0.0,0.0,0.0
13,4,1028184,0.0,nan,nan,nan,nan,0,0.0,0,nan,4493.791586569916,0,-0.18134413664465404,-0.30212568230653314,-0.06056259098277493,1.0, , , ,"['sequence', 'distribution', 'rna', 'secondary', 'statistical', 'significance', 'comparison', 'pattern recognition', 'long', 'define', 'molecular biology', 'genetic', 'probability', 'central', 'established']",1.0,0.0,0.0,0.0,0.0,0.0
14,15,3736559,0.0,nan,nan,nan,nan,0,0.0,0,nan,29868.92786651809,0,-0.1426480060760681,-0.2958076832771022,0.010511671124966038,0.04172360777064681, , , ,"['investigation', 'workstation', 'flow', 'light scatter', 'light', 'communication', 'scatter', 'automated analysis', 'task', 'imaging', 'recording', 'volume', 'optical', 'decision support', 'education']",0.6,0.0,0.06666666666666667,0.0,0.0,0.0
15,5,2816106,0.0,nan,nan,nan,nan,0,0.0,0,nan,1867.625069405541,0,-0.2879064107226532,-0.37709818827711816,-0.1987146331681883,0.8142134658285798, , , ,"['display', 'reconstruction', 'radiology', 'mri', 'pet', 'ct', 'tomography', 'procedure', 'planning', 'grant', 'currently', 'radiation', 'ultrasound', 'measured', 'magnetic resonance']",1.0,0.0,0.0,0.0,0.0,0.0
16,5,779440,0.0,nan,nan,nan,nan,0,0.0,0,nan,1109.8489113323312,0,-0.24586130041829304,-0.3306679196803426,-0.1610546811562435,1.0, , , ,"['lung', 'induced', 'intend', 'biochemistry', 'probability', 'conducted', 'ass', 'shown', 'long term', 'relevant', 'series', 'body', 'detailed', 'drug', 'long']",1.0,0.0,0.0,0.0,0.0,0.0
17,5,398492,0.0,nan,nan,nan,nan,0,0.0,0,nan,369.92530624927014,0,-0.2699971498161021,-0.350105552150333,-0.18988874748187123,0.7325654815239433, , , ,"['mass', 'spectrum', 'ion', 'mass spectrometry', 'spectrometry', 'determination', 'source', 'organic', 'molecule', 'specie', 'mode', 'direct', 'instrument', 'compound', 'intelligent']",1.0,0.0,0.0,0.0,0.0,0.0
18,3,476625,0.0,nan,nan,nan,nan,0,0.0,0,nan,34.84727602144328,0,-0.40746247099949334,-0.5654392014277805,-0.24948574057120623,1.0, , , ,"['surface', 'receptor', 'sample', 'mass', 'site', 'mass spectrometry', 'spectrometry', 'preparation', 'analytical', 'biomedical', 'response', 'plasma', 'immune', 'ion', 'matrix']",1.0,0.0,0.0,0.0,0.0,0.0
19,5,554520,278.0,0.0,0.11666666666666665,-0.013997598969336986,0.24733093230267028,3,501.3344874846714,96,0.005222234244631994,2269.5812879613773,0,-0.18446093729810337,-0.30850084320889837,-0.06042103138730838,0.7708942934471683, , , ,"['gait', 'cycle', 'pattern recognition', 'selection', 'criterion', 'statistical', 'explanation', 'significant', 'muscle', 'pathology', 'limited', 'center', 'national', 'reasoning', 'examined']",1.0,0.0,0.0,0.0,0.0,0.0
20,12,1471971,0.0,nan,nan,nan,nan,0,0.0,0,nan,7142.27516091213,0,-0.17465000267826142,-0.31050100534792496,-0.03879900000859787,0.23396434654728804, , , ,"['chemical', 'specie', 'communication', 'define', 'unique', 'methodology', 'pattern recognition', 'analytical', 'organic', 'difference', 'employed', 'identify', 'signal', 'nature', 'role']",0.5833333333333334,0.0,0.16666666666666666,0.0,0.0,0.0
21,5,1122263,0.0,nan,nan,nan,nan,0,0.0,0,nan,1077.512827522516,0,-0.267873289912613,-0.3458142412683656,-0.1899323385568604,0.8666834933650488, , , ,"['synthetic', 'synthesis', 'organic', 'strategy', 'graphical', 'heuristic', 'principle', 'range', 'digital', 'chemical', 'effective', 'involving', 'search', 'employed', 'database']",1.0,0.0,0.0,0.0,0.0,0.0
22,5,4319528,0.0,nan,nan,nan,nan,0,0.0,0,nan,14464.92540204499,0,-0.1970286463509397,-0.33274976787909116,-0.06130752482278823,1.0, , , ,"['computer resource', 'molecular biology', 'national', 'biology', 'workstation', 'evaluated', 'examined', 'examine', 'evolution', 'established', 'expected', 'establish', 'essential', 'error', 'enzyme']",0.0,0.0,0.0,0.0,0.0,0.0
