Cluster,Size,Total,Citations,APT % over 95%,Avg. APT,95%CI L,95%CI U,Papers,Citations per $1mil funding,Projected 2021 Award,Actual 2021 Award To Date,Growth Rate,95%CI L,95%CI U,Score,Centroids
0,411,254110647,252257.0,0.09095634095634096,0.36272089397089397,0.3557437712473977,0.36969801669439023,7696,992.7053548448918,21163685.281614695,41087297,0.056518703459848746,0.01614237589817278,0.09689503102152472,0.0057120967197839805,"['biomedical', 'knowledge', 'information', 'tools', 'researchers', 'scientific', 'text', 'literature', 'community', 'methods', 'development', 'mining', 'informatics', 'scientists', 'support']"
1,226,100955173,59732.0,0.03150912106135987,0.2535240464344942,0.23845638156853513,0.26859171130045334,1206,591.6685418388615,17806268.226499844,9191933,0.1598298359576574,0.1326715204476052,0.1869881514677096,0.034940938308126154,"['gene', 'expression', 'gene expression', 'genes', 'regulation', 'human', 'disease', 'genome', 'cell', 'models', 'methods', 'regulatory', 'dna', 'cells', 'functional']"
2,241,82405655,26540.0,0.13275193798449614,0.42829457364341084,0.4087244663964969,0.4478646808903248,1032,322.06527573866134,12659925.26825025,9623282,0.14189059224743306,0.10678555311313118,0.17699563138173494,0.1442870772316511,"['breast', 'breast cancer', 'cancer', 'women', 'risk', 'screening', 'imaging', 'tumor', 'patients', 'decision', 'detection', 'cancers', 'early', 'diagnosis', 'computer']"
3,170,62078719,24571.0,0.16084656084656085,0.4569312169312169,0.4355717343736085,0.4782906994888253,945,395.80391470384563,12448502.83720127,5266057,0.18428521663763112,0.13131153889840624,0.237258894376856,0.03498913969871919,"['decision', 'decision support', 'support', 'decision making', 'making', 'surveillance', 'patient', 'care', 'patients', 'informatics', 'public', 'information', 'medical', 'time', 'systems']"
4,252,116544378,21772.0,0.06255585344057193,0.34432529043789095,0.32673249722677616,0.36191808364900574,1119,186.81295806478113,38267830.74209681,15908548,0.28423018324265403,0.2447974172288971,0.3236629492564109,0.21756372469798935,"['hiv', 'infection', 'risk', 'prevention', 'social', 'associated', 'study', 'care', 'patients', 'drug', 'therapy', 'cells', 'brain', 'treatment', 'individuals']"
5,233,77052036,74686.0,0.008142116950407105,0.12679496669133974,0.11720932121191294,0.13638061217076655,1351,969.2930112839588,14681868.110585496,7941545,0.18430442966736527,0.13105168727706012,0.2375571720576704,0.09009257379239034,"['protein', 'proteins', 'interactions', 'structure', 'sequence', 'function', 'computational', 'sequences', 'methods', 'structural', 'molecular', 'design', 'structures', 'biomedical', 'binding']"
6,347,179951563,243560.0,0.0890092879256966,0.3731682146542828,0.36336634625417424,0.38297008305439134,3876,1353.475323801439,62726647.21104571,18942569,0.3336063078163422,0.27852613793578584,0.38868647769689857,0.03493470155797576,"['cancer', 'tumor', 'cancers', 'analysis', 'methods', 'cell', 'genomic', 'patients', 'mutations', 'treatment', 'genomics', 'patient', 'molecular', 'computational', 'genome']"
7,160,81951049,15454.0,0.0824524312896406,0.35443974630021136,0.32639628653416863,0.3824832060662541,473,188.5759875996218,18538726.18097828,12195046,0.22088909697969072,0.17926434197776306,0.26251385198161836,0.061986030424755534,"['motor', 'movement', 'control', 'neural', 'brain', 'stimulation', 'signals', 'injury', 'activity', 'function', 'circuits', 'signal', 'sensory', 'artificial', 'cortex']"
8,178,99769514,32506.0,0.1917808219178082,0.5192541856925418,0.4938260781294282,0.5446822932556553,657,325.8109486230433,29111146.97609835,18832556,0.2571270530804365,0.22542214792306461,0.2888319582378084,0.16225004970250279,"['asd', 'autism', 'children', 'brain', 'disorder', 'connectivity', 'behavioral', 'spectrum', 'disorders', 'social', 'early', 'functional', 'infants', 'developmental', 'risk']"
9,296,245721011,116559.0,0.15767490428123912,0.44956491472328575,0.43731091681718093,0.46181891262939057,2873,474.35503999289665,138200132.52599794,60200009,0.42541292883757537,0.37062360137156436,0.4802022563035864,0.1815408351792544,"['ad', 'alzheimer', 'alzheimer disease', 'disease', 'cognitive', 'dementia', 'brain', 'risk', 'imaging', 'biomarkers', 'aging', 'early', 'aim', 'progression', 'trials']"
