Cluster,Size,Total,Citations,APT % over 95%,Avg. APT,95%CI L,95%CI U,Papers,Citations per $1mil funding,Projected 2021 Award,Actual 2021 Award To Date,Growth Rate,95%CI L,95%CI U,Score,Centroids
0,716,283478007,103704.0,0.08302998786618132,0.36254983532674645,0.3545088222634282,0.3705908483900647,5769,365.82732148247396,73899037.77066591,71761159,0.27435952605069175,0.21010211273617574,0.33861693936520776,-0.0195159522403327,"['phase', 'device', 'technology', 'time', 'control', 'activity', 'real', 'physical', 'motor', 'real time', 'devices', 'mobile', 'monitoring', 'students', 'development']"
1,312,172695142,97066.0,0.14126712328767124,0.4409460616438356,0.42765171406774544,0.45424040921992576,2336,562.0656080759933,22318307.49355188,18968495,0.10572453546921266,0.05722910578954434,0.15421996514888098,0.017496839434839824,"['genetic', 'risk', 'genome', 'gene', 'association', 'genes', 'disease', 'susceptibility', 'gwas', 'genome wide', 'studies', 'methods', 'environmental', 'genetics', 'study']"
2,560,281063461,121608.0,0.09084683862131933,0.37494864186258847,0.3655450330239856,0.38435225070119133,4381,432.67096892398973,146398391.77416414,81994609,0.42871799011426365,0.3924344448889711,0.4650015353395562,-0.01177904707716634,"['disease', 'microbiome', 'immune', 'infection', 'host', 'risk', 'patients', 'biomarkers', 'early', 'identify', 'blood', 'aim', 'progression', 'associated', 'studies']"
3,429,175578679,36870.0,0.08114157806379407,0.3632624510352546,0.34903628266670045,0.3774886194038088,1787,209.99132816120573,16132812.338382335,7838123,0.06653884719972487,0.032685831894197624,0.10039186250525212,0.028068222998562105,"['nlp', 'medical', 'patient', 'language', 'information', 'natural language', 'electronic', 'text', 'language processing', 'natural', 'records', 'processing', 'ehr', 'emr', 'systems']"
4,513,239048316,274963.0,0.07288503253796096,0.31354663774403474,0.3047810337216062,0.3223122417664633,4610,1150.24027192896,77443444.36720657,43521194,0.33782072026781895,0.2564666744749877,0.4191747660606502,-0.0134122416531982,"['methods', 'analysis', 'models', 'computational', 'statistical', 'tools', 'human', 'biological', 'genome', 'genomic', 'sequencing', 'software', 'disease', 'molecular', 'model']"
5,93,56564601,61294.0,0.13770250368188514,0.44385125184094254,0.42657885463937195,0.46112364904251313,1358,1083.6105782837574,36655142.70363147,21484818,0.5157305259289117,0.44715603877384913,0.5843050130839742,0.08017880653073081,"['aging', 'age', 'cognitive', 'ad', 'changes', 'life', 'healthy', 'population', 'disease', 'related', 'brain', 'alzheimer', 'alzheimer disease', 'imaging', 'human']"
6,227,75531534,24571.0,0.1288981288981289,0.42338877338877334,0.40315894588428786,0.44361860089325883,962,325.3078376509605,11499923.634514201,9094471,0.14057572794390288,0.10746731290957827,0.17368414297822748,0.15067848764765057,"['breast', 'breast cancer', 'cancer', 'women', 'risk', 'screening', 'imaging', 'tumor', 'patients', 'decision', 'detection', 'early', 'diagnosis', 'cancers', 'computer']"
7,348,139309797,48091.0,0.1280701754385965,0.44692982456140357,0.42834330569547624,0.4655163434273309,1140,345.2090307762059,46597333.572365366,22150811,0.29093870536200145,0.2586086348857437,0.3232687758382592,-0.0015100141071635227,"['cognitive', 'memory', 'brain', 'neural', 'emotion', 'attention', 'disorders', 'neuroscience', 'deficits', 'behavior', 'computational', 'behavioral', 'task', 'mechanisms', 'control']"
8,306,93791444,94323.0,0.008436080467229072,0.12485399091499028,0.1158698611814095,0.13383812064857104,1541,1005.6674252717551,11686609.760796625,7314875,0.10924100236283654,0.06928019847392308,0.14920180625175,0.10523832962917772,"['protein', 'proteins', 'structure', 'sequence', 'structures', 'function', 'interactions', 'prediction', 'structural', 'methods', 'computational', 'sequences', 'molecular', 'functional', 'information']"
9,249,114381069,20656.0,0.19672131147540983,0.4799863387978142,0.4549955904868774,0.504977087108751,732,180.58932461979353,68961806.79379795,30401359,0.49365516498041573,0.4563452351521198,0.5309650948087117,0.03077133066375046,"['depression', 'treatment', 'mental', 'mental health', 'patients', 'response', 'intervention', 'study', 'disorders', 'individuals', 'symptoms', 'care', 'treatments', 'behavioral', 'aim']"
10,155,65922668,12332.0,0.11600587371512482,0.40132158590308364,0.37713339661376405,0.42550977519240324,681,187.0676714722772,21355963.537501805,8356768,0.2619506937422647,0.22162065396950398,0.30228073351502543,0.11605702976562965,"['older', 'older adults', 'adults', 'aging', 'home', 'care', 'cognitive', 'risk', 'intervention', 'age', 'chronic', 'life', 'physical', 'patients', 'support']"
11,157,61247109,15895.0,0.08156329651656755,0.37926932880203906,0.3615059613535583,0.39703269625051985,1177,259.5224535414398,21985574.663373362,17678545,0.29895804244919116,0.2597388117438799,0.3381772731545024,0.0675636981215686,"['social', 'behavior', 'behavioral', 'behaviors', 'network', 'population', 'study', 'aim', 'communication', 'modeling', 'models', 'analysis', 'related', 'life', 'information']"
12,255,84458085,54010.0,0.0572463768115942,0.3581521739130435,0.34243725836197775,0.37386708946410924,1380,639.4888067850461,8518973.435813779,8416818,0.07873376644115335,0.06082541908110929,0.0966421138011974,0.06612658028466481,"['visual', 'vision', 'eye', 'computer', 'impaired', 'recognition', 'computer vision', 'low', 'cortex', 'images', 'information', 'human', 'people', 'understanding', 'neural']"
13,382,239395699,261118.0,0.08813640730067243,0.3715658021133525,0.3621421924065476,0.3809894118201574,4164,1090.738058748499,73352429.58365855,24129787,0.274317895313932,0.23832007338699873,0.3103157172408653,0.029871859947019807,"['cancer', 'tumor', 'cell', 'patients', 'treatment', 'cancers', 'analysis', 'patient', 'genomic', 'tumors', 'methods', 'tools', 'computational', 'mutations', 'genomics']"
