text,title,id,project_number,terms,administration,organization,mechanism,year,funding,score
"COMPREHENDING SENTENCES WITH LONG-DISTANCE DEPENDENCIES To understand the sentence ""Who did the girl the teacher forced to talk complain to?""  One must determine that ""the girl"" is to be taken as the missing subject of the verb ""talk"" and that ""who"" is the missing object of the preposition ""to.""  Sentences with such long-distance dependencies as that between ""the girl"" and the subject position preceding ""to talk"" pose special problems for theories of sentence comprehension.  They challenge the apparent human limits on short-term memory and processing capacity, in that arbitrary amounts of linguistic material can intervene between the items that are dependent upon each other and any one sentence can contain several long-distance dependencies.  Further, they are subject to unique linguistic constraints that a language user must honor.  We propose experiments to study the comprehension of sentences with long-distance dependencies, using reaction time and other measures of processing difficulty. Our goals are to determine what decision principles people follow in understanding such sentences, to identify the various types of information (lexical, pragmatic, suprasegmental, grammatical constraints) they use in making decisions about long-distance dependencies, and to specify the sequence in which they use functionally different types of information.   ",COMPREHENDING SENTENCES WITH LONG-DISTANCE DEPENDENCIES,3315838,R01HD018708,"['cognition ', ' speech ', ' psycholinguistics ', ' semantics ', ' language ', ' audiotape ', ' artificial intelligence ', ' ']",NICHD,UNIVERSITY OF MASSACHUSETTS AMHERST,R01,1985,66553,0.10685739750933565
"COMPREHENDING SENTENCES WITH LONG-DISTANCE DEPENDENCIES To understand the sentence ""Who did the girl the teacher forced to talk complain to?""  One must determine that ""the girl"" is to be taken as the missing subject of the verb ""talk"" and that ""who"" is the missing object of the preposition ""to.""  Sentences with such long-distance dependencies as that between ""the girl"" and the subject position preceding ""to talk"" pose special problems for theories of sentence comprehension.  They challenge the apparent human limits on short-term memory and processing capacity, in that arbitrary amounts of linguistic material can intervene between the items that are dependent upon each other and any one sentence can contain several long-distance dependencies.  Further, they are subject to unique linguistic constraints that a language user must honor.  We propose experiments to study the comprehension of sentences with long-distance dependencies, using reaction time and other measures of processing difficulty. Our goals are to determine what decision principles people follow in understanding such sentences, to identify the various types of information (lexical, pragmatic, suprasegmental, grammatical constraints) they use in making decisions about long-distance dependencies, and to specify the sequence in which they use functionally different types of information.   ",COMPREHENDING SENTENCES WITH LONG-DISTANCE DEPENDENCIES,3315839,R01HD018708,"['cognition ', ' speech ', ' psycholinguistics ', ' semantics ', ' language ', ' audiotape ', ' artificial intelligence ', ' ']",NICHD,UNIVERSITY OF MASSACHUSETTS AMHERST,R01,1986,57427,0.10685739750933565
"LANGUAGE LEARNABILITY AND LANGUAGE DEVELOPMENT This project has three aims.  The first is development, refinement, and testing of an explicit theory of language acquisition in children.  The theory, building on earlier work, will if successful account for the development of language from the start of syntax learning through the acquisition of complex grammatical structures; it will be consistent with linguistic theory and the important facts of language development in children; it will deal with exotic languages as well as English; and it will learn despite noisy, complex, misinterpreted, or nonstandard inputs. A computer simulation of the theory, using ""constraint satisfaction"" algorithms from artificial intelligence research, will test its adequacy and claims about the kinds of information necessary and sufficient for language acquisition to work.  The second aim is to search computerized databases of children's speech for ""possible but nonoccurring errors"", such as violations of subjacency or dative movement.  These searchers will be used to test claims about what sorts of linguistic constraints children are born with.  The third part of the project is an experimental investigation of certain of children's rule-learning mechanisms and their cognitive correlates.  Children will be taught novel words in isolation to see if they use the semantics of a word to guess its syntactic privileges (e.g. action word = verb; agent = subject).  Interactions between conceptual structure and language development will be examined by studies examining the acquisition of constraints on the causative construction, children's use of a ""thematic"" or spatial schema to conceptualize nonspatial events such as changes of state, and their acquisition of spatial and nonspatial prepositions.  Results of the project could yield new methods of assessing children's ability to produce specific grammatical constructions, insight into the language learning mechanisms that can be used in remediation programs for language-disabled individuals, specific techniques to teach new words and constructions to children, and quantitative measures of language development.  ",LANGUAGE LEARNABILITY AND LANGUAGE DEVELOPMENT,3315425,R01HD018381,"['learning ', ' verbal behavior ', ' speech ', ' language development ', ' child (0-11) ', ' child behavior ', ' child psychology ', ' ']",NICHD,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,R01,1986,146179,0.2668350492973899
"SIMULATION OF MENTAL PROCESSIS IN LIGHT OF THE BRAIN I propose to continue my explorations of parallel distributed processing models of cognitive processes.  These models are based on the idea that information processing activity grows out of the interactions of large numbers of simple processing units, and that learning is based on the adjustment of the strengths of the connections among the units.  The work is aimed primarily at modeling psychological phenomena in a computationally adequate way, though it draws its inspiration from and is ultimately applicable to our developing understanding of how information processing actually takes place in the brain.  Two main areas of research are described, one in the area of language processing and one in the area of network learning mechanisms.  In the area of language processing, I plan to carry out a series of studies on sentence comprehension designed to test and elaborate three basic principles of language understanding, and to develop a simulation model based on these principles.  In the area of network learning mechanisms, I describe a new network learning algorithm, and describe plans to try to bring the further development of this and related algorithms together with neurophysiological investigations of a) adaptation to changes in environmental input and b) of the laws that govern synaptic change as studied through experiments on long-term potentiation.  ",SIMULATION OF MENTAL PROCESSIS IN LIGHT OF THE BRAIN,3069743,K02MH000385,"['perception ', ' learning ', ' cognition ', ' neurophysiology ', ' neuroanatomy ', ' psychological models ', ' neural information processing ', ' reading disorder ', ' computer simulation ', ' artificial intelligence ', ' ']",NIMH,CARNEGIE-MELLON UNIVERSITY,K02,1987,60264,0.17893815421545653
"LANGUAGE LEARNABILITY AND LANGUAGE DEVELOPMENT This project has three aims.  The first is development, refinement, and testing of an explicit theory of language acquisition in children.  The theory, building on earlier work, will if successful account for the development of language from the start of syntax learning through the acquisition of complex grammatical structures; it will be consistent with linguistic theory and the important facts of language development in children; it will deal with exotic languages as well as English; and it will learn despite noisy, complex, misinterpreted, or nonstandard inputs. A computer simulation of the theory, using ""constraint satisfaction"" algorithms from artificial intelligence research, will test its adequacy and claims about the kinds of information necessary and sufficient for language acquisition to work.  The second aim is to search computerized databases of children's speech for ""possible but nonoccurring errors"", such as violations of subjacency or dative movement.  These searchers will be used to test claims about what sorts of linguistic constraints children are born with.  The third part of the project is an experimental investigation of certain of children's rule-learning mechanisms and their cognitive correlates.  Children will be taught novel words in isolation to see if they use the semantics of a word to guess its syntactic privileges (e.g. action word = verb; agent = subject).  Interactions between conceptual structure and language development will be examined by studies examining the acquisition of constraints on the causative construction, children's use of a ""thematic"" or spatial schema to conceptualize nonspatial events such as changes of state, and their acquisition of spatial and nonspatial prepositions.  Results of the project could yield new methods of assessing children's ability to produce specific grammatical constructions, insight into the language learning mechanisms that can be used in remediation programs for language-disabled individuals, specific techniques to teach new words and constructions to children, and quantitative measures of language development.  ",LANGUAGE LEARNABILITY AND LANGUAGE DEVELOPMENT,3315429,R01HD018381,"['learning ', ' verbal behavior ', ' speech ', ' language development ', ' child (0-11) ', ' child behavior ', ' child psychology ', ' ']",NICHD,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,R01,1987,139860,0.2668350492973899
"LANGUAGE COMPREHENSION RELATED TO LOCAL BRAIN DAMAGE To understand the sentence ""Who did the girl the teacher forced to talk complain to?""  One must determine that ""the girl"" is to be taken as the missing subject of the verb ""talk"" and that ""who"" is the missing object of the preposition ""to.""  Sentences with such long-distance dependencies as that between ""the girl"" and the subject position preceding ""to talk"" pose special problems for theories of sentence comprehension.  They challenge the apparent human limits on short-term memory and processing capacity, in that arbitrary amounts of linguistic material can intervene between the items that are dependent upon each other and any one sentence can contain several long-distance dependencies.  Further, they are subject to unique linguistic constraints that a language user must honor.  We propose experiments to study the comprehension of sentences with long-distance dependencies, using reaction time and other measures of processing difficulty. Our goals are to determine what decision principles people follow in understanding such sentences, to identify the various types of information (lexical, pragmatic, suprasegmental, grammatical constraints) they use in making decisions about long-distance dependencies, and to specify the sequence in which they use functionally different types of information.   ",LANGUAGE COMPREHENSION RELATED TO LOCAL BRAIN DAMAGE,3315835,R01HD018708,"['cognition ', ' speech ', ' psycholinguistics ', ' semantics ', ' language ', ' audiotape ', ' artificial intelligence ', ' ']",NICHD,UNIVERSITY OF MASSACHUSETTS AMHERST,R01,1987,67686,0.18075176115562902
"LANGUAGE LEARNABILITY AND LANGUAGE DEVELOPMENT This project has three aims.  The first is development, refinement, and testing of an explicit theory of language acquisition in children.  The theory, building on earlier work, will if successful account for the development of language from the start of syntax learning through the acquisition of complex grammatical structures; it will be consistent with linguistic theory and the important facts of language development in children; it will deal with exotic languages as well as English; and it will learn despite noisy, complex, misinterpreted, or nonstandard inputs. A computer simulation of the theory, using ""constraint satisfaction"" algorithms from artificial intelligence research, will test its adequacy and claims about the kinds of information necessary and sufficient for language acquisition to work.  The second aim is to search computerized databases of children's speech for ""possible but nonoccurring errors"", such as violations of subjacency or dative movement.  These searchers will be used to test claims about what sorts of linguistic constraints children are born with.  The third part of the project is an experimental investigation of certain of children's rule-learning mechanisms and their cognitive correlates.  Children will be taught novel words in isolation to see if they use the semantics of a word to guess its syntactic privileges (e.g. action word = verb; agent = subject).  Interactions between conceptual structure and language development will be examined by studies examining the acquisition of constraints on the causative construction, children's use of a ""thematic"" or spatial schema to conceptualize nonspatial events such as changes of state, and their acquisition of spatial and nonspatial prepositions.  Results of the project could yield new methods of assessing children's ability to produce specific grammatical constructions, insight into the language learning mechanisms that can be used in remediation programs for language-disabled individuals, specific techniques to teach new words and constructions to children, and quantitative measures of language development.  ",LANGUAGE LEARNABILITY AND LANGUAGE DEVELOPMENT,3315430,R01HD018381,"['learning ', ' verbal behavior ', ' speech ', ' language development ', ' child (0-11) ', ' child behavior ', ' child psychology ', ' ']",NICHD,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,R01,1988,149470,0.2668350492973899
"LANGUAGE LEARNING AND LANGUAGE INPUT The purpose of the program of research outlined in this grant proposal is to determine how child and adult language learners use the linguistic environment in acquiring the formal structure of a language.  The relation between linguistic input and learning will be investigated in two major areas.  The first area concerns the nature and role of linguistic feedback in first language acquisition: what type of feedback exists naturally; what type of feedback, when used experimentally, accelerates acquisition? The second area concerns how beginning learners, whether they are two-year-olds acquiring their native language or adults acquiring an artificial language, map out the basic pattern of a language.  The project will investigate the roles played by two different variables:  very high-frequency syntactic markers, and reference.  A variety of methods and a range of subject populations will be utilized.  Computer-assisted analysis of natural conversations between two-year-olds and their mothers will be used to investigate whether parents supply children with linguistically useful replies.  A training study will investigate experimentally the facilitating effects of different kinds of feedback on two- years-olds' acquisition of questions; a similar study will investigate different types of feedback to adults learning an artificial language.  Experimental studies of artificial language learning with older children and adults, investigating the role of reference and syntactic markers, will be performed.  Computer modeling of adult language learning will be used to examine different hypotheses of how adult and child learning of phrases occurs.  The long-term goal of this research is to develop a theory of language learning which will specify just how learners utilize environmental cues.  Our work should have implications for learning theory within language, and should also have implications for how to accelerate acquisition among the language-delayed and among second-language learners.  ",LANGUAGE LEARNING AND LANGUAGE INPUT,3324912,R01HD024369,"['learning ', ' cues ', ' neural information processing ', ' language development ', ' mother child interaction ', ' computer data analysis ', ' artificial intelligence ', ' preschool child (1-5) ', ' child psychology ', ' adult human (21+) ', ' ']",NICHD,HUNTER COLLEGE,R01,1988,121316,0.3070137408117061
"LANGUAGE COMPREHENSION To understand the sentence ""Who did the girl the teacher forced to talk complain to?""  One must determine that ""the girl"" is to be taken as the missing subject of the verb ""talk"" and that ""who"" is the missing object of the preposition ""to.""  Sentences with such long-distance dependencies as that between ""the girl"" and the subject position preceding ""to talk"" pose special problems for theories of sentence comprehension.  They challenge the apparent human limits on short-term memory and processing capacity, in that arbitrary amounts of linguistic material can intervene between the items that are dependent upon each other and any one sentence can contain several long-distance dependencies.  Further, they are subject to unique linguistic constraints that a language user must honor.  We propose experiments to study the comprehension of sentences with long-distance dependencies, using reaction time and other measures of processing difficulty. Our goals are to determine what decision principles people follow in understanding such sentences, to identify the various types of information (lexical, pragmatic, suprasegmental, grammatical constraints) they use in making decisions about long-distance dependencies, and to specify the sequence in which they use functionally different types of information.   ",LANGUAGE COMPREHENSION,3315840,R01HD018708,"['cognition ', ' speech ', ' psycholinguistics ', ' semantics ', ' language ', ' audiotape ', ' artificial intelligence ', ' ']",NICHD,UNIVERSITY OF MASSACHUSETTS AMHERST,R01,1988,69390,0.19371815832668818
"SIMULATION OF MENTAL PROCESSES IN LIGHT OF THE BRAIN I propose to continue my explorations of parallel distributed processing models of cognitive processes.  These models are based on the idea that information processing activity grows out of the interactions of large numbers of simple processing units, and that learning is based on the adjustment of the strengths of the connections among the units.  The work is aimed primarily at modeling psychological phenomena in a computationally adequate way, though it draws its inspiration from and is ultimately applicable to our developing understanding of how information processing actually takes place in the brain.  Two main areas of research are described, one in the area of language processing and one in the area of network learning mechanisms.  In the area of language processing, I plan to carry out a series of studies on sentence comprehension designed to test and elaborate three basic principles of language understanding, and to develop a simulation model based on these principles.  In the area of network learning mechanisms, I describe a new network learning algorithm, and describe plans to try to bring the further development of this and related algorithms together with neurophysiological investigations of a) adaptation to changes in environmental input and b) of the laws that govern synaptic change as studied through experiments on long-term potentiation.  ",SIMULATION OF MENTAL PROCESSES IN LIGHT OF THE BRAIN,3069744,K02MH000385,"['perception ', ' learning ', ' cognition ', ' neurophysiology ', ' neuroanatomy ', ' psychological models ', ' neural information processing ', ' reading disorder ', ' computer simulation ', ' artificial intelligence ', ' ']",NIMH,CARNEGIE-MELLON UNIVERSITY,K02,1988,60264,0.17893815421545653
