text,title,id,project_number,terms,administration,organization,mechanism,year,funding,score
"RECONSTRUCTION AND DISPLAY IN TOMOGRAPHIC RADIOLOGY This is a renewal application for a grant currently entitled ""Computer Technology for Transaxial Tomography"".  The change in title to ""Reconstruction and Display in Tomographic Radiology"" reflects a shift in the nature of the proposed work.  We propose to cover various modalities in radiology--namely, computerized tomography (CT), positron emission tomography (PET), magnetic resonance imaging (MRI) and ultrasound (US)--all of which are tomographic in the sense that they produce images of slices through the human body.  ""Reconstruction"" in the title of the proposal is to be interpreted as the procedure to produce such images from the measured raw data in CT, PET, and MRI.  ""Display"" in the title is to be interpreted as the procedure to put together in three-dimensional (3D)--or (including time) 4D--space the information that exists in the individual slices.  In ""reconstruction"" we plan to concentrate on finite series expansion methods, methods derived from a semi-continuous formulation, preprocessing of incomplete or distorted data, with applications to CT, PET, and MRI.  In ""display"" we plan to concentrate on segmentation (identification of structures of interest, such as specific organs and tumors, in the 3D space) and on rapid display, analysis, and manipulation of the identified structures, with applications to measurement of volumetric changes in soft-tissue masses, surgical planning, radiation therapy treatment planning, and characterization of the normal, ischemic and scarred myocardium.  In all cases computer software will be fully developed, implemented, tested, and evaluated, on the kind of computing equipment that is commonly available in radiology departments.  ",RECONSTRUCTION AND DISPLAY IN TOMOGRAPHIC RADIOLOGY,3339789,R01HL028438,"['surgery ', ' tomography ', ' computed axial tomography ', ' radiodiagnosis ', ' radiation therapy ', ' ultrasonography ', ' oral facial restoration ', ' image processing ', ' image enhancement ', ' neoplasm /cancer radiodiagnosis ', ' phantom model ', ' mathematical model ', ' echocardiography ', ' myocardial ischemia /hypoxia ', ' computer graphics /printing ', ' online computer ', ' computer human interaction ', ' artificial intelligence ', ' computer assisted diagnosis ', ' clinical biomedical equipment ', ' ']",NHLBI,UNIVERSITY OF PENNSYLVANIA,R01,1985,659781,0.06897684104737567
"RECONSTRUCTION AND DISPLAY IN TOMOGRAPHIC RADIOLOGY This is a renewal application for a grant currently entitled ""Computer Technology for Transaxial Tomography"".  The change in title to ""Reconstruction and Display in Tomographic Radiology"" reflects a shift in the nature of the proposed work.  We propose to cover various modalities in radiology--namely, computerized tomography (CT), positron emission tomography (PET), magnetic resonance imaging (MRI) and ultrasound (US)--all of which are tomographic in the sense that they produce images of slices through the human body.  ""Reconstruction"" in the title of the proposal is to be interpreted as the procedure to produce such images from the measured raw data in CT, PET, and MRI.  ""Display"" in the title is to be interpreted as the procedure to put together in three-dimensional (3D)--or (including time) 4D--space the information that exists in the individual slices.  In ""reconstruction"" we plan to concentrate on finite series expansion methods, methods derived from a semi-continuous formulation, preprocessing of incomplete or distorted data, with applications to CT, PET, and MRI.  In ""display"" we plan to concentrate on segmentation (identification of structures of interest, such as specific organs and tumors, in the 3D space) and on rapid display, analysis, and manipulation of the identified structures, with applications to measurement of volumetric changes in soft-tissue masses, surgical planning, radiation therapy treatment planning, and characterization of the normal, ischemic and scarred myocardium.  In all cases computer software will be fully developed, implemented, tested, and evaluated, on the kind of computing equipment that is commonly available in radiology departments.  ",RECONSTRUCTION AND DISPLAY IN TOMOGRAPHIC RADIOLOGY,3339792,R01HL028438,"['surgery ', ' tomography ', ' computed axial tomography ', ' radiodiagnosis ', ' positron emission tomography ', ' radiation therapy ', ' ultrasonography ', ' oral facial restoration ', ' image processing ', ' image enhancement ', ' neoplasm /cancer radiodiagnosis ', ' phantom model ', ' mathematical model ', ' echocardiography ', ' myocardial ischemia /hypoxia ', ' computer graphics /printing ', ' online computer ', ' computer human interaction ', ' artificial intelligence ', ' computer assisted diagnosis ', ' clinical biomedical equipment ', ' ']",NHLBI,UNIVERSITY OF PENNSYLVANIA,R01,1986,614137,0.06897684104737567
"3-D COMPUTERIZED ATLAS OF HUMAN BRAIN The overall objective of this project is to develop techniques and ultimately a system which will allow the rapid, objective and quantitative analysis of brain scan data obtained from computed tomography (CT), magnetic resonance imaging (MRI), and positron emission tomography (PET). This entails relating the scans to a computer based atlas of the human brain for objective determination of anatomic information with which to relate the functional image.  We plan to develop a system with ""user friendly software"" (e.g. simple to use by clinicians and basic researchers).  We expect that the system will be highly interactive and will provide real-time analytic feedback abilities to the user.  Techniques will be developed for the interactive display, manipulation, and image processing of 3-D data.  A 3-D Voxel representation of a standard Atlas of the human brain as well as of clinical CT, MRI or PET data will be implemented.  Image processing capabilities will include automatic thresholding, reslicing in any arbitrary plane, calculation of various statistics, and highlighting outlines or areas of interest.  The display capabilities will include real-time translation, rotation, scaling, segmentation, and enhancement of 3-D medical objects.  Interactive editing of such 3-D medical objects and the merging of multiple modalities (i.e., CT and MRI) for comparison and analysis will also be supported.  ",3-D COMPUTERIZED ATLAS OF HUMAN BRAIN,3407377,R01NS023636,"['computed axial tomography ', ' positron emission tomography ', ' image processing ', ' neuroanatomy ', ' morphology ', ' computer simulation ', ' computer graphics /printing ', ' computer data analysis ', ' computer human interaction ', ' computer system design /evaluation ', ' artificial intelligence ', ' brain ', ' ']",NINDS,UNIVERSITY OF PENNSYLVANIA,R01,1986,197323,0.08956075480946186
"3-D COMPUTERIZED ATLAS OF HUMAN BRAIN The overall objective of this project is to develop techniques and ultimately a system which will allow the rapid, objective and quantitative analysis of brain scan data obtained from computed tomography (CT), magnetic resonance imaging (MRI), and positron emission tomography (PET). This entails relating the scans to a computer based atlas of the human brain for objective determination of anatomic information with which to relate the functional image.  We plan to develop a system with ""user friendly software"" (e.g. simple to use by clinicians and basic researchers).  We expect that the system will be highly interactive and will provide real-time analytic feedback abilities to the user.  Techniques will be developed for the interactive display, manipulation, and image processing of 3-D data.  A 3-D Voxel representation of a standard Atlas of the human brain as well as of clinical CT, MRI or PET data will be implemented.  Image processing capabilities will include automatic thresholding, reslicing in any arbitrary plane, calculation of various statistics, and highlighting outlines or areas of interest.  The display capabilities will include real-time translation, rotation, scaling, segmentation, and enhancement of 3-D medical objects.  Interactive editing of such 3-D medical objects and the merging of multiple modalities (i.e., CT and MRI) for comparison and analysis will also be supported.  ",3-D COMPUTERIZED ATLAS OF HUMAN BRAIN,3407378,R01NS023636,"['computed axial tomography ', ' positron emission tomography ', ' image processing ', ' neuroanatomy ', ' morphology ', ' computer simulation ', ' computer graphics /printing ', ' computer data analysis ', ' computer human interaction ', ' computer system design /evaluation ', ' artificial intelligence ', ' brain ', ' ']",NINDS,UNIVERSITY OF PENNSYLVANIA,R01,1987,190772,0.08956075480946186
"NEUROANATOMY WORKSTATION AND KNOWLEDGE ENGINEERING This Phase II project will continue the development of two advanced neuroscience and medical imaging workstations, one a low cost system based on the virtual memory SUN-386 microcomputer and the other s high-performance system based on the SUN-4/260 AI workstation, for image analysis, graphical and textual data storage, three-dimensional reconstruction and volume imaging.  The workstations will include provisions for data input from a digitizing tablet, computer microscopy using a light microscope with stepper motor stage, autoradiography analysis with a video camera and light box, and computer tapes of CT (Computed Tomography) and MRI (Magnetic Resonance Imaging) data.  The modeling and reconstruction package will feature solid body graphical imaging, volume rendering and manipulation, and a standardized database format.  The aims of this project are:  1) to port existing software and test capabilities on the SUN systems, 2) to develop volume imaging techniques as useful research and clinical tools, 3) to develop software for a ""neuroscientist's reference"" and 4) to promote the creation of a standard data exchange format for anatomical graphics.  ",NEUROANATOMY WORKSTATION AND KNOWLEDGE ENGINEERING,3504196,R43NS025321,"['computed axial tomography ', ' densitometry ', ' neuroanatomy ', ' information systems ', ' computer graphics /printing ', ' computer center ', ' artificial intelligence ', ' biliary tract imaging /visualization ', ' ']",NINDS,"BIOGRAPHICS, INC.",R43,1987,50000,0.03227022184853575
"COMPUTER CONSULTANT FOR OPTIMAL NMR IMAGING Medical magnetic resonance imaging (MRI) is a new expensive imaging modality which avoids ionizing radiation and provides excellent diagnostic images.  The images produced depend on both the properties of the patient's tissues and the radiologist controlled parameters of the MRI scanner.  When scanner parameters are selected with clearcut objectives accounting for the patients's history, anatomic relationships and the MR properties of relevant tissues, accurate diagnostic images result. There are expert MRI radiologists who understand these tradeoffs, and use heuristic reasoning to simplify the mathematical and clinical complexity.  Their expertise can be encoded into a knowledge-based expert computer system.  Specifically, we propose to accomplish the following research:  1. Using existing methods of artificial intelligence and knowledge engineering, construct a first prototype expert system. It will be designed to incorporate the following functionality: o  Be a useful consultant for twenty representative situations involving the anatomy of the head, such as multiple sclerorsis, acoustic neuroma and pituitary adenoma. o  In a given clinical setting, produce a set of MR imaging parameters optimal for determining if a specific disease process is present. o  Be able to explain its reasoning in terms comprehensible to radiologists.  2.  Explore different inference strategies for reasoning about complex MRI physics interactions, such as constraint algorithms and mixed forward/backward chaining approaches.  3.  Build a user interface uniquely suited to the needs of radiologists engaged in MR imaging.  4.  Expand the knowledge of the prototype by incorporating changes in MR imaging technology and gradually including more anatomical regions.  5.  Develop automated knowledge acquisition strategies which help maintain the accuracy and completeness of the knowledge base.  This represents new research in artificial intelligence.  ",COMPUTER CONSULTANT FOR OPTIMAL NMR IMAGING,3474457,R29LM004707,"['physics ', ' noninvasive diagnosis ', ' diagnosis quality /standard ', ' artificial intelligence ', ' ']",NLM,CARNEGIE-MELLON UNIVERSITY,R29,1987,111415,0.05774998898320781
"RECONSTRUCTION AND DISPLAY IN TOMOGRAPHIC RADIOLOGY This is a renewal application for a grant currently entitled ""Computer Technology for Transaxial Tomography"".  The change in title to ""Reconstruction and Display in Tomographic Radiology"" reflects a shift in the nature of the proposed work.  We propose to cover various modalities in radiology--namely, computerized tomography (CT), positron emission tomography (PET), magnetic resonance imaging (MRI) and ultrasound (US)--all of which are tomographic in the sense that they produce images of slices through the human body.  ""Reconstruction"" in the title of the proposal is to be interpreted as the procedure to produce such images from the measured raw data in CT, PET, and MRI.  ""Display"" in the title is to be interpreted as the procedure to put together in three-dimensional (3D)--or (including time) 4D--space the information that exists in the individual slices.  In ""reconstruction"" we plan to concentrate on finite series expansion methods, methods derived from a semi-continuous formulation, preprocessing of incomplete or distorted data, with applications to CT, PET, and MRI.  In ""display"" we plan to concentrate on segmentation (identification of structures of interest, such as specific organs and tumors, in the 3D space) and on rapid display, analysis, and manipulation of the identified structures, with applications to measurement of volumetric changes in soft-tissue masses, surgical planning, radiation therapy treatment planning, and characterization of the normal, ischemic and scarred myocardium.  In all cases computer software will be fully developed, implemented, tested, and evaluated, on the kind of computing equipment that is commonly available in radiology departments.  ",RECONSTRUCTION AND DISPLAY IN TOMOGRAPHIC RADIOLOGY,3339793,R01HL028438,"['surgery ', ' tomography ', ' computed axial tomography ', ' radiodiagnosis ', ' positron emission tomography ', ' radiation therapy ', ' ultrasonography ', ' oral facial restoration ', ' image processing ', ' image enhancement ', ' neoplasm /cancer radiodiagnosis ', ' phantom model ', ' mathematical model ', ' echocardiography ', ' myocardial ischemia /hypoxia ', ' computer graphics /printing ', ' online computer ', ' computer human interaction ', ' artificial intelligence ', ' computer assisted diagnosis ', ' clinical biomedical equipment ', ' ']",NHLBI,UNIVERSITY OF PENNSYLVANIA,R01,1987,684659,0.06897684104737567
"RECONSTRUCTION AND DISPLAY IN TOMOGRAPHIC RADIOLOGY We propose to cover various modalities in radiology -- namely, computerized tomography (CT), positron emission tomography (PET), magnetic resonance imaging (MRI) and ultrasound (US) -- all of which are tomographic in the sense that they produce images of slices through the human body.  ""Reconstruction"" in the title of the proposal is to be interpreted as the procedure to produce such images from the measured raw data in CT, PET, and MRI.  ""Display"" in the title is to be interpreted as the procedure to put together in three-dimensional (3D) or (including time) 4D -- space the information that exists in the individual slices.  In ""reconstruction"" we plan to concentrate on iterative finite series- expansion methods, preprocessing of incomplete or distorted data, applications to PET and MRI, and methods for objective  evaluation of  reconstruction  algorithms.  In ""display"" we plan to concentrate on segmentation (identification of structures of interest, such as specific organs, in the 3D space), the use of color for displaying medical images, computerized 3D radiation therapy treatment planning, and 3D display, quantitation and analysis of the normal, ischemic and infarcted left ventricle, of normal and disturbed flow, and of complex congenital heart disease. In all caSes computer software will be fully developed, implemented, tested, and evaluated, on the kind of computing equipment that is commonly available to radiology departments.  Supplemental funding is requested for the last seven months of the currently active grant for the projects which involve applications to cardiology.  Further supplemental funding is requested for seventeen months beyond the end of the currently active grant for all the projects listed above.  ",RECONSTRUCTION AND DISPLAY IN TOMOGRAPHIC RADIOLOGY,3339790,R01HL028438,"['tomography ', ' computed axial tomography ', ' radiodiagnosis ', ' positron emission tomography ', ' ultrasonography ', ' magnetic resonance imaging ', ' image processing ', ' image enhancement ', ' phantom model ', ' mathematical model ', ' model design /development ', ' mathematics ', ' human subject ', ' echocardiography ', ' cineangiocardiography ', ' angiocardiography ', ' cardiography ', ' myocardial ischemia /hypoxia ', ' congenital heart disorder ', ' computer simulation ', ' computer graphics /printing ', ' artificial intelligence ', ' computers ', ' child (0-11) ', ' computer assisted diagnosis ', ' clinical biomedical equipment ', ' dogs ', ' ']",NHLBI,UNIVERSITY OF PENNSYLVANIA,R01,1988,246149,0.07982643051945823
"COMPUTER CONSULTANT FOR OPTIMAL NMR IMAGING Medical magnetic resonance imaging (MRI) is a new expensive imaging modality which avoids ionizing radiation and provides excellent diagnostic images.  The images produced depend on both the properties of the patient's tissues and the radiologist controlled parameters of the MRI scanner.  When scanner parameters are selected with clearcut objectives accounting for the patients's history, anatomic relationships and the MR properties of relevant tissues, accurate diagnostic images result. There are expert MRI radiologists who understand these tradeoffs, and use heuristic reasoning to simplify the mathematical and clinical complexity.  Their expertise can be encoded into a knowledge-based expert computer system.  Specifically, we propose to accomplish the following research:  1. Using existing methods of artificial intelligence and knowledge engineering, construct a first prototype expert system. It will be designed to incorporate the following functionality: o  Be a useful consultant for twenty representative situations involving the anatomy of the head, such as multiple sclerorsis, acoustic neuroma and pituitary adenoma. o  In a given clinical setting, produce a set of MR imaging parameters optimal for determining if a specific disease process is present. o  Be able to explain its reasoning in terms comprehensible to radiologists.  2.  Explore different inference strategies for reasoning about complex MRI physics interactions, such as constraint algorithms and mixed forward/backward chaining approaches.  3.  Build a user interface uniquely suited to the needs of radiologists engaged in MR imaging.  4.  Expand the knowledge of the prototype by incorporating changes in MR imaging technology and gradually including more anatomical regions.  5.  Develop automated knowledge acquisition strategies which help maintain the accuracy and completeness of the knowledge base.  This represents new research in artificial intelligence.  ",COMPUTER CONSULTANT FOR OPTIMAL NMR IMAGING,3474458,R29LM004707,"['physics ', ' magnetic resonance imaging ', ' noninvasive diagnosis ', ' diagnosis quality /standard ', ' artificial intelligence ', ' ']",NLM,CARNEGIE-MELLON UNIVERSITY,R29,1988,77754,0.05774998898320781
"3-D COMPUTERIZED ATLAS OF HUMAN BRAIN The overall objective of this project is to develop techniques and ultimately a system which will allow the rapid, objective and quantitative analysis of brain scan data obtained from computed tomography (CT), magnetic resonance imaging (MRI), and positron emission tomography (PET). This entails relating the scans to a computer based atlas of the human brain for objective determination of anatomic information with which to relate the functional image.  We plan to develop a system with ""user friendly software"" (e.g. simple to use by clinicians and basic researchers).  We expect that the system will be highly interactive and will provide real-time analytic feedback abilities to the user.  Techniques will be developed for the interactive display, manipulation, and image processing of 3-D data.  A 3-D Voxel representation of a standard Atlas of the human brain as well as of clinical CT, MRI or PET data will be implemented.  Image processing capabilities will include automatic thresholding, reslicing in any arbitrary plane, calculation of various statistics, and highlighting outlines or areas of interest.  The display capabilities will include real-time translation, rotation, scaling, segmentation, and enhancement of 3-D medical objects.  Interactive editing of such 3-D medical objects and the merging of multiple modalities (i.e., CT and MRI) for comparison and analysis will also be supported.  ",3-D COMPUTERIZED ATLAS OF HUMAN BRAIN,3407379,R01NS023636,"['computed axial tomography ', ' positron emission tomography ', ' magnetic resonance imaging ', ' image processing ', ' neuroanatomy ', ' morphology ', ' computer simulation ', ' computer graphics /printing ', ' computer data analysis ', ' computer human interaction ', ' computer system design /evaluation ', ' artificial intelligence ', ' brain ', ' ']",NINDS,UNIVERSITY OF PENNSYLVANIA,R01,1988,165560,0.08956075480946186
