text,title,id,project_number,terms,administration,organization,mechanism,year,funding,score
"EVOLUTIONARY DYNAMICS OF BARRETT'S ESOPHAGUS NEOPLASIA    DESCRIPTION  (Applicant's  Description):    The  cell  lineages  in neoplastic       tissues are evolving under the twin dynamics of mutation and clonal expansion.       This  is the basis for both its virulence and our difficulties in treating it.       We  hypothesize  that a subset of the mutations observed in the progression to       cancer  confer  beneficial  selective  effects  on  the cell.  Furthermore, we       hypothesize  that  the  interactions  between  these clonal populations in and       around  the neoplastic tissue determine the progression to cancer.  The aim of       this  project  is  to  identify  these  selective  mutations  and to infer the       interactions  between the mutant clones in Barrett's Esophagus that eventually       lead  to  the development of esophageal adenocarcinoma.  This analysis will be       based  on loss of heterozygosity data, promoter methylation, single nucleotide       polymorphisms,  and  gene  expression  data  for homogeneous subpopulations of       cells  sampled  from  neoplastic  tissue in patients with Barrett's Esophagus.       The  tissue  samples  come  from  biopsies of selected patients in the Seattle       Barrett's  Esophagus  Project  (N=285).   Data mining will be used to identify       mutations  that  are associated with clonal expansion as well as inhibition of       neighboring  clones.    The  order  of  genetic  events  in the progression to       esophageal adenocarcinoma will be determined by phylogenetic reconstruction of       the  cell lineages in the neoplastic tissue of each patient.  Machine learning       techniques,  such  as the EM algorithm, will be employed to infer missing data       and the effects of unsampled mutations. Computational modeling will be used to       generate   comparison  data  for  null  hypotheses  as  well  as  to  generate       experimental  predictions from our understanding of the progression to cancer.       This  is  the first step in my long-term career goal to contribute to medicine       through the use of computational and theoretical methods.  Working at the Fred       Hutchinson  Cancer  Research  Center  will  facilitate  the transition from my       background  in  computer  science  and  evolutionary theory, to an independent       research  program  based on the analysis of cellular and molecular dynamics of       cancer.  The challenge of this project is the integration of diverse molecular       and  epidemiological  data  into  a coherent and detailed understanding of the       progression to cancer in the neoplasm of a model system.                                                                                                                                                                                                       ",EVOLUTIONARY DYNAMICS OF BARRETT'S ESOPHAGUS NEOPLASIA,6229855,K01CA089267,"['cell cell interaction ', ' gene expression ', ' gene mutation ', ' human subject ', ' model design /development ', ' mathematical model ', ' adenocarcinoma ', ' neoplasm /cancer genetics ', ' neoplastic growth ', ' telomere ', ' loss of heterozygosity ', ' tumor progression ', ' clinical research ', ' microarray technology ', ' Barretts esophagus ', ' ']",NCI,FRED HUTCHINSON CANCER RESEARCH CENTER,K01,2001,118630,0.15594081588085806
"EVOLUTIONARY DYNAMICS OF BARRETT'S ESOPHAGUS NEOPLASIA    DESCRIPTION  (Applicant's  Description):    The  cell  lineages  in neoplastic       tissues are evolving under the twin dynamics of mutation and clonal expansion.       This  is the basis for both its virulence and our difficulties in treating it.       We  hypothesize  that a subset of the mutations observed in the progression to       cancer  confer  beneficial  selective  effects  on  the cell.  Furthermore, we       hypothesize  that  the  interactions  between  these clonal populations in and       around  the neoplastic tissue determine the progression to cancer.  The aim of       this  project  is  to  identify  these  selective  mutations  and to infer the       interactions  between the mutant clones in Barrett's Esophagus that eventually       lead  to  the development of esophageal adenocarcinoma.  This analysis will be       based  on loss of heterozygosity data, promoter methylation, single nucleotide       polymorphisms,  and  gene  expression  data  for homogeneous subpopulations of       cells  sampled  from  neoplastic  tissue in patients with Barrett's Esophagus.       The  tissue  samples  come  from  biopsies of selected patients in the Seattle       Barrett's  Esophagus  Project  (N=285).   Data mining will be used to identify       mutations  that  are associated with clonal expansion as well as inhibition of       neighboring  clones.    The  order  of  genetic  events  in the progression to       esophageal adenocarcinoma will be determined by phylogenetic reconstruction of       the  cell lineages in the neoplastic tissue of each patient.  Machine learning       techniques,  such  as the EM algorithm, will be employed to infer missing data       and the effects of unsampled mutations. Computational modeling will be used to       generate   comparison  data  for  null  hypotheses  as  well  as  to  generate       experimental  predictions from our understanding of the progression to cancer.       This  is  the first step in my long-term career goal to contribute to medicine       through the use of computational and theoretical methods.  Working at the Fred       Hutchinson  Cancer  Research  Center  will  facilitate  the transition from my       background  in  computer  science  and  evolutionary theory, to an independent       research  program  based on the analysis of cellular and molecular dynamics of       cancer.  The challenge of this project is the integration of diverse molecular       and  epidemiological  data  into  a coherent and detailed understanding of the       progression to cancer in the neoplasm of a model system.                                                                                                                                                                                                       ",EVOLUTIONARY DYNAMICS OF BARRETT'S ESOPHAGUS NEOPLASIA,6514835,K01CA089267,"['cell cell interaction ', ' gene expression ', ' gene mutation ', ' human subject ', ' model design /development ', ' mathematical model ', ' adenocarcinoma ', ' neoplasm /cancer genetics ', ' neoplastic growth ', ' telomere ', ' loss of heterozygosity ', ' tumor progression ', ' clinical research ', ' microarray technology ', ' Barretts esophagus ', ' ']",NCI,FRED HUTCHINSON CANCER RESEARCH CENTER,K01,2002,121263,0.15594081588085806
"EVOLUTIONARY DYNAMICS OF BARRETT'S ESOPHAGUS NEOPLASIA    DESCRIPTION  (Applicant's  Description):    The  cell  lineages  in neoplastic       tissues are evolving under the twin dynamics of mutation and clonal expansion.       This  is the basis for both its virulence and our difficulties in treating it.       We  hypothesize  that a subset of the mutations observed in the progression to       cancer  confer  beneficial  selective  effects  on  the cell.  Furthermore, we       hypothesize  that  the  interactions  between  these clonal populations in and       around  the neoplastic tissue determine the progression to cancer.  The aim of       this  project  is  to  identify  these  selective  mutations  and to infer the       interactions  between the mutant clones in Barrett's Esophagus that eventually       lead  to  the development of esophageal adenocarcinoma.  This analysis will be       based  on loss of heterozygosity data, promoter methylation, single nucleotide       polymorphisms,  and  gene  expression  data  for homogeneous subpopulations of       cells  sampled  from  neoplastic  tissue in patients with Barrett's Esophagus.       The  tissue  samples  come  from  biopsies of selected patients in the Seattle       Barrett's  Esophagus  Project  (N=285).   Data mining will be used to identify       mutations  that  are associated with clonal expansion as well as inhibition of       neighboring  clones.    The  order  of  genetic  events  in the progression to       esophageal adenocarcinoma will be determined by phylogenetic reconstruction of       the  cell lineages in the neoplastic tissue of each patient.  Machine learning       techniques,  such  as the EM algorithm, will be employed to infer missing data       and the effects of unsampled mutations. Computational modeling will be used to       generate   comparison  data  for  null  hypotheses  as  well  as  to  generate       experimental  predictions from our understanding of the progression to cancer.       This  is  the first step in my long-term career goal to contribute to medicine       through the use of computational and theoretical methods.  Working at the Fred       Hutchinson  Cancer  Research  Center  will  facilitate  the transition from my       background  in  computer  science  and  evolutionary theory, to an independent       research  program  based on the analysis of cellular and molecular dynamics of       cancer.  The challenge of this project is the integration of diverse molecular       and  epidemiological  data  into  a coherent and detailed understanding of the       progression to cancer in the neoplasm of a model system.                                                                                                                                                                                                       ",EVOLUTIONARY DYNAMICS OF BARRETT'S ESOPHAGUS NEOPLASIA,6633897,K01CA089267,"['cell cell interaction ', ' gene expression ', ' gene mutation ', ' human subject ', ' model design /development ', ' mathematical model ', ' adenocarcinoma ', ' neoplasm /cancer genetics ', ' neoplastic growth ', ' telomere ', ' loss of heterozygosity ', ' tumor progression ', ' clinical research ', ' microarray technology ', ' Barretts esophagus ', ' ']",NCI,FRED HUTCHINSON CANCER RESEARCH CENTER,K01,2003,123974,0.15594081588085806
"EVOLUTIONARY DYNAMICS OF BARRETT'S ESOPHAGUS NEOPLASIA    DESCRIPTION  (Applicant's  Description):    The  cell  lineages  in neoplastic       tissues are evolving under the twin dynamics of mutation and clonal expansion.       This  is the basis for both its virulence and our difficulties in treating it.       We  hypothesize  that a subset of the mutations observed in the progression to       cancer  confer  beneficial  selective  effects  on  the cell.  Furthermore, we       hypothesize  that  the  interactions  between  these clonal populations in and       around  the neoplastic tissue determine the progression to cancer.  The aim of       this  project  is  to  identify  these  selective  mutations  and to infer the       interactions  between the mutant clones in Barrett's Esophagus that eventually       lead  to  the development of esophageal adenocarcinoma.  This analysis will be       based  on loss of heterozygosity data, promoter methylation, single nucleotide       polymorphisms,  and  gene  expression  data  for homogeneous subpopulations of       cells  sampled  from  neoplastic  tissue in patients with Barrett's Esophagus.       The  tissue  samples  come  from  biopsies of selected patients in the Seattle       Barrett's  Esophagus  Project  (N=285).   Data mining will be used to identify       mutations  that  are associated with clonal expansion as well as inhibition of       neighboring  clones.    The  order  of  genetic  events  in the progression to       esophageal adenocarcinoma will be determined by phylogenetic reconstruction of       the  cell lineages in the neoplastic tissue of each patient.  Machine learning       techniques,  such  as the EM algorithm, will be employed to infer missing data       and the effects of unsampled mutations. Computational modeling will be used to       generate   comparison  data  for  null  hypotheses  as  well  as  to  generate       experimental  predictions from our understanding of the progression to cancer.       This  is  the first step in my long-term career goal to contribute to medicine       through the use of computational and theoretical methods.  Working at the Fred       Hutchinson  Cancer  Research  Center  will  facilitate  the transition from my       background  in  computer  science  and  evolutionary theory, to an independent       research  program  based on the analysis of cellular and molecular dynamics of       cancer.  The challenge of this project is the integration of diverse molecular       and  epidemiological  data  into  a coherent and detailed understanding of the       progression to cancer in the neoplasm of a model system.                                                                                                                                                                                                       ",EVOLUTIONARY DYNAMICS OF BARRETT'S ESOPHAGUS NEOPLASIA,6751681,K01CA089267,"['cell cell interaction ', ' gene expression ', ' gene mutation ', ' human subject ', ' model design /development ', ' mathematical model ', ' adenocarcinoma ', ' neoplasm /cancer genetics ', ' neoplastic growth ', ' telomere ', ' loss of heterozygosity ', ' tumor progression ', ' clinical research ', ' microarray technology ', ' Barretts esophagus ', ' ']",NCI,FRED HUTCHINSON CANCER RESEARCH CENTER,K01,2004,126767,0.15594081588085806
"EVOLUTIONARY DYNAMICS OF BARRETT'S ESOPHAGUS NEOPLASIA    DESCRIPTION  (Applicant's  Description):    The  cell  lineages  in neoplastic       tissues are evolving under the twin dynamics of mutation and clonal expansion.       This  is the basis for both its virulence and our difficulties in treating it.       We  hypothesize  that a subset of the mutations observed in the progression to       cancer  confer  beneficial  selective  effects  on  the cell.  Furthermore, we       hypothesize  that  the  interactions  between  these clonal populations in and       around  the neoplastic tissue determine the progression to cancer.  The aim of       this  project  is  to  identify  these  selective  mutations  and to infer the       interactions  between the mutant clones in Barrett's Esophagus that eventually       lead  to  the development of esophageal adenocarcinoma.  This analysis will be       based  on loss of heterozygosity data, promoter methylation, single nucleotide       polymorphisms,  and  gene  expression  data  for homogeneous subpopulations of       cells  sampled  from  neoplastic  tissue in patients with Barrett's Esophagus.       The  tissue  samples  come  from  biopsies of selected patients in the Seattle       Barrett's  Esophagus  Project  (N=285).   Data mining will be used to identify       mutations  that  are associated with clonal expansion as well as inhibition of       neighboring  clones.    The  order  of  genetic  events  in the progression to       esophageal adenocarcinoma will be determined by phylogenetic reconstruction of       the  cell lineages in the neoplastic tissue of each patient.  Machine learning       techniques,  such  as the EM algorithm, will be employed to infer missing data       and the effects of unsampled mutations. Computational modeling will be used to       generate   comparison  data  for  null  hypotheses  as  well  as  to  generate       experimental  predictions from our understanding of the progression to cancer.       This  is  the first step in my long-term career goal to contribute to medicine       through the use of computational and theoretical methods.  Working at the Fred       Hutchinson  Cancer  Research  Center  will  facilitate  the transition from my       background  in  computer  science  and  evolutionary theory, to an independent       research  program  based on the analysis of cellular and molecular dynamics of       cancer.  The challenge of this project is the integration of diverse molecular       and  epidemiological  data  into  a coherent and detailed understanding of the       progression to cancer in the neoplasm of a model system.                                                                                                                                                                                                       ",EVOLUTIONARY DYNAMICS OF BARRETT'S ESOPHAGUS NEOPLASIA,6886821,K01CA089267,"['cell cell interaction ', ' gene expression ', ' gene mutation ', ' human subject ', ' model design /development ', ' mathematical model ', ' adenocarcinoma ', ' neoplasm /cancer genetics ', ' neoplastic growth ', ' telomere ', ' loss of heterozygosity ', ' neoplastic process ', ' clinical research ', ' microarray technology ', ' Barretts esophagus ', ' ']",NCI,WISTAR INSTITUTE,K01,2005,158490,0.15594081588085806
"A Functional Census of p53 Cancer and Suppressor Mutants DESCRIPTION (provided by applicant):  The broad, long-term objectives are (1) demonstrate computational and experimental methods cooperating to achieve a functional census of a large mutation sequence space of great medical importance; (2) contribute to our knowledge of p53 functional rescue mechanisms, and so facilitate the search for a small molecule cancer drug that effects an analogous functional rescue of p53; and (3) elucidate part of the systems biology of cancer by characterizing the spectrum of p53 cancer and suppressor mutants across known downstream p53 DNA binding sites. Mutations to the tumor suppressor protein p53 occur in approximately half of all human cancers, and restoring function to a mutationally defective p53 protein is a long-held medical goal. Biological precedence for rescuing p53 cancer mutations is found in second-site p53 cancer suppressor mutations. The analogous p53 pharmacological rescue would save hundreds of thousands of lives annually. Understanding and predicting p53 rescue is an important step toward that goal.      The specific aims are (1) computationally predict all single suppressor mutations for p53 cancer mutants and validate the results experimentally, (2) optimize the rescue effects of known and putative p53 suppressor regions through two or more coordinated mutation changes, and (3) predict and experimentally validate the DNA binding specificity of p53 cancer and suppressor mutants for known p53 DNA binding sites. Our broad strategy is a coordinated computational and experimental attack. We already have experimental p53 functional assays and computational predictors of p53 activity, developed as part of our Preliminary Studies. Computational predictors will be used to focus experimental work into the highest priority areas. Experimental validation of the predictions will lead to a larger training set for machine learning techniques. The larger training set will lead to even more accurate predictions, thus even more focused experimentation. Thus, the interplay between computation and experiment will become ever more efficient as the project progresses. Variations of this basic strategy apply to each of our Specific Aims, which all rely on closely coordinated experiment and computation. ",A Functional Census of p53 Cancer and Suppressor Mutants,6989008,R01CA112560,"['artificial intelligence ', ' tumor suppressor gene ', ' genetic transcription ', ' gene induction /repression ', ' gene mutation ', ' model design /development ', ' mathematical model ', ' neoplasm /cancer genetics ', ' neoplasm /cancer pharmacology ', ' protein sequence ', ' DNA binding protein ', ' recombinant protein ', ' yeast two hybrid system ', ' p53 gene /protein ', ' molecular biology information system ', ' binding site ', ' genetic screening ', ' computational biology ', ' small molecule ', ' ']",NCI,UNIVERSITY OF CALIFORNIA-IRVINE,R01,2005,363175,0.12289404999660487
"Text Mining Point Mutations for Genetic Diagnosis Array DESCRIPTION:    Text mining applications seek to alleviate the problems with identifying, searching, and extracting relevant information from large sets of literature. The goal of this proposal is to create a text mining application to extract protein point mutations from biomedical literature. The developed application will be used to extract point mutations from literature discussing human genetic disorders, and the retrieved database of point mutations used to design a DNA microarray chip for prenatal genetic diagnosis. First, the text mining application will be developed using machine learning and statistical natural language processing techniques. Second, the point mutation mining application will be applied to a large set of literature related to genetic disorders, and the retrieved point mutations deposited in an electronic database. This collection of point mutations will be examined to find polymorphisms in genes that are markers for genetic disorders. These polymorphic positions in the human genome will be gathered and used to design a DMA microarray chip that can genotype tens of thousands of single nucleotide polymorphisms. The microarray chip can be used for prenatal genetic diagnosis purposes to screen for hundreds of genetic disorders. ",Text Mining Point Mutations for Genetic Diagnosis Array,6993320,F37LM008883,"['biotechnology ', ' point mutation ', ' information retrieval ', ' technology /technique development ', ' molecular biology information system ', ' microarray technology ', ' predoctoral investigator ', ' ']",NLM,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",F37,2005,45812,0.12032152741952665
"A Functional Census of p53 Cancer and Suppressor Mutants DESCRIPTION (provided by applicant):  The broad, long-term objectives are (1) demonstrate computational and experimental methods cooperating to achieve a functional census of a large mutation sequence space of great medical importance; (2) contribute to our knowledge of p53 functional rescue mechanisms, and so facilitate the search for a small molecule cancer drug that effects an analogous functional rescue of p53; and (3) elucidate part of the systems biology of cancer by characterizing the spectrum of p53 cancer and suppressor mutants across known downstream p53 DNA binding sites. Mutations to the tumor suppressor protein p53 occur in approximately half of all human cancers, and restoring function to a mutationally defective p53 protein is a long-held medical goal. Biological precedence for rescuing p53 cancer mutations is found in second-site p53 cancer suppressor mutations. The analogous p53 pharmacological rescue would save hundreds of thousands of lives annually. Understanding and predicting p53 rescue is an important step toward that goal.      The specific aims are (1) computationally predict all single suppressor mutations for p53 cancer mutants and validate the results experimentally, (2) optimize the rescue effects of known and putative p53 suppressor regions through two or more coordinated mutation changes, and (3) predict and experimentally validate the DNA binding specificity of p53 cancer and suppressor mutants for known p53 DNA binding sites. Our broad strategy is a coordinated computational and experimental attack. We already have experimental p53 functional assays and computational predictors of p53 activity, developed as part of our Preliminary Studies. Computational predictors will be used to focus experimental work into the highest priority areas. Experimental validation of the predictions will lead to a larger training set for machine learning techniques. The larger training set will lead to even more accurate predictions, thus even more focused experimentation. Thus, the interplay between computation and experiment will become ever more efficient as the project progresses. Variations of this basic strategy apply to each of our Specific Aims, which all rely on closely coordinated experiment and computation. ",A Functional Census of p53 Cancer and Suppressor Mutants,7103691,R01CA112560,"['small molecule ', ' computational biology ', ' genetic screening ', ' binding sites ', ' molecular biology information system ', ' p53 gene /protein ', ' yeast two hybrid system ', ' recombinant proteins ', ' DNA binding protein ', ' protein sequence ', ' neoplasm /cancer pharmacology ', ' neoplasm /cancer genetics ', ' mathematical model ', ' model design /development ', ' gene mutation ', ' gene induction /repression ', ' genetic transcription ', ' tumor suppressor genes ', ' artificial intelligence ', ' ']",NCI,UNIVERSITY OF CALIFORNIA-IRVINE,R01,2006,356838,0.12289404999660487
"Population Genetics Theory    DESCRIPTION (provided by applicant): Four areas of theoretical population genetics will be studied. In the first, we will develop mathematical and statistical framework for studying the evolution of genes that affect how other sets of genes interact with one another. This theory helps in understanding conditions under which the genome can be expected to become modular in its production of phenotypes, as well as when synergy between mutations in different genes should be produced by evolution. We shall study how the pattern of interaction between deleterious mutations evolves as a function of the mutation rate, the recombination rate, and the degree of fitness loss of each mutation. We shall also study buildup of statistical association between genes that influence culturally transmitted traits that are associated either through transmission or through fitness. The second area of study concerns the evolution of pathogens such as influenza. Here we build models to predict the accumulation of mutations during epidemics and pandemics in a way that can assist in guiding vaccination strategies. We will develop algorithms that search for potential recombinants and reassortants among a collection of up to 1000 viral sequences. Here we aim to devise a statistical test to indicate whether identified recombinants or reassortants are spurious or statistically significant. Our recent theory of niche construction will form the basis of studies of how pathogens might evolve in response to human actions that they induce, such as use of antibiotics. The final research area will develop multiple-gene models for sex-linked control of genomic imprinting. These will include cis and trans modifiers of imprinting. Fertility selection as well as sex- specific viabilities will be studied in order to clarify the role of multiple paternities, which has been proposed as a driving force in the evolution of genomic imprinting. Genomic data from mammalian species will be analyzed using tools from statistical learning in order to predict which genes are likely to be imprinted. Correlations between DMA sequence properties and predicted imprinting status based on life history characteristics will also be sought.           ",Population Genetics Theory,7313297,R01GM028016,"['driving force ', ' imprint ', ' Computers ', ' Purpose ', ' genome sequencing ', ' Epidemic ', ' fitness ', ' Genetic Epistasis ', ' genetic epistases ', ' gene x gene interaction ', ' Interaction Deviation ', ' Epistatic Deviation ', ' Epistasis ', ' Data ', ' Recombinants ', ' Statistically Significant ', ' Taxon ', ' Collection ', ' transmission process ', ' Transmission ', ' Rate ', ' Evolution ', ' Characteristics ', ' sex ', ' Modification ', ' Development ', ' developmental ', ' Facility Construction Funding Category ', ' Fertility ', ' Fecundity ', ' Fecundability ', ' pandemic disease ', ' pandemic ', ' DNA Sequence ', ' Affect ', ' Genes ', ' Population Genetics ', ' Genome ', ' Standards of Weights and Measures ', ' base ', ' Haploidy ', ' Haploid ', ' Human ', ' Modern Man ', ' Man (Taxonomy) ', ' Algorithms ', ' Area ', ' Specific qualifier value ', ' Specified ', ' Variant ', ' Variation ', ' Alleles ', ' Allelomorphs ', ' Link ', ' Influenza ', ' influenza infection ', ' flu infection ', ' Grippe ', ' Laboratories ', ' Numbers ', ' Genomic Imprinting ', ' Parental Imprinting ', ' Genetic Imprinting ', ' Mammals ', ' Mammalia ', ' Genetic Models ', ' Mutation ', ' genome mutation ', ' Genetic defect ', ' Genetic Change ', ' Genetic Alteration ', ' Organism ', ' living system ', ' Personal Satisfaction ', ' well-being ', ' Phenotype ', ' Genetic ', ' gene function ', ' Antibiotics ', ' Miscellaneous Antibiotic ', ' Antibiotic Drugs ', ' Antibiotic Agents ', ' Antigens ', ' immunogen ', ' ATGN ', ' Production ', ' tool ', ' Condition ', ' Genetic Recombination ', ' Recombination ', ' DNA recombination (naturally occurring) ', ' DNA Recombination ', ' Research ', ' Role ', ' social role ', ' Machine Learning ', ' support vector machine ', ' statistical learning ', ' kernel methods ', ' Testing ', ' Time ', ' Tweens ', ' Vaccination ', ' Virus ', ' General Viruses ', ' Complex ', ' Pattern ', ' Class ', ' Bacteria ', ' Bacteriophages ', ' bacterial virus ', ' Phages ', ' Viral ', ' Drug Formulations ', ' Formulation ', ' life history ', ' trait ', ' father role ', ' paternity ', ' research study ', ' experimental study ', ' experimental research ', ' experiment ', ' social ', ' influenza epidemic ', ' Flu epidemic ', ' Pan Genus ', ' Pan Species ', ' Chimpanzee ', ' Chimp ', ' Modeling ', ' Property ', ' LOINC Axis 2 Property ', ' response ', ' theories ', ' Genomics ', ' vaccination strategy ', ' pathogen ', ' ']",NIGMS,STANFORD UNIVERSITY,R01,2007,258957,0.17881891962294247
"Modeling of Protein Complexes and Missense Mutations    DESCRIPTION (provided by applicant): Amino acid mutations in human proteins are often associated with inherited predispositions to specific diseases. Yet most observed missense polymorphisms, those involving a single nucleotide change leading to a changed amino acid, have not been characterized in terms of their effects on protein structure and function. We hypothesize that many of the most deleterious missense mutations affect protein function in one of two ways: 1) by altering interaction of proteins with other molecules, including other proteins, DMA, and small ligands; or 2) by altering stability of the protein. Both of these mechanisms depend primarily on the location of the mutation and its physical properties: changes in protein interactions are usually caused by mutations in or very near to a binding site; changes in stability are usually caused by mutations of buried hydrophobic residues. The aim of this proposal is to develop a computational system for predicting the functional effects of missense mutations through homology modeling of protein complexes. New functional data on 1000 random mutations in two dimeric enzyme systems will be obtained to train and test the model. The primary application of this computational system will be to genes associated with the development of   cancer. Cancer is usually linked to a number of genetic changes, some inherited and others somatic. These include loss of DNA-damage repair, breakdown of cell-cycle checkpoints, and resistance to apoptosis. Each of these processes requires many protein interactions, often in large protein complexes. These interactions may be compromised by missense mutations that alter individual interactions between molecules or mutations that lower protein stability.    ",Modeling of Protein Complexes and Missense Mutations,7189836,R01GM073784,"['Cystathionine beta-Synthase ', ' methylcysteine synthase ', ' beta-Thionase ', ' Serine Sulfhydrase ', ' L-Serine hydro-lyase (adding homocysteine) ', ' Cystathionine Synthetase ', ' Cell Cycle Checkpoint ', ' Disease ', ' disease/disorder ', ' Disorder ', ' DNA Repair ', ' Unscheduled DNA Synthesis ', ' DNA Damage Repair ', ' Homologous Gene ', ' Homologue ', ' Homolog ', ' GeneHomolog ', ' Enzymes ', ' Data Set ', ' Dataset ', ' protein structure ', ' Data ', ' Disease Association ', ' Homology Modeling ', ' Cancer Genome Anatomy Project ', ' Scheme ', ' Validation ', ' Process ', ' protein function ', ' Development ', ' developmental ', ' Apoptosis ', ' Programmed Cell Death ', ' Apoptosis Pathway ', ' Tertiary Protein Structure ', ' Protein Domains ', ' Peptide Domain ', ' protein folding ', ' Affect ', ' Genes ', ' base ', ' Goals ', ' Procedures ', ' Human ', ' Modern Man ', ' Man (Taxonomy) ', ' Surface ', ' Link ', ' Ions ', ' Training ', ' Lac Repressors ', ' Ligands ', ' Individual ', ' Numbers ', ' Literature ', ' Bayesian Method ', ' Databases ', ' data repository ', ' clinical data repository ', ' Electronic Database ', ' Electronic Databank ', ' Databanks ', ' Data Bases ', ' Data Banks ', ' Maps ', ' Amino Acid Sequence ', ' protein sequence ', ' Primary Protein Structure ', ' Amino Acids ', ' aminoacid ', ' Membrane Proteins ', ' Surface Proteins ', ' Membrane-Associated Proteins ', ' Methods ', ' Biological Models ', ' Model System ', ' Biologic Models ', ' Statistical Models ', ' Probabilistic Models ', ' Muramidase ', ' Peptidoglycan N-acetylmuramoylhydrolase ', ' N-Acetylmuramide Glycanhydrolase ', ' Lysozyme ', ' Mutation ', ' genome mutation ', ' Genetic defect ', ' Genetic Change ', ' Genetic Alteration ', ' Nucleotides ', ' Peptides ', ' Phenotype ', ' Genetic Predisposition to Disease ', ' genetic vulnerability ', ' genetic mechanism of disease ', ' genetic etiology ', ' Inherited Susceptibility ', ' Inherited Predisposition ', ' Genetic Susceptibility ', ' Genetic Predisposition ', ' Genetic Polymorphism ', ' polymorphism ', ' Polymorphism (Genetics) ', ' Proteins ', ' gene product ', ' Research Personnel ', ' Researchers ', ' Investigators ', ' Rest ', ' Computer software ', ' computer program/software ', ' Software ', ' Machine Learning ', ' support vector machine ', ' statistical learning ', ' kernel methods ', ' programs ', ' Testing ', ' Scientist ', ' Time ', ' Inherited ', ' Hereditary ', ' Complex ', ' Side ', ' System ', ' LOINC Axis 4 System ', ' Location ', ' interest ', ' Binding Sites ', ' Reactive Site ', ' Combining Site ', ' Biological Assay ', ' Biologic Assays ', ' Bioassay ', ' Assay ', ' dimer ', ' Gene Mutation ', ' Sequence Alteration ', ' Genetic mutation ', ' Gene Alteration ', ' DNA mutation ', ' DNA Alteration ', ' monomer ', ' physical property ', ' protein structure function ', ' Biological Neural Networks ', ' neural network ', ' Missense Mutation ', ' Methylenetetrahydrofolate reductase (NADPH) ', ' Methylenetetrahydrofolate Reductase (NADPH2) ', ' Methylenetetrahydrofolate Reductase ', ' Methylene-THF Reductase (NADPH) ', ' Methylene Tetrahydrofolate Reductase ', ' EC 1.5.1.20 ', ' 5,10-Methylenetetrahydrofolate Reductase (NADPH) ', ' Potential Energy ', ' Structure ', ' Malignant Neoplasms ', ' neoplasm/cancer ', ' malignancy ', ' Malignant Tumor ', ' Cancers ', ' Positioning Attribute ', ' Position ', ' Peptide Sequence Determination ', ' Protein Sequencing Molecular Biology ', ' Protein Sequencing ', ' Protein Sequence Determinations ', ' Amino Acid Sequence Determinations ', ' HIV Protease ', ' HTLV-III Protease ', ' HIV Proteinase ', ' Mutagenesis ', ' Mutagenesis Molecular Biology ', ' Genetics-Mutagenesis ', ' Modeling ', ' protein protein interaction ', ' Online Mendelian Inheritance In Man ', ' OMIM ', ' insertion/deletion mutation ', ' insertion/deletion ', ' insertion-deletion mutation ', ' insertion-deletion ', ' Resistance ', ' resistant ', ' open source ', ' graphical user interface ', ' graphic user interface ', ' Graphical interface ', ' loss of function ', ' Computing Methodologies ', ' computer methods ', ' computational methods ', ' computational methodology ', ' ']",NIGMS,RESEARCH INST OF FOX CHASE CAN CTR,R01,2007,307176,0.23629575906004346
