Cluster,Size,Total,Citations,APT % over 95%,Avg. APT,95%CI L,95%CI U,Papers,Citations per $1mil funding,Projected 2021 Award,Actual 2021 Award To Date,Growth Rate,95%CI L,95%CI U,Score,Centroids
0,99,35375305,10454.0,0.12020460358056266,0.4313299232736572,0.399329863885979,0.4633299826613354,391,295.516886709528,14890692.475423358,6979479,0.4296791566067129,0.3285553887553668,0.530802924458059,0.0648591744313172,"['mri', 'imaging', 'motion', 'brain', 'image', 'contrast', 'mr', 'magnetic', 'resolution', 'tumor']"
1,463,203365215,124085.0,0.09303534303534304,0.3794698544698545,0.36519448467258625,0.3937452242671227,1924,610.1584285198429,52137202.89729862,32776070,0.23931952835319986,0.19148206452168592,0.2871569921847138,-0.008297548749373258,"['disease', 'gene', 'expression', 'patients', 'genes', 'biomarkers', 'aim', 'cell', 'gene expression', 'blood']"
2,130,49991212,8796.0,0.10483870967741936,0.42419354838709683,0.3922880484519369,0.4560990483222568,372,175.95092513460165,16108416.92926397,5284552,0.2848680466718523,0.22783747463232012,0.34189861871138444,0.2606972747199208,"['hiv', 'infection', 'testing', 'risk', 'men', 'social', 'care', 'behaviors', 'prevention', 'drug']"
3,230,200617247,79350.0,0.1917882225823879,0.4715829281469475,0.4559904987658907,0.48717535752800434,1851,395.52930361964343,104311003.9859608,34545784,0.39436420152630536,0.3300706142364367,0.45865778881617403,0.16932031110590764,"['ad', 'alzheimer', 'alzheimer disease', 'disease', 'dementia', 'cognitive', 'brain', 'biomarkers', 'imaging', 'risk']"
4,186,47500989,14899.0,0.14728682170542637,0.45651162790697675,0.43073826242135393,0.48228499339259956,645,313.656627233593,19895457.81176835,9823058,0.3741201367233948,0.3031244381532817,0.44511583529350784,0.03797866514633794,"['dr', 'training', 'malaria', 'career', 'disease', 'risk', 'patients', 'award', 'diabetic', 'development']"
5,66,17374310,3431.0,0.25333333333333335,0.56,0.48397702913195995,0.6360229708680402,75,197.47546809053136,22786.68913462443,612811,-0.22509535829593788,-0.4726065226080122,0.022415806016136464,0.11083582280979708,"['women', 'mammography', 'intervention', 'screening', 'pregnancy', 'months', 'cancer', 'computer', 'receive', 'treatment']"
6,118,71026299,20409.0,0.22356495468277945,0.5212990936555891,0.4844918359380623,0.5581063513731159,331,287.3442694796754,24956819.99592028,7487660,0.29032030875624887,0.23958005010489092,0.3410605674076068,0.1510588496423213,"['asd', 'autism', 'children', 'behavioral', 'adhd', 'brain', 'connectivity', 'disorder', 'infants', 'early']"
7,77,54595285,6863.0,0.18042813455657492,0.48623853211009177,0.4494986183297507,0.5229784458904329,327,125.70682614808221,23335296.99472963,6905355,0.396332693998879,0.27353762453806674,0.5191277634596912,0.09338522703557688,"['heart', 'hf', 'cardiac', 'failure', 'patients', 'cardiovascular', 'disease', 'risk', 'early', 'monitoring']"
8,153,57210866,9620.0,0.16463414634146342,0.5125,0.4780955347673518,0.5469044652326481,328,168.14987558482335,5436960.125954199,753608,0.07088564818434995,0.04321405149637072,0.09855724487232917,0.11311683636530434,"['crc', 'cancer', 'screening', 'colorectal', 'colorectal cancer', 'cancer screening', 'risk', 'intervention', 'genetic', 'care']"
9,53,22005946,2592.0,0.13114754098360656,0.4844262295081967,0.42988732733785584,0.5389651316785375,122,117.78634738083971,1175150.1866148983,256469,0.010592366581662927,-0.026131994611632292,0.04731672777495814,0.3981725409892233,"['asthma', 'children', 'pediatric', 'care', 'disparities', 'exposure', 'projects', 'chronic', 'expression', 'gene expression']"
