Cluster,Size,Total,Citations,APT % over 95%,Avg. APT,95%CI L,95%CI U,Papers,Citations per $1mil funding,Projected 2021 Award,Actual 2021 Award To Date,Growth Rate,95%CI L,95%CI U,Score,Centroids
0,204,140795320,163105.0,0.07707006369426751,0.3579723991507431,0.34922650698948704,0.3667182913119991,4710,1158.4546986362898,30541268.852142155,10429321,0.18855616210095863,0.1495505177926971,0.22756180640922016,0.03250734103186117,"['computational', 'center', 'core', 'biology', 'biomedical', 'projects', 'methods', 'range', 'human', 'bioinformatics', 'approaches', 'genomics', 'scientific', 'researchers', 'systems']"
1,339,108506862,110611.0,0.008349705304518664,0.1362229862475442,0.12791496035959465,0.14453101213549374,2036,1019.3917505420071,18291952.920439266,7776425,0.15682529215736252,0.11788770130075796,0.19576288301396708,0.088723494592162,"['protein', 'proteins', 'structure', 'interactions', 'structures', 'sequence', 'structural', 'function', 'methods', 'computational', 'binding', 'molecular', 'prediction', 'drug', 'sequences']"
2,252,130625060,33282.0,0.16224899598393575,0.505140562248996,0.4871220786717472,0.5231590458262447,1245,254.79031358913824,51430539.43964562,25459501,0.3110593287229326,0.2573230372242151,0.36479562022165013,0.024720697824797418,"['cognitive', 'substance', 'substance use', 'brain', 'youth', 'symptoms', 'neuroimaging', 'disorders', 'development', 'control', 'risk', 'pd', 'disorder', 'neural', 'functional']"
3,295,156010036,99484.0,0.12598425196850394,0.42722834645669283,0.41590207446274097,0.4385546184506447,3175,637.6769248357842,68937026.87338994,37628657,0.49578412108412967,0.3015747844497775,0.6899934577184819,0.026642847038192533,"['risk', 'genetic', 'environmental', 'factors', 'exposure', 'risk factors', 'study', 'disease', 'aim', 'identify', 'studies', 'methods', 'prediction', 'susceptibility', 'cases']"
4,148,44311160,12559.0,0.08506224066390042,0.39367219917012447,0.36571609266629496,0.421628305673954,482,283.42747064170743,8489490.41819024,1795748,0.1720066090342735,0.12872158415717694,0.21529163391137007,0.2452187515123399,"['speech', 'language', 'motor', 'communication', 'neural', 'human', 'control', 'model', 'time', 'real', 'measures', 'infants', 'real time', 'disorders', 'brain']"
5,171,167098674,19546.0,0.2277432712215321,0.49989648033126294,0.4692154955434771,0.5305774651190488,483,116.97280135209212,81086137.91446486,7442877,0.3679543247753877,0.06114203415003533,0.6747666154007401,0.2728439531027776,"['pain', 'chronic', 'treatment', 'patients', 'brain', 'opioid', 'care', 'management', 'effects', 'treatments', 'low', 'assessment', 'patient', 'self', 'mechanisms']"
6,288,122469767,21293.0,0.06481481481481481,0.35226851851851854,0.3343474035120864,0.37018963352495066,1080,173.8633176300564,47276068.87328975,23254246,0.3318143188793408,0.27096984371822036,0.3926587940404613,0.22445226850675556,"['hiv', 'infection', 'men', 'risk', 'cohort', 'hand', 'study', 'prevention', 'social', 'associated', 'care', 'living', 'treatment', 'patients', 'therapy']"
7,283,133689400,41911.0,0.06909090909090909,0.30078787878787877,0.28022487087990927,0.32135088669584827,825,313.49531077258183,45987458.14991884,31031593,0.3100379327966918,0.2524530218903015,0.36762284370308207,0.020967501068605208,"['behavior', 'social', 'behavioral', 'circuits', 'neural', 'neurons', 'motor', 'circuit', 'behaviors', 'sensory', 'brain', 'cortical', 'activity', 'animal', 'disorders']"
8,178,114407201,103734.0,0.14442231075697212,0.4229830677290836,0.40824638440239114,0.4377197510557761,2008,906.7086607599114,47871126.95819577,11552052,0.38633290195233155,0.32810543703491485,0.44456036686974826,0.021608596915687967,"['neuronal', 'brain', 'neuroscience', 'tools', 'analysis', 'neurons', 'scale', 'imaging', 'large', 'methods', 'computational', 'neuroimaging', 'large scale', 'human', 'software']"
9,267,153705808,25660.0,0.11927398444252377,0.40756266205704406,0.388726559457991,0.4263987646560971,1157,166.9422927726973,90865426.85257539,42061179,0.47847238946546844,0.42431992529763585,0.532624853633301,0.01646223243472784,"['treatment', 'depression', 'response', 'patients', 'outcomes', 'study', 'therapy', 'risk', 'disorder', 'treatments', 'patient', 'individuals', 'personalized', 'disorders', 'outcome']"
