Cluster,Size,Total,Citations,APT % over 95%,Avg. APT,95%CI L,95%CI U,Papers,Citations per $1mil funding,Projected 2021 Award,Actual 2021 Award To Date,Growth Rate,95%CI L,95%CI U,Score,Centroids
0,251,99658192,138191.0,0.07551766138855055,0.37799431587494925,0.36601592242604186,0.38997270932385664,2463,1386.6496795366306,44827872.39886512,12358679,0.4478983675534015,0.35765165893424217,0.5381450761725608,0.02714288035405122,"['cancer', 'lung', 'lung cancer', 'screening', 'colorectal', 'cancer screening', 'colorectal cancer', 'risk', 'patients', 'early']"
1,187,95674647,68123.0,0.15358361774744028,0.42500000000000004,0.3974249519704828,0.4525750480295173,586,712.0277120019058,22234285.52048722,8482058,0.20067911170631864,0.1452924704699578,0.25606575294267947,0.05802641074362311,"['tumor', 'cancer', 'tumors', 'cell', 'cells', 'tissue', 'imaging', 'treatment', 'therapy', 'image']"
2,630,247307558,87796.0,0.1574585635359116,0.4644260282381829,0.45309240093226627,0.47575965554409955,3258,355.00734676293234,127765067.06825164,55970559,0.5122128466467962,0.40420892283418974,0.6202167704594027,0.005884418407433978,"['care', 'patients', 'patient', 'medical', 'risk', 'outcomes', 'dr', 'electronic', 'ehr', 'support']"
3,136,53337044,9125.0,0.10498687664041995,0.42782152230971127,0.39633484509313505,0.4593081995262875,381,171.08184698049632,16893355.66939393,5284552,0.29120132200423043,0.23285213796877027,0.3495505060396906,0.24804259821528235,"['hiv', 'infection', 'testing', 'risk', 'men', 'social', 'care', 'drug', 'behaviors', 'prevention']"
4,212,65115449,22880.0,0.14323607427055704,0.4580238726790451,0.43506162707497786,0.48098611828311233,754,351.3759077358124,6388910.748816983,4428472,0.07612363687196694,0.05334343878099008,0.0989038349629438,0.14445086121974784,"['breast', 'breast cancer', 'cancer', 'women', 'risk', 'mammography', 'cancer risk', 'screening', 'imaging', 'tumor']"
5,138,51129014,54184.0,0.011933174224343675,0.13036992840095465,0.11782288568335339,0.14291697111855592,838,1059.750536163283,14453360.473055217,6845844,0.27505719470324297,0.19577766244981928,0.3543367269566666,0.10081038083302368,"['protein', 'proteins', 'binding', 'interactions', 'structure', 'human', 'mutations', 'function', 'sequence', 'structural']"
6,442,172208580,24341.0,0.07481060606060606,0.3583806818181818,0.339747823868192,0.37701353976817154,1056,141.34603513948028,69190180.97585674,44884727,0.3897001711125862,0.3392340418390262,0.4401663003861462,-0.009767902346538104,"['disease', 'tb', 'treatment', 'blood', 'sleep', 'early', 'phase', 'diagnostic', 'patients', 'children']"
7,104,32067033,8389.0,0.12337662337662338,0.49788961038961044,0.4625556109726267,0.5332236098065941,308,261.60823796825855,3911497.911847084,2426226,0.102124976969545,0.04175161853947688,0.16249833539961314,0.19594568633470558,"['alcohol', 'fasd', 'prenatal', 'exposure', 'fetal', 'brain', 'consortium', 'spectrum', 'children', 'projects']"
8,165,65799143,41156.0,0.12492073557387444,0.41024096385542164,0.3941422557584408,0.42633967195240247,1577,625.4792710598069,22178584.95208034,9612592,0.3006695310837159,0.25775428388984434,0.3435847782775875,0.018544476052258566,"['learning', 'big', 'big data', 'brain', 'science', 'tools', 'center', 'machine', 'machine learning', 'methods']"
9,280,141155003,93382.0,0.2039151712887439,0.5260195758564437,0.5111519561598401,0.5408871955530472,1839,661.556430982471,16311272.161183817,10390652,0.09038455303005787,0.052483191721800174,0.12828591433831554,0.05064436200165988,"['genetic', 'variants', 'genes', 'genome', 'risk', 'gene', 'disease', 'gwas', 'genomic', 'aim']"
10,121,43182230,12844.0,0.08980582524271845,0.49296116504854365,0.46485572546839066,0.5210666046286967,412,297.4371633887365,3031264.0525733577,607985,0.03769012282025088,0.017470624666493326,0.05790962097400844,0.10765826993583004,"['cad', 'lesions', 'detection', 'nodules', 'radiologists', 'computer', 'images', 'cancer', 'image', 'ct']"
