text,title,id,project_number,terms,administration,organization,mechanism,year,funding,score
"SUPPORT FOR PHYSIOLOGY AND BIOPHYSICS COMPUTER The Physiology Computer Research Resource collaborates with biomedical research laboratories at several medical schools supporting laboratory automation.  Collaborating laboratories are investigating:  synaptic input to brainstem respiratory neurons, cutaneous sensory dorsal horn neurons, neural genesis of respiratory rhythm, time-resolved single cell laser spectroscopy, muscle contraction, membrane biophysics, cellular aspects of cardiac defibrillation, neurophysiology, quantitative video intensification microscopy, cardiovascular control and microvasculature.  Collaboration is fostered through the Federated Processor Laboratory Automation System (FPLAS) consisting of hardware and software modules designed, developed, and produced by the Resource.  The ""federated"" nature of this system -- several processing units of equal complexity but differing in their areas of specialization -- is derived from recent insights in parallel computation and bus architecture.  The FPLAS accommodates the demands of the biomedical research instrumentation environment and allows incremental increase in system performance through incorporation of expected semiconductor technology advances.  The modular construction of the system allows these anticipated advances to be incorporated in an incremental fashion while retaining the majority of the existing equipment.  Incremental growth allowed by the FP architecture is particularly important to the biomedical research community because its applications do not constitute a broad enough market to bear the ever escalating development costs which accompany development of new semiconductor devices.  n/a",SUPPORT FOR PHYSIOLOGY AND BIOPHYSICS COMPUTER,3103637,P41RR000374,"['artificial intelligence', ' biophysics', ' computer center', ' computer graphics /printing', ' computer simulation', ' computer system design /evaluation', ' electrocardiographic monitor', ' electrophysiology', ' laser spectrometry', ' monitoring device', ' muscle contraction', ' neural information processing', ' neural transmission', ' neuroanatomy', ' neurophysiology', ' patient monitoring device', ' physiology', ' semiconduction', ' television', ' ventricular fibrillation']",NCRR,UNIVERSITY OF WASHINGTON,P41,1987,371541,0.0038061128554475196
"SUPPORT FOR PHYSIOLOGY AND BIOPHYSICS COMPUTER The Physiology Computer Research Resource collaborates with biomedical research laboratories at several medical schools supporting laboratory automation.  Collaborating laboratories are investigating:  synaptic input to brainstem respiratory neurons, cutaneous sensory dorsal horn neurons, neural genesis of respiratory rhythm, time-resolved single cell laser spectroscopy, muscle contraction, membrane biophysics, cellular aspects of cardiac defibrillation, neurophysiology, quantitative video intensification microscopy, cardiovascular control and microvasculature.  Collaboration is fostered through the Federated Processor Laboratory Automation System (FPLAS) consisting of hardware and software modules designed, developed, and produced by the Resource.  The ""federated"" nature of this system -- several processing units of equal complexity but differing in their areas of specialization -- is derived from recent insights in parallel computation and bus architecture.  The FPLAS accommodates the demands of the biomedical research instrumentation environment and allows incremental increase in system performance through incorporation of expected semiconductor technology advances.  The modular construction of the system allows these anticipated advances to be incorporated in an incremental fashion while retaining the majority of the existing equipment.  Incremental growth allowed by the FP architecture is particularly important to the biomedical research community because its applications do not constitute a broad enough market to bear the ever escalating development costs which accompany development of new semiconductor devices.  n/a",SUPPORT FOR PHYSIOLOGY AND BIOPHYSICS COMPUTER,3103636,P41RR000374,"['artificial intelligence', ' biophysics', ' computer center', ' computer graphics /printing', ' computer simulation', ' computer system design /evaluation', ' electrocardiographic monitor', ' electrophysiology', ' laser spectrometry', ' monitoring device', ' muscle contraction', ' neural information processing', ' neural transmission', ' neuroanatomy', ' neurophysiology', ' patient monitoring device', ' physiology', ' semiconduction', ' television', ' ventricular fibrillation']",NCRR,UNIVERSITY OF WASHINGTON,P41,1986,344786,0.0038061128554475196
"SUPPORT FOR PHYSIOLOGY AND BIOPHYSICS COMPUTER The Physiology Computer Research Resource collaborates with biomedical research laboratories at several medical schools supporting laboratory automation.  Collaborating laboratories are investigating:  synaptic input to brainstem respiratory neurons, cutaneous sensory dorsal horn neurons, neural genesis of respiratory rhythm, time-resolved single cell laser spectroscopy, muscle contraction, membrane biophysics, cellular aspects of cardiac defibrillation, neurophysiology, quantitative video intensification microscopy, cardiovascular control and microvasculature.  Collaboration is fostered through the Federated Processor Laboratory Automation System (FPLAS) consisting of hardware and software modules designed, developed, and produced by the Resource.  The ""federated"" nature of this system -- several processing units of equal complexity but differing in their areas of specialization -- is derived from recent insights in parallel computation and bus architecture.  The FPLAS accommodates the demands of the biomedical research instrumentation environment and allows incremental increase in system performance through incorporation of expected semiconductor technology advances.  The modular construction of the system allows these anticipated advances to be incorporated in an incremental fashion while retaining the majority of the existing equipment.  Incremental growth allowed by the FP architecture is particularly important to the biomedical research community because its applications do not constitute a broad enough market to bear the ever escalating development costs which accompany development of new semiconductor devices.  n/a",SUPPORT FOR PHYSIOLOGY AND BIOPHYSICS COMPUTER,3103634,P41RR000374,"['artificial intelligence', ' biophysics', ' computer center', ' computer graphics /printing', ' computer simulation', ' computer system design /evaluation', ' electrocardiographic monitor', ' electrophysiology', ' laser spectrometry', ' monitoring device', ' muscle contraction', ' neural information processing', ' neural transmission', ' neuroanatomy', ' neurophysiology', ' patient monitoring device', ' physiology', ' semiconduction', ' television', ' ventricular fibrillation']",NCRR,UNIVERSITY OF WASHINGTON,P41,1985,458732,0.0038061128554475196
"KINEMATIC AND CELLULAR STUDIES OF MOTOR CONTROL The main goal is to understand how the central nervous system coordinates the large number of degrees of freedom of the arm.  The experimental approach includes recording and analysis of the kinematics of multijoint movements.  In some cases, a simple mechanical system is used to record the movements.  When full arm freedom is required, an optoelectric recording system is used.  Work will continue on the following projects on multijoint control.  1. Multijoint movements of the right and left arms are being compared.  The comparison includes movements to visual targets, movements which are unexpectedly perturbed, and isometric force production.  2. Studies of the multijoint movements of patients with movement disorders will be continued.  To date, there has been concentration on patients with cerebellar disease and Parkinson's disease.  Simple movements to visual targets have been emphasized.  In the next year, unexpectedly perturbed movements and isometric force production will be studied in these same patient groups, in order to more fully characterize the physiology of these disorders.  3. We are studying the control of multijoint movements in the presence of unexpected mechanical loads.  We recently found that with same load types subjects make movements with the same kinematic characteristics as in the unloaded condition.  This suggests that there may be a mechanism for rapid real-time trajectory corrections, so that we will investigate this motor-compensation mechanism more fully.  4. The multijoint arm stiffness of patients with a variety of central lesions will be compared to that of normal individuals.  By searching for changes in the stiffness due to central diseases, we hope to learn what central structures are involved in stiffness control.  n/a",KINEMATIC AND CELLULAR STUDIES OF MOTOR CONTROL,3078113,K07NS000747,"['artificial intelligence', ' child (0-11)', ' child physical development', ' electromyography', ' head movements', ' human age group', ' limb movement', ' motor neurons', ' neuroanatomy', ' neuromuscular system', ' reticulospinal tract', ' sensorimotor system', ' spinal cord mapping']",NINDS,CHILDREN'S HOSPITAL BOSTON,K07,1986,56858,0.028558404360981934
"NONLINEAR DYNAMICS OF NEURONAL ENSEMBLES The PI is a Neurophysiologist and Pediatric Neurosurgeon who will be the         Associate Director of Center V (Behavioral and Neurobiology Research), with      special responsibility for Neurobiology programs, at the Children""s              Research Institute.  This RCA will permit the PI to devote nearly full time      to research.                                                                                                                                                      Short term goals are to test the hypothesis that neuronal ensembles have         nonlinear deterministic properties.  If so, they will 1) have activity that      can be characterized and controlled through unstable periodic orbits, 2)         hen noise driven will exhibit stochastic resonance, and 3) because of            coupling will exhibit generalized (nonlinear) synchrony and emergence.           Long-term goals are to achieve a better understanding of neuronal network        and brain behavior, and to develop novel methods of treating dynamical           diseases.                                                                                                                                                         The research project will involve theoretical work on the detection of           unstable orbits in In Vitro brain slices and human epileptic foci.  Such         orbit information forms a novel method of characterizing the deterministic       properties of complex systems despite nonstationarity, and can be used to        control those systems.  Nonlinear systems also optimize their response to        weak signals in the presence of noise - stochastic resonance.  We will           define the statistical mechanics of stochastic resonance through                 simultaneous measurements of single neuron and neuronal ensemble activity.       Since neuronal ensembles may demonstrate nonlinear generalized synchrony,        we will quantify spatio-temporal generalized synchrony through dual              simultaneous single cell recordings as a function of separation in a             neuronal network.  Both unstable orbit detection and generalized synchrony       will be used to define the emergence of nonlinear behaviors in neuronal          ensembles.                                                                                                                                                        The results of this research will fundamentally alter the way that neuronal      dynamics can be characterized and controlled, will provide a means to deal       with neuronal nonstationarity, will further explain the role of noise in         the nervous system, and may provide a novel approach for the control of          pathological neuronal ensembles in dynamical diseases such as epilepsy,          spasticity, and tremor.                                                           n/a",NONLINEAR DYNAMICS OF NEURONAL ENSEMBLES,6391354,K02MH001493,"['artificial intelligence', ' brain electrical activity', ' computational neuroscience', ' electric field', ' electroencephalography', ' extracellular', ' hippocampus', ' human data', ' intracellular', ' laboratory rat', ' microelectrodes', ' neural information processing', ' neuroanatomy', ' neurons', ' neurosurgery', ' noise', ' statistics /biometry']",NIMH,GEORGE MASON UNIVERSITY,K02,2001,99063,0.04321634724407587
"NONLINEAR DYNAMICS OF NEURONAL ENSEMBLES The PI is a Neurophysiologist and Pediatric Neurosurgeon who will be the         Associate Director of Center V (Behavioral and Neurobiology Research), with      special responsibility for Neurobiology programs, at the Children""s              Research Institute.  This RCA will permit the PI to devote nearly full time      to research.                                                                                                                                                      Short term goals are to test the hypothesis that neuronal ensembles have         nonlinear deterministic properties.  If so, they will 1) have activity that      can be characterized and controlled through unstable periodic orbits, 2)         hen noise driven will exhibit stochastic resonance, and 3) because of            coupling will exhibit generalized (nonlinear) synchrony and emergence.           Long-term goals are to achieve a better understanding of neuronal network        and brain behavior, and to develop novel methods of treating dynamical           diseases.                                                                                                                                                         The research project will involve theoretical work on the detection of           unstable orbits in In Vitro brain slices and human epileptic foci.  Such         orbit information forms a novel method of characterizing the deterministic       properties of complex systems despite nonstationarity, and can be used to        control those systems.  Nonlinear systems also optimize their response to        weak signals in the presence of noise - stochastic resonance.  We will           define the statistical mechanics of stochastic resonance through                 simultaneous measurements of single neuron and neuronal ensemble activity.       Since neuronal ensembles may demonstrate nonlinear generalized synchrony,        we will quantify spatio-temporal generalized synchrony through dual              simultaneous single cell recordings as a function of separation in a             neuronal network.  Both unstable orbit detection and generalized synchrony       will be used to define the emergence of nonlinear behaviors in neuronal          ensembles.                                                                                                                                                        The results of this research will fundamentally alter the way that neuronal      dynamics can be characterized and controlled, will provide a means to deal       with neuronal nonstationarity, will further explain the role of noise in         the nervous system, and may provide a novel approach for the control of          pathological neuronal ensembles in dynamical diseases such as epilepsy,          spasticity, and tremor.                                                           n/a",NONLINEAR DYNAMICS OF NEURONAL ENSEMBLES,6185560,K02MH001493,"['artificial intelligence', ' brain electrical activity', ' computational neuroscience', ' electric field', ' electroencephalography', ' extracellular', ' hippocampus', ' human data', ' intracellular', ' laboratory rat', ' microelectrodes', ' neural information processing', ' neuroanatomy', ' neurons', ' neurosurgery', ' noise', ' statistics /biometry']",NIMH,GEORGE MASON UNIVERSITY,K02,2000,99063,0.04321634724407587
"NONLINEAR DYNAMICS OF NEURONAL ENSEMBLES The PI is a Neurophysiologist and Pediatric Neurosurgeon who will be the         Associate Director of Center V (Behavioral and Neurobiology Research), with      special responsibility for Neurobiology programs, at the Children""s              Research Institute.  This RCA will permit the PI to devote nearly full time      to research.                                                                                                                                                      Short term goals are to test the hypothesis that neuronal ensembles have         nonlinear deterministic properties.  If so, they will 1) have activity that      can be characterized and controlled through unstable periodic orbits, 2)         hen noise driven will exhibit stochastic resonance, and 3) because of            coupling will exhibit generalized (nonlinear) synchrony and emergence.           Long-term goals are to achieve a better understanding of neuronal network        and brain behavior, and to develop novel methods of treating dynamical           diseases.                                                                                                                                                         The research project will involve theoretical work on the detection of           unstable orbits in In Vitro brain slices and human epileptic foci.  Such         orbit information forms a novel method of characterizing the deterministic       properties of complex systems despite nonstationarity, and can be used to        control those systems.  Nonlinear systems also optimize their response to        weak signals in the presence of noise - stochastic resonance.  We will           define the statistical mechanics of stochastic resonance through                 simultaneous measurements of single neuron and neuronal ensemble activity.       Since neuronal ensembles may demonstrate nonlinear generalized synchrony,        we will quantify spatio-temporal generalized synchrony through dual              simultaneous single cell recordings as a function of separation in a             neuronal network.  Both unstable orbit detection and generalized synchrony       will be used to define the emergence of nonlinear behaviors in neuronal          ensembles.                                                                                                                                                        The results of this research will fundamentally alter the way that neuronal      dynamics can be characterized and controlled, will provide a means to deal       with neuronal nonstationarity, will further explain the role of noise in         the nervous system, and may provide a novel approach for the control of          pathological neuronal ensembles in dynamical diseases such as epilepsy,          spasticity, and tremor.                                                           n/a",NONLINEAR DYNAMICS OF NEURONAL ENSEMBLES,2889914,K02MH001493,"['artificial intelligence', ' brain electrical activity', ' computational neuroscience', ' electric field', ' electroencephalography', ' extracellular', ' hippocampus', ' human data', ' intracellular', ' laboratory rat', ' microelectrodes', ' neural information processing', ' neuroanatomy', ' neurons', ' neurosurgery', ' noise', ' statistics /biometry']",NIMH,GEORGE MASON UNIVERSITY,K02,1999,99063,0.04321634724407587
"NONLINEAR DYNAMICS OF NEURONAL ENSEMBLES The PI is a Neurophysiologist and Pediatric Neurosurgeon who will be the         Associate Director of Center V (Behavioral and Neurobiology Research), with      special responsibility for Neurobiology programs, at the Children""s              Research Institute.  This RCA will permit the PI to devote nearly full time      to research.                                                                                                                                                      Short term goals are to test the hypothesis that neuronal ensembles have         nonlinear deterministic properties.  If so, they will 1) have activity that      can be characterized and controlled through unstable periodic orbits, 2)         hen noise driven will exhibit stochastic resonance, and 3) because of            coupling will exhibit generalized (nonlinear) synchrony and emergence.           Long-term goals are to achieve a better understanding of neuronal network        and brain behavior, and to develop novel methods of treating dynamical           diseases.                                                                                                                                                         The research project will involve theoretical work on the detection of           unstable orbits in In Vitro brain slices and human epileptic foci.  Such         orbit information forms a novel method of characterizing the deterministic       properties of complex systems despite nonstationarity, and can be used to        control those systems.  Nonlinear systems also optimize their response to        weak signals in the presence of noise - stochastic resonance.  We will           define the statistical mechanics of stochastic resonance through                 simultaneous measurements of single neuron and neuronal ensemble activity.       Since neuronal ensembles may demonstrate nonlinear generalized synchrony,        we will quantify spatio-temporal generalized synchrony through dual              simultaneous single cell recordings as a function of separation in a             neuronal network.  Both unstable orbit detection and generalized synchrony       will be used to define the emergence of nonlinear behaviors in neuronal          ensembles.                                                                                                                                                        The results of this research will fundamentally alter the way that neuronal      dynamics can be characterized and controlled, will provide a means to deal       with neuronal nonstationarity, will further explain the role of noise in         the nervous system, and may provide a novel approach for the control of          pathological neuronal ensembles in dynamical diseases such as epilepsy,          spasticity, and tremor.                                                           n/a",NONLINEAR DYNAMICS OF NEURONAL ENSEMBLES,2674504,K02MH001493,"['artificial intelligence', ' brain electrical activity', ' computational neuroscience', ' electric field', ' electroencephalography', ' extracellular', ' hippocampus', ' human data', ' intracellular', ' laboratory rat', ' microelectrodes', ' neural information processing', ' neuroanatomy', ' neurons', ' neurosurgery', ' noise', ' statistics /biometry']",NIMH,GEORGE MASON UNIVERSITY,K02,1998,99063,0.04321634724407587
"NONLINEAR DYNAMICS OF NEURONAL ENSEMBLES The PI is a Neurophysiologist and Pediatric Neurosurgeon who will be the         Associate Director of Center V (Behavioral and Neurobiology Research), with      special responsibility for Neurobiology programs, at the Children""s              Research Institute.  This RCA will permit the PI to devote nearly full time      to research.                                                                                                                                                      Short term goals are to test the hypothesis that neuronal ensembles have         nonlinear deterministic properties.  If so, they will 1) have activity that      can be characterized and controlled through unstable periodic orbits, 2)         hen noise driven will exhibit stochastic resonance, and 3) because of            coupling will exhibit generalized (nonlinear) synchrony and emergence.           Long-term goals are to achieve a better understanding of neuronal network        and brain behavior, and to develop novel methods of treating dynamical           diseases.                                                                                                                                                         The research project will involve theoretical work on the detection of           unstable orbits in In Vitro brain slices and human epileptic foci.  Such         orbit information forms a novel method of characterizing the deterministic       properties of complex systems despite nonstationarity, and can be used to        control those systems.  Nonlinear systems also optimize their response to        weak signals in the presence of noise - stochastic resonance.  We will           define the statistical mechanics of stochastic resonance through                 simultaneous measurements of single neuron and neuronal ensemble activity.       Since neuronal ensembles may demonstrate nonlinear generalized synchrony,        we will quantify spatio-temporal generalized synchrony through dual              simultaneous single cell recordings as a function of separation in a             neuronal network.  Both unstable orbit detection and generalized synchrony       will be used to define the emergence of nonlinear behaviors in neuronal          ensembles.                                                                                                                                                        The results of this research will fundamentally alter the way that neuronal      dynamics can be characterized and controlled, will provide a means to deal       with neuronal nonstationarity, will further explain the role of noise in         the nervous system, and may provide a novel approach for the control of          pathological neuronal ensembles in dynamical diseases such as epilepsy,          spasticity, and tremor.                                                           n/a",NONLINEAR DYNAMICS OF NEURONAL ENSEMBLES,2373024,K02MH001493,"['artificial intelligence', ' brain electrical activity', ' computational neuroscience', ' electric field', ' electroencephalography', ' extracellular', ' hippocampus', ' human data', ' intracellular', ' laboratory rat', ' microelectrodes', ' neural information processing', ' neuroanatomy', ' neurons', ' neurosurgery', ' noise', ' statistics /biometry']",NIMH,CHILDREN'S RESEARCH INSTITUTE,K02,1997,124041,0.04321634724407587
"Novel Tools and Principles for Precisely Controlling Brain Activity The finding that many neurological and psychiatric disorders are associated with abnormal neural activity in specific brain circuits raises the optimism that a precise, flexible technology for controlling neural activity would enable the systematic treatment of many brain disorders. I here propose to take a top-down approach to developing a new tool for noninvasive, focal, deep-targetable control of brain circuits. I also propose to discover informed principles governing the use of these tools to control activity in a diversity of neural circuits relevant for different illnesses. Through far-reaching collaborations, I will not only invent these tools and discover how to use them, but lead their translation into clinical application. I believe that this is the right time and place to tackle this intellectual challenge, given my unique training, as well as my proven abilities to synthesize new insights from disparate fields, and to lead interdisciplinary teams into new territory. The finding that many neurological and psychiatric disorders are associated with abnormal neural activity in specific brain circuits raises the optimism that a precise, flexible technology for controlling neural activity would enable the systematic treatment of many brain disorders. I here propose to take a top-down approach to developing a new tool for noninvasive, focal, deep-targetable control of brain circuits. I also propose to discover informed principles governing the use of these tools to control activity in a diversity of neural circuits relevant for different illnesses. Through far-reaching collaborations, I will not only invent these tools and discover how to use them, but lead their translation into clinical application. I believe that this is the right time and place to tackle this intellectual challenge, given my unique training, as well as my proven abilities to synthesize new insights from disparate fields, and to lead interdisciplinary teams into new territory.",Novel Tools and Principles for Precisely Controlling Brain Activity,7430134,DP2OD002002,"['3-Dimensional', 'A Mouse', 'Ablation', 'Action Potentials', 'Address', 'Adverse effects', 'Affect', 'Age', 'Algorithms', 'Americas', 'Animal Model', 'Anxiety', 'Apomorphine', 'Area', 'Arts', 'Attention', 'Auras', 'Autoimmune Process', 'Award', 'Back', 'Basic Science', 'Behavior', 'Behavior assessment', 'Behavioral', 'Behavioral Assay', 'Behavioral Model', 'Biochemistry', 'Biological', 'Biological Assay', 'Biological Response Modifier Therapy', 'Biology', 'Biomedical Engineering', 'Biophysics', 'Biotechnology', 'Body Surface', 'Brain', 'Brain Diseases', 'Brain Injuries', 'Brain Neoplasms', 'Brain region', 'Brodmann&apos', 's area', 'Cardiac', 'Cations', 'Cells', 'Cerebellum', 'Cerebral cortex', 'Chemicals', 'Child', 'Chloride Ion', 'Chlorides', 'Chromosome Pairing', 'Chronic', 'Class', 'Classification', 'Cleaved cell', 'Clinical', 'Clinical Engineering', 'Clinical Research', 'Codon Nucleotides', 'Cognition', 'Cognitive', 'Collaborations', 'Communities', 'Complex', 'Complication', 'Computers', 'Condition', 'Conscious', 'Corpus striatum structure', 'Cosmetics', 'Coupled', 'Creativeness', 'Custom', 'Cutaneous', 'Darkness', 'Data', 'Deep Brain Stimulation', 'Depth', 'Development', 'Devices', 'Diagnosis', 'Dimensions', 'Discipline', 'Disease', 'Disease model', 'Doctor of Philosophy', 'Dreams', 'Economics', 'Educational process of instructing', 'Electric Stimulation', 'Electrical Engineering', 'Electrocardiogram', 'Electrodes', 'Electroencephalography', 'Electromagnetics', 'Elements', 'Engineering', 'England', 'Environmental Wind', 'Epilepsy', 'Equipment', 'Esthesia', 'European', 'Event', 'Expert Opinion', 'Failure', 'Feeling', 'Fiber', 'Figs - dietary', 'Fire - disasters', 'Focused Ultrasound Therapy', 'Foundations', 'Freezing', 'Frequencies', 'Functional Magnetic Resonance Imaging', 'Funding Mechanisms', 'Future', 'Gambling', 'Gene Expression', 'Generations', 'Genomics', 'Glues', 'Goals', 'Halorhodopsins', 'Hand', 'Happiness', 'Head', 'Headache', 'Health', 'Health Care Costs', 'Health system', 'Healthcare', 'Heart', 'Heating', 'Hemorrhage', 'Heterogeneity', 'Hippocampus (Brain)', 'Human', 'Human Experimentation', 'Image', 'Implant', 'Indium', 'Individual', 'Industry', 'Infection', 'Injection of therapeutic agent', 'Institutes', 'Intelligence', 'International', 'Internist', 'Intervention', 'Invasive', 'Investments', 'Ion Channel', 'Japan', 'Joints', 'Journals', 'Knowledge', 'Laboratories', 'Lasers', 'Laws', 'Lead', 'Leadership', 'Learning', 'Left', 'Legal patent', 'Length', 'Life', 'Light', 'Link', 'Location', 'Love', 'Machine Learning', 'Magnetic Resonance Imaging', 'Magnetism', 'Maps', 'Marketing', 'Marshal', 'Measurable', 'Measurement', 'Measures', 'Medial', 'Mediating', 'Medical', 'Medicine', 'Memory', 'Mental Depression', 'Mental Health', 'Mental disorders', 'Methods', 'Migraine', 'Mind', 'Mission', 'Modality', 'Modeling', 'Molecular', 'Motor', 'Mus', 'Names', 'National Institute of Drug Abuse', 'National Institute of Mental Health', 'Nature', 'Navigation System', 'Nerve', 'Nerve Degeneration', 'Nerve Tissue', 'Neurobiology', 'Neurologic', 'Neurological Models', 'Neurologist', 'Neurology', 'Neurons', 'Neurorehabilitation', 'Neurosciences', 'Neurosurgeon', 'New England', 'New Territories', 'Numbers', 'Obesity', 'Occupations', 'Oceans', 'Operative Surgical Procedures', 'Optic Nerve', 'Optics', 'Other Agency or Organization', 'Outcome', 'Pain', 'Paper', 'Parkinson Disease', 'Parvalbumins', 'Pathology', 'Patients', 'Pattern', 'Penetration', 'Peptides', 'Phase', 'Phenotype', 'Philosophy', 'Physics', 'Physiologic pulse', 'Physiological', 'Physiology', 'Play', 'Polishes', 'Population', 'Positioning Attribute', 'Postdoctoral Fellow', 'Preventive Medicine', 'Primates', 'Prize', 'Procedures', 'Process', 'Property', 'Proteins', 'Psyche structure', 'Psychiatrist', 'Psychiatry', 'Public Health', 'Publishing', 'Pulse taking', 'Pump', 'Radiation', 'Radiology Specialty', 'Rana', 'Range', 'Rate', 'Rattus', 'Reagent', 'Recording of previous events', 'Relative (related person)', 'Reporting', 'Research', 'Research Personnel', 'Resolution', 'Rest', 'Rewards', 'Risk', 'Robotics', 'Rodent', 'Role', 'Rotation', 'Running', 'Safety', 'San Francisco', 'Schizophrenia', 'Scholarship', 'Schools', 'Science', 'Scientist', 'Score', 'Screening procedure', 'Seizures', 'Shapes', 'Side', 'Signal Transduction', 'Site', 'Slice', 'Societies', 'Software Design', 'Solutions', 'Somatostatin', 'Specific qualifier value', 'Standards of Weights and Measures', 'Stimulus', 'Structure', 'Students', 'Surgeon', 'Surgical sutures', 'Surveys', 'Switzerland', 'Symptoms', 'Synapses', 'System', 'Talents', 'Techniques', 'Technology', 'Testing', 'Tetracycline', 'Tetracyclines', 'Therapeutic', 'Therapeutic Intervention', 'Thick', 'Thinking', 'Time', 'Tissues', 'Touch sensation', 'Toy', 'Training', 'Transcranial magnetic stimulation', 'Translations', 'Travel', 'Trigeminal Nuclei', 'Ultrasonics', 'Ultrasonography', 'United States National Academy of Sciences', 'United States National Institutes of Health', 'Universities', 'Ursidae Family', 'Visual Cortex', 'Washington', 'Week', 'Work', 'World Health Organization', 'Writing', 'absorption', 'abstracting', 'addiction', 'analog', 'animation', 'awake', 'base', 'biobehavior', 'brain research', 'brain tissue', 'calmodulin-dependent protein kinase II', 'career', 'cell type', 'ceric oxide', 'chronic pain', 'cingulate cortex', 'clinical application', 'clinical efficacy', 'combinatorial', 'computer science', 'cost', 'cranium', 'deep brain stimulator', 'design', 'desire', 'electric field', 'electromagnetism', 'experience', 'falls', 'forgetting', 'health organization', 'high throughput screening', 'implantation', 'improved', 'in vivo', 'innovation', 'insight', 'interest', 'magnetic field', 'man', 'member', 'millimeter', 'millisecond', 'mind control', 'miniaturize', 'mouse model', 'nervous system disorder', 'neural circuit', 'neural stimulation', 'neuroimaging', 'neurophysiology', 'neuroregulation', 'neurosurgery', 'neurotechnology', 'new technology', 'next generation', 'novel', 'novel strategies', 'optical fiber', 'optical imaging', 'optimism', 'pressure', 'professor', 'programs', 'promoter', 'prototype', 'quantum', 'rapid technique', 'receptor', 'relating to nervous system', 'repaired', 'research study', 'scale up', 'sciatic nerve', 'size', 'skills', 'sound', 'statistics', 'success', 'tool', 'transmission process', 'trend', 'ultraviolet', 'vector', 'virology']",OD,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,DP2,2007,2517500,0.03534771894348684
