text,title,id,project_number,terms,administration,organization,mechanism,year,funding,score
"DIAGNOSTIC-INTERNIST--A COMPUTERIZED MEDICAL CONSULTANT The proposed project will continue development and improvement of the extensive medical knowledge base and diagnostic consultant programs originally known as INTERNIST-I.  Specific subgoals of the project include translation of the INTERNIST-I knowledge base into a new format designed to overcome the representation limitations inherent in INTERNIST-I; production of an ""electronic textbook"" of medicine derived from the new knowledge base; refinement of a patient case simulator program which use the new knowledge representation to help train and evaluate medical students and house officers; and expansion and testing of a new diagnostic consultant program written by the principal investigator to correct known shortcomings of the INTERNIST-I diagnostic program.  Computer program development will be done using Common Lisp on a Digital Equipment Corporation VAX and on Symbolics workstations to be provided by an associated R01 grant project.  n/a",DIAGNOSTIC-INTERNIST--A COMPUTERIZED MEDICAL CONSULTANT,3074625,K04LM000084,"['computer assisted diagnosis', ' computer assisted instruction', ' computer assisted medical decision making', ' computer simulation', ' computer system design /evaluation', ' information systems', ' medical education']",NLM,UNIVERSITY OF PITTSBURGH AT PITTSBURGH,K04,1989,55296,0.07066826769508458
"DIAGNOSTIC-INTERNIST--A COMPUTERIZED MEDICAL CONSULTANT The proposed project will continue development and improvement of the extensive medical knowledge base and diagnostic consultant programs originally known as INTERNIST-I.  Specific subgoals of the project include translation of the INTERNIST-I knowledge base into a new format designed to overcome the representation limitations inherent in INTERNIST-I; production of an ""electronic textbook"" of medicine derived from the new knowledge base; refinement of a patient case simulator program which use the new knowledge representation to help train and evaluate medical students and house officers; and expansion and testing of a new diagnostic consultant program written by the principal investigator to correct known shortcomings of the INTERNIST-I diagnostic program.  Computer program development will be done using Common Lisp on a Digital Equipment Corporation VAX and on Symbolics workstations to be provided by an associated R01 grant project.  n/a",DIAGNOSTIC-INTERNIST--A COMPUTERIZED MEDICAL CONSULTANT,3074624,K04LM000084,"['computer assisted diagnosis', ' computer assisted instruction', ' computer assisted medical decision making', ' computer simulation', ' computer system design /evaluation', ' information systems', ' medical education']",NLM,UNIVERSITY OF PITTSBURGH AT PITTSBURGH,K04,1988,54864,0.07066826769508458
"DIAGNOSTIC-INTERNIST:  A COMPUTERIZED MEDICAL CONSULTANT The proposed project will continue development and improvement of the extensive medical knowledge base and diagnostic consultant programs originally known as INTERNIST-I.  Specific subgoals of the project include translation of the INTERNIST-I knowledge base into a new format designed to overcome the representation limitations inherent in INTERNIST-I; production of an ""electronic textbook"" of medicine derived from the new knowledge base; refinement of a patient case simulator program which use the new knowledge representation to help train and evaluate medical students and house officers; and expansion and testing of a new diagnostic consultant program written by the principal investigator to correct known shortcomings of the INTERNIST-I diagnostic program.  Computer program development will be done using Common Lisp on a Digital Equipment Corporation VAX and on Symbolics workstations to be provided by an associated R01 grant project.  n/a",DIAGNOSTIC-INTERNIST:  A COMPUTERIZED MEDICAL CONSULTANT,3074623,K04LM000084,"['computer assisted diagnosis', ' computer assisted instruction', ' computer assisted medical decision making', ' computer simulation', ' computer system design /evaluation', ' information systems', ' medical education']",NLM,UNIVERSITY OF PITTSBURGH AT PITTSBURGH,K04,1987,54648,0.07066826769508458
"DIAGNOSTIC-INTERNIST:  A COMPUTERIZED MEDICAL CONSULTANT The proposed project will continue development and improvement of the extensive medical knowledge base and diagnostic consultant programs originally known as INTERNIST-I.  Specific subgoals of the project include translation of the INTERNIST-I knowledge base into a new format designed to overcome the representation limitations inherent in INTERNIST-I; production of an ""electronic textbook"" of medicine derived from the new knowledge base; refinement of a patient case simulator program which use the new knowledge representation to help train and evaluate medical students and house officers; and expansion and testing of a new diagnostic consultant program written by the principal investigator to correct known shortcomings of the INTERNIST-I diagnostic program.  Computer program development will be done using Common Lisp on a Digital Equipment Corporation VAX and on Symbolics workstations to be provided by an associated R01 grant project.  n/a",DIAGNOSTIC-INTERNIST:  A COMPUTERIZED MEDICAL CONSULTANT,3074622,K04LM000084,"['computer assisted diagnosis', ' computer assisted instruction', ' computer assisted medical decision making', ' computer simulation', ' computer system design /evaluation', ' information systems', ' medical education']",NLM,UNIVERSITY OF PITTSBURGH AT PITTSBURGH,K04,1986,55296,0.07066826769508458
"DIAGNOSTIC-INTERNIST:  A COMPUTERIZED MEDICAL CONSULTANT The proposed project will continue development and improvement of the extensive medical knowledge base and diagnostic consultant programs originally known as INTERNIST-I.  Specific subgoals of the project include translation of the INTERNIST-I knowledge base into a new format designed to overcome the representation limitations inherent in INTERNIST-I; production of an ""electronic textbook"" of medicine derived from the new knowledge base; refinement of a patient case simulator program which use the new knowledge representation to help train and evaluate medical students and house officers; and expansion and testing of a new diagnostic consultant program written by the principal investigator to correct known shortcomings of the INTERNIST-I diagnostic program.  Computer program development will be done using Common Lisp on a Digital Equipment Corporation VAX and on Symbolics workstations to be provided by an associated R01 grant project.  n/a",DIAGNOSTIC-INTERNIST:  A COMPUTERIZED MEDICAL CONSULTANT,3074621,K04LM000084,"['computer assisted diagnosis', ' computer assisted instruction', ' computer assisted medical decision making', ' computer simulation', ' computer system design /evaluation', ' information systems', ' medical education']",NLM,UNIVERSITY OF PITTSBURGH AT PITTSBURGH,K04,1985,55296,0.07066826769508458
"KNOWLEDGE MANAGEMENT FOR CLINICAL DECISION ANALYSIS The research described in this proposal begins with completion and formal        evaluation of MIDAS ""a computer program designed to automatically                construct decision models from an underlying medical knowledge base"". The        capabilities of MIDAS will be extended to knowledge-based construction           of Markov decision models. A second project will develop a comprehensive         knowledge management scheme for the problem of pulmonary disease in AIDS.        This scheme will use a knowledge base structured according to knowledge          needed to perform a decision analysis. It will incorporate summaries of          relevant data, sources and quality of data and links to the original             sources. This knowledge management scheme will be deployed in the                hospital and evaluated in a group of medical residents at Robert Wood            Johnson University Hospital.                                                      n/a",KNOWLEDGE MANAGEMENT FOR CLINICAL DECISION ANALYSIS,2796869,K04LM000096,"['HIV infections', ' artificial intelligence', ' behavioral /social science research tag', ' computer assisted medical decision making', ' computer human interaction', ' health care model', ' human data', ' information system analysis', ' lung disorder', ' model design /development', ' opportunistic infections', ' physicians', ' pneumonia']",NLM,UNIV OF MED/DENT NJ-R W JOHNSON MED SCH,K04,1998,72900,0.12484126562628632
"KNOWLEDGE MANAGEMENT FOR CLINICAL DECISION ANALYSIS The research described in this proposal begins with completion and formal        evaluation of MIDAS ""a computer program designed to automatically                construct decision models from an underlying medical knowledge base"". The        capabilities of MIDAS will be extended to knowledge-based construction           of Markov decision models. A second project will develop a comprehensive         knowledge management scheme for the problem of pulmonary disease in AIDS.        This scheme will use a knowledge base structured according to knowledge          needed to perform a decision analysis. It will incorporate summaries of          relevant data, sources and quality of data and links to the original             sources. This knowledge management scheme will be deployed in the                hospital and evaluated in a group of medical residents at Robert Wood            Johnson University Hospital.                                                      n/a",KNOWLEDGE MANAGEMENT FOR CLINICAL DECISION ANALYSIS,2546277,K04LM000096,"['HIV infections', ' artificial intelligence', ' behavioral /social science research tag', ' computer assisted medical decision making', ' computer human interaction', ' health care model', ' human data', ' information system analysis', ' lung disorder', ' model design /development', ' opportunistic infections', ' physicians', ' pneumonia']",NLM,UNIV OF MED/DENT NJ-R W JOHNSON MED SCH,K04,1997,72630,0.12484126562628632
"KNOWLEDGE MANAGEMENT FOR CLINICAL DECISION ANALYSIS The research described in this proposal begins with completion and formal  evaluation of MIDAS ""a computer program designed to automatically  construct decision models from an underlying medical knowledge base"". The  capabilities of MIDAS will be extended to knowledge-based construction  of Markov decision models. A second project will develop a comprehensive  knowledge management scheme for the problem of pulmonary disease in AIDS.  This scheme will use a knowledge base structured according to knowledge  needed to perform a decision analysis. It will incorporate summaries of  relevant data, sources and quality of data and links to the original  sources. This knowledge management scheme will be deployed in the  hospital and evaluated in a group of medical residents at Robert Wood  Johnson University Hospital.  n/a",KNOWLEDGE MANAGEMENT FOR CLINICAL DECISION ANALYSIS,2237610,K04LM000096,"['HIV infections', ' artificial intelligence', ' computer assisted medical decision making', ' computer human interaction', ' health care model', ' human data', ' information system analysis', ' lung disorder', ' model design /development', ' opportunistic infections', ' physicians', ' pneumonia']",NLM,UNIV OF MED/DENT NJ-R W JOHNSON MED SCH,K04,1995,72090,0.12484126562628632
"KNOWLEDGE MANAGEMENT FOR CLINICAL DECISION ANALYSIS The research described in this proposal begins with completion and formal evaluation of MIDAS ""a computer program designed to automatically construct decision models from an underlying medical knowledge base"". The capabilities of MIDAS will be extended to knowledge-based construction of Markov decision models. A second project will develop a comprehensive knowledge management scheme for the problem of pulmonary disease in AIDS. This scheme will use a knowledge base structured according to knowledge needed to perform a decision analysis. It will incorporate summaries of relevant data, sources and quality of data and links to the original sources. This knowledge management scheme will be deployed in the hospital and evaluated in a group of medical residents at Robert Wood Johnson University Hospital.  n/a",KNOWLEDGE MANAGEMENT FOR CLINICAL DECISION ANALYSIS,2237609,K04LM000096,"['HIV infections', ' artificial intelligence', ' computer assisted medical decision making', ' computer human interaction', ' health care model', ' human data', ' information system analysis', ' lung disorder', ' model design /development', ' opportunistic infections', ' physicians', ' pneumonia']",NLM,UNIV OF MED/DENT NJ-R W JOHNSON MED SCH,K04,1994,71820,0.12484126562628632
"CLINICAL DECISION SYSTEMS RESEARCH RESOURCE A new diagnostic procedure for CADUCEUS has been developed, which we believe provides a framework for solving all of the known problems encountered in our use of INTERNIST-1.  During the five year period covered by the current proposal, we intend to pursue the following specific aims:  Revision of the structure of the CADUCEUS knowledge base will be undertaken to support the enhanced capabilities of the new diagnostic procedure.  The revised knowledge base will be expanded to encompass all of the major diseases of internal medicine, and much of neurology.  Evaluation of the new CADUCEUS system will be undertaken in two phases. First, through protocol analytic studies, we intend to study and refine the human/machine interface of CADUCEUS, exploring specifically various modes of cooperative human/machine problem solving.  Subsequently, we plan to carry out formal evaluation studies of the system in order to gauge its diagnostic accuracy, the value of its information gathering and explanatory capability, and its acceptability to a variety of potential client groups.  The overall objective for this five year effort will be to bring CADUCEUS to a state of maturity that will permit its distribution for general use by medical practitioners.  n/a",CLINICAL DECISION SYSTEMS RESEARCH RESOURCE,3450499,R24RR001101,"['artificial intelligence', ' biomedical resource', ' computer assisted diagnosis', ' computer assisted instruction', ' computer assisted medical decision making', ' computer center', ' computer graphics /printing', ' computer human interaction', ' computer simulation', ' computer system design /evaluation', ' diagnosis service', ' disease /disorder classification', ' human subject', ' medical education', ' online computer']",NCRR,UNIVERSITY OF PITTSBURGH AT PITTSBURGH,R24,1989,26684,0.1288630922783887
