text,title,id,project_number,terms,administration,organization,mechanism,year,funding,score
"Deployment Framework for Medical Imaging Applications DESCRIPTION (provided by applicant): There are many reasons for the relatively slow proliferation of advanced medical image processing methods but a significant reason is the present paradigm for providing access: most applications are still tied to proprietary software and hardware environments that carry significant up-front costs. The ultimate intent of this work is leverage commodity computing technologies to develop an open, extensible framework for deploying medical image processing applications in the heterogeneous, networked computing environment of today. The framework will provide clinicians and researchers access to state-of-the-art image processing applications regardless of their particular computing platform or locally available computing resources connecting them with federated database resources, with high-end computing resources, or even with their colleagues in a peer-to-peer computing environment. The aims for Phase I of this project are: (1) Demonstrate that the framework provides access to image processing applications to an extent that is largely independent of local computing resources. (2) Demonstrate that the framework is general in that the same components can be reused for deploying a wide variety of medical imaging applications. (3) Demonstrate that the framework is customizable both by third-party developers and by end-users allowing power-users to both create and deploy new applications. Work in Phase II will extend the framework and develop two-demonstration applications--computer aided diagnosis (CAD) for mammography and multimodality image fusion. The ultimate goal is to obtain key partnerships and the private equity investment necessary for commercialization, which will proceed by launching revenue-generating versions of the CAD and image fusion applications. n/a",Deployment Framework for Medical Imaging Applications,6494576,R44EB000149,"['artificial intelligence', ' bioimaging /biomedical imaging', ' clinical research', ' computed axial tomography', ' computer assisted diagnosis', ' computer human interaction', ' computer network', ' computer program /software', ' computer system design /evaluation', ' human data', ' image processing', ' mammography', ' mathematics', ' positron emission tomography', ' telemedicine']",NIBIB,"FRONTIER MEDICAL, LLC",R44,2002,143577,0.011046311220235305
"STRABISMUS MUSCLE MECHANICS AND MECHANISMS AIMS and METHODS:  Phase I (training):  To develop independent research skills in the science of bioengineering as related to strabismus muscle mechanisms.  The proposed projects are:  (1) an electromechanical device to obtain length-tension data on extraocular muscles without the variability inherent in hand-held instruments, (2) continue development of an ""expert system"" for strabismus diagnosis, and (3) continue computer simulation of specific cases of human strabismus.  Phase II (research):  Proposed projects are:  (1) continuation of the ""expert system"" development, and (2) creation of muscle and nerve prostheses.  The ""expert system will be mostly a programming effort to simulate a strabismologist's analysis of patient data leading to a specific diagnosis and treatment.  The prostheses will be electronic or electromechanical devices intended to replace permanently damaged muscle on nerve.  SIGNIFICANCE:  This work should (1) allow better diagnosis and treatment of specific cases of strabismus and lead to a reduction in the number of re-operations, and (2) lead to technological alternatives to muscle transposition techniques currently used to restore function in oculomotor palsies.  n/a",STRABISMUS MUSCLE MECHANICS AND MECHANISMS,3086695,K11EY000252,"['biomedical equipment resource', ' clinical biomedical equipment', ' computer assisted diagnosis', ' computer simulation', ' electronic stimulator', ' extraocular muscle', ' eye coordination disorder', ' eye movements', ' eye prosthesis', ' eye surgery', ' human subject', ' innervation', ' muscle tension', ' nervous system prosthesis', ' vision tests']",NEI,MEDICAL RESEARCH INSTITUTE OF SAN FRAN,K11,1985,73683,0.055911161965829896
"STRABISMUS MUSCLE MECHANICS AND MECHANISMS AIMS and METHODS:  Phase I (training):  To develop independent research skills in the science of bioengineering as related to strabismus muscle mechanisms.  The proposed projects are:  (1) an electromechanical device to obtain length-tension data on extraocular muscles without the variability inherent in hand-held instruments, (2) continue development of an ""expert system"" for strabismus diagnosis, and (3) continue computer simulation of specific cases of human strabismus.  Phase II (research):  Proposed projects are:  (1) continuation of the ""expert system"" development, and (2) creation of muscle and nerve prostheses.  The ""expert system will be mostly a programming effort to simulate a strabismologist's analysis of patient data leading to a specific diagnosis and treatment.  The prostheses will be electronic or electromechanical devices intended to replace permanently damaged muscle on nerve.  SIGNIFICANCE:  This work should (1) allow better diagnosis and treatment of specific cases of strabismus and lead to a reduction in the number of re-operations, and (2) lead to technological alternatives to muscle transposition techniques currently used to restore function in oculomotor palsies.  n/a",STRABISMUS MUSCLE MECHANICS AND MECHANISMS,3086725,K11EY000279,"['Pongidae', ' biomedical equipment resource', ' cats', ' clinical biomedical equipment', ' computer assisted diagnosis', ' computer simulation', ' dogs', ' electronic stimulator', ' extraocular muscle', ' eye coordination disorder', ' eye movements', ' eye prosthesis', ' eye surgery', ' human subject', ' innervation', ' laboratory rabbit', ' muscle tension', ' nervous system prosthesis', ' oculomotor nerve', ' vision tests', ' visual perception']",NEI,SMITH-KETTLEWELL EYE RESEARCH INSTITUTE,K11,1988,74527,0.055911161965829896
"STRABISMUS MUSCLE MECHANICS AND MECHANISMS AIMS and METHODS:  Phase I (training):  To develop independent research skills in the science of bioengineering as related to strabismus muscle mechanisms.  The proposed projects are:  (1) an electromechanical device to obtain length-tension data on extraocular muscles without the variability inherent in hand-held instruments, (2) continue development of an ""expert system"" for strabismus diagnosis, and (3) continue computer simulation of specific cases of human strabismus.  Phase II (research):  Proposed projects are:  (1) continuation of the ""expert system"" development, and (2) creation of muscle and nerve prostheses.  The ""expert system will be mostly a programming effort to simulate a strabismologist's analysis of patient data leading to a specific diagnosis and treatment.  The prostheses will be electronic or electromechanical devices intended to replace permanently damaged muscle on nerve.  SIGNIFICANCE:  This work should (1) allow better diagnosis and treatment of specific cases of strabismus and lead to a reduction in the number of re-operations, and (2) lead to technological alternatives to muscle transposition techniques currently used to restore function in oculomotor palsies.  n/a",STRABISMUS MUSCLE MECHANICS AND MECHANISMS,3086724,K11EY000279,"['biomedical equipment resource', ' clinical biomedical equipment', ' computer assisted diagnosis', ' computer simulation', ' electronic stimulator', ' extraocular muscle', ' eye coordination disorder', ' eye movements', ' eye prosthesis', ' eye surgery', ' human subject', ' innervation', ' muscle tension', ' nervous system prosthesis', ' vision tests', ' visual perception']",NEI,SMITH-KETTLEWELL EYE RESEARCH INSTITUTE,K11,1987,75600,0.055911161965829896
"STRABISMUS MUSCLE MECHANICS AND MECHANISMS AIMS and METHODS:  Phase I (training):  To develop independent research skills in the science of bioengineering as related to strabismus muscle mechanisms.  The proposed projects are:  (1) an electromechanical device to obtain length-tension data on extraocular muscles without the variability inherent in hand-held instruments, (2) continue development of an ""expert system"" for strabismus diagnosis, and (3) continue computer simulation of specific cases of human strabismus.  Phase II (research):  Proposed projects are:  (1) continuation of the ""expert system"" development, and (2) creation of muscle and nerve prostheses.  The ""expert system will be mostly a programming effort to simulate a strabismologist's analysis of patient data leading to a specific diagnosis and treatment.  The prostheses will be electronic or electromechanical devices intended to replace permanently damaged muscle on nerve.  SIGNIFICANCE:  This work should (1) allow better diagnosis and treatment of specific cases of strabismus and lead to a reduction in the number of re-operations, and (2) lead to technological alternatives to muscle transposition techniques currently used to restore function in oculomotor palsies.  n/a",STRABISMUS MUSCLE MECHANICS AND MECHANISMS,3086726,K11EY000279,"['biomedical equipment resource', ' clinical biomedical equipment', ' computer assisted diagnosis', ' computer simulation', ' electronic stimulator', ' extraocular muscle', ' eye coordination disorder', ' eye movements', ' eye prosthesis', ' eye surgery', ' human subject', ' innervation', ' muscle tension', ' nervous system prosthesis', ' vision tests', ' visual perception']",NEI,SMITH-KETTLEWELL EYE RESEARCH INSTITUTE,K11,1986,77436,0.055911161965829896
"Point of Care Device for Reducing Overuse of Antibiotics in Potentially Septic Hospital Populations Principal Investigator/Program Director (Last, first, middle): Reddy, Jr., Bobby Project Summary: At least 30 percent of antibiotics prescribed in the United States are unnecessary. This has obviously catastrophic implications for the future of humanity. Sepsis is the third leading cause of death in the United States with an annual toll of over 230,000 people. Survival rates have been reported to drop by 7.6% per hour appropriate treatment is delayed. This drastic drop in survival rate leads to vast over prescription of antibiotics in hospital settings. A dominant factor underlying this behavior is the lack of rapid methods to determine whether or not an individualized patient would actually benefit from the intended course of antibiotics. Furthermore, if a course of antibiotics are chosen to be administered, it is not clear how to optimize the de-escalation of the antibiotics. This results in a blanket antibiotics approach, where nearly every patient with even a possibility of sepsis is dosed with broad spectrum antibiotics and stays on these antibiotics for far longer than is necessary. Procalcitonin (PCT) has shown much promise in recent years as a potential discriminator between bacterial and viral infections. Various assays for PCT from company such as bioMerieux and Roche have received 510k clearance from the FDA for use by physicians in optimizing the administration of antibiotics. In addition, Systemic Inflammatory Response Syndrome (SIRS) criteria are often used as rough indications of a global inflammatory problem in patients. Of these four criteria (WBC count, respiratory rate, heart rate, and temperature), only the WBC count is not currently possible to measure outside of clinical labs. A handheld device that could combine both a WBC count and a plasma PCT measurement from a drop of blood in 10 minutes could revolutionize the administration of antibiotics in acute care settings. In particular, obtaining the first measurement of both PCT and WBC as early as possible before arrival to Emergency Departments is critical. Ideally this would be obtained in the most common “funnels” into the acute care EDs, including outpatient, ambulatory, and nursing home settings. Several studies have shown that the temporal trends of these two parameters can be very powerful for further adjustments to the administered antibiotics. For example, Roche’s Elecsys BRAHMS PCT system recommends that a PCT measurement is performed at both day 0 and day 4, and that the difference should be used to inform optimization of the antibiotics. ElectroCyt, Inc. is an early stage company that has raised $1.7M in investment and has licensed its core technology from University of Illinois at Urbana-Champaign. The company aims to develop a hand-held electronic reader with an accompanying pipeline of cartridge designs to measure a variety of cell counts, cell surface receptor expression levels, and plasma protein expression levels. Our first cartridge will measure a total WBC count and PCT from a drop of blood. The company has signed an exciting joint development agreement (JDA) with Foxconn Interconnect Technologies (FIT) to co-develop the low cost prototype cartridge and hand- held readers (letter attached). In addition, ElectroCyt has also established two clinical partnerships with hospitals to perform clinical studies (letters attached) to build a unique combined biomarker/EMR dataset. This dataset, when combined with machine learning for predictive analytics and the patient’s latest biomarker readings, will provide real time feedback to physicians as to a patient’s overall “immune state score”. This score could be used as individualized evaluation of how well a patient is recovering or not recovering from a septic event, which can help physicians adjust course of antibiotics with real time feedback. In this project, we will adapt our core technology, which has focused on cell measurements, to enable plasma protein measurements as well. In addition, we will continue to perform clinical studies to build the unique combined biomarker + EMR dataset at three clinical sites, University of Chicago Main Hospital, Carle Foundation Hospital and Order of Saint Francis (OSF) hospital. Principal Investigator/Program Director (Last, first, middle): Reddy, Jr., Bobby Project Narrative: At least 30 percent of antibiotics prescribed in the United States are unnecessary. This has obviously catastrophic implications for the future of humanity. Sepsis is the third leading cause of death in the United States with an annual toll of over 230,000 people. Survival rates have been reported to drop by 7.6% per hour appropriate treatment is delayed. This drastic drop in survival rate leads to vast over prescription of antibiotics in hospital settings. ElectroCyt, Inc. is an early stage company that has raised angel investment and licensed its core technology from University of Illinois at Urbana-Champaign. The company aims to develop a system to more intelligently optimize the use of and potential de-escalation of antibiotics in acute care settings. The system consists of a hand-held electronic reader and accompanying pipeline of disposable cartridges to measure cell counts, cell surface protein expression, and plasma protein expression from a drop of blood. Measurement of the blood biomarkers combined with a predictive analytics machine learning approach will accurately capture the patient’s immune state as a progression of recovery from an adverse event. This system, consisting of a device to measure biomarkers rapidly from blood and a machine learning algorithm, could provide real time feedback to physicians describing an individual patient’s specific response to the administered antibiotics. This could help to eliminate unnecessary antibiotics while the pathogen is being identified and to de-escalate the antibiotics at higher susceptibility to resistance much faster.",Point of Care Device for Reducing Overuse of Antibiotics in Potentially Septic Hospital Populations,9410203,R43CK000521,[' '],NCEZID,"PRENOSIS, INC.",R43,2017,150000,-0.013451087727103546
"EMERGENCY VEHICLE ALERT SYSTEM FOR HEARING IMPAIRED DESCRIPTION:  The development of an emergency vehicle alert system for           hearing impaired drivers is proposed.  This system will display a visual         warning signal for hearing impaired or deaf drivers if an emergency              vehicle is approaching the driver.  Through the display the driver can           quickly determine the distance and direction of the approaching                  emergency vehicle. The Phase I objective was achieved by verifying the           feasibility of the proposed acoustic alert system concept.  In Phase II,         prototypes will be built and field tests will be conducted to determine          the practical variability of the alert system.  This system will consist         of microphones, signal processor, and display.  Several products for the         same purpose are currently or were previously marketed.  These devices           use banks of filters and level detection and they provide only a simple          warning sign.  False detection rates of these devices is very high and           the performance of these devices is far from satisfactory.  The key goal         addressed by this project is to drastically increase the accuracy and            reliability of such systems while maintaining low cost.  Recent strides          in signal processing in the performance of low cost microprocessors              makes this goal practical.                                                                                                                                        PROPOSED COMMERCIAL APPLICATION: NOT AVAILABLE                                    n/a",EMERGENCY VEHICLE ALERT SYSTEM FOR HEARING IMPAIRED,2900054,R44DC003017,"['artificial intelligence', ' biomedical equipment development', ' computer system design /evaluation', ' deaf aid', ' emergency health services', ' human subject', ' vehicular accident']",NIDCD,SENTEC CORPORATION,R44,1999,307831,0.03214614433322862
"EMERGENCY VEHICLE ALERT SYSTEM FOR HEARING IMPAIRED DESCRIPTION:  The development of an emergency vehicle alert system for           hearing impaired drivers is proposed.  This system will display a visual         warning signal for hearing impaired or deaf drivers if an emergency              vehicle is approaching the driver.  Through the display the driver can           quickly determine the distance and direction of the approaching                  emergency vehicle. The Phase I objective was achieved by verifying the           feasibility of the proposed acoustic alert system concept.  In Phase II,         prototypes will be built and field tests will be conducted to determine          the practical variability of the alert system.  This system will consist         of microphones, signal processor, and display.  Several products for the         same purpose are currently or were previously marketed.  These devices           use banks of filters and level detection and they provide only a simple          warning sign.  False detection rates of these devices is very high and           the performance of these devices is far from satisfactory.  The key goal         addressed by this project is to drastically increase the accuracy and            reliability of such systems while maintaining low cost.  Recent strides          in signal processing in the performance of low cost microprocessors              makes this goal practical.                                                                                                                                        PROPOSED COMMERCIAL APPLICATION: NOT AVAILABLE                                    n/a",EMERGENCY VEHICLE ALERT SYSTEM FOR HEARING IMPAIRED,2649323,R44DC003017,"['artificial intelligence', ' biomedical equipment development', ' computer system design /evaluation', ' deaf aid', ' emergency health services', ' human subject', ' vehicular accident']",NIDCD,SENTEC CORPORATION,R44,1998,346071,0.03214614433322862
"EMERGENCY VEHICLE ALERT SYSTEM--HEARING IMPAIRED DRIVERS The development of an emergency vehicle alert system for hearing                 impaired drivers is proposed for NIA Subject 3 A, 1996. The proposed             system will display a visual warning signal for hearing impaired (most           of whom are elderly) or deaf drivers if an emergency vehicle is                  approaching. Through the display, the driver can quickly determine the           presence, distance, and direction of the approaching emergency vehicle.          The Phase I objective will be to verify the feasibility of the proposed          acoustic alert system concept. The system will consist of microphones,           a signal processor, and display. Several products for the same purpose           are currently or were previously marketed. These devices use banks of            filters and level detection, and they provide only a simple warning              sign. False detection rate of these devices is very high and the                 performance of these devices is far from satisfactory. The key goal              addressed by this project is to drastically increase the accuracy and            reliability of such systems while maintaining low cost. Recent strides           in signal processing and in the performance of low cost microprocessors          make this a practical goal.                                                                                                                                       PROPOSED COMMERCIAL APPLICATION: The proposed alert system for hearing           impaired drivers also has a potential application for drivers with               normal hearing. With all windows up and the radio on, drivers with               normal hearing may have the same difficulties as the hearing impaired            in detecting warning sirens. Therefore, this system should have a high           commercial potential.                                                             n/a",EMERGENCY VEHICLE ALERT SYSTEM--HEARING IMPAIRED DRIVERS,2014678,R43DC003017,"['artificial intelligence', ' biomedical equipment development', ' computer system design /evaluation', ' deaf aid']",NIDCD,SENTEC CORPORATION,R43,1997,99803,-0.01010490843319831
"Using Natural Language Processing to Monitor Product Claims Compliance for FDA    DESCRIPTION (provided by applicant): Linguastat, Inc. proposes to develop a means to automate the process of monitoring and identifying companies engaged in false advertising and deceptive practices in the marketing of drugs, dietary supplements, and/or food products. By leveraging state of the art approaches in computational linguistics such as Information Extraction and Natural Language Processing, it should be feasible, with some adaptation, to use this technology to: 1) automatically and continuously monitor the websites, TV transcripts, press releases and other electronic marketing text communications of tens of thousands of companies for various claims and product information 2) automatically ""red-flag"" instances in which claims have a high likelihood of potential harm to consumers, according to FDA priorities 3) automatically identify and extract the companies, products and claims embedded in electronic product information and electronic promotional materials to create a database easily searchable by the FDA and 4) automatically capture web-based or other electronic content for human review and store it as ""evidence."" Such automated technology would enable the FDA to significantly stretch its limited human resource to more effectively and comprehensively identify noncompliant product information, detect deceptive ads and other illegal practices, successfully prosecute offenders, and prevent harm to American consumers. For this Phase I SBIR project we propose to assess the feasibility of automated claims monitoring in three steps: In the first step, we will train information extraction and natural language processing algorithms to extract product marketing claims from text. In the second, step we will apply data mining and rules-based algorithms to assess which claims are likely to be non-compliant and merit further attention by FDA staff. In the third step, we will design and build a database of product claims that allows analysts to search, organize, and prioritize product claims based on the type of claim (e.g. what ailments does the product claim to treat), the type of product, and the likelihood of non- compliance. This technology will enable regulators and consumers to better monitor and detect cases of false, misleading, or deceptive advertising and product information. By enabling more effective enforcement of FDA regulations and giving consumers tools to make better buying decisions, the public health can be better protected by minimizing the impact of products that cause harm, give false hope, or entice consumers to forgo conventional remedies.          n/a",Using Natural Language Processing to Monitor Product Claims Compliance for FDA,7677599,R43FD003406,[' '],FDA,"LINGUASTAT, INC.",R43,2008,20000,-0.03651344552843364
