text,title,id,project_number,terms,administration,organization,mechanism,year,funding,score
"Antibody discovery Phage display is one of most effective molecular diversity techniques, it has been used for the selection of antibodies from diverse libraries. Several facilities (Uchicago, Utoronto, UCSF) in the world have built automated phage display robot for generation of conventional antibodies to the proteome. At NCATS, we are planning to build an automated nanobody phage display platform to identify nanobodies in a fast, high-throughput fashion. Nanobody (ca. 15kD) is the intact proprietary antigen binding domain based on single-domain antibody, such as camelid, and is approximately 10% the size of a conventional antibody (ca. 150kD). The convex paratope of nanobodies provides an opportunity to access clefts on the surfaces of protein targets which are usually unreachable to conventional antibodies.   Based on our on-going analysis of reported nanobodies using deep learning convolutional neural networks at NCATS, we are planning to construct focused antigen-directed phage nanobody libraries to generate monoclonal antibodies against a specific antigen family, e.g. GPCRs. At the same time, this technique can be used for our ongoing projects on the discovery of molecular probes and therapeutics such as antibody drug conjugates (ADCs), bi-specific T-cell engagers (BiTEs), or chimeric antigen receptor (CAR)-T cells to treat various diseases. The knowledge accumulated during these projects will pave a road to optimize our deep learning algorithms which will further our knowledge of the basis of protein-protein interaction, and potentially leads to the development machine-learning guided discovery of new biomarkers and therapeutics. n/a",Antibody discovery,10011448,ZIATR000394,"['Antibodies', 'Antibody Binding Sites', 'Antibody-drug conjugates', 'Antigens', 'Bacteriophages', 'Biological Markers', 'Development', 'Disease', 'Family', 'G-Protein-Coupled Receptors', 'Generations', 'Goals', 'Knowledge', 'Libraries', 'Machine Learning', 'Membrane Proteins', 'Molecular', 'Molecular Probes', 'Monoclonal Antibodies', 'Phage Display', 'Proteome', 'Reporting', 'Robot', 'Techniques', 'Therapeutic', 'Time', 'antigen binding', 'base', 'bi-specific T cell engager', 'chimeric antigen receptor T cells', 'convolutional neural network', 'deep learning', 'deep learning algorithm', 'extracellular', 'guided inquiry', 'nanobodies', 'protein protein interaction']",NCATS,NATIONAL CENTER FOR ADVANCING TRANSLATIONAL SCIENCES,ZIA,2019,47590,0.04975789053020938
"Optimization and joint modeling for peptide detection by tandem mass spectrometry Project Summary/Abstract Proteins are the primary functional molecules in living cells, and tandem mass spectrometry provides the most efﬁcient means of studying proteins in a high-throughput fashion. The proposal aims to use state-of-the-art methods from the ﬁelds of machine learning, statistics, and natural language processing to improve our ability to make sense of large tandem mass spectrometry data sets. Our project will focus on three key problems in the analysis of such data: 1. facilitating the use of previously annotated spectra to improve our ability to annotate new spectra by creating  a hybrid search scheme that compares an observed spectrum to a database comprised of theoretical spectra  and previously annotated spectra, 2. enabling the efﬁcient and accurate detection of peptides containing post-translational modiﬁcations and  sequence variants, and 3. detecting sets of peptide species that are co-fragmented in the mass spectrometer and hence give rise to  complex, mixture spectra. Each of these aims will improve the ability of mass spectrometrists to efﬁciently and accurately identify and quantify proteins in complex mixtures. To increase the impact of our work, we will continue to make all of our tools available as free software. Project narrative The applications of mass spectrometry, and its promises for improvements of human health, are numerous, including an increased understanding of disease phenotypes and the molecular mechanisms that underlie them, and vastly more sensitive and speciﬁc diagnostic and prognostic screens. However, making optimal use of mass spectrometry data requires sophisticated computational methods. This project will develop and apply novel statistical and machine learning methods for interpreting mass spectra.",Optimization and joint modeling for peptide detection by tandem mass spectrometry,9627997,R01GM121818,"['Algorithms', 'Amino Acid Sequence', 'Automobile Driving', 'Bayesian Network', 'Biological', 'Cells', 'Collection', 'Column Chromatography', 'Communities', 'Complex', 'Complex Mixtures', 'Computer software', 'Computing Methodologies', 'Data', 'Data Analyses', 'Data Set', 'Databases', 'Detection', 'Diagnostic', 'Discipline', 'Economics', 'Fertilization', 'Game Theory', 'Health', 'Human', 'Hybrids', 'Joints', 'Libraries', 'Liquid Chromatography', 'Machine Learning', 'Mass Spectrum Analysis', 'Methodology', 'Methods', 'Modeling', 'Molecular', 'Natural Language Processing', 'Operations Research', 'Peptides', 'Population', 'Post-Translational Protein Processing', 'Proteins', 'Proteomics', 'Protocols documentation', 'Sampling', 'Scheme', 'Shotguns', 'Speed', 'Statistical Models', 'Time', 'Variant', 'Work', 'computerized tools', 'cost', 'disease phenotype', 'experimental study', 'improved', 'innovation', 'learning strategy', 'mass spectrometer', 'mathematical theory', 'novel', 'prognostic', 'protein aminoacid sequence', 'speech recognition', 'statistics', 'tandem mass spectrometry', 'theories', 'tool']",NIGMS,UNIVERSITY OF WASHINGTON,R01,2019,315830,0.05363466641792212
"Deep learning based antibody design using high-throughput affinity testing of synthetic sequences Project Summary We will develop and apply a new high-throughput methodology for rapidly designing and testing antibodies for a myriad of purposes, including cancer and infectious disease immunotherapeutics. We will improve upon current approaches for antibody design by providing time, cost, and humane benefits over immunized animal methods and greatly improving the power of present synthetic methods that use randomized designs. To accomplish this, we will display millions of computationally designed antibody sequences using recently available technology, test the displayed antibodies in a high-throughput format at low cost, and use the resulting test data to train molecular dynamics and machine learning methods to generate new sequences for testing. Based on our test data our computational method will identify sequences that have ideal properties for target binding and therapeutic efficacy. We will accomplish these goals with three specific aims. We will develop a new approach to integrated molecular dynamics and machine learning using control targets and known receptor sequences to refine our methods for receptor generalization and model updating from observed data (Aim 1). We will design an iterative framework intended to enable identification of highly effective antibodies within a minimal number of experiments, in which our methods automatically propose promising antibody sequences to profile in subsequent assays (Aim 2). We will employ rounds of automated synthetic design, affinity test, and model improvement to produce highly target-specific antibodies. (Aim 3). ! Project Narrative We will develop new computational methods that learn from millions of examples to design antibodies that can be used to help cure a wide variety of human diseases such as cancer and viral infection. Previous antibody design approaches used a trial and error approach to find antibodies that worked well. In contrast our mathematical methods will directly produce new antibody designs by learning from large-scale experiments that test antibodies for function against disease targets. !",Deep learning based antibody design using high-throughput affinity testing of synthetic sequences,9664620,R01CA218094,"['Affinity', 'Animals', 'Antibodies', 'Antibody Affinity', 'Antigens', 'Architecture', 'Binding', 'Biological Assay', 'Budgets', 'Classification', 'Cloud Computing', 'Communicable Diseases', 'Computing Methodologies', 'DNA Sequence', 'Data', 'Data Set', 'Disease', 'Fc Receptor', 'Goals', 'Human', 'Immunize', 'Immunotherapeutic agent', 'Learning', 'Machine Learning', 'Malignant Neoplasms', 'Methodology', 'Methods', 'Modeling', 'Molecular Machines', 'Oligonucleotides', 'Output', 'Performance', 'Phage Display', 'Property', 'Randomized', 'Research', 'Services', 'Specific qualifier value', 'Specificity', 'Statistical Models', 'Technology', 'Test Result', 'Testing', 'Therapeutic', 'Thinness', 'Time', 'Training', 'Treatment Efficacy', 'Update', 'Virus Diseases', 'Work', 'base', 'cloud based', 'commercialization', 'computing resources', 'cost', 'deep learning', 'design', 'experimental study', 'human disease', 'improved', 'iterative design', 'learning strategy', 'mathematical methods', 'molecular dynamics', 'novel', 'novel strategies', 'outcome prediction', 'predictive test', 'receptor']",NCI,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,R01,2019,573396,0.046508023300088415
"Accelerating Site-specific Characterization of Protein Therapeutics with Novel Machine Learning Methods PROJECT SUMMARY / ABSTRACT Title: Accelerating Site-specific Characterization of Protein Therapeutics with Novel Machine Learning Methods The project seeks to improve reliability and speed up the development of life-saving and life-enhancing, precision, protein therapeutics and magnify the positive impact of biomedical research and education worldwide, leading to a quantum leap in our understanding of the molecular and cellular pathways and mechanisms involved in healthy and diseased biological systems. The development of biologics is bottlenecked across the entire drug development process, from discovery to early stage candidate selection, process development and manufacturing, due to manual intervention in the mass spectrometry data analysis pipeline. Similarly, the proteomics research community is hindered as it moves from analysis of complex mixtures to more in-depth characterization of proteins and their modifications. Novel machine learning methods will be added to MassMatrix’s (LC-MS/MS software) proven analytical engine and visualization platform to minimize the loss of true positive peptide spectral matches. An innovative approach for efficient accountability of experimental data at the chromatogram level will also be researched, developed and added. The latter providing for easy traceability of each peak’s status in the chromatogram as soon as possible, thus providing convenient high-level assessment. Together, these aims are expected to improve the reliability and accuracy of results as well as to significantly reduce the mass spec bottleneck for the pharmaceutical industry and the research community. Deeper understanding and better decision making will follow, both having a potentially dramatic positive impact on downstream processes and resource deployment, including improved drug safety and efficacy. PROJECT NARRATIVE Title: Accelerating Site-specific Characterization of Protein Therapeutics with Novel Machine Learning Methods The project seeks to speed up and improve reliability in the development of life-saving and life-enhancing, precision, protein therapeutics and magnify the positive impact of biomedical research and life science education worldwide. Due to manual intervention in a critical, mass spectrometry data analysis pipeline, progress in drug development and protein research is bottlenecked and compromised. Through novel machine learning methods and an innovative visualization approach for validating experimental data, the project is expected to improve the accuracy and reliability of results and alleviate the bottleneck, thereby deepening understanding of proteins and biological systems and improving resource allocation through better decision making, including improved drug safety and efficacy. 1",Accelerating Site-specific Characterization of Protein Therapeutics with Novel Machine Learning Methods,9680373,R44GM131484,"['Accountability', 'Address', 'Biologic Development', 'Biological', 'Biological Sciences', 'Biomedical Research', 'Code', 'Communication', 'Communities', 'Complex Mixtures', 'Computer software', 'Data', 'Data Analyses', 'Databases', 'Decision Making', 'Development', 'Directories', 'Disease', 'Drug Industry', 'Education', 'Ensure', 'Event', 'FOLH1 gene', 'Imagery', 'Internet', 'Intervention', 'Life', 'Location', 'Machine Learning', 'Manuals', 'Mass Spectrum Analysis', 'Methods', 'Modification', 'Molecular', 'Monoclonal Antibodies', 'Mutation', 'Output', 'Pathway interactions', 'Peptide Mapping', 'Peptides', 'Phase', 'Process', 'Protein Databases', 'Proteins', 'Proteomics', 'Protocols documentation', 'Pythons', 'Readiness', 'Reliability of Results', 'Research', 'Resource Allocation', 'Resources', 'Sampling', 'Savings', 'Secure', 'Security', 'Shotguns', 'Site', 'Source', 'Speed', 'System', 'Systems Integration', 'Technology', 'Testing', 'Time', 'Variant', 'analysis pipeline', 'base', 'biological systems', 'blind', 'candidate selection', 'commercialization', 'comparative', 'cost', 'design', 'drug development', 'drug efficacy', 'experimental study', 'feature detection', 'improved', 'innovation', 'interoperability', 'lead candidate', 'learning strategy', 'light weight', 'medication safety', 'novel', 'prototype', 'quantum', 'repository', 'science education', 'therapeutic protein']",NIGMS,"MASSMATRIX, INC.",R44,2019,141791,-0.029767140315758493
"Binding-Site Modeling with Multiple-Instance Machine-Learning Project Summary / Abstract This proposal is entitled “Binding-Site Modeling with Multiple-Instance Machine-Learning.” A number of in- terrelated computational methods for making predictions about the biological behavior of small molecules have been the subject of development within the Jain Laboratory for over twenty years. These share a common strat- egy that considers molecular interactions at their surface interface, where proteins and ligands actually interact. These methods yield measurements of similarity between small molecules or between protein binding pockets. They also yield measurements of the complementarity of a small molecule to a protein binding site (the molecular docking problem). A generalization of these concepts makes possible the construction of a virtual binding site for quantitative activity prediction purely from data about the biological activities of a set of small molecules.  The goals of the proposed work include further improving the accuracy and breadth of applicability of the binding site modeling approach. The primary application of the approach is to guide optimization of leads within medicinal chemistry projects, and to quantify potential off-target effects during pre-clinical drug discovery.  A critical focus of the work will be in data and software dissemination, in order to accelerate the efficient development of targeted therapies. In addition to methods development, the proposed work will involve broad application of these state-of-the-art predictive modeling methods. The proposed work will proceed with the col- laborative input of our pharmaceutical industry colleagues, who have specialized knowledge and data sets that are vital for cutting-edge work in computer-aided drug design.  The expected results include more efficient lead optimization (fewer compounds to reach desired biological pa- rameters), truly effective scaffold replacement (to move away from a molecular series with biological limitations), and improved computational predictions of off-target effects during pre-clinical drug design. Project Narrative This project seeks to refine an integrated platform for physically realistic prediction of ligand binding affinities using multiple methods that span small molecule molecular similarity, molecular docking, and protein binding site similarity. These tools will provide predictive modeling unrestrained by scaffold congruence between what is known and what is to be predicted. Prediction of bioactive molecular poses and activities to guide lead optimiza- tion and to quantify off-target liability effects are applications of the effort, and data and software will be made widely available to academic and industrial research groups.",Binding-Site Modeling with Multiple-Instance Machine-Learning,9670817,R01GM101689,"['3-Dimensional', 'Address', 'Affinity', 'Behavior', 'Binding', 'Binding Proteins', 'Binding Sites', 'Biological', 'Biological Assay', 'Characteristics', 'Charge', 'Chemicals', 'Computer Assisted', 'Computer software', 'Computing Methodologies', 'Data', 'Data Set', 'Development', 'Docking', 'Drug Design', 'Drug Industry', 'Electrostatics', 'Formulation', 'Future', 'Goals', 'Hydrogen Bonding', 'Industrialization', 'Industry Collaboration', 'Knowledge', 'Laboratories', 'Ligand Binding', 'Ligands', 'Machine Learning', 'Measurement', 'Methods', 'Modeling', 'Modernization', 'Molecular', 'Molecular Probes', 'Performance', 'Pharmaceutical Chemistry', 'Pharmaceutical Preparations', 'Physics', 'Positioning Attribute', 'Procedures', 'Protein Conformation', 'Proteins', 'Research', 'Series', 'Structural Models', 'Structural Protein', 'Surface', 'Testing', 'Variant', 'Work', 'base', 'blind', 'combinatorial', 'design', 'drug discovery', 'improved', 'interest', 'lead optimization', 'learning strategy', 'method development', 'novel', 'novel strategies', 'physical model', 'pre-clinical', 'predictive modeling', 'protein structure', 'scaffold', 'segregation', 'small molecule', 'targeted treatment', 'tool', 'treatment fees', 'virtual']",NIGMS,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",R01,2019,310202,0.002046933841721627
"Rational Antibody Design Using Computational Methods Broadly neutralizing antibodies targeting important pathogens, such as HIV-1, influenza, and Malaria, have been isolated from probe sorting or other experimental techniques.  However, often time there is still room for improvement in terms of neutralization potency and breadth for these antibodies.  Furthermore, many properties relating to the developability of the antibodies, such as solubility, immunogenicity, polyreactivity, and pharmacokinetics, needs to be optimized before they can be manufactured and tested in clinical settings. Here we apply computational structure-based design and machine learning predictors to improve the properties of the antibodies in the VRC pipeline. n/a",Rational Antibody Design Using Computational Methods,10019297,ZICAI005141,"['Antibodies', 'Clinical', 'Computing Methodologies', 'Drug Kinetics', 'Goals', 'HIV-1', 'Hydrophobicity', 'Influenza', 'Link', 'Machine Learning', 'Malaria', 'Property', 'Role', 'Solubility', 'Sorting - Cell Movement', 'Structure', 'Techniques', 'Testing', 'Time', 'base', 'computerized tools', 'design', 'disulfide bond', 'glycosylation', 'human pathogen', 'immunogenicity', 'improved', 'neutralizing antibody', 'pathogen']",NIAID,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES,ZIC,2019,359844,-0.0037306064492716846
"Integrated Instrument for non-natural aptamer generation Project Summary DNA and RNA aptamers are a useful class of synthetic affinity reagents. However, their performance can be greatly improved through the site-specific incorporation of chemically modified, ‘non-natural’ nucleotides that provide a greater chemical repertoire to enable superior aptamer affinity and specificity. Because a broad spectrum of chemical functional groups can be incorporated, non-natural aptamers offer the exciting potential for targeting molecules for which the generation of monoclonal antibodies remains difficult, such as small- molecule drugs, metabolites and carbohydrates. Unfortunately, the access to non-natural aptamers is severely limited. This is because the process of generating non-natural aptamers is technically challenging and limited to a few specialized laboratories. The goal of this project is to develop an integrated instrument, the Non-Natural Aptamer Array (N2A2) that eliminates these bottlenecks and enable rapid and facile non-natural aptamer discovery at virtually any research laboratory. The N2A2 will be built on a modified version of a benchtop commercial sequencer (Illumina MiSeq), and will perform every stage of non-natural aptamer discovery— including sequencing, screening and binding measurements—as part of a single work-flow. There are three main innovative aspects of our N2A2 system. First, our approach will entirely eliminate the need for polymerase engineering, and thus allows us to incorporate virtually any chemical functional group through click chemistry. Second, N2A2 will enable us to directly obtain the binding affinity (Kd) of ~10^7 aptamers directly in complex samples (e.g. cell lysate or serum), thereby resulting in aptamers with high-specificity. Finally, we will develop a machine-learning (ML) approach to identify key motifs (“k-mers”) and predict novel sequences with potentially higher affinity and specificity that can be tested using the N2A2 instrument. We believe this powerful combination of massively parallel, sequence-linked binding measurements with ML-based predictions will allow us to explore sequence space that is currently inaccessible to traditional in vitro selection methods, and enable us to discover aptamers with superior performance. The success of this project will produce an integrated instrument that greatly streamlines and accelerates the discovery of non-natural aptamers for a wide range of targets in complex media. The instrument is based on a commercially available sequencer and we will make all software available to the public. In this way, we believe the N2A2 instrument could broadly expand access to robust, high quality, custom affinity reagents for biomedical research and clinical diagnostics. Project Narrative We will develop an integrated instrument that simplifies the discovery of non-natural aptamer reagents for a wide range of molecules that are difficult to target using conventional antibody reagents. The access to these custom reagents will accelerate biomedical research and clinical diagnostics.",Integrated Instrument for non-natural aptamer generation,9705993,R01GM129313,"['Affinity', 'Algorithms', 'Antibodies', 'Binding', 'Biomedical Research', 'Carbohydrates', 'Cells', 'Chemicals', 'Chemistry', 'Chinese Hamster Ovary Cell', 'Complex', 'Computer software', 'Custom', 'DNA', 'Data', 'Data Analyses', 'Directed Molecular Evolution', 'Engineering', 'Generations', 'Goals', 'Graph', 'In Vitro', 'Label', 'Laboratories', 'Laboratory Research', 'Link', 'Machine Learning', 'Measurement', 'Methods', 'Modeling', 'Monoclonal Antibodies', 'Nucleotides', 'Opioid', 'Performance', 'Pharmaceutical Preparations', 'Polymerase', 'Process', 'Proteins', 'RNA', 'Reagent', 'Reproducibility', 'SLEB2 gene', 'Sampling', 'Serum', 'Site', 'Specificity', 'System', 'Testing', 'Tyrosine', 'Work', 'analysis pipeline', 'aptamer', 'base', 'clinical diagnostics', 'functional group', 'improved', 'innovation', 'instrument', 'machine learning algorithm', 'novel', 'scaffold', 'screening', 'small molecule', 'success', 'virtual']",NIGMS,STANFORD UNIVERSITY,R01,2019,314000,0.016325442446235534
"Software for Antibody Epitope Prediction Accurate epitope prediction is important for the development of antibody-based therapies. When multiple new antibodies are discovered against the whole antigen, their epitopes and, therefore, potential novelty and mechanism of action are usually unknown Site-directed mutagenesis, the routine method for epitope mapping, requires testing a large number of mutants since any part of the antigen can potentially form an epitope The goal of this proposal is developing methodology and software for the accurate computational prediction of discontinuous B-cell epitopes based on the structure of an antigen and the structure or sequence of an antibody. Our starting point is PIPER, a protein-protein docking program licensed by Acpharis from Boston University. PIPER is the docking engine in the software packages BioLuminate by Schrodinger and the CyrusBench Suite of Cyrus Biotechnology, as well as in the public server ClusPro. PIPER has a special option for antibody-antigen docking, and has been used for epitope prediction. However, in its present form the software generally results in a high number of putative epitopes, and more accurate prediction requires substantial experimental efforts, e.g., by site-directed mutagenesis. We will modify PIPER to maximize the information available from the docking by generating a large ensemble of low energy docked structures and calculating a contact map rather than discrete docked structures. The number of potential epitopes will be further reduced by a template-based approach based on vector contact maps to characterize antibody-antigen interfaces. We also explore predicting the epitope based on models of the CDR regions. Generating large ensembles of docked structures with a large variety of CDR conformations will reduce the sensitivity of the method to inevitable modeling and docking uncertainty. By increasing the reliability of the predicted epitopes, we expect to reduce or even to eliminate the need for mutagenesis experiments. Finally, we will develop a machine- learning algorithm for the mapping of amino acid composition of CDR regions into epitope composition, a method that can be used when only the antibody sequence available and structure prediction is uncertain due to the lack of suitable templates. When multiple new antibodies are discovered against a whole antigen, their epitopes and, therefore, potential novelty and mechanism of action are usually unknown. Computational software tools can significantly reduce experimental efforts required for epitope determination by guiding experimental efforts toward most probable epitope locations. We propose new computational capabilities based on protein-protein docking and machine learning, which are specifically designed to improve the accuracy of epitope prediction.",Software for Antibody Epitope Prediction,9845171,R43GM134769,"['Address', 'Amino Acid Sequence', 'Amino Acids', 'Antibodies', 'Antibody Binding Sites', 'Antibody Therapy', 'Antigen-Antibody Complex', 'Antigens', 'B-Lymphocyte Epitopes', 'Base Sequence', 'Biotechnology', 'Boston', 'Collection', 'Computer software', 'Consensus', 'Crystallization', 'Data', 'Data Set', 'Databases', 'Development', 'Docking', 'Epitope Mapping', 'Epitopes', 'Goals', 'Location', 'Machine Learning', 'Maps', 'Measures', 'Methodology', 'Methods', 'Modeling', 'Molecular Conformation', 'Mutagenesis', 'Probability', 'Property', 'Proteins', 'Scheme', 'Site-Directed Mutagenesis', 'Software Tools', 'Specific qualifier value', 'Structure', 'Surface Antigens', 'Techniques', 'Testing', 'Training', 'Uncertainty', 'Universities', 'Vertebral column', 'artificial neural network', 'base', 'design', 'experimental study', 'improved', 'machine learning algorithm', 'mutant', 'programs', 'relating to nervous system', 'vector']",NIGMS,"ACPHARIS, INC.",R43,2019,149999,0.0023655776783048635
"Understanding membrane proteins’ allosteric modulation with cryo-EM Project Summary/Abstract My laboratory's research is focused on understanding the molecular mechanisms key to the regulation of membrane protein function and to the modulation of their output signaling. We use cryo-EM and advanced classification methods, such as manifold embedding, combined with modeling and molecular dynamics to study how ligands produce shifts in conformation equilibria and bias signaling output. We are currently studying two systems that allow us to study how different types of ligands influence the gating of ion channels. We are studying the role of lipids in triggering gating of mechanosensitive channels of the MscS family, a model system of membrane tension-sensing which can yield important information about the fundamental principles governing ion channel gating and the role that lipid-protein interactions play in this process. We have a longstanding interest in the mechanism and modulation of the ryanodine receptor (RyR), a calcium release channel fundamental to heart and skeletal function. We are using manifold embedding, a machine learning-based method to analyze cryo-EM images, to better understand how small molecules and ions such as calcium and ATP affect the conformational energy landscape of the channel. We aim to shed light on the gating mechanism of this very large ion channel, a prerequisite to understanding of its modulation by protein ligands, post-translational modifications and drugs. Our approach to these fundamental problems is to use a commbination of cryo-electron microscopy, advanced image classification techniques, modelling and molecular dynamics simulations to delineate allosteric pathways mechanistically and then test proposed models with biophysical methods such as single-channel measurements, HDX-MS and mutagenesis. Our ultimate aim is to greatly increase our molecular understanding of the gating and allosteric modulation of ion channels. Progress towards such knowledge has the potential to open the way for the design of small molecule allosteric modulators with very well controlled effects on their targets, aiding the development of drugs with limited side effects. A longer-term aim is to further develp and use our tools towards gaining a better understanding of allosteric modulation in other classes of membrane proteins of therapeutic importance. In particular, G protein-coupled receptor ligands can induce the selective binding of different transducers in a process called biased signaling. The molecular mechanisms at play in this process are still poorly understood despite their fundamental importance for the development of safer drugs. Project Narrative Ion channels are involved in a large number of vital processes, such as heart and muscle function for the ryanodine receptor and function of kidneys and regulation of blood pressure for mechanosensitive channels. This work focuses on understanding the function and regulation of ion channels. Better understanding of small ligand and lipid-protein interactions in these channels can lead more generally to a better understanding of ion channels function and to the design of drugs treating the numerous diseases associated with their malfunction.",Understanding membrane proteins’ allosteric modulation with cryo-EM,9798643,R35GM133598,"['Affect', 'Binding', 'Biological Models', 'Calcium', 'Classification', 'Cryoelectron Microscopy', 'Development', 'Disease', 'Drug Design', 'Family', 'G-Protein-Coupled Receptors', 'Gated Ion Channel', 'Heart', 'Image', 'Ion Channel', 'Ion Channel Gating', 'Ions', 'Knowledge', 'Laboratory Research', 'Lead', 'Ligands', 'Light', 'Lipids', 'Machine Learning', 'Measurement', 'Membrane', 'Membrane Proteins', 'Methods', 'Modeling', 'Molecular', 'Molecular Conformation', 'Muscle function', 'Mutagenesis', 'Output', 'Pathway interactions', 'Pharmaceutical Preparations', 'Play', 'Post-Translational Protein Processing', 'Process', 'Proteins', 'Regulation', 'Renal function', 'Role', 'Ryanodine Receptor Calcium Release Channel', 'Signal Transduction', 'System', 'Techniques', 'Testing', 'Transducers', 'Work', 'base', 'biophysical techniques', 'blood pressure regulation', 'design', 'drug development', 'heart function', 'interest', 'molecular dynamics', 'protein function', 'side effect', 'skeletal', 'small molecule', 'therapeutic protein', 'tool']",NIGMS,ADVANCED SCIENCE RESEARCH CENTER,R35,2019,392500,-0.0322656068095375
"Computer Simulations of Enzymes Computer simulations using molecular dynamics (MD) and the combined quantum  mechanical/molecular mechanical (QM/MM) approach are capable of describing structures and dynamics  of proteins and chemical reactions catalyzed by enzymes. An accurate and  computationally efficient energy function is necessary. However, challenges remain: the  accuracy of QM method, the compatibility between the electron density of the QM subsystem and  classical force fields for the MM subsystem, and the cost of ab initio QM/MM methods capitalizing  on the accuracy and reliability of the associated QM approaches. To address these challenges, we  have developed a series of ab initio QM/MM approaches on reaction path optimizations and free  energy calculations, the QM/MM minimum free-energy path (QM/MM-MFEP) and the QM/MM neural  network (QM/MM-NN) methods. This proposal aims to develop further the ab initio QM/MM methodology  and its applications to the studies of redox processes in important enzymes, and the construction  of ab initio force fields combined with neural network representations. Our long-term goals are to develop and establish accurate first-principles based and density  functional theory (DFT) based MD and QM/MM simulation as an equal partner with experiments for the  study of enzymes and proteins and to provide insight into chemical and redox processes in  biological systems. Our aims are as follows: (1) We aim to make ab initio QM/MM models for much  more accurate QM/MM energies, for the QM description and for the electrostatic and vdW interactions   between the QM and MM subsystems. (2) We aim to develop a combined computational  model to explore the key molecular determinants of the reduction potential variability in  metalloproteins. We will provide detailed insight into chemical and redox reaction mechanisms in  biological systems, in particular laccases. (3) We aim at the development of accurate  force fields of water, and proteins for simulations in biological applications, going beyond the  traditional force field forms and limitation in accuracy. The proposed developments will capitalize on the theoretical developments in quantum  electronic theory, such as the linear response theory and accurate many-electron approach for  non-covalent interactions, and leverage machine-learning methods in data science for biological  system simulations. The proposed work will lead to the major advancement of the ab initio QM/MM  method and force fields, and insights into the structure-function paradigm for proteins  and important redox process and reaction mechanisms in enzymes. In addition, it will also lead to  methodology development for design of new drugs and enzyme inhibitors. Understanding chemical reactions and redox processes in solution and in enzymes is of critical  importance, because the structure-function relationship and the catalytic role of enzymes  are fundamental insights in biochemical research, and they are essential for the development of  new or better inhibitors and enzymes. Quantitative tools such as simulations make key contributions  to the investigation of the structure-function relationship, complementing experimental studies.  This proposal aims at developing methods for simulating structures and dynamics in proteins, and  chemical and redox processes catalyzed by enzymes, and investigating the mechanisms of  important enzymes-copper protein laccases, leading to significant advances in research tools for  studying enzymes and contributing to the understanding of life processes, as well as aiding in the  design of inhibitors and drugs.",Computer Simulations of Enzymes,9818963,R01GM061870,"['Address', 'Adopted', 'Biochemical', 'Biochemical Process', 'Biological', 'Biophysical Process', 'Chemicals', 'Chemistry', 'Collaborations', 'Complement', 'Computer Simulation', 'Copper', 'Data Analyses', 'Data Science', 'Development', 'Electrons', 'Electrostatics', 'Enzyme Inhibitor Drugs', 'Enzymes', 'Equilibrium', 'Free Energy', 'Goals', 'Investigation', 'Laboratories', 'Laccase', 'Lead', 'Life', 'Machine Learning', 'Mechanics', 'Metalloproteins', 'Methodology', 'Methods', 'Modeling', 'Molecular', 'Molecular Conformation', 'Mutation', 'Neural Network Simulation', 'Oxidation-Reduction', 'Performance', 'Pharmaceutical Preparations', 'Potential Energy', 'Process', 'Property', 'Protein Dynamics', 'Protein Engineering', 'Proteins', 'Protocols documentation', 'Reaction', 'Research', 'Roentgen Rays', 'Role', 'Scanning', 'Scheme', 'Series', 'Site', 'Structure', 'Structure-Activity Relationship', 'Variant', 'Water', 'Work', 'base', 'biological systems', 'chemical reaction', 'cost', 'density', 'design', 'electron density', 'experimental study', 'improved', 'inhibitor/antagonist', 'insight', 'intermolecular interaction', 'learning strategy', 'molecular dynamics', 'molecular mechanics', 'neural network', 'novel therapeutics', 'perturbation theory', 'quantum', 'response', 'simulation', 'theories', 'tool']",NIGMS,DUKE UNIVERSITY,R01,2019,341716,-0.03609520887272247
