Cluster,Size,Total,Citations,APT % over 95%,Avg. APT,95%CI L,95%CI U,Papers,Citations per $1mil funding,Projected 2021 Award,Actual 2021 Award To Date,Growth Rate,95%CI L,95%CI U,Score,Centroids
0,88,33579725,7877.0,0.09063444108761329,0.35166163141993956,0.31898484406294386,0.38433841877693525,331,234.5760723174475,10178393.935839416,8913061,0.2577881771985127,0.19034860961843003,0.3252277447785954,0.07739106918444985,"['older', 'older adults', 'adults', 'cognitive', 'patients', 'risk', 'patient', 'surgery', 'outcomes', 'care']"
1,424,242232399,180724.0,0.14502967359050445,0.4452893175074184,0.43273067218833705,0.45784796282649975,2696,746.0769110411196,27447178.029573783,13777979,0.08839422873186298,0.053590165789399805,0.12319829167432615,0.034312963244066984,"['genetic', 'genes', 'gene', 'variants', 'genome', 'disease', 'expression', 'aim', 'gwas', 'human']"
2,327,156098810,198318.0,0.08606409794742528,0.37166006481814906,0.3601885175992581,0.38313161203704005,2777,1270.464521798725,41853121.103922606,14435044,0.2451174544779347,0.21202265829834788,0.27821225065752153,0.02080011058370286,"['cancer', 'tumor', 'cell', 'tumors', 'treatment', 'cells', 'patients', 'cancers', 'imaging', 'therapy']"
3,343,141465369,89265.0,0.18313352625051674,0.4609962794543199,0.4474788463286676,0.47451371257997227,2419,631.0024893795738,76017732.23062189,26019803,0.5183804595188326,0.4202007737800056,0.6165601452576597,0.013244403838083665,"['imaging', 'mri', 'glaucoma', 'image', 'motion', 'brain', 'disease', 'images', 'visual', 'ct']"
4,222,190432518,79268.0,0.19420131291028447,0.47508205689277894,0.459399847263784,0.49076426652177385,1828,416.2524385672409,95229761.06681417,33018176,0.3808554839319471,0.3148910887431877,0.44681987912070653,0.17697974448039505,"['ad', 'alzheimer', 'alzheimer disease', 'disease', 'dementia', 'cognitive', 'brain', 'biomarkers', 'imaging', 'risk']"
5,261,107328116,43174.0,0.17265625,0.4947265625,0.47687202145168744,0.5125811035483125,1280,402.26178944574036,19410165.29817354,13602153,0.18337715799402327,0.09651868244133856,0.270235633546708,0.009376942444893373,"['care', 'patient', 'medical', 'patients', 'quality', 'nlp', 'information', 'surveillance', 'outcomes', 'language']"
6,58,33442865,3458.0,0.13131313131313133,0.48964646464646466,0.44487188264405503,0.5344210466488744,198,103.40023200763451,13136578.190184195,4725211,0.3102030598394665,0.23516485270018067,0.38524126697875233,0.2650860467109583,"['stroke', 'patients', 'treatment', 'risk', 'imaging', 'effectiveness', 'acute', 'prediction', 'cause', 'cohort']"
7,39,10415398,1996.0,0.16666666666666666,0.45714285714285724,0.39854427522325947,0.515741439062455,126,191.63934013851414,5196390.682500618,988805,0.37707218431636835,0.2678170835416975,0.48632728509103923,0.29739126131439403,"['sepsis', 'patients', 'care', 'detection', 'infection', 'learning', 'pediatric', 'blood', 'hospital', 'early']"
8,132,52658079,9092.0,0.10752688172043011,0.4297043010752688,0.3977630488222737,0.4616455533282639,372,172.66106498112094,16600728.839225288,5123024,0.29063990757815367,0.2328182222468952,0.34846159290941214,0.25016434461205683,"['hiv', 'infection', 'testing', 'men', 'risk', 'social', 'care', 'drug', 'behaviors', 'prevention']"
9,101,31706982,7521.0,0.11666666666666667,0.49,0.4542490438724865,0.5257509561275135,300,237.20327592200354,3949483.6426470107,2426226,0.10452178133319019,0.04279390213113714,0.16624966053524326,0.19491742504389276,"['alcohol', 'fasd', 'prenatal', 'exposure', 'fetal', 'brain', 'consortium', 'spectrum', 'projects', 'children']"
