Cluster,Size,Total,Citations,APT % over 95%,Avg. APT,95%CI L,95%CI U,Papers,Citations per $1mil funding,Years of Availability,Citations per thousand dollars of funding per year,Projected 2021 Award,Actual 2021 Award To Date,Growth Rate,95%CI L,95%CI U,Score,Description,Category,Clinical/Technical,Centroids,%R01,%U01,%R44,%U24,%R21,%U54
0,5,647340,0.0,nan,nan,nan,nan,0,0.0,0,nan,2231.7749400882444,0,-0.19605672424391699,-0.331084993014086,-0.06102845547374794,0.591282714717269, , , ,"['arrhythmia', 'signal', 'pattern recognition', 'record', 'device', 'detection', 'automatic', 'characteristic', 'rule', 'hardware', 'animal', 'implemented', 'domain', 'low', 'underlying']",1.0,0.0,0.0,0.0,0.0,0.0
1,5,964046,92.0,0.0,0.4166666666666667,0.09000600257665764,0.7433273307566757,3,95.43113087964682,96,0.000994074279996321,412.66209125474825,0,-0.3133807041207273,-0.42771133703542746,-0.1990500712060272,0.6716472585778733, , , ,"['artery', 'coronary', 'coronary artery', 'angiography', 'digital', 'contrast', 'motion', 'new technique', 'improvement', 'search', 'procedure', 'dimension', 'chest', 'volume', 'image processing']",1.0,0.0,0.0,0.0,0.0,0.0
2,5,288830,0.0,nan,nan,nan,nan,0,0.0,0,nan,396.0729808367958,0,-0.24769769026191035,-0.34069462269060047,-0.15470075783322024,0.8095824108005116, , , ,"['physician', 'reasoning', 'stroke', 'sophisticated', 'proposed research', 'capable', 'clinician', 'utilizing', 'localization', 'education', 'record', 'represent', 'variable', 'address', 'theoretical']",0.0,0.0,0.0,0.0,0.0,0.0
3,5,850321,0.0,nan,nan,nan,nan,0,0.0,0,nan,2283.1580294466303,0,-0.20972676791291447,-0.3104664870207157,-0.10898704880511324,1.0, , , ,"['oncocin', 'planning', 'consultation', 'response', 'basic', 'protocol', 'clinician', 'particularly', 'strategy', 'cycle', 'new technique', 'intervention', 'represent', 'initial', 'structured']",1.0,0.0,0.0,0.0,0.0,0.0
4,5,4319528,0.0,nan,nan,nan,nan,0,0.0,0,nan,14464.92540204499,0,-0.1970286463509397,-0.33274976787909116,-0.06130752482278823,1.0, , , ,"['computer resource', 'molecular biology', 'national', 'biology', 'workstation', 'evaluated', 'examined', 'examine', 'evolution', 'established', 'expected', 'establish', 'essential', 'error', 'enzyme']",0.0,0.0,0.0,0.0,0.0,0.0
5,5,4801308,389,0.08333333333333333,0.23333333333333328,0.07224562943616869,0.3944210372304979,12,81.01958882871084,338,0.0002397029255287303,5863.600243077927,0,-0.2543488211560953,-0.33720499129016257,-0.17149265102202807,1.0, , , ,"['reasoning', 'ai', 'planning', 'therapeutic', 'domain', 'explanation', 'generation', 'protocol', 'integrated', 'risk', 'utilize', 'setting', 'decision making', 'qualitative', 'fluid']",1.0,0.0,0.0,0.0,0.0,0.0
6,5,862136,0.0,nan,nan,nan,nan,0,0.0,0,nan,1608.168642535545,0,-0.23065929821928116,-0.322907621274368,-0.1384109751641943,0.48696162033215706, , , ,"['surface', 'mass', 'spectrometry', 'mass spectrometry', 'receptor', 'sample', 'biomedical', 'plasma', 'site', 'analytical', 'specific aim', 'preparation', 'ion', 'term objective', 'sensitivity']",1.0,0.0,0.0,0.0,0.0,0.0
7,8,852035,0.0,nan,nan,nan,nan,0,0.0,0,nan,4421.049059470365,0,-0.17081325727661517,-0.30167581696697254,-0.0399506975862578,0.42961211705386054, , , ,"['language', 'learning', 'child', 'network', 'acquisition', 'unit', 'simulation', 'brain', 'principle', 'input', 'feedback', 'cognitive', 'environmental', 'sentence', 'modeling']",0.625,0.0,0.0,0.0,0.0,0.0
8,5,2919474,36,0.0,0.05,nan,nan,1,12.330988390374431,35,0.000352313954010698,1502.3614539422388,0,-0.30226811568921,-0.38896511923084115,-0.2155711121475789,1.0, , , ,"['stroke', 'vessel', 'blood', 'center', 'decision making', 'aphasia', 'endothelial', 'vascular', 'electron microscopy', 'fluid', 'underlying', 'assessing', 'cognitive', 'classification', 'correlate']",0.0,0.0,0.0,0.0,0.0,0.0
9,6,872198,0.0,nan,nan,nan,nan,0,0.0,0,nan,2584.134182096685,0,-0.2052012586894205,-0.3738534526959862,-0.03654906468285479,0.6297054003876894, , , ,"['muscle', 'nerve', 'proposed project', 'device', 'lead', 'case', 'ii', 'currently', 'effort', 'instrument', 'phase ii', 'independent', 'alternative', 'significance', 'obtain']",0.3333333333333333,0.0,0.0,0.0,0.0,0.0
10,5,544329,80,0.0,0.16428571428571428,0.08509121003716129,0.24348021853426727,7,146.96993913607395,179,0.0008210611124920333,1146.6633072238174,0,-0.22390188013339546,-0.32207275939747126,-0.12573100086931968,0.7479552462471285, , , ,"['albopictus', 'dengue', 'genetic', 'specie', 'population', 'dna', 'variation', 'characterize', 'specific aim', 'infection', 'range', 'chromosome', 'rapidly', 'health', 'characterization']",1.0,0.0,0.0,0.0,0.0,0.0
11,9,1284688,373.0,0.0,0.20000000000000004,-0.09399459768100807,0.4939945976810082,3,290.3428692414034,111,0.002615701524697328,5332.7292902284535,0,-0.18430249678081262,-0.32079063154321585,-0.047814362018409384,0.3694688609604472, , , ,"['chemical', 'specie', 'communication', 'define', 'unique', 'pattern recognition', 'difference', 'analytical', 'organic', 'signal', 'employed', 'identify', 'concentration', 'role', 'nature']",0.5555555555555556,0.0,0.2222222222222222,0.0,0.0,0.0
12,7,924282,0.0,nan,nan,nan,nan,0,0.0,0,nan,4857.353920764823,0,-0.169120479044958,-0.3059663122266796,-0.03227464586323639,0.7157143274496732, , , ,"['sleep', 'automated analysis', 'record', 'population', 'eeg', 'host', 'detailed', 'data base', 'signal', 'description', 'resulting', 'generator', 'independent', 'evaluated', 'operation']",0.7142857142857143,0.0,0.2857142857142857,0.0,0.0,0.0
13,5,335497,0.0,nan,nan,nan,nan,0,0.0,0,nan,488.8331336805582,0,-0.24444281695563294,-0.3315636998686895,-0.15732193404257638,0.8986472286823259, , , ,"['sentence', 'dependency', 'constraint', 'language', 'contain', 'object', 'understand', 'material', 'special', 'unique', 'principle', 'identify', 'sequence', 'local', 'brain']",1.0,0.0,0.0,0.0,0.0,0.0
14,5,554520,147.0,0.0,0.05000000000000001,0.05,0.05000000000000002,3,265.0941354685133,101,0.0026246944105793395,2269.5812879613773,0,-0.18446093729810337,-0.30850084320889837,-0.06042103138730838,0.7719313540983889, , , ,"['gait', 'cycle', 'pattern recognition', 'explanation', 'selection', 'muscle', 'pathology', 'center', 'national', 'reasoning', 'significant', 'limited', 'criterion', 'statistical', 'stroke']",1.0,0.0,0.0,0.0,0.0,0.0
15,346,60807797,8869.0,0.0335195530726257,0.23826815642458105,0.1990603223885633,0.2774759904605988,179,145.85300631759443,5290,2.75714567708118e-05,127626.13769681526,0,-0.22393237148397113,-0.31835901188508786,-0.1295057310828544,-0.07192441157855417, , , ,"['sequence', 'imaging', 'dynamic', 'receptor', 'drug', 'dna', 'database', 'decision making', 'reasoning', 'digital', 'methodology', 'simulation', 'tissue', 'prototype', 'interpretation']",0.5433526011560693,0.0,0.057803468208092484,0.0,0.0,0.0
16,4,413230,119,0.0,0.275,-0.16599189652151208,0.7159918965215122,2,287.9752196113544,73,0.003944866022073348,241.96034765691476,0,-0.2961922492160818,-0.40720394852592445,-0.1851805499062391,1.0, , , ,"['tumor', 'cancer', 'evolution', 'malignant', 'vitro', 'ass', 'compared', 'variety', 'lung', 'chromosome', 'selection', 'formation', 'conducted', 'sample', 'agent']",1.0,0.0,0.0,0.0,0.0,0.0
17,7,1139852,1359,0.14285714285714285,0.36428571428571427,0.1293290420791203,0.5992423864923082,7,1192.2600477956787,249,0.004788192963034855,967.2203676010432,0,-0.27710140741242717,-0.45878855950732833,-0.09541425531752598,0.7819993548852014, , , ,"['caduceus', 'intend', 'procedure', 'mode', 'provides', 'permit', 'refine', 'protocol', 'value', 'period', 'distribution', 'clinical decision', 'accuracy', 'specifically', 'overall']",0.2857142857142857,0.0,0.0,0.0,0.0,0.0
