Cluster,Size,Total,Citations,APT % over 95%,Avg. APT,95%CI L,95%CI U,Papers,Citations per $1mil funding,Years of Availability,Citations per thousand dollars of funding per year,Projected 2021 Award,Actual 2021 Award To Date,Growth Rate,95%CI L,95%CI U,Score,Description,Category,Clinical/Technical,Centroids,%R01,%U01,%R44,%U24,%R21,%U54
0,2,185890,0.0,nan,nan,nan,nan,0,0.0,0,nan,0.03542059820070603,0,-0.7100886213869424,-0.9215281406734095,-0.4986491021004753,1.0, , , ,"['cervical', 'nuclear', 'antigen', 'demonstrate', 'finding', 'accuracy', 'carcinogenesis', 'infection', 'morphologic', 'carcinoma', 'predicted', 'increased', 'degree', 'relationship', 'quantitation']",1.0,0.0,0.0,0.0,0.0,0.0
1,2,454526,0.0,nan,nan,nan,nan,0,0.0,0,nan,0.11830258697444648,0,-0.6946374029829843,-0.9111100485192547,-0.4781647574467139,1.0, , , ,"['therapeutic', 'therapeutic decision', 'drug therapy', 'drug', 'physician', 'implement', 'monitoring', 'school', 'comprehensive', 'methodology', 'medical knowledge', 'impact', 'providing', 'hospital', 'necessary']",0.0,0.0,0.0,0.0,0.0,0.0
2,2,552446,0.0,nan,nan,nan,nan,0,0.0,0,nan,0.1896257187340021,0,-0.680910744154945,-0.9020234582321826,-0.4597980300777075,1.0, , , ,"['sterol', 'mass', 'spectrometry', 'mass spectrometry', 'natural', 'novel', 'product', 'chemical', 'class', 'spectral', 'intend', 'molecule', 'acid', 'different', 'location']",1.0,0.0,0.0,0.0,0.0,0.0
3,2,1367898,0.0,nan,nan,nan,nan,0,0.0,0,nan,0.36918859768288104,0,-0.6928390426692814,-0.9099230405239798,-0.47575504481458314,1.0, , , ,"['stroke', 'blood vessel', 'vessel', 'blood', 'aided', 'center', 'including', 'aphasia', 'cognitive', 'vascular', 'prevention', 'space', 'genetics', 'classification', 'assessing']",0.0,0.0,0.0,0.0,0.0,0.0
4,2,4079546,0.0,nan,nan,nan,nan,0,0.0,0,nan,1.9691217418235778,0,-0.663973831112018,-0.8910032167510918,-0.4369444454729442,1.0, , , ,"['ai', 'computer science', 'national', 'health', 'aspect', 'science', 'suggesting', 'exchange', 'computer resource', 'class', 'manipulation', 'spectral', 'product', 'selected', 'effectiveness']",0.0,0.0,0.0,0.0,0.0,0.0
5,2,924491,0.0,nan,nan,nan,nan,0,0.0,0,nan,0.030946426659499104,0,-0.7959133234741921,-0.9823337289691985,-0.6094929179791857,1.0, , , ,"['computer resource', 'biology', 'molecular biology', 'genetics', 'gene', 'sequence', 'evolution', 'rna', 'protein sequence', 'regulation', 'national', 'coupled', 'main', 'course', 'theoretical']",0.0,0.0,0.0,0.0,0.0,0.0
6,2,698198,0.0,nan,nan,nan,nan,0,0.0,0,nan,4.485820671085481e-16,0,-2.3191051627318546,-2.3524895338096146,-2.2857207916540947,1.0, , , ,"['computer resource', 'molecular biology', 'biology', 'national', 'entry', 'error', 'epithelial cell', 'epithelial', 'environment', 'endothelial cell', 'endothelium', 'evaluated', 'endothelial', 'employed', 'electrophoresis']",0.0,0.0,0.0,0.0,0.0,0.0
7,2,103434,0.0,nan,nan,nan,nan,0,0.0,0,nan,0.018994794107019285,0,-0.7119159138972785,-0.9227722578102391,-0.5010595699843179,1.0, , , ,"['aphasia', 'error', 'evolution', 'classification', 'underlying', 'related', 'award', 'source', 'reading', 'course', 'constraint', 'selection', 'simulation', 'relationship', 'particular']",0.0,0.0,0.0,0.0,0.0,0.0
8,2,286879,0.0,nan,nan,nan,nan,0,0.0,0,nan,0.010513759392290068,0,-0.7914553268798562,-0.9790780502390849,-0.6038326035206275,1.0, , , ,"['ultrasound', 'transducer', 'hyperthermia', 'temperature', 'animal', 'tumor', 'unit', 'distribution', 'controller', 'achieved', 'rate', 'power', 'purpose', 'resulting', 'microprocessor']",1.0,0.0,0.0,0.0,0.0,0.0
9,1,191615,0.0,nan,nan,nan,nan,0,0.0,0,nan,46.835356405873696,0,-0.34651553324056805,-0.7582695836167961,0.06523851713565998,0.0, , , ,"['artery', 'coronary', 'angiography', 'coronary artery', 'subtraction', 'phantom', 'motion', 'improvement', 'new technique', 'contrast', 'optimal', 'class', 'machine', 'le', 'fluid']",1.0,0.0,0.0,0.0,0.0,0.0
