Cluster,Size,Total,Citations,APT % over 95%,Avg. APT,95%CI L,95%CI U,Papers,Citations per $1mil funding,Projected 2021 Award,Actual 2021 Award To Date,Growth Rate,95%CI L,95%CI U,Score,Centroids
0,52,20435141,5898.0,0.15087719298245614,0.4636842105263158,0.4246848321451778,0.5026835889074538,285,288.6204700031186,10338047.779993063,5938278,0.40029912049944827,0.37839427064303893,0.4222039703558576,0.31231231252395897,"['copd', 'lung', 'pulmonary', 'subtypes', 'chronic', 'genetic', 'gene', 'progression', 'asthma', 'expression', 'gene expression', 'cause', 'cohort', 'cause death', 'blood']"
1,355,124670844,39304.0,0.057843996494303246,0.32510955302366346,0.3077043059601764,0.3425148000871505,1141,315.26216346141047,41206459.35332829,24522092,0.3145686129535545,0.2711206105491689,0.35801661535794005,0.007220306059647714,"['neural', 'activity', 'cortex', 'representation', 'sensory', 'task', 'auditory', 'behavior', 'recording', 'neuron', 'movement', 'neural activity', 'cortical', 'behavioral', 'signal']"
2,1256,564449638,504841.0,0.10659649122807018,0.3821333333333333,0.3768225620728353,0.38744410459383133,14250,894.3951169652446,170260224.82916763,107979026,0.29701673537539386,0.2409932152943659,0.3530402554564218,-0.02289329637433995,"['software', 'community', 'statistical', 'database', 'molecular', 'center', 'researcher', 'source', 'biological', 'resource', 'interaction', 'biomedical', 'biomarkers', 'abstract', 'microbiome']"
3,154,70026962,11128.0,0.15718157181571815,0.4491869918699187,0.4147585993246379,0.48361538441519947,369,158.910220894632,27144003.988215655,17870356,0.31811232211670976,0.28391699622043304,0.3523076480129865,0.14475828661340803,"['asd', 'autism', 'child', 'autism spectrum', 'spectrum disorder', 'spectrum', 'behavioral', 'adhd', 'social', 'connectivity', 'early', 'infant', 'developmental', 'language', 'neural']"
4,392,185347765,104099.0,0.028761061946902654,0.2206120943952802,0.20735346763618248,0.23387072115437793,1356,561.6415175008989,65418275.04781199,38889292,0.3216831630663894,0.2791797110530435,0.36418661507973527,0.04831990448284372,"['cell', 'cell type', 'cellular', 'single cell', 'type', 'tissue', 'single', 'stem cell', 'stem', 'differentiation', 'molecular', 'gene', 'immune', 'signal', 'signaling']"
5,120,37166216,43429.0,0.07361268403171008,0.29043035107587767,0.27005205244564784,0.3108086497061075,883,1168.5074423503324,9396420.564657183,3771886,0.24170257159175457,0.16362114917816886,0.3197839940053403,0.12283535141738539,"['mutation', 'cancer', 'protein', 'gene', 'genome', 'genetic', 'molecular', 'cell', 'evolution', 'variant', 'sequence', 'region', 'cause', 'dna', 'interaction']"
6,139,60036500,7204.0,0.1191806331471136,0.41945996275605213,0.39163789890346873,0.44728202660863553,537,119.9936705171021,29754712.626942907,18770046,0.40667097242197586,0.3822954214950211,0.4310465233489306,0.07544701063877297,"['substance', 'adolescent', 'substance use', 'youth', 'use disorder', 'alcohol', 'behavioral', 'assessment', 'abuse', 'career', 'mobile', 'social', 'trial', 'drug', 'symptom']"
7,77,50638471,35132.0,0.22719141323792486,0.5747763864042934,0.5482293826914282,0.6013233901171586,559,693.7808213048138,6804659.347321039,6284048,0.11514167602250226,0.0862582371319115,0.14402511491309303,0.07388250787527385,"['autism', 'child', 'reading', 'connectivity', 'behavioral', 'early', 't', 'social', 'developmental', 'infant', 'age', 'asd', 'mri', 'functional connectivity', 'trajectory']"
8,275,100265149,34991.0,0.10902255639097744,0.4195220193340494,0.40513399141502854,0.4339100472530703,1862,348.98467063565624,41554681.71156315,25729760,0.3465299872046611,0.31804393212492515,0.37501604228439706,0.042456699606090394,"['ehr', 'electronic', 'health record', 'electronic health', 'record', 'ehrs', 'ehr data', 'nlp', 'record ehr', 'informatics', 'healthcare', 'natural language', 'medical', 'event', 'natural']"
9,241,83133284,99164.0,0.011884550084889643,0.15543293718166384,0.14350925611937979,0.1673566182439479,1178,1192.831501760474,10668100.638392713,7748942,0.11136647909079973,0.0774769390319882,0.14525601914961128,0.007409635679278852,"['rna', 'sequence', 'genome', 'structure', 'motif', 'binding', 'sequencing', 'dna', 'site', 'splicing', 'protein', 'interaction', 'molecule', 'biological', 'antibody']"
