text,title,id,project_number,terms,administration,organization,mechanism,year,funding,score
"IMPROVING THE HEALTH OF LATINOS Disparities in health and health care use between the Anglo (non-Latino white) population and African American populations receive considerable attention by state and national governments.  More recently, government and private providers recognized the disparities found among other ethnic groups in the United States.  The Latino population (i.e., Hispanics) receives increasing attention because of its rapid growth and increased social and political influence, especially in about a dozen major metropolitan areas in about 9 key states.  This conference is intended to highlight the major health services issues affecting the Latino population and provide information important for addressing these issues through state and federal initiatives.  ",IMPROVING THE HEALTH OF LATINOS,3435844,R13HS007227,"['Hispanic Americans ', ' meeting /conference /symposium ', ' health care service utilization ', ' health care quality ', ' health administration ', ' United States ', ' ']",AHRQ,UNIVERSITY OF CALIFORNIA LOS ANGELES,R13,1992,41896,0.10867444611520212
"DEVELOPING A LATINO HEALTH AGENDA FOR 2010 The Hispanic Research Center at Arizona State University will sponsor a two an one-half days conference entitled: ""Developing a Latino Health Agenda for 2010: Call for Action"".  The purpose is to formulate a comprehensive national research and policy agenda of Latino health issues that will serve as the basis for a unified Latino health approach within selected Latino health research centers/institutions to help: a) strengthen Latino cultural and ethnic values that promote positive health behaviors, b) meet Healthy People 2010 objectives, and c) eliminate health disparities between Latinos and the general population.  These goals will be achieved by bringing together a selected group of Latino health researchers representing major Latino health research units, institutes and centers within universities to share ongoing research, vision, and policy initiatives of Latino health to eliminate health disparities in health services including access, quality/delivery, and in health outcome indicators.  In addition, this conference will provide a forum for brainstorming and developing action plans for a comprehensive Latino health advocacy, research, and policy agenda from the various players represented at the conference.  The Latino leading experts will have an opportunity to work interactively in the exchange of ideas and formulation of strategies related to research, advocacy, and policy.  To accomplish this task, this group will development a realistic and comprehensive plan that will serve as the basis for a unified Latino health approach in the areas of research, advocacy, and policy.  Formal activities for conference participants will include presentations by Latino health leading experts and interaction with the audience.  Latino health leading experts will introduce a platform of specific issues based on the agenda developed through the workshops.  In small group discussions, conference participants will react to this platform.  Finally, groups will report back to a plenary session to present a final plan of action.  ",DEVELOPING A LATINO HEALTH AGENDA FOR 2010,6315582,R13HS010079,"['health care service planning ', ' health science research analysis /evaluation ', ' meeting /conference /symposium ', ' health behavior ', ' Hispanic American ', ' racial /ethnic difference ', ' culture ', ' health care policy ', ' health services research tag ', ' ']",AHRQ,UNIVERSITY OF NORTH TEXAS HLTH SCI CTR,R13,1999,19200,0.14814533790921688
"ARTHRITIS AMONG LATINOS:  A STUDY BASED ON NATIONAL DATA The broad aim of this study is to assist in uncovering factors underlying the observed differences between Latinos (Hispanics) and non-Latinos in the prevalence rate of arthritis and associated levels of disability.  This information can ultimately guide policy and intervention programs to reduce physical disability and promote health in this population.  According to recent national data, Latinos arthritis have a higher arthritis prevalence rate, but among those with arthritis, more Latinos than non-Latino whites report activity limitations (CDC, 1996a). Reasons for these differences are unknown, but may include disparities in sociodemographic factors, access to health care, and acculturation factors.  Therefore, the aims of the proposed study are to: (1) examine whether socioeconomic factors (e.g., income, education) and health insurance coverage account for differences in the prevalence of arthritis among Latinos and non-Latino whites, (2) document levels of disability, both in activities of daily living and inability to work, among Latinos and non-Latino whites with arthritis, and identify sociodemographic (e.g., income, education, type of occupation) and health care factors (e.g., lack of health insurance, quality of health care) that predict disability in the different groups; and examine whether health care factors explain the differences in disability levels of Latinos vs. non-Latino whites after controlling for sociodemographic variables, (3) examine the effects of nativity status (U.S. vs. foreign-born) and length of time in the U.S. (acculturation) on arthritis prevalence and disability. These issues will be examined using data from the National Health Interview Survey (NHIS) on Disability, Phase I: Person and Condition Data, 1994.  The proposed study will control for age and SES differences between the various ethnic groups, and conduct detailed analyses by Latino groups.  This study will, therefore, contribute to a systematic program of research attempting to understand arthritis prevalence and disability among under-studied populations.  ",ARTHRITIS AMONG LATINOS:  A STUDY BASED ON NATIONAL DATA,6092807,R03AR046858,"['disabling disease ', ' health care service availability ', ' occupation ', ' epidemiology ', ' arthritis ', ' Hispanic American ', ' racial /ethnic difference ', ' socioeconomics ', ' culture ', ' functional ability ', ' human data ', ' clinical research ', ' behavioral /social science research tag ', ' health services research tag ', ' ']",NIAMS,COLUMBIA UNIVERSITY HEALTH SCIENCES,R03,2000,78905,0.13534825998082486
"UCLA/DREW/RAND PROGRAM TO ADDRESS DISPARITIES IN HEALTH To address disparities in health it is necessary to understand the factors that influence health care use and behavior, as well as health behaviors that occur in the context of receiving medical care. The UCLA/DREW/RAND Program to Address Disparities in Health tests an integrated model (based on the Anderson, Donabledean and Wagner models) to identify the most salient factors responsible for disparities and tests randomized interventions that address them.      Hypothesis to be tested focus upon aspects of this model. The Program focuses on the urgent need to improve the health outcomes of Blacks and Latinos in urban areas. The program includes 6 projects. Project 1 uses national data to assess the extent to which black/white infant mortality differences reflect differences in quality of neonatal intensive care. Project 2 uses 4 large data sets to determine the factors related to differential use of clinical preventive services by race and ethnicity and the extent to which certain factors differentially affect racial/ethnic groups. Project 3 studies the extent to which missed opportunities for diagnosis and differential treatment of the diagnosis are responsible for later stage at diagnosis and higher mortality from colon cancer among blacks, using a population based sample. Project 4 develops culturally appropriate tools for measuring quality of and satisfaction with care in a safety net population, and uses these tools to examines in this population. Project 5 evaluates the effectiveness of intervention to improve outcomes among Latino diabetics by improving their self-care. Project 6 studies the effectiveness of intervention to improve outcomes of blacks and Latinos with HIV disease through enhanced case management and adherence training. The four non-intervention projects will be used as the basis for subsequent development of additional intervention studies. Four cores (Administrative, Social Science, Data and Statistical Analysis, and Translation-Dissemination-Cultural Adaptation) will support the research effort. A major objective of the Program is to increase capacity for health services research on disparities among minority institution, which is one of the key partners in the Program Project. Subsequent resources have been allocated to developing Stakeholder-Investigator Partnerships to ensure maximal community input into the research as well as effective dissemination and translation of the findings into practice.  ",UCLA/DREW/RAND PROGRAM TO ADDRESS DISPARITIES IN HEALTH,6222065,P01HS010858,"['health care quality ', ' health care service utilization ', ' racial /ethnic difference ', ' health services research tag ', ' ']",AHRQ,UNIVERSITY OF CALIFORNIA LOS ANGELES,P01,2000,334645,0.07028693424962369
"NATIONAL LATINO AND ASIAN AMERICAN STUDY DESCRIPTION (Adapted from Applicant's Abstract): As the profile of the U.S.          population dramatically changes, new data are necessary to support policy            decisions. Monitoring the mental health status of ethnic and racial minorities       is essential if actions to mitigate ethnic/racial disparities in health and          health care use are to be based on empirical findings. The lack of quality data      for Latinos and Asian Americans make it difficult to develop coherent public         policies needed to develop prevention and treatment programs appropriate for         these populations. The proposed research, the National Latino and Asian              American Study (NLAAS), aims to provide national information on the                  similarities and differences in mental illness and service use of Latinos and        Asian Americans, as compared to non-Latino whites and African Americans. The         NLAAS would be the most comprehensive study of Latinos and Asian Americans ever      conducted using up-to-date scientific strategies in the design, sampling             procedures, psychiatric assessments, and analytic techniques. The NLAAS              proposes to: (a) estimate the lifetime and 12 month prevalence of psychiatric        disorders and the rates of mental health services use for Latino and Asian           American populations; (b) estimate the association of social position,               environmental context, and psychosocial factors with mental disorders and            service use among Latinos and Asian Americans; and (c) compare the rates of          psychiatric disorders and utilization of mental health services of Latinos and       Asian Americans with national representative samples of non-Latino whites (from      the National Survey of Health and Stress; NSHS-R) and African Americans (from        the National Survey of African Americans; NSAA). To meet the aims, the               investigators will interview 4,000 Latino (Puerto Ricans, Mexican Americans,         Cubans, and Other Latinos) and 4,000 Asian American respondents (Chinese,           Vietnamese, Filipinos, and Other Asians) across the U.S. Data collection will        take place at the same time as the National Survey of Health and Stress              Replication and the National Survey of African Americans during the spring of        2001. Accordingly, we expect to be able to provide important baseline data for       Latinos and Asians that will be useful for examining whether the U.S. has            diminished mental health disparities by the year 2010 (Healthy People 2010).         ",NATIONAL LATINO AND ASIAN AMERICAN STUDY,6312243,U01MH062207,"['cooperative study ', ' health care service utilization ', ' human subject ', ' interview ', ' mental health epidemiology ', ' mental health service ', ' health survey ', ' psychometrics ', ' Asian American ', ' Hispanic American ', ' racial /ethnic difference ', ' health care policy ', ' clinical research ', ' behavioral /social science research tag ', ' health services research tag ', ' medically underserved population ', ' ']",NIMH,INDIANA UNIVERSITY BLOOMINGTON,U01,2000,3327991,0.06787674394317798
"NATIONAL LATINO AND ASIAN AMERICAN STUDY DESCRIPTION (Adapted from Applicant's Abstract): As the profile of the U.S.          population dramatically changes, new data are necessary to support policy            decisions. Monitoring the mental health status of ethnic and racial minorities       is essential if actions to mitigate ethnic/racial disparities in health and          health care use are to be based on empirical findings. The lack of quality data      for Latinos and Asian Americans make it difficult to develop coherent public         policies needed to develop prevention and treatment programs appropriate for         these populations. The proposed research, the National Latino and Asian              American Study (NLAAS), aims to provide national information on the                  similarities and differences in mental illness and service use of Latinos and        Asian Americans, as compared to non-Latino whites and African Americans. The         NLAAS would be the most comprehensive study of Latinos and Asian Americans ever      conducted using up-to-date scientific strategies in the design, sampling             procedures, psychiatric assessments, and analytic techniques. The NLAAS              proposes to: (a) estimate the lifetime and 12 month prevalence of psychiatric        disorders and the rates of mental health services use for Latino and Asian           American populations; (b) estimate the association of social position,               environmental context, and psychosocial factors with mental disorders and            service use among Latinos and Asian Americans; and (c) compare the rates of          psychiatric disorders and utilization of mental health services of Latinos and       Asian Americans with national representative samples of non-Latino whites (from      the National Survey of Health and Stress; NSHS-R) and African Americans (from        the National Survey of African Americans; NSAA). To meet the aims, the               investigators will interview 4,000 Latino (Puerto Ricans, Mexican Americans,         Cubans, and Other Latinos) and 4,000 Asian American respondents (Chinese,           Vietnamese, Filipinos, and Other Asians) across the U.S. Data collection will        take place at the same time as the National Survey of Health and Stress              Replication and the National Survey of African Americans during the spring of        2001. Accordingly, we expect to be able to provide important baseline data for       Latinos and Asians that will be useful for examining whether the U.S. has            diminished mental health disparities by the year 2010 (Healthy People 2010).         ",NATIONAL LATINO AND ASIAN AMERICAN STUDY,6611878,U01MH062207,"['cooperative study ', ' health care service utilization ', ' human subject ', ' interview ', ' mental health epidemiology ', ' mental health service ', ' health survey ', ' psychometrics ', ' Asian American ', ' Hispanic American ', ' racial /ethnic difference ', ' health care policy ', ' clinical research ', ' behavioral /social science research tag ', ' health services research tag ', ' medically underserved population ', ' ']",NIMH,UNIVERSITY OF WASHINGTON,U01,2001,2287790,0.06787674394317798
"NATIONAL LATINO AND ASIAN AMERICAN STUDY DESCRIPTION (Adapted from Applicant's Abstract): As the profile of the U.S.          population dramatically changes, new data are necessary to support policy            decisions. Monitoring the mental health status of ethnic and racial minorities       is essential if actions to mitigate ethnic/racial disparities in health and          health care use are to be based on empirical findings. The lack of quality data      for Latinos and Asian Americans make it difficult to develop coherent public         policies needed to develop prevention and treatment programs appropriate for         these populations. The proposed research, the National Latino and Asian              American Study (NLAAS), aims to provide national information on the                  similarities and differences in mental illness and service use of Latinos and        Asian Americans, as compared to non-Latino whites and African Americans. The         NLAAS would be the most comprehensive study of Latinos and Asian Americans ever      conducted using up-to-date scientific strategies in the design, sampling             procedures, psychiatric assessments, and analytic techniques. The NLAAS              proposes to: (a) estimate the lifetime and 12 month prevalence of psychiatric        disorders and the rates of mental health services use for Latino and Asian           American populations; (b) estimate the association of social position,               environmental context, and psychosocial factors with mental disorders and            service use among Latinos and Asian Americans; and (c) compare the rates of          psychiatric disorders and utilization of mental health services of Latinos and       Asian Americans with national representative samples of non-Latino whites (from      the National Survey of Health and Stress; NSHS-R) and African Americans (from        the National Survey of African Americans; NSAA). To meet the aims, the               investigators will interview 4,000 Latino (Puerto Ricans, Mexican Americans,         Cubans, and Other Latinos) and 4,000 Asian American respondents (Chinese,           Vietnamese, Filipinos, and Other Asians) across the U.S. Data collection will        take place at the same time as the National Survey of Health and Stress              Replication and the National Survey of African Americans during the spring of        2001. Accordingly, we expect to be able to provide important baseline data for       Latinos and Asians that will be useful for examining whether the U.S. has            diminished mental health disparities by the year 2010 (Healthy People 2010).         ",NATIONAL LATINO AND ASIAN AMERICAN STUDY,6392883,U01MH062207,"['cooperative study ', ' health care service utilization ', ' human subject ', ' interview ', ' mental health epidemiology ', ' mental health service ', ' health survey ', ' psychometrics ', ' Asian American ', ' Hispanic American ', ' racial /ethnic difference ', ' health care policy ', ' clinical research ', ' behavioral /social science research tag ', ' health services research tag ', ' medically underserved population ', ' ']",NIMH,INDIANA UNIVERSITY BLOOMINGTON,U01,2001,2999412,0.06787674394317798
"UCLA/DREW/RAND PROGRAM TO ADDRESS DISPARITIES IN HEALTH To address disparities in health it is necessary to understand the factors that influence health care use and behavior, as well as health behaviors that occur in the context of receiving medical care. The UCLA/DREW/RAND Program to Address Disparities in Health tests an integrated model (based on the Anderson, Donabledean and Wagner models) to identify the most salient factors responsible for disparities and tests randomized interventions that address them.      Hypothesis to be tested focus upon aspects of this model. The Program focuses on the urgent need to improve the health outcomes of Blacks and Latinos in urban areas. The program includes 6 projects. Project 1 uses national data to assess the extent to which black/white infant mortality differences reflect differences in quality of neonatal intensive care. Project 2 uses 4 large data sets to determine the factors related to differential use of clinical preventive services by race and ethnicity and the extent to which certain factors differentially affect racial/ethnic groups. Project 3 studies the extent to which missed opportunities for diagnosis and differential treatment of the diagnosis are responsible for later stage at diagnosis and higher mortality from colon cancer among blacks, using a population based sample. Project 4 develops culturally appropriate tools for measuring quality of and satisfaction with care in a safety net population, and uses these tools to examines in this population. Project 5 evaluates the effectiveness of intervention to improve outcomes among Latino diabetics by improving their self-care. Project 6 studies the effectiveness of intervention to improve outcomes of blacks and Latinos with HIV disease through enhanced case management and adherence training. The four non-intervention projects will be used as the basis for subsequent development of additional intervention studies. Four cores (Administrative, Social Science, Data and Statistical Analysis, and Translation-Dissemination-Cultural Adaptation) will support the research effort. A major objective of the Program is to increase capacity for health services research on disparities among minority institution, which is one of the key partners in the Program Project. Subsequent resources have been allocated to developing Stakeholder-Investigator Partnerships to ensure maximal community input into the research as well as effective dissemination and translation of the findings into practice.  ",UCLA/DREW/RAND PROGRAM TO ADDRESS DISPARITIES IN HEALTH,6391160,P01HS010858,"['health care quality ', ' health care service utilization ', ' racial /ethnic difference ', ' health services research tag ', ' ']",AHRQ,UNIVERSITY OF CALIFORNIA LOS ANGELES,P01,2001,474261,0.07028693424962369
"ARTHRITIS AMONG LATINOS:  A STUDY BASED ON NATIONAL DATA The broad aim of this study is to assist in uncovering factors underlying the observed differences between Latinos (Hispanics) and non-Latinos in the prevalence rate of arthritis and associated levels of disability.  This information can ultimately guide policy and intervention programs to reduce physical disability and promote health in this population.  According to recent national data, Latinos arthritis have a higher arthritis prevalence rate, but among those with arthritis, more Latinos than non-Latino whites report activity limitations (CDC, 1996a). Reasons for these differences are unknown, but may include disparities in sociodemographic factors, access to health care, and acculturation factors.  Therefore, the aims of the proposed study are to: (1) examine whether socioeconomic factors (e.g., income, education) and health insurance coverage account for differences in the prevalence of arthritis among Latinos and non-Latino whites, (2) document levels of disability, both in activities of daily living and inability to work, among Latinos and non-Latino whites with arthritis, and identify sociodemographic (e.g., income, education, type of occupation) and health care factors (e.g., lack of health insurance, quality of health care) that predict disability in the different groups; and examine whether health care factors explain the differences in disability levels of Latinos vs. non-Latino whites after controlling for sociodemographic variables, (3) examine the effects of nativity status (U.S. vs. foreign-born) and length of time in the U.S. (acculturation) on arthritis prevalence and disability. These issues will be examined using data from the National Health Interview Survey (NHIS) on Disability, Phase I: Person and Condition Data, 1994.  The proposed study will control for age and SES differences between the various ethnic groups, and conduct detailed analyses by Latino groups.  This study will, therefore, contribute to a systematic program of research attempting to understand arthritis prevalence and disability among under-studied populations.  ",ARTHRITIS AMONG LATINOS:  A STUDY BASED ON NATIONAL DATA,6375312,R03AR046858,"['disabling disease ', ' health care service availability ', ' occupation ', ' epidemiology ', ' arthritis ', ' Hispanic American ', ' racial /ethnic difference ', ' socioeconomics ', ' culture ', ' functional ability ', ' human data ', ' clinical research ', ' behavioral /social science research tag ', ' health services research tag ', ' ']",NIAMS,COLUMBIA UNIVERSITY HEALTH SCIENCES,R03,2001,80315,0.13534825998082486
"UCLA/DREW/RAND PROGRAM TO ADDRESS DISPARITIES IN HEALTH To address disparities in health it is necessary to understand the factors that influence health care use and behavior, as well as health behaviors that occur in the context of receiving medical care. The UCLA/DREW/RAND Program to Address Disparities in Health tests an integrated model (based on the Anderson, Donabledean and Wagner models) to identify the most salient factors responsible for disparities and tests randomized interventions that address them.      Hypothesis to be tested focus upon aspects of this model. The Program focuses on the urgent need to improve the health outcomes of Blacks and Latinos in urban areas. The program includes 6 projects. Project 1 uses national data to assess the extent to which black/white infant mortality differences reflect differences in quality of neonatal intensive care. Project 2 uses 4 large data sets to determine the factors related to differential use of clinical preventive services by race and ethnicity and the extent to which certain factors differentially affect racial/ethnic groups. Project 3 studies the extent to which missed opportunities for diagnosis and differential treatment of the diagnosis are responsible for later stage at diagnosis and higher mortality from colon cancer among blacks, using a population based sample. Project 4 develops culturally appropriate tools for measuring quality of and satisfaction with care in a safety net population, and uses these tools to examines in this population. Project 5 evaluates the effectiveness of intervention to improve outcomes among Latino diabetics by improving their self-care. Project 6 studies the effectiveness of intervention to improve outcomes of blacks and Latinos with HIV disease through enhanced case management and adherence training. The four non-intervention projects will be used as the basis for subsequent development of additional intervention studies. Four cores (Administrative, Social Science, Data and Statistical Analysis, and Translation-Dissemination-Cultural Adaptation) will support the research effort. A major objective of the Program is to increase capacity for health services research on disparities among minority institution, which is one of the key partners in the Program Project. Subsequent resources have been allocated to developing Stakeholder-Investigator Partnerships to ensure maximal community input into the research as well as effective dissemination and translation of the findings into practice.  ",UCLA/DREW/RAND PROGRAM TO ADDRESS DISPARITIES IN HEALTH,6528230,P01HS010858,"['health care quality ', ' health care service utilization ', ' racial /ethnic difference ', ' health services research tag ', ' ']",AHRQ,UNIVERSITY OF CALIFORNIA LOS ANGELES,P01,2002,366406,0.07028693424962369
