text,title,id,project_number,terms,administration,organization,mechanism,year,funding,score
"Race/Ethnicity and the Process of Smoking Cessation Smoking is the leading cause of preventable death and disability in the United States and African Americans (AA) bear a disproportionate burden of the health consequences of smoking. Compared to white smokers, AA smokers have a higher incidence and death rate for cancers of the oral cavity and pharynx, esophagus, cervix, larynx, stomach, pancreas, and lung.  The death rate from cerebrovascular disease is approximately twice as high among AAs compared to whites and the 1998 Surgeon General's Report concluded that ""cigarette smoking among AAs clearly appears to have a significant role in elevating the risks of stroke in this population.""  Because of the health disparities attributable to smoking, smoking cessation among AAs has been identified as a national health priority.  However, a recent review concluded that the efficacy of current recommended treatment approaches among AA smokers is unclear.  Moreover, the search for effective methods to reduce tobacco use in AAs is hampered by the paucity of research among AAs on the mechanisms underlying smoking cessation and relapse.  That is, the vast majority of data on the process of smoking cessation has been garnered by studying predominantly white samples and ""little is known about the psychosocial factors that influence cigarette smoking cessation among members of racial/ethnic groups"" (USDHHS, 1998).  The proposed project consists of a longitudinal cohort study designed to examine race/ethnicity differences in the process of smoking cessation and relapse among 300 AA and white smokers. Participants will be followed from 2 weeks prior to their quit date through 26 weeks postcessation.  Participants 1 will be assessed for 6 contiguous weeks (2 weeks precessation through 4 weeks postcessation) using state-of-the-science ecological momentary assessment procedures.  All participants will receive smoking cessation treatment consisting of nicotine patch therapy, self-help materials, and 5 telephone counseling sessions based on the Treating Tobacco Use and Dependence Clinical Practice Guideline.  ",Race/Ethnicity and the Process of Smoking Cessation,6447277,R01DA014818,"['telemedicine ', ' relapse /recurrence ', ' drug abuse therapy ', ' drug abuse chemotherapy ', ' tobacco abuse ', ' medical outreach /case finding ', ' human subject ', ' telecommunication ', ' questionnaire ', ' data collection methodology /evaluation ', ' longitudinal human study ', ' motivation ', ' social psychology ', ' African American ', ' caucasian American ', ' racial /ethnic difference ', ' self help ', ' counseling ', ' smoking cessation ', ' smoking ', ' clinical research ', ' behavioral /social science research tag ', ' nicotine replacement ', ' substance abuse epidemiology ', ' behavior therapy ', ' ']",NIDA,UNIVERSITY OF TX MD ANDERSON CAN CTR,R01,2001,375000,0.20863481972639827
"Race/Ethnicity and the Process of Smoking Cessation Smoking is the leading cause of preventable death and disability in the United States and African Americans (AA) bear a disproportionate burden of the health consequences of smoking. Compared to white smokers, AA smokers have a higher incidence and death rate for cancers of the oral cavity and pharynx, esophagus, cervix, larynx, stomach, pancreas, and lung.  The death rate from cerebrovascular disease is approximately twice as high among AAs compared to whites and the 1998 Surgeon General's Report concluded that ""cigarette smoking among AAs clearly appears to have a significant role in elevating the risks of stroke in this population.""  Because of the health disparities attributable to smoking, smoking cessation among AAs has been identified as a national health priority.  However, a recent review concluded that the efficacy of current recommended treatment approaches among AA smokers is unclear.  Moreover, the search for effective methods to reduce tobacco use in AAs is hampered by the paucity of research among AAs on the mechanisms underlying smoking cessation and relapse.  That is, the vast majority of data on the process of smoking cessation has been garnered by studying predominantly white samples and ""little is known about the psychosocial factors that influence cigarette smoking cessation among members of racial/ethnic groups"" (USDHHS, 1998).  The proposed project consists of a longitudinal cohort study designed to examine race/ethnicity differences in the process of smoking cessation and relapse among 300 AA and white smokers. Participants will be followed from 2 weeks prior to their quit date through 26 weeks postcessation.  Participants 1 will be assessed for 6 contiguous weeks (2 weeks precessation through 4 weeks postcessation) using state-of-the-science ecological momentary assessment procedures.  All participants will receive smoking cessation treatment consisting of nicotine patch therapy, self-help materials, and 5 telephone counseling sessions based on the Treating Tobacco Use and Dependence Clinical Practice Guideline.  ",Race/Ethnicity and the Process of Smoking Cessation,6523595,R01DA014818,"['telemedicine ', ' relapse /recurrence ', ' drug abuse therapy ', ' drug abuse chemotherapy ', ' tobacco abuse ', ' medical outreach /case finding ', ' human subject ', ' telecommunication ', ' questionnaire ', ' data collection methodology /evaluation ', ' longitudinal human study ', ' motivation ', ' social psychology ', ' African American ', ' caucasian American ', ' racial /ethnic difference ', ' self help ', ' counseling ', ' smoking cessation ', ' smoking ', ' clinical research ', ' behavioral /social science research tag ', ' nicotine replacement ', ' substance abuse epidemiology ', ' behavior therapy ', ' ']",NIDA,UNIVERSITY OF TX MD ANDERSON CAN CTR,R01,2002,373661,0.20863481972639827
"Race/Ethnicity and the Process of Smoking Cessation Smoking is the leading cause of preventable death and disability in the United States and African Americans (AA) bear a disproportionate burden of the health consequences of smoking. Compared to white smokers, AA smokers have a higher incidence and death rate for cancers of the oral cavity and pharynx, esophagus, cervix, larynx, stomach, pancreas, and lung.  The death rate from cerebrovascular disease is approximately twice as high among AAs compared to whites and the 1998 Surgeon General's Report concluded that ""cigarette smoking among AAs clearly appears to have a significant role in elevating the risks of stroke in this population.""  Because of the health disparities attributable to smoking, smoking cessation among AAs has been identified as a national health priority.  However, a recent review concluded that the efficacy of current recommended treatment approaches among AA smokers is unclear.  Moreover, the search for effective methods to reduce tobacco use in AAs is hampered by the paucity of research among AAs on the mechanisms underlying smoking cessation and relapse.  That is, the vast majority of data on the process of smoking cessation has been garnered by studying predominantly white samples and ""little is known about the psychosocial factors that influence cigarette smoking cessation among members of racial/ethnic groups"" (USDHHS, 1998).  The proposed project consists of a longitudinal cohort study designed to examine race/ethnicity differences in the process of smoking cessation and relapse among 300 AA and white smokers. Participants will be followed from 2 weeks prior to their quit date through 26 weeks postcessation.  Participants 1 will be assessed for 6 contiguous weeks (2 weeks precessation through 4 weeks postcessation) using state-of-the-science ecological momentary assessment procedures.  All participants will receive smoking cessation treatment consisting of nicotine patch therapy, self-help materials, and 5 telephone counseling sessions based on the Treating Tobacco Use and Dependence Clinical Practice Guideline.  ",Race/Ethnicity and the Process of Smoking Cessation,6664852,R01DA014818,"['telemedicine ', ' relapse /recurrence ', ' drug abuse therapy ', ' drug abuse chemotherapy ', ' tobacco abuse ', ' medical outreach /case finding ', ' human subject ', ' telecommunication ', ' questionnaire ', ' data collection methodology /evaluation ', ' longitudinal human study ', ' motivation ', ' social psychology ', ' African American ', ' caucasian American ', ' racial /ethnic difference ', ' self help ', ' counseling ', ' smoking cessation ', ' smoking ', ' clinical research ', ' behavioral /social science research tag ', ' nicotine replacement ', ' substance abuse epidemiology ', ' behavior therapy ', ' ']",NIDA,UNIVERSITY OF TX MD ANDERSON CAN CTR,R01,2002,84375,0.20863481972639827
"Sister to Sister:Helping Low-Income Women Quit Smoking DESCRIPTION (provided by applicant): Tobacco use is strongly linked to coronary heart disease (CHD), the leading cause of death in women. African American women of lower socioeconomic status are known to have high smoking rates, disparities in smoking related diseases, and difficulty with cessation. Despite these inequities, sparse data exist describing effective interventions targeted to this population. Although not evaluated in African American women, research supports that intensive group tobacco cessation interventions produce the highest quit rates (24 - 48 percent) over self help (7 - 11 percent) and brief interventions (13 - 16 percent) with other populations. Social support and informal extended kin network, particularly with lay health advisors (LHA), are beneficial in targeted behavioral interventions to African American women for other risk reduction measures such as breast cancer screening; however this approach has not been effectively evaluated with tobacco cessation. With further exploration and knowledge, the investigator's goal is to develop and implement a nurse/LHA-managed smoking cessation intervention tentatively entitled, Sister To Sister: Helping Low-Income Women Quit Smoking. The proposed intervention will target mediating variables of social support, self-efficacy, and adaptive coping mechanisms utilizing an intensive group intervention managed by a nurse and LHA. A community advisory group consisting of informal and formal community leaders will be formed to assist with the recruitment and retention of LHAs. Community partnership(s) with businesses, health agencies, churches, and other organizations will provide a representative to the advisory group and resources such as physical space and incentives for LHA. A mid-range theory of self care behaviors in low-income African American women will be developed to provide a framework the study, and Prochaska's Transtheoretical Model of Change will be used to guide the development and implementation of the nurse/LHA intervention. ",Sister to Sister:Helping Low-Income Women Quit Smoking,6486381,F31NR008065,"['tobacco abuse ', ' self care ', ' community health service ', ' human subject ', ' data collection methodology /evaluation ', ' nurse ', ' longitudinal human study ', ' coping ', ' psychotherapy ', ' female ', ' African American ', ' social support network ', ' low income ', ' religion ', ' human therapy evaluation ', ' smoking cessation ', ' clinical research ', ' behavioral /social science research tag ', ' ']",NINR,UNIVERSITY OF SOUTH CAROLINA AT COLUMBIA,F31,2002,29192,0.17568589294044068
"Cultural Proficient Smoking & Weight Control Treatment DESCRIPTION (provided by applicant):  Lisa Johnsen, Ph.D. is a post-doctoral fellow at Northwestern University Medical School (NUMS) who is interested in the relationships between smoking, obesity, weight concerns, and exercise in ethnic minorities.  Dr. Johnsen's immediate goals are to obtain knowledge, skills, and experiences in community-based smoking cessation, nutrition, weight concerns, and physical activity interventions for African Americans (A-A's).  Her long-term career goal is to develop culturally proficient interventions to decrease rates of smoking, obesity, and physical inactivity in ethnic minorities.  The career development plan consists of coursework, conferences/seminars, and mentorship in cultural proficiency; grant writing; cancer; methodology/statistics; smoking; nutrition; and exercise, with the overall goal of preparing her to become a culturally proficient health disparities researcher in cancer prevention and control.  The primary mentor is Marian Fitzgibbon, Ph.D. (psychologist), who specializes in behavioral risk reduction interventions in minorities at NUMS.  The co-mentors are Jasjit Ahluwalia, M.D., M.P.H. (physician/public health expert) who has extensive research and clinical experience with smoking cessation in A-A's; Ken Resnicow, Ph.D. (psychologist) who has expertise in conducting smoking and dietary interventions with A-A's using Motivational Interviewing; Elaine Prewitt, Dr.P.H., R.D. (doctor of public health) who specializes in dietary assessments and interventions for A-A's; and James Rimmer, Ph.D. (exercise physiologist) who has expertise in exercise interventions with A-A's and obese individuals.  Mentors will advise Dr. Johnsen in developing as an independent and culturally proficient health disparities researcher, in obtaining a faculty position, and in conducting the proposed study.  The Psychiatry Department and Lurie Cancer Center are committed to the time and resources required to assure the success of Dr. Johnsen's development into an independent researcher.  Research: During Phases 1 and 2, Dr. Johnsen will explore the feasibility (Aim 1) and estimate the effectiveness (Aim 2) of a community-based, culturally proficient smoking cessation and weight control treatment for weight concerned A-A female smokers.  Additional aims include estimating the effectiveness of the intervention in increasing healthy eating and physical activity, and decreasing weight concerns (Aim3); and developing/adapting measures to be culturally proficient (Aim 4). ",Cultural Proficient Smoking & Weight Control Treatment,6569905,K01CA098753,"['obesity ', ' weight control ', ' tobacco abuse ', ' exercise ', ' human subject ', ' cancer prevention ', ' diet ', ' nutrition related tag ', ' longitudinal human study ', ' nicotine ', ' female ', ' African American ', ' low income ', ' culture ', ' human therapy evaluation ', ' cognitive behavior therapy ', ' smoking cessation ', ' smoking ', ' clinical research ', ' behavioral /social science research tag ', ' medically underserved population ', ' patient oriented research ', ' health disparity ', ' ']",NCI,UNIVERSITY OF HAWAII AT MANOA,K01,2003,125094,0.1839993062100773
"Transitions in Smoking Among Adolescent Minority Girls DESCRIPTION (provided by applicant):    Although adolescent smoking has been a major national concern for many years, there is still relatively little known about its etiology among girls, particularly among young minority girls. While historically smoking rates were greater among males, gender differences in smoking are now virtually non-existent. Studies have demonstrated that at the same level of use, females are more likely to become dependent upon tobacco and are more likely to suffer from a variety of cancers than males, including a greater susceptibility to higher fatality forms of lung cancer. Minority women in particular appear to be at increased risk of developing smoking-related diseases. Therefore, although minority girls demonstrate the lowest rates of smoking during adolescence they may in fact be at highest risk for future smoking and for smoking-related problems. The current project would address existing gaps in the literature in a cost-effective manner through secondary analysis of largely minority, inner-city girls who participated in one of two school-based drug and violence prevention trial (N = 1,138 and N = 1,337). The primary goals of the proposed research are to improve our understanding of how smoking develops among urban minority girls and to examine transitional patterns of smoking behaviors among this population from middle school through high school. Secondary aims of the study are to investigate individual characteristics (i.e., household structure, religiosity, SES, pubertal timing) as potential moderators of the relationship between hypothesized risk factors and smoking as well as to examine relationships between smoking trajectories and indicators of health and well-being among this population. Finally, this study will compare and contrast smoking trajectories by racial/ethnic subgroups as well as examine potential cohort effects. The proposed study represents an important next step in the field of smoking etiology since it examines developmental transitions in smoking behaviors among a severely under-represented population (urban, minority adolescent girls) using state-of-the-art data analytic techniques. Findings from the proposed study will not only advance our understanding of smoking behaviors and transitions among minority girls, but will ultimately help develop and refine prevention efforts for this population and thereby decrease existing gender and racial/ethnic health disparities in the consequences of smoking. ",Transitions in Smoking Among Adolescent Minority Girls,6743575,R03CA105998,"['human puberty ', ' adolescence (12-20) ', ' computer data analysis ', ' disease /disorder proneness /risk ', ' tobacco abuse ', ' secondary school ', ' family structure /dynamics ', ' longitudinal human study ', ' identity ', ' academic achievement ', ' self concept ', ' peer group ', ' female ', ' racial /ethnic difference ', ' socialization ', ' socioeconomics ', ' urban poverty area ', ' religion ', ' quality of life ', ' human data ', ' smoking ', ' clinical research ', ' behavioral /social science research tag ', ' substance abuse epidemiology ', ' substance abuse related behavior ', ' ']",NCI,WEILL MEDICAL COLL OF CORNELL UNIV,R03,2003,84000,0.1380070164005639
"Sister to Sister:Helping Low-Income Women Quit Smoking DESCRIPTION (provided by applicant): Tobacco use is strongly linked to coronary heart disease (CHD), the leading cause of death in women. African American women of lower socioeconomic status are known to have high smoking rates, disparities in smoking related diseases, and difficulty with cessation. Despite these inequities, sparse data exist describing effective interventions targeted to this population. Although not evaluated in African American women, research supports that intensive group tobacco cessation interventions produce the highest quit rates (24 - 48 percent) over self help (7 - 11 percent) and brief interventions (13 - 16 percent) with other populations. Social support and informal extended kin network, particularly with lay health advisors (LHA), are beneficial in targeted behavioral interventions to African American women for other risk reduction measures such as breast cancer screening; however this approach has not been effectively evaluated with tobacco cessation. With further exploration and knowledge, the investigator's goal is to develop and implement a nurse/LHA-managed smoking cessation intervention tentatively entitled, Sister To Sister: Helping Low-Income Women Quit Smoking. The proposed intervention will target mediating variables of social support, self-efficacy, and adaptive coping mechanisms utilizing an intensive group intervention managed by a nurse and LHA. A community advisory group consisting of informal and formal community leaders will be formed to assist with the recruitment and retention of LHAs. Community partnership(s) with businesses, health agencies, churches, and other organizations will provide a representative to the advisory group and resources such as physical space and incentives for LHA. A mid-range theory of self care behaviors in low-income African American women will be developed to provide a framework the study, and Prochaska's Transtheoretical Model of Change will be used to guide the development and implementation of the nurse/LHA intervention. ",Sister to Sister:Helping Low-Income Women Quit Smoking,6626092,F31NR008065,"['tobacco abuse ', ' self care ', ' community health service ', ' human subject ', ' data collection methodology /evaluation ', ' nurse ', ' longitudinal human study ', ' coping ', ' psychotherapy ', ' female ', ' African American ', ' social support network ', ' low income ', ' religion ', ' human therapy evaluation ', ' smoking cessation ', ' clinical research ', ' behavioral /social science research tag ', ' ']",NINR,UNIVERSITY OF SOUTH CAROLINA AT COLUMBIA,F31,2003,31004,0.17568589294044068
"Intention to Quit Smoking Among Smokers    DESCRIPTION (provided by applicant):  One of Healthy People 2010's (USDHHS, 2000) overarching health priorities includes eliminating health disparities among segments of the population, including disparities related to sexual orientation. Lesbians, gay men, bisexuals, and transgender persons comprise a sexual orientation and gender identity minority known collectively as the LGBT community, or LGBT persons. Evidence strongly suggests that smoking prevalence is greater among lesbian, gay, and bisexual persons when compared to the general population. Smoking prevalence estimates are not available for transgender persons, but they share characteristics associated with higher smoking prevalence in the general population--lower socioeconomic status, high rates of depression, and high prevalence of substance abuse. High rates of smoking and the concentration of other health behaviors associated with greater cancer risk suggest that LGBT persons are at increased risk for certain cancers. The role of social-cognitive variables in understanding smoking, motivation to quit, and cessation is well-described for the general population and many special populations, but similar data are lacking for LGBT persons. Given the higher prevalence of smoking and the stigmatized social status of LGBT persons, it is likely that unique social-cognitive and contextual factors exist that are important in understanding their motivation to quit smoking and smoking patterns. Guided by the Theory of Planned Behavior and using qualitative interview and quantitative methodologies, this study will explore attitudes about quitting smoking, subjective norms (perceived social norms) for quitting, perceived behavioral control (self-efficacy) regarding quitting, and behavioral intention to quit among LGBT persons. In addition to theory-driven constructs, potentially important, LGBT-culture specific variables will be examined for their additive contribution to the variance in intention to quit smoking. Further, we will determine LGBT persons' preferences for delivery, format and provider characteristics in designing future smoking cessation interventions. If effective smoking cessation interventions are to be developed to address high smoking rates in the LGBT community, then culturally specific smoking cessation interventions should be informed by theory-driven research that supports targeting LGBT-specific factors, as well as those of general import, that are amenable to change. This application represents the beginning step toward developing a cancer control and prevention research program targeted to the LGBT community that has as its starting point a focus on tobacco control and prevention.         ",Intention to Quit Smoking Among Smokers,6695552,R03CA103485,"['tobacco abuse ', ' human subject ', ' interview ', ' cancer risk ', ' health behavior ', ' attitude ', ' homosexual ', ' depression ', ' motivation ', ' socioeconomics ', ' smoking cessation ', ' bisexual ', ' smoking ', ' clinical research ', ' behavioral /social science research tag ', ' substance abuse epidemiology ', ' health disparity ', ' ']",NCI,SLOAN-KETTERING INST CAN RESEARCH,R03,2003,83950,0.23793245222511633
"Race/Ethnicity and the Process of Smoking Cessation Smoking is the leading cause of preventable death and disability in the United States and African Americans (AA) bear a disproportionate burden of the health consequences of smoking. Compared to white smokers, AA smokers have a higher incidence and death rate for cancers of the oral cavity and pharynx, esophagus, cervix, larynx, stomach, pancreas, and lung.  The death rate from cerebrovascular disease is approximately twice as high among AAs compared to whites and the 1998 Surgeon General's Report concluded that ""cigarette smoking among AAs clearly appears to have a significant role in elevating the risks of stroke in this population.""  Because of the health disparities attributable to smoking, smoking cessation among AAs has been identified as a national health priority.  However, a recent review concluded that the efficacy of current recommended treatment approaches among AA smokers is unclear.  Moreover, the search for effective methods to reduce tobacco use in AAs is hampered by the paucity of research among AAs on the mechanisms underlying smoking cessation and relapse.  That is, the vast majority of data on the process of smoking cessation has been garnered by studying predominantly white samples and ""little is known about the psychosocial factors that influence cigarette smoking cessation among members of racial/ethnic groups"" (USDHHS, 1998).  The proposed project consists of a longitudinal cohort study designed to examine race/ethnicity differences in the process of smoking cessation and relapse among 300 AA and white smokers. Participants will be followed from 2 weeks prior to their quit date through 26 weeks postcessation.  Participants 1 will be assessed for 6 contiguous weeks (2 weeks precessation through 4 weeks postcessation) using state-of-the-science ecological momentary assessment procedures.  All participants will receive smoking cessation treatment consisting of nicotine patch therapy, self-help materials, and 5 telephone counseling sessions based on the Treating Tobacco Use and Dependence Clinical Practice Guideline.  ",Race/Ethnicity and the Process of Smoking Cessation,6649680,R01DA014818,"['telemedicine ', ' relapse /recurrence ', ' drug abuse therapy ', ' drug abuse chemotherapy ', ' tobacco abuse ', ' medical outreach /case finding ', ' human subject ', ' telecommunication ', ' questionnaire ', ' data collection methodology /evaluation ', ' longitudinal human study ', ' motivation ', ' social psychology ', ' African American ', ' caucasian American ', ' racial /ethnic difference ', ' self help ', ' counseling ', ' smoking cessation ', ' smoking ', ' clinical research ', ' behavioral /social science research tag ', ' nicotine replacement ', ' substance abuse epidemiology ', ' behavior therapy ', ' ']",NIDA,UNIVERSITY OF TX MD ANDERSON CAN CTR,R01,2003,447999,0.20863481972639827
"Smokers' Quitline for Asian Language Speakers DESCRIPTION (provided by applicant): This study is motivated by the serious public health problems caused by smoking and by the paucity of evidence-based cessation service for smokers of ethnic minority backgrounds. The study tests the effects of telephone counseling for smokers from three Asian language-speaking groups: Chinese, Korean, and Vietnamese. Asian Americans are among the least studied groups in smoking research, which has created a knowledge gap in understanding their behavior and in developing methods to help them quit. No efficacy data have been reported for telephone counseling of smokers who prefer to use Asian languages, although telephone intervention holds promise for these groups because of its convenience and its potential to reach large number of smokers.  The specific aims are to: (1) test the efficacy of a culturally sensitive counseling protocol for smokers calling the California Smokers' Helpline on its Chinese, Korean, and Vietnamese lines, (2) examine whether intervention effects are moderated by acculturation, (3) examine whether intervention effects vary by cognitive and behavioral predictors of cessation success, (4) examine whether family involvement plays a role in quitting success, and (5) assess differences in counseling effect across the three ethnic groups.  In this two-arm design subjects are stratified by language (Chinese, Korean, and Vietnamese) and gender and randomized to telephone counseling or self-help materials, which serves as the control. Subjects (N=2,100) will provide baseline information on demographics, smoking behavior, quitting history, and other psychosocial variables. Independent evaluations at 4, 7, and 13 months after intake will determine whether subjects made a quit attempt and how successful they were at remaining abstinent. This rich data set will also be used to analyze whether acculturation, family involvement, and baseline behavioral and cognitive variables modify the intervention effect.  The proposed study is significant in several ways. First, it will provide timely information on a cessation approach for a traditionally under-served population (Asian language speakers). Second, if proven successful, telephone counseling can be widely applied because of the proliferation of quitlines with centralized services in recent years. Third, by targeting Asian language speakers this study addresses the issue of ethnic disparities, which has been identified by many (including the NCI Bypass Budget) as a research priority. ",Smokers' Quitline for Asian Language Speakers,6824521,R01CA104573,"['telemedicine ', ' drug addiction ', ' family ', ' health care service evaluation ', ' human subject ', ' nonEnglish language ', ' interview ', ' motivation ', ' nicotine ', ' Asian American ', ' racial /ethnic difference ', ' self help ', ' social support network ', ' culture ', ' human therapy evaluation ', ' cognitive behavior therapy ', ' counseling ', ' smoking cessation ', ' clinical research ', ' behavioral /social science research tag ', ' health services research tag ', ' drug /alcohol abstinence ', ' medically underserved population ', ' patient oriented research ', ' health disparity ', ' ']",NCI,"UNIVERSITY OF CALIFORNIA, SAN DIEGO",R01,2004,507200,0.116782446445401
