text,title,id,project_number,terms,administration,organization,mechanism,year,funding,score
"Social Inequalities in Occupational Health and Health S*   The specific aim of this study is to determine whether there are        disparities in the occurrence of occupational injuries and illness and in            associated medical care for work-related disorders, based on workers' race           ethnicity, and socioeconomic status. This exploratory study will advance the         NORA health services research mission by illuminating socially-based patterns        of disease occurrence and medical care delivery, and test a novel research           methodology that employs large national health care databases to collect and         analyze information about the health and health care experiences of injured          workers. The proposed investigation also directly applies to the NORA focus on       social and economic consequences, social disparities in the incidence of             work-related injuries and illness and inequalities in health care services are       potentially a significant social impact of workplace accidents that must be          considered when evaluating the overall human burden imposed on workers               suffering job injuries. The proposed study methodology is based on the use of        three national population-based surveys of patients and health care providers        containing information about patient sociodemographic attributes, employment         experiences and medical care services. Data sources include the National             Ambulatory Medical Care Survey, the National Longitudinal Study on Youth, and        the Health and Retirement Survey. Pilot studies conducted by this research team      have demonstrated the usefulness of these databases in providing an innovative       source of new information on this topic, and have provided initial evidence          suggesting that blacks and Hispanics, and those of low socioeconomic status are      more vulnerable to sustaining workplace injuries and receiving inferior medical      care. This study will result in a descriptive analysis of work-related cases         databases, and selected multivariate analyses to assess the interactive effect       of patient sociodemographic characteristics with employment experiences,             occupational health events, medical services, and vocational outcomes.                                                                                                    This study has significant policy implications related to the NORA health            services research objective of collecting new information about the                  determinants of health services for injured workers, and thereby helping to          eliminate barriers to securing appropriate care. Eliminating social disparities      in health is one of the two overarching national goals articulated in Health         People 2010 and the focus of President Clinton's and the Department of Health        and Human Service's recently announced national initiative: Eliminating Racial       and Ethnic Disparities in Health.                                                                                                                                         ",Social Inequalities in Occupational Health and Health S*,6314953,R21OH007322,"['patient care management ', ' occupational health /safety ', ' occupational disease  /disorder ', ' racial /ethnic difference ', ' socioeconomics ', ' human data ', ' clinical research ', ' health services research tag ', ' ']",NIOSH,UNIV OF MASSACHUSETTS MED SCH WORCESTER,R21,2000,117000,0.08981919695108098
"HEALTH DISPARITIES AMONG HEALTHCARE WORKERS   DESCRIPTION (Taken from the Investigators' Abstract)                                                                                                                      Socioeconomic position (class, gender, and ethnicity) is inversely associated        with risk of morbidity and mortality due to various conditions.  Some of these       are not immediately life-threatening but have a major impact on health-related       quality of life, affecting the physical and social functional capacity of a          substantial proportion of the population.  These include musculoskeletal             disorders, various types of acute injury (both intentional and unintentional),       and mental health conditions.  All three of these have been associated with          environmental conditions in the workplace, which themselves show a marked            socioeconomic gradient because of widespread occupational segregation.  The          investigators propose to examine the work environment as a primary mediator of       the effect of socioeconomic position on population health.  The study will           involve a combination of quantitative and qualitative data and will support a        contextual analysis, set within a broader ecological and political theoretical       framework.  Multiple data sources will be used to evaluate job features, such        as physical load (e.g., heavy lifting), shift work, high psychological job           demands coupled with low decision autonomy, and threat of interpersonal              violence, as well as facility-wide characteristics such as adequacy of               staffing, management commitment to occupational health and safety programs,          and policies concerning gender and racial discrimination and sexual                  harassment.  Morbidity will be assessed by survey instrument as well as from         facility records of absenteeism, work-related injury and illness, and                compensation claims.  In a series of three panel surveys, the investigators          will seek to maximize the number of subjects responding more than once, to           permit longitudinal analysis.  An outcomes sub-study will sample employees           reporting health problems at baseline; additional information about their            health and employment status will be sought about two years later.  By               conducting the study in multiple facilities and job groups, it will be               possible to compare the effects of job- and individual-specific exposures as         well as the effect of different management policies and workplace climates           that have the potential to determine the magnitude and impact of hazardous           exposures.  The study will be conducted within the healthcare industry, which        employs a large proportion of the working population in Massachusetts (and           nationally) and is an increasingly important employer of minority workers.                                                                  This workforce has substantial variability in socioeconomic status (SES),            gender, and ethnicity and is exposed to a variety of known health and safety         hazards at work.  This setting will hopefully provide an adequate                    multidimensional range of factors to permit a meaningful examination of              physical and social/behavioral risks and the complex pathways that produce           disparities in population health status.                                                                                                                                                                                                                       ",HEALTH DISPARITIES AMONG HEALTHCARE WORKERS,6311311,R01OH007381,"['health care personnel ', ' human subject ', ' occupational health /safety ', ' human morbidity ', ' gender difference ', ' racial /ethnic difference ', ' socioeconomics ', ' age difference ', ' work site ', ' clinical research ', ' ']",NIOSH,UNIVERSITY OF MASSACHUSETTS LOWELL,R01,2000,607433,0.0870754725522267
"PARTNERSHIP IN SURVEILLANCE AND PREVENTION This proposal addresses the NORA designated priority area of Surveillance Research Methodology and is based on a collaboration between the Center for Research on Occupational and Environmental Toxicology (CROET) at Oregon Health Sciences University (OHSU), the Environmental, Occupational and Injury Epidemiology Section of the Oregon Health Division (OHD), and major insurers for Workers' Compensation (WC) in Oregon. This collaboration brings together experts in epidemiology, surveillance, WC, and insurance plans for industry to advance the knowledge of worker injury and illness surveillance. Specifically we will address the disparities in data available in the state-mandated WC system and those available in the databases held by private insurers and self- insured companies. We will also provide for insurers that collaborate in this project evidence of the utility of surveillance data in understanding how the employers they insure compare with other employers in the state and the nature of their occupational injuries and illnesses. A research plan has been developed which will assess the feasibility and potential utility of WC claims data from multiple insurers into a common database for monitoring all types of WC claims. This transformation of claims data from multiple insurers will provide a broad view across insurers, will indicate any need for taxonomy development and standardization to facilitate the merging of data, and will provide the mechanism to compare illness and injury claims in relation to key variables. Upon successful merging of data from multiple insurers, this project will determine differences in the disabling and ""medical-only"" claims among different insurers according to type of injury/illness, age and gender of claimants, type of industry, and occupation. Comparisons will be made in the profile of occupational injury and illness available in state WC databases and the profile available in data from insurers.  This project will demonstrate the utility of complete insurer databases in monitoring clusters of illness and injury, trends and patterns of claims and identifying new intervention opportunities as they emerge. The information generated from this surveillance can then be used to communicate to insurers the benefit of the surveillance for their loss prevention and the ultimate goal of improving worker safety and health and decreasing WC claims costs.  ",PARTNERSHIP IN SURVEILLANCE AND PREVENTION,6087738,R01OH003984,"['health insurance ', ' data collection methodology /evaluation ', ' information system ', ' injury prevention ', ' occupational health /safety ', ' occupational disease  /disorder ', ' income insurance ', ' human data ', ' clinical research ', ' health services research tag ', ' ']",NIOSH,OREGON HEALTH & SCIENCE UNIVERSITY,R01,2000,281200,0.13686815057825844
"Social Inequalities in Occupational Health and Health S*   The specific aim of this study is to determine whether there are        disparities in the occurrence of occupational injuries and illness and in            associated medical care for work-related disorders, based on workers' race           ethnicity, and socioeconomic status. This exploratory study will advance the         NORA health services research mission by illuminating socially-based patterns        of disease occurrence and medical care delivery, and test a novel research           methodology that employs large national health care databases to collect and         analyze information about the health and health care experiences of injured          workers. The proposed investigation also directly applies to the NORA focus on       social and economic consequences, social disparities in the incidence of             work-related injuries and illness and inequalities in health care services are       potentially a significant social impact of workplace accidents that must be          considered when evaluating the overall human burden imposed on workers               suffering job injuries. The proposed study methodology is based on the use of        three national population-based surveys of patients and health care providers        containing information about patient sociodemographic attributes, employment         experiences and medical care services. Data sources include the National             Ambulatory Medical Care Survey, the National Longitudinal Study on Youth, and        the Health and Retirement Survey. Pilot studies conducted by this research team      have demonstrated the usefulness of these databases in providing an innovative       source of new information on this topic, and have provided initial evidence          suggesting that blacks and Hispanics, and those of low socioeconomic status are      more vulnerable to sustaining workplace injuries and receiving inferior medical      care. This study will result in a descriptive analysis of work-related cases         databases, and selected multivariate analyses to assess the interactive effect       of patient sociodemographic characteristics with employment experiences,             occupational health events, medical services, and vocational outcomes.                                                                                                    This study has significant policy implications related to the NORA health            services research objective of collecting new information about the                  determinants of health services for injured workers, and thereby helping to          eliminate barriers to securing appropriate care. Eliminating social disparities      in health is one of the two overarching national goals articulated in Health         People 2010 and the focus of President Clinton's and the Department of Health        and Human Service's recently announced national initiative: Eliminating Racial       and Ethnic Disparities in Health.                                                                                                                                         ",Social Inequalities in Occupational Health and Health S*,6446070,R21OH007322,"['patient care management ', ' occupational health /safety ', ' occupational disease /disorder ', ' racial /ethnic difference ', ' socioeconomics ', ' human data ', ' clinical research ', ' health services research tag ', ' ']",NIOSH,UNIV OF MASSACHUSETTS MED SCH WORCESTER,R21,2001,117000,0.08981919695108098
"HEALTH DISPARITIES AMONG HEALTHCARE WORKERS   DESCRIPTION (Taken from the Investigators' Abstract)                                                                                                                      Socioeconomic position (class, gender, and ethnicity) is inversely associated        with risk of morbidity and mortality due to various conditions.  Some of these       are not immediately life-threatening but have a major impact on health-related       quality of life, affecting the physical and social functional capacity of a          substantial proportion of the population.  These include musculoskeletal             disorders, various types of acute injury (both intentional and unintentional),       and mental health conditions.  All three of these have been associated with          environmental conditions in the workplace, which themselves show a marked            socioeconomic gradient because of widespread occupational segregation.  The          investigators propose to examine the work environment as a primary mediator of       the effect of socioeconomic position on population health.  The study will           involve a combination of quantitative and qualitative data and will support a        contextual analysis, set within a broader ecological and political theoretical       framework.  Multiple data sources will be used to evaluate job features, such        as physical load (e.g., heavy lifting), shift work, high psychological job           demands coupled with low decision autonomy, and threat of interpersonal              violence, as well as facility-wide characteristics such as adequacy of               staffing, management commitment to occupational health and safety programs,          and policies concerning gender and racial discrimination and sexual                  harassment.  Morbidity will be assessed by survey instrument as well as from         facility records of absenteeism, work-related injury and illness, and                compensation claims.  In a series of three panel surveys, the investigators          will seek to maximize the number of subjects responding more than once, to           permit longitudinal analysis.  An outcomes sub-study will sample employees           reporting health problems at baseline; additional information about their            health and employment status will be sought about two years later.  By               conducting the study in multiple facilities and job groups, it will be               possible to compare the effects of job- and individual-specific exposures as         well as the effect of different management policies and workplace climates           that have the potential to determine the magnitude and impact of hazardous           exposures.  The study will be conducted within the healthcare industry, which        employs a large proportion of the working population in Massachusetts (and           nationally) and is an increasingly important employer of minority workers.                                                                  This workforce has substantial variability in socioeconomic status (SES),            gender, and ethnicity and is exposed to a variety of known health and safety         hazards at work.  This setting will hopefully provide an adequate                    multidimensional range of factors to permit a meaningful examination of              physical and social/behavioral risks and the complex pathways that produce           disparities in population health status.                                                                                                                                                                                                                       ",HEALTH DISPARITIES AMONG HEALTHCARE WORKERS,6493232,R01OH007381,"['health care personnel ', ' human subject ', ' occupational health /safety ', ' human morbidity ', ' gender difference ', ' racial /ethnic difference ', ' socioeconomics ', ' age difference ', ' work site ', ' clinical research ', ' ']",NIOSH,UNIVERSITY OF MASSACHUSETTS LOWELL,R01,2001,655081,0.0870754725522267
"PARTNERSHIP IN SURVEILLANCE AND PREVENTION This proposal addresses the NORA designated priority area of Surveillance Research Methodology and is based on a collaboration between the Center for Research on Occupational and Environmental Toxicology (CROET) at Oregon Health Sciences University (OHSU), the Environmental, Occupational and Injury Epidemiology Section of the Oregon Health Division (OHD), and major insurers for Workers' Compensation (WC) in Oregon. This collaboration brings together experts in epidemiology, surveillance, WC, and insurance plans for industry to advance the knowledge of worker injury and illness surveillance. Specifically we will address the disparities in data available in the state-mandated WC system and those available in the databases held by private insurers and self- insured companies. We will also provide for insurers that collaborate in this project evidence of the utility of surveillance data in understanding how the employers they insure compare with other employers in the state and the nature of their occupational injuries and illnesses. A research plan has been developed which will assess the feasibility and potential utility of WC claims data from multiple insurers into a common database for monitoring all types of WC claims. This transformation of claims data from multiple insurers will provide a broad view across insurers, will indicate any need for taxonomy development and standardization to facilitate the merging of data, and will provide the mechanism to compare illness and injury claims in relation to key variables. Upon successful merging of data from multiple insurers, this project will determine differences in the disabling and ""medical-only"" claims among different insurers according to type of injury/illness, age and gender of claimants, type of industry, and occupation. Comparisons will be made in the profile of occupational injury and illness available in state WC databases and the profile available in data from insurers.  This project will demonstrate the utility of complete insurer databases in monitoring clusters of illness and injury, trends and patterns of claims and identifying new intervention opportunities as they emerge. The information generated from this surveillance can then be used to communicate to insurers the benefit of the surveillance for their loss prevention and the ultimate goal of improving worker safety and health and decreasing WC claims costs.  ",PARTNERSHIP IN SURVEILLANCE AND PREVENTION,6446015,R01OH003984,"['health insurance ', ' data collection methodology /evaluation ', ' information system ', ' injury prevention ', ' occupational health /safety ', ' occupational disease /disorder ', ' income insurance ', ' human data ', ' clinical research ', ' health services research tag ', ' ']",NIOSH,OREGON HEALTH & SCIENCE UNIVERSITY,R01,2001,268450,0.13686815057825844
"PARTNERSHIP IN SURVEILLANCE AND PREVENTION This proposal addresses the NORA designated priority area of Surveillance Research Methodology and is based on a collaboration between the Center for Research on Occupational and Environmental Toxicology (CROET) at Oregon Health Sciences University (OHSU), the Environmental, Occupational and Injury Epidemiology Section of the Oregon Health Division (OHD), and major insurers for Workers' Compensation (WC) in Oregon. This collaboration brings together experts in epidemiology, surveillance, WC, and insurance plans for industry to advance the knowledge of worker injury and illness surveillance. Specifically we will address the disparities in data available in the state-mandated WC system and those available in the databases held by private insurers and self- insured companies. We will also provide for insurers that collaborate in this project evidence of the utility of surveillance data in understanding how the employers they insure compare with other employers in the state and the nature of their occupational injuries and illnesses. A research plan has been developed which will assess the feasibility and potential utility of WC claims data from multiple insurers into a common database for monitoring all types of WC claims. This transformation of claims data from multiple insurers will provide a broad view across insurers, will indicate any need for taxonomy development and standardization to facilitate the merging of data, and will provide the mechanism to compare illness and injury claims in relation to key variables. Upon successful merging of data from multiple insurers, this project will determine differences in the disabling and ""medical-only"" claims among different insurers according to type of injury/illness, age and gender of claimants, type of industry, and occupation. Comparisons will be made in the profile of occupational injury and illness available in state WC databases and the profile available in data from insurers.  This project will demonstrate the utility of complete insurer databases in monitoring clusters of illness and injury, trends and patterns of claims and identifying new intervention opportunities as they emerge. The information generated from this surveillance can then be used to communicate to insurers the benefit of the surveillance for their loss prevention and the ultimate goal of improving worker safety and health and decreasing WC claims costs.  ",PARTNERSHIP IN SURVEILLANCE AND PREVENTION,6598057,R01OH003984,"['health insurance ', ' data collection methodology /evaluation ', ' information system ', ' injury prevention ', ' occupational health /safety ', ' occupational disease /disorder ', ' income insurance ', ' human data ', ' clinical research ', ' health services research tag ', ' ']",NIOSH,OREGON HEALTH & SCIENCE UNIVERSITY,R01,2002,281200,0.13686815057825844
"Race and outcomes in work-related back injuries Occupational low back injury, a significant economic and healthcare problem in the U.S., has proven difficult to manage consistently and cost-effectively.  Recent studies have shown medical management of low back pain to be highly variable.  With respect to Workers' Compensation, apparent disparities in assessment and treatment associated with race have also been identified.  While this research demonstrated potentially inequitable treatment of injured minorities with low back injuries, the representativeness of the results and their implications for post-settlement outcomes (i.e., clinical adjustment and employability) remain unknown.  This historical cohort study is designed to identify potential race-related disparities in occupational healthcare, define the scope of the problem, and to assess the impact of such disparities on post-settlement adjustment.  The study will examine a cohort of African Americans and White workers who incurred disabling low back injuries in the State of Missouri and whose disability claims were settled during the year 2001.  Records of the Missouri Division of Workers' Compensation (MODWC) will be used to identify those claims from three Missouri population centers (St. Louis City, St. Louis County, Jackson County), where the majority of African Americans in Missouri reside.  MODWC records will provide data relevant to medical costs, temporary total disability costs, permanent disability costs, and other injury-related matters for all claimants with work-related low back injuries leading to missed work time.  Computer Assisted Telephone Interviewing methods will be used to assess post-settlement adjustment.  Regression models will be used to assess the relationship of race and legal representation, alone and in interaction, with Workers' Compensation outcomes and post-settlement adjustment of claimants.  The historical cohort design will address three weaknesses in the present state of knowledge.  First, it addresses potential associations between race, treatment, and disability outcomes, an area that has been neglected.  Second, it addresses relations among the above constructs and the post-settlement adjustment of claimants. Moreover, because of the sample size and the design, we will be able to separate the effects of potentially confounding variables (e.g., job type, socioeconomic status), both alone and in interaction with race.  Finally, by dint of the procedures needed to recruit participants, the study will establish a cohort of injured workers whose adjustment can be monitored not only at the time of this study, but potentially beyond that time frame.  If the cohort is examined at a later point in time, it will be possible to track true long-term outcomes of occupational healthcare. ",Race and outcomes in work-related back injuries,6456002,R01HS013087,"['health care cost /financing ', ' health related legal ', ' human subject ', ' back injury ', ' backache ', ' occupational health /safety ', ' African American ', ' caucasian American ', ' racial /ethnic difference ', ' socioeconomics ', ' income insurance ', ' behavioral /social science research tag ', ' outcomes research ', ' ']",AHRQ,SAINT LOUIS UNIVERSITY,R01,2002,291479,0.11316887132579441
"Methods/Diffusion Tensor MRI Studies/Spinal Cord Injury  DESCRIPTION (provided by applicant)  This is an Exploratory/Developmental grant application whose goal is to advance diffusion tensor magnetic resonance (DT-MR) imaging studies of spinal cord injury. There is abundant evidence that the diffusion characteristics of the cord white matter reflect the presence and integrity of axons. In order to make reliable decisions concerning the abnormality of a measurement derived from the DT, the variation of that measurement must be properly characterized over both normal and afflicted populations. The proposed methods for registration and spatial normalization of DT data will enable quantitative characterizations of the variation of measurements over both selected population groups and single-subject longitudinal studies to assist disease diagnosis or treatment monitoring. In particular, the long-term aim is to determine those DTMR characteristics, which predict the severity of initial axonal damage, subsequent degeneration and the extent of regeneration in injured spinal cord. Specific aims for this proposal are as follows:1.To develop a method for non-rigid registration and spatial normalization of DT-MR images. There are two issues of concern when adapting existing registration algorithms to work with DT-MR data: first, we require a measure of image similarity to drive the registration process, and, second, we need to consider the effects of normalizing transformations on the voxel data in a DT image-DTs contain orientational information that must be handled appropriately when transformations are applied. The proposed project will investigate both of these issues.2.To characterize the DT-MR registration algorithm over synthetic data. We will use numerical phantoms, for which perfect ground truth data is readily available, to systematically evaluate the performance of the proposed registration method under different (a) noise levels, (b) spatial resolutions and (c) degrees of shape disparity.3.To validate the DT-MR registration algorithm over lamprey spinal cord data. We will validate the proposed method by registering DT-MR studies of lamprey spinal cord, imaged in different configurations. DT-MRIs of the lamprey spinal cord would be ideal for evaluating the developed method, since lamprey anatomy allows the spinal cord to undergo non-rigid transformations. Moreover, the lamprey cord contains a number of ""giant"" axons, which can be resolved by high resolution MR imaging. This permits direct observation of the distribution and course of the giant axons, with MR imaging, but independent of diffusion studies. Thus, this direct observation offers a method to test registration accuracy without resorting to maneuvers such as histological study of the cord, which might distort the anatomy. ",Methods/Diffusion Tensor MRI Studies/Spinal Cord Injury,6521693,R21NS044189,"['Agnatha ', ' neural degeneration ', ' spinal cord injury ', ' myelin ', ' axon ', ' spinal cord imaging /visualization ', ' nervous system regeneration ', ' magnetic resonance imaging ', ' method development ', ' bioimaging /biomedical imaging ', ' ']",NINDS,UNIVERSITY OF PENNSYLVANIA,R21,2002,188219,0.07487620261935161
"HEALTH DISPARITIES AMONG HEALTHCARE WORKERS   DESCRIPTION (Taken from the Investigators' Abstract)                                                                                                                      Socioeconomic position (class, gender, and ethnicity) is inversely associated        with risk of morbidity and mortality due to various conditions.  Some of these       are not immediately life-threatening but have a major impact on health-related       quality of life, affecting the physical and social functional capacity of a          substantial proportion of the population.  These include musculoskeletal             disorders, various types of acute injury (both intentional and unintentional),       and mental health conditions.  All three of these have been associated with          environmental conditions in the workplace, which themselves show a marked            socioeconomic gradient because of widespread occupational segregation.  The          investigators propose to examine the work environment as a primary mediator of       the effect of socioeconomic position on population health.  The study will           involve a combination of quantitative and qualitative data and will support a        contextual analysis, set within a broader ecological and political theoretical       framework.  Multiple data sources will be used to evaluate job features, such        as physical load (e.g., heavy lifting), shift work, high psychological job           demands coupled with low decision autonomy, and threat of interpersonal              violence, as well as facility-wide characteristics such as adequacy of               staffing, management commitment to occupational health and safety programs,          and policies concerning gender and racial discrimination and sexual                  harassment.  Morbidity will be assessed by survey instrument as well as from         facility records of absenteeism, work-related injury and illness, and                compensation claims.  In a series of three panel surveys, the investigators          will seek to maximize the number of subjects responding more than once, to           permit longitudinal analysis.  An outcomes sub-study will sample employees           reporting health problems at baseline; additional information about their            health and employment status will be sought about two years later.  By               conducting the study in multiple facilities and job groups, it will be               possible to compare the effects of job- and individual-specific exposures as         well as the effect of different management policies and workplace climates           that have the potential to determine the magnitude and impact of hazardous           exposures.  The study will be conducted within the healthcare industry, which        employs a large proportion of the working population in Massachusetts (and           nationally) and is an increasingly important employer of minority workers.                                                                  This workforce has substantial variability in socioeconomic status (SES),            gender, and ethnicity and is exposed to a variety of known health and safety         hazards at work.  This setting will hopefully provide an adequate                    multidimensional range of factors to permit a meaningful examination of              physical and social/behavioral risks and the complex pathways that produce           disparities in population health status.                                                                                                                                                                                                                       ",HEALTH DISPARITIES AMONG HEALTHCARE WORKERS,6579868,R01OH007381,"['health care personnel ', ' human subject ', ' occupational health /safety ', ' human morbidity ', ' gender difference ', ' racial /ethnic difference ', ' socioeconomics ', ' age difference ', ' work site ', ' clinical research ', ' ']",NIOSH,UNIVERSITY OF MASSACHUSETTS LOWELL,R01,2002,1287495,0.0870754725522267
