text,title,id,project_number,terms,administration,organization,mechanism,year,funding,score
"UNDERSTANDING RACE DIFFERENCES IN LONG-TERM CARE The provision of long-term care to disabled older people continues to be a major focus of policy and research in the financing and delivery of health care.  Previous research has documented the gaps in financing long-term care services for older people, the heavy reliance on family members as providers of care, and the strong desire of disabled older people to remain community-resident even though resources for community-based formal long-term care services are often meager and fragmented.  One aspect of the long-term care ""problem"" that has received little attention, however, is the role of race or minority-group membership.  The overall objective of the proposed research is to investigate the role of race in the structure of informal caregiving arrangements and the use of formal inhome care and nursing home care.  The data are from the National Long-Term Care Surveys, a nationally representative survey of disabled people age 65 or older.  In order to characterize the provision of long-term care to black disabled elders, in contrast to their white counter parts, the project will be guided by the following specific aims: 1. To describe and compare the structure of informal care arrangements of black and white disabled elders. 2. To examine the effects of psychosocial, contextual, economic factors and the structure of informal care arrangements, on black/white differences in long-term care utilization. 3. To investigate differences by race in the caregiver role and in perceptions of caregiving, and the effects on use of formal long-term care services.  The goal of the proposed research is to advance our understanding of the significance of race in the provision of long-term care.  It is particularly important, of course, to determine the extent to which differences by race reflect barriers to access as opposed to preferences that are more closely tied to cultural differences.  By focusing on policy-related variables, such as economic resources and contextual indicators of the health services environment, as well as informal care arrangements and psychosocial factors, it is possible to begin to understand the causes of race differences in use of formal long-term care services.  Equally important, such analyses will clarify the need for policy interventions to address racial inequities.  ",UNDERSTANDING RACE DIFFERENCES IN LONG-TERM CARE,3123255,R01AG011283,"['socioeconomics ', ' racial /ethnic difference ', ' caucasian American ', ' African American ', ' attitude ', ' human population study ', ' health care service availability ', ' health care service utilization ', ' extended care ', ' home health care ', ' caregivers ', ' nursing homes ', ' aging ', ' human old age (65+) ', ' ']",NIA,JOHNS HOPKINS UNIVERSITY,R01,1992,142549,0.05038778026494963
"UNDERSTANDING RACE DIFFERENCES IN LONG-TERM CARE The provision of long-term care to disabled older people continues to be a major focus of policy and research in the financing and delivery of health care.  Previous research has documented the gaps in financing long-term care services for older people, the heavy reliance on family members as providers of care, and the strong desire of disabled older people to remain community-resident even though resources for community-based formal long-term care services are often meager and fragmented.  One aspect of the long-term care ""problem"" that has received little attention, however, is the role of race or minority-group membership.  The overall objective of the proposed research is to investigate the role of race in the structure of informal caregiving arrangements and the use of formal inhome care and nursing home care.  The data are from the National Long-Term Care Surveys, a nationally representative survey of disabled people age 65 or older.  In order to characterize the provision of long-term care to black disabled elders, in contrast to their white counter parts, the project will be guided by the following specific aims: 1. To describe and compare the structure of informal care arrangements of black and white disabled elders. 2. To examine the effects of psychosocial, contextual, economic factors and the structure of informal care arrangements, on black/white differences in long-term care utilization. 3. To investigate differences by race in the caregiver role and in perceptions of caregiving, and the effects on use of formal long-term care services.  The goal of the proposed research is to advance our understanding of the significance of race in the provision of long-term care.  It is particularly important, of course, to determine the extent to which differences by race reflect barriers to access as opposed to preferences that are more closely tied to cultural differences.  By focusing on policy-related variables, such as economic resources and contextual indicators of the health services environment, as well as informal care arrangements and psychosocial factors, it is possible to begin to understand the causes of race differences in use of formal long-term care services.  Equally important, such analyses will clarify the need for policy interventions to address racial inequities.  ",UNDERSTANDING RACE DIFFERENCES IN LONG-TERM CARE,2052477,R01AG011283,"['human data ', ' socioeconomics ', ' racial /ethnic difference ', ' caucasian American ', ' African American ', ' attitude ', ' human population study ', ' health care service availability ', ' health care service utilization ', ' extended care ', ' home health care ', ' caregivers ', ' nursing homes ', ' aging ', ' human old age (65+) ', ' ']",NIA,JOHNS HOPKINS UNIVERSITY,R01,1993,138494,0.05038778026494963
"MIAMI CENTER ON HUMAN FACTORS AND AGING RESEARCH It is well established that a pressing issue for the upcoming decades is ensuring that the large population of Older Americans, is able to function independently and maintain an acceptable quality of life.  The urgency of this concern stems from the knowledge that the population of elderly is increasing and large numbers of older adults have difficulty completing life activities. In response to the need to develop infrastructures which are supportive of older adults, the University of Miami is proposing to establish a Center on Human Factors Engineering and Aging Research. The Center will encompass an integrated program of Human Factors and aging research, a plan for field intervention studies to evaluate the outcomes of the research, and a program to disseminate the information gained by the Center to government, community and corporate agencies and older adults. The overall goal of the Center is to develop strategies to enhance the quality of life and productivity of aging persons.  The conceptual framework for the research program will be based on a human factors approach to person-environment transactions which involves identifying disparities between environment/task demands and the functional capabilities of older adult populations.  The focus of the research project will be on practical problems encountered by older people in various arenas such as transportation, home and work. Specifically, the Center proposes three initial research projects, which will result in interventions such as a home safety training program, housing design guidelines, older driver training, and software and job design guidelines to be field tested.  Outcome measures will include improvement in the performance of everyday activities, improvement in cognitive skills, reduced potential for accidents and injury and thus improved ability to live independently.  The Center will have multiple performance sites and strong links to industry, government and community agencies as well as plans to organize workshops and other programs to disseminate the Center's information. The proposed Center is unique in terms of its emphasis on Human Factors Engineering, multidisciplinary team, and study populations which draw on the multitude of elderly persons and rich ethnic diversity of South Florida.  ",MIAMI CENTER ON HUMAN FACTORS AND AGING RESEARCH,3104946,P50AG011748,"['quality of life ', ' functional ability ', ' human subject ', ' aging ', ' human old age (65+) ', ' ']",NIA,UNIVERSITY OF MIAMI CORAL GABLES,P50,1993,325654,0.07642224535787402
"LITERACY AND HEALTH CARE UTILIZATION IN OLDER BLACKS Demographic and health status data have consistently shown older blacks to be at a disadvantage relative to older whites. Investigations into nonphysiological factors have implicated education as a major cause of these disparities. Optimum health care is contingent upon the ability to comprehend written and oral instructions, yet most investigators have limited the analysis of educational influences to terms of highest grade level completed. Thus, the independent effects of variations in literacy skills have not been adequately addressed in health-related research. Low levels of literacy may lead to insufficient knowledge of available services, noncompliance with recommended treatment protocols, and failure to seek care when needed, all of which may adversely affect health status. Proposed is a cross-sectional study to examine the associations between reading ability and health services utilization in blacks aged 65 years and older living in a defined area. We seek to enroll 224 participants in the study. The primary hypotheses to be tested are: 1) there is no difference in health services utilization between illiterate and literate individuals. 2) There is no relationship between reading ability and physical health status. 3) Level of formal education is a reliable indicator of reading ability. Subjects will be identified from a Federal Medicaid/Medicare data tape for the county of interest. Personal interviews will be conducted and data collected on demographic, socioeconomic, health status, utilization, health beliefs, and locus of control variables. Medical records will be reviewed to supplement existing data and to obtain additional information regarding health status and patterns of utilization. The word recognition subtest from the Wide Range Achievement Tests-Revised (WRAT-R) will be used to measure reading levels. To obtain an assessment of comprehension skills, all participants will be asked to listen to two passages taken in context from health education material prepared by the National Heart, Lung, and Blood Institute. A series of three short questions will follow each passage. One of the most common myths about illiterates is that they are also unintelligent. By virtue of the same argument used to assert that levels of formal education should not be equated with reading ability, one must be cautious in assuming that illiteracy coincides with low intelligence. Thus, distinguishing between reading ability and I.Q. is crucial to this research. To accomplish this objective, matrices from the nonverbal Kaufman Brief Intelligence Test (K-BIT) will be administered and standard scores used in the analytical procedures. The high prevalence of many chronic diseases in older blacks evidences the need for extensive research of this type within this population. Taking into consideration the strong intergenerational patterns accompanying educational attainment, results of this study should facilitate efforts to improve the overall quality of health for all African Americans.  ",LITERACY AND HEALTH CARE UTILIZATION IN OLDER BLACKS,2053343,R03AG011999,"['therapy compliance ', ' socioeconomics ', ' African American ', ' intelligence ', ' psychological tests ', ' questionnaires ', ' interview ', ' reading ', ' human subject ', ' health care cost /financing ', ' health care service availability ', ' health care service utilization ', ' health education ', ' education ', ' aging ', ' human old age (65+) ', ' ']",NIA,UNIVERSITY OF IOWA,R03,1993,26127,0.02744137610482059
"MIAMI CENTER ON HUMAN FACTORS AND AGING RESEARCH It is well established that a pressing issue for the upcoming decades is ensuring that the large population of Older Americans, is able to function independently and maintain an acceptable quality of life.  The urgency of this concern stems from the knowledge that the population of elderly is increasing and large numbers of older adults have difficulty completing life activities. In response to the need to develop infrastructures which are supportive of older adults, the University of Miami is proposing to establish a Center on Human Factors Engineering and Aging Research. The Center will encompass an integrated program of Human Factors and aging research, a plan for field intervention studies to evaluate the outcomes of the research, and a program to disseminate the information gained by the Center to government, community and corporate agencies and older adults. The overall goal of the Center is to develop strategies to enhance the quality of life and productivity of aging persons.  The conceptual framework for the research program will be based on a human factors approach to person-environment transactions which involves identifying disparities between environment/task demands and the functional capabilities of older adult populations.  The focus of the research project will be on practical problems encountered by older people in various arenas such as transportation, home and work. Specifically, the Center proposes three initial research projects, which will result in interventions such as a home safety training program, housing design guidelines, older driver training, and software and job design guidelines to be field tested.  Outcome measures will include improvement in the performance of everyday activities, improvement in cognitive skills, reduced potential for accidents and injury and thus improved ability to live independently.  The Center will have multiple performance sites and strong links to industry, government and community agencies as well as plans to organize workshops and other programs to disseminate the Center's information. The proposed Center is unique in terms of its emphasis on Human Factors Engineering, multidisciplinary team, and study populations which draw on the multitude of elderly persons and rich ethnic diversity of South Florida.  ",MIAMI CENTER ON HUMAN FACTORS AND AGING RESEARCH,2052948,P50AG011748,"['quality of life ', ' functional ability ', ' human subject ', ' aging ', ' human old age (65+) ', ' ']",NIA,UNIVERSITY OF MIAMI CORAL GABLES,P50,1994,352001,0.07642224535787402
"MIAMI CENTER ON HUMAN FACTORS AND AGING RESEARCH It is well established that a pressing issue for the upcoming decades is  ensuring that the large population of Older Americans, is able to function  independently and maintain an acceptable quality of life.  The urgency of  this concern stems from the knowledge that the population of elderly is  increasing and large numbers of older adults have difficulty completing  life activities. In response to the need to develop infrastructures which  are supportive of older adults, the University of Miami is proposing to  establish a Center on Human Factors Engineering and Aging Research. The  Center will encompass an integrated program of Human Factors and aging  research, a plan for field intervention studies to evaluate the outcomes  of the research, and a program to disseminate the information gained by  the Center to government, community and corporate agencies and older  adults. The overall goal of the Center is to develop strategies to enhance  the quality of life and productivity of aging persons.  The conceptual  framework for the research program will be based on a human factors  approach to person-environment transactions which involves identifying  disparities between environment/task demands and the functional  capabilities of older adult populations.  The focus of the research  project will be on practical problems encountered by older people in  various arenas such as transportation, home and work. Specifically, the  Center proposes three initial research projects, which will result in  interventions such as a home safety training program, housing design  guidelines, older driver training, and software and job design guidelines  to be field tested.  Outcome measures will include improvement in the  performance of everyday activities, improvement in cognitive skills,  reduced potential for accidents and injury and thus improved ability to  live independently.  The Center will have multiple performance sites and  strong links to industry, government and community agencies as well as  plans to organize workshops and other programs to disseminate the Center's  information. The proposed Center is unique in terms of its emphasis on  Human Factors Engineering, multidisciplinary team, and study populations  which draw on the multitude of elderly persons and rich ethnic diversity  of South Florida.  ",MIAMI CENTER ON HUMAN FACTORS AND AGING RESEARCH,2052949,P50AG011748,"['quality of life ', ' functional ability ', ' human subject ', ' aging ', ' human old age (65+) ', ' ']",NIA,UNIVERSITY OF MIAMI CORAL GABLES,P50,1995,279453,0.07642224535787402
"MIAMI CENTER ON HUMAN FACTORS AND AGING RESEARCH It is well established that a pressing issue for the upcoming decades is         ensuring that the large population of Older Americans, is able to function       independently and maintain an acceptable quality of life.  The urgency of        this concern stems from the knowledge that the population of elderly is          increasing and large numbers of older adults have difficulty completing          life activities. In response to the need to develop infrastructures which        are supportive of older adults, the University of Miami is proposing to          establish a Center on Human Factors Engineering and Aging Research. The          Center will encompass an integrated program of Human Factors and aging           research, a plan for field intervention studies to evaluate the outcomes         of the research, and a program to disseminate the information gained by          the Center to government, community and corporate agencies and older             adults. The overall goal of the Center is to develop strategies to enhance       the quality of life and productivity of aging persons.  The conceptual           framework for the research program will be based on a human factors              approach to person-environment transactions which involves identifying           disparities between environment/task demands and the functional                  capabilities of older adult populations.  The focus of the research              project will be on practical problems encountered by older people in             various arenas such as transportation, home and work. Specifically, the          Center proposes three initial research projects, which will result in            interventions such as a home safety training program, housing design             guidelines, older driver training, and software and job design guidelines        to be field tested.  Outcome measures will include improvement in the            performance of everyday activities, improvement in cognitive skills,             reduced potential for accidents and injury and thus improved ability to          live independently.  The Center will have multiple performance sites and         strong links to industry, government and community agencies as well as           plans to organize workshops and other programs to disseminate the Center's       information. The proposed Center is unique in terms of its emphasis on           Human Factors Engineering, multidisciplinary team, and study populations         which draw on the multitude of elderly persons and rich ethnic diversity         of South Florida.                                                                 ",MIAMI CENTER ON HUMAN FACTORS AND AGING RESEARCH,2457553,P50AG011748,"['human old age (65+) ', ' aging ', ' human subject ', ' functional ability ', ' quality of life ', ' behavioral /social science research tag ', ' ']",NIA,UNIVERSITY OF MIAMI CORAL GABLES,P50,1997,362447,0.07642224535787402
"CENTER ON HUMAN FACTORS AND AGING RESEARCH It is well established that a pressing issue for the upcoming decades is         ensuring that the large population of Older Americans, is able to function       independently and maintain an acceptable quality of life.  The urgency of        this concern stems from the knowledge that the population of elderly is          increasing and large numbers of older adults have difficulty completing          life activities. In response to the need to develop infrastructures which        are supportive of older adults, the University of Miami is proposing to          establish a Center on Human Factors Engineering and Aging Research. The          Center will encompass an integrated program of Human Factors and aging           research, a plan for field intervention studies to evaluate the outcomes         of the research, and a program to disseminate the information gained by          the Center to government, community and corporate agencies and older             adults. The overall goal of the Center is to develop strategies to enhance       the quality of life and productivity of aging persons.  The conceptual           framework for the research program will be based on a human factors              approach to person-environment transactions which involves identifying           disparities between environment/task demands and the functional                  capabilities of older adult populations.  The focus of the research              project will be on practical problems encountered by older people in             various arenas such as transportation, home and work. Specifically, the          Center proposes three initial research projects, which will result in            interventions such as a home safety training program, housing design             guidelines, older driver training, and software and job design guidelines        to be field tested.  Outcome measures will include improvement in the            performance of everyday activities, improvement in cognitive skills,             reduced potential for accidents and injury and thus improved ability to          live independently.  The Center will have multiple performance sites and         strong links to industry, government and community agencies as well as           plans to organize workshops and other programs to disseminate the Center's       information. The proposed Center is unique in terms of its emphasis on           Human Factors Engineering, multidisciplinary team, and study populations         which draw on the multitude of elderly persons and rich ethnic diversity         of South Florida.                                                                 ",CENTER ON HUMAN FACTORS AND AGING RESEARCH,2828192,P50AG011748,"['human old age (65+) ', ' aging ', ' human subject ', ' functional ability ', ' quality of life ', ' behavioral /social science research tag ', ' ']",NIA,UNIVERSITY OF MIAMI CORAL GABLES,P50,1998,118958,0.07642224535787402
"AGEISM, RACISM, AND HEALTH OF OLDER AFRICAN AMERICANS Older African Americans are more likely to develop serious illness, suffer greater disability, and have increased mortality compared with their Caucasian peers. For example, the age-adjusted rate of hypertension in African Americans is more than 50% greater than the rate of Caucasian Americans and the associated morbidity and mortality is even higher. Despite a growing body of research aimed at identifying the mechanisms that contribute to the racial disparity in the health status of older African Americans, the reason(s) for the decreased health status in the minority population are not fully understood. Recent preliminary results raise the possibility that ageism more specifically, how older persons perceive ""older persons""-- contributes to the increased blood pressure and decreased functional status in the elderly in general, and perhaps, also among older African Americans. In older Caucasian men and women, self serotypes of aging affect walking and memory in addition to the cardiovascular response to stress. Moreover, subconscious reinforcement of positive serotypes of aging apparently improves memory and walking performance and reduces the cardiovascular response to stress. These findings suggest that enhancing the stereotype of aging and race and the self-perception of older African Americans may also enhance the performance of activities of daily living and the maintenance of independence in this minority population. Therefore, we propose: 1) To test the hypothesis that older African Americans exposed to an intervention designed to activate a positive imaging of aging will demonstrate a significantly lower cardiovascular response to stress, improved cognitive function and enhance physical performance compared to older African Americans who are exposed to an intervention designed to activate a negative image of aging. 2) To test the hypothesis that reinforcement of positive stereotypes of race and aging will enhance the cardiovascular response to stress, walking performance and cognitive function in older African Americans. The results of this study should pave the way for the development of interventions that extend the short-term benefits of positive reinforcement of the stereotypes of age and race, thereby improving the function and health status of a growing portion of our aging population.  ","AGEISM, RACISM, AND HEALTH OF OLDER AFRICAN AMERICANS",6051283,R03AG017750,"['behavioral /social science research tag ', ' clinical research ', ' gait ', ' stress ', ' African American ', ' cognition ', ' prejudice ', ' human subject ', ' health ', ' cardiovascular function ', ' aging ', ' human old age (65+) ', ' ']",NIA,BETH ISRAEL DEACONESS MEDICAL CENTER,R03,2000,87000,0.0032499719895244705
"Older Minority Women and the provider patient encounter It is well documented that there are large disparities in health outcomes between older minority women and older white women. Barriers to optimal health care for older minority women are many, and include poor communication and cross-cultural misunderstandings between them and their care providers. Yet research on older minority women's views of the provider-patient interaction is virtually non-existent. Their beliefs about factors that lead to satisfactory provider-patient interactions j are poorly understood, including their beliefs about the benefits of assertiveness. It is also not known how these beliefs might be linked to cultural factors. The proposed study will examine these issues through a qualitative focus group approach with community-dwelling arid institutionalized older women from multiple ethnic groups. Pilot information from the proposed study will be used to develop culturally-appropriate survey instruments for a larger follow-up study on older minority women's provider-patient interactions. The long-term objective for this; line of research is to develop culturally-appropriate educational strategies to encourage effective communication between older  minority women and their providers.  ",Older Minority Women and the provider patient encounter,6492383,R03AG020894,"['human middle age (35-64) ', ' human old age (65+) ', ' institutional care facility ', ' outpatient care ', ' family medicine ', ' patient care personnel relations ', ' human subject ', ' belief ', ' female ', ' Chinese American ', ' African American ', ' Hispanic American ', ' caucasian American ', ' racial /ethnic difference ', "" women's health "", ' clinical research ', ' behavioral /social science research tag ', ' psychological aspect of aging ', ' geriatric medicine ', ' ']",NIA,BRIGHAM AND WOMEN'S HOSPITAL,R03,2001,84750,0.12609957393874743
