text,title,id,project_number,terms,administration,organization,mechanism,year,funding,score
"Health Literacy: A Guide for Health Professionals DESCRIPTION (provided by applicant): Low literacy, poor health and early death are strongly linked in this country and around the world. With approximately 50% of the American public reading at or below the 8th grade level, and the population becoming evermore diverse linguistically and culturally, communicating healthcare and health system information effectively have become complex public health issues. Most health information in print and on the web is written at 10th grade reading level and much higher. The growing complexity of medicine and health care as well as the changing demographics of the country has resulted in poor health literacy among many vulnerable populations including undereducated, low income, ethnic minorities and the elderly. The consequences of low health literacy include inadequate skills to understand and use health care, poor health outcomes, lack of social empowerment and self-efficacy and increased financial costs to the health care system. The Healthy People 2010 guidelines contain an initiative that acknowledges the importance of addressing low health literacy to eliminate health disparities. We propose to research and write a manuscript that examines the critical role literacy plays in public health. The goal of the manuscript will be to make a compelling argument for health literacy as a major public health issue and to demonstrate solutions. We will place the discussion of health literacy in an historical context and present relevant communication models in order to analyze case examples of health communications and then construct easy to understand best practice guidelines for writing and designing linguistically and culturally appropriate health information. The mediums we will predominantly focus on are print communications and the World Wide Web. The target population for this manuscript will be health professionals including public health officials, health communicators and health educators as well as writers and designers working with them.  ",Health Literacy: A Guide for Health Professionals,6528444,G13LM007484,[''],NLM,BROWN UNIVERSITY,G13,2002,77649,0.2087886404594123
"CCMC Parting Shots: Extending Access to Health Informat*    DESCRIPTION (provided by applicant):        Abstract : Christ Community Medical Clinic is a faith-based, not-for-profit health-care organization that  provides primary medical, dental, and obstetrical care to two of the most disadvantaged sections of  Memphis, Tennessee. In order to extend access to high-quality online health information for poor and low-literacy patients, the CCMC Parting Shots project proposes to create a clinical process to provide its patients with individualized health information printed from selected websites before the patients leave the clinic. By promptly and efficiently providing access to information that is accurate, current, and appropriate to the patients' literacy, CCMC intends to give its low-income and minority patients better opportunities to understand and manage their own health, thus reducing health disparities in these Memphis communities.      The specific aims of the project are 1) to select low-literacy web-based patient education materials and  organize them for quick location by linking them to an index web page for the clinic nursing staff; and 2) to integrate finding, printing, and giving ""parting shots"" copies of the selected web materials into the consistent routine used by the nursing staff to conclude a clinic visit.      In order to accomplish these aims, grant funds will be expended to assess current patient education  materials and routines in the light of the functional health literacy of CCMC patients; to support monthly  meetings of a task force reviewing and selecting Internet resources for literacy level, medical accuracy, and currency; to design, develop, and implement the web index page; to purchase and install printers; to train clinic nursing staff; to print the handouts; and to evaluate whether the project's goals are being  accomplished. The results of this project will be disseminated to peers to show the value of integrating health information provided online by the National Library of Medicine and other high-quality health information providers into the community-based health-care setting and to encourage the use of high quality online information by health professionals and the public.      We hope thereby to become a clinical model of excellent and appropriate patient communication.    ",CCMC Parting Shots: Extending Access to Health Informat*,6595098,G07LM007793,[''],NLM,"CHRIST COMMUNITY HEALTH SERVICES, INC.",G07,2002,67700,0.048527454955602685
"Center for Evidence-Based Practice in The Underserved DESCRIPTION (provided by applicant): Within the overarching framework of informatics-enabled, evidence-based approaches in underserved populations, the aims and sub-aims of the Center for Evidence-based Practice in the Underserved (CEBP) relate specifically to three areas of scientific opportunity at NINR: cultural and ethnic considerations in health and illness; quality of life and quality of care including economic aspects; and telehealth and other emerging technologies to promote patient education and treatment. Research in this competitive renewal focuses on four target areas for evidence-based practice in underserved populations: health disparities, health literacy, patient safety, and public safety. The specific aims are to: 1) implement and maintain informatics-based approaches that enable data aggregation, secondary data use, and building of clinical and economic evidence across CEBP studies; 2) develop and maintain resources of relevance to improving health literacy in underserved populations; 3) facilitate the building of evidence for practice in underserved populations through the funding of pilot studies, mentoring of investigators, and other Pilot Core activities in four target areas: health disparities, health literacy, patient safety, public safety; 4) enhance the expertise of CEBP investigators in informatics-based approaches for research focused on targeting and tailoring interventions for underserved populations in a culturally- and ethnically-appropriate manner; 5) develop the expertise of CEBP investigators in the measurement of health literacy and design of informatics-based interventions at appropriate levels of health literacy; and 6) develop the expertise of CEBP investigators in the use of telehealth and other emerging communication and information technologies. ",Center for Evidence-Based Practice in The Underserved,6794315,P20NR007799,"['biomedical facility ', ' patient safety /medical error ', ' educationally disadvantaged ', ' nursing research ', ' clinical research ', ' behavioral /social science research tag ', ' medically underserved population ', ' health disparity ', ' ']",NINR,COLUMBIA UNIVERSITY HEALTH SCIENCES,P20,2004,305369,0.14819660339049642
"JUSTA: Justice and Health for Poultry Workers DESCRIPTION (provided by applicant)   The overall goal of this project is to address the health disparities faced by immigrant Latino poultry workers in rural, western North Carolina (NC), through a partnership (JUSTA-Justice and Health for Poultry Workers) of community advocates, environmental health sciences, and health care providers.  Workers in the poultry industry in the U.S. experience a disproportionate share of occupation-attributed musculoskeletal, skin and respiratory disorders.  Recent trends in this industry have concentrated the injuries in a worker population that is poor, minority, and comprised predominantly of immigrants.  These workers are purposively recruited into jobs rejected by the local population, and lack the means to protect themselves from hazards.  The exposures of workers also affect their families.  To bring about greater social and environmental justice for these workers, the proposed work will have two loci:  helping individual workers and their families to be more resilient to stressors, strengthening community-based organizations so that they can move toward social and regulatory change and justice.  Community advocates, health care providers and environmental health researchers will work together in this project to address five Specific Aims:  1) to encourage social action by Latino community-based advocacy groups in western NC to effect policies that reduce the burden of occupational and environmental health disparities due to employment in the poultry industry; 2) to construct the foundation on which to base educational materials and communication strategies designed to prevent or reduce exposure to physical and social occupational stressors and their effects among Latino poultry worker families; 3) to develop culturally and linguistically appropriate educational materials and implement programs that will promote ways to prevent or reduce exposure to physical and social occupational stressors and their effects among Latino poultry worker families; 4) to develop educational materials and implement programs that will better prepare health care providers to recognize and treat with cultural competence illnesses related to poultry production and processing among immigrant families, and counsel families on ways to prevent or reduce exposure; and 5) to evaluate the process and outcomes of community participation in this project so that it can be used by other community-based organizations to engage community residents in efforts to reduce environmental and occupational risks in their own communities. ",JUSTA: Justice and Health for Poultry Workers,6814135,R25OH008335,"['health education ', ' poultry product ', ' United States ', ' disease /disorder prevention /control ', ' health care quality ', ' community health service ', ' patient care personnel relations ', ' health care service utilization ', ' health care service availability ', ' human subject ', ' nonEnglish language ', ' occupational health /safety ', ' agriculture worker ', ' health behavior ', ' Hispanic American ', ' low socioeconomic status ', ' culture ', ' environmental stressor ', ' counseling ', ' immigrant ', ' stress management ', ' clinical research ', ' outcomes research ', ' educational resource design /development ', ' medically underserved population ', ' environmental exposure ', ' health disparity ', ' ']",NIOSH,WAKE FOREST UNIVERSITY HEALTH SCIENCES,R25,2004,211542,0.04015545766295141
"Physical Activity, Learning Styles and Health Literacy DESCRIPTION (provided by applicant): A major challenge facing the health community is the increasing rates of physical inactivity. This is of significant concern as more studies are documenting the relationship between physical inactivity and obesity, poor quality of life and health status. Since most adults spend the majority of their waking hours at work, the workplace environment is a promising area for physical activity interventions. A number of studies have documented the effectiveness of various programs, while many others have shown they are not effective. One avenue that has not been explored is the role of employee's learning styles and health literacy skills with various physical activity interventions. Perhaps if an employee's style is matched with an appropriate intervention method, they would be more likely to change their behavior. The overall project goal is to determine the effectiveness of a tailored innovative worksite health promotion program to increase physical activity. Specifically, the project's objectives are to: 1) enhance current health promotion activities for Emory employees; 2) determine if employee's choice of different intervention strategies vary by learning styles and health literacy skills; 3) evaluate the effectiveness of tailoring intervention programs based on learning styles and health literacy skills of the target population; and 4) examine the cost effectiveness of different components of the intervention program.  The randomized control trial will involve over 1,600 Emory employees, including Emory University, Emory Healthcare and Emory Clinic and will build upon current efforts to improve the health of Emory employees. The trans-disciplinary and trans-sector project team consists of established researchers at Emory School of Public Health, key staff with various business units at Emory (Human Resources, Faculty and Staff Assistance Program, Healthcare), Emory employees representing a range of occupations (e.g., custodial, faculty), and an advisory panel of nationally renowned public health and learning theory professionals. ","Physical Activity, Learning Styles and Health Literacy",6915970,R01DP000107,"['health education ', ' education evaluation /planning ', ' exercise ', ' disease /disorder prevention /control ', ' body physical activity ', ' health care service utilization ', ' health service demonstration project ', ' human subject ', ' statistics /biometry ', ' occupational health /safety ', ' health behavior ', ' learning ', ' academic achievement ', ' racial /ethnic difference ', ' human therapy evaluation ', ' counseling ', ' quality of life ', ' work site ', ' clinical research ', ' behavioral /social science research tag ', ' health services research tag ', ' absenteeism ', ' health disparity ', ' ']",NCCDPHP,EMORY UNIVERSITY,R01,2004,458668,0.12607690947542177
"Surveillance of Mortality and Morbidity in US Workers    DESCRIPTION (provided by applicant): Race-ethinicity and socio-economic status health disparities in occupational health have not been extensively investigated. Although significantly under-reported, occupational disease and injury, and mortality represent a significant health impact on US workers and their families. However, the risks for this occupational mortality and morbidity are not evenly distributed. It appears that these risks disproportionately affect US workers from race-ethnicity subpopulations and from lower socio-economic class. The University of Miami NIOSH NHIS Research Group proposes to use their existing Study Database derived from the National Health Interview Survey (NHIS), augmented by newly released NHIS data, to explore issues of health disparities among US workers based on differences between race-ethnic and socioeconomic classes. The augmented NHIS database of a representative sample of over 660,000 US workers will allow the exploration of morbidity and mortality differences between and within occupations by various race ethnic subpopulations and by socio-economic class. Based on their previous work, the Investigators propose to pursue more sophisticated theoretical models to evaluate pathways of occupational risk, and morbidity and mortality between and within occupational subgroups. The use of these models will allow the Investigators to assess the relationship between occupation, indicators of morbidity, and the risk of mortality, testing whether or not the mortality risks noted in worker subgroups are mediated by morbidity. In addition, the Investigators propose to use the new NHIS data and the additional statistical modeling to explore the issue of health disparities among US workers based on different socio-economic and race-ethnicity subpopulations. Finally, the Investigators propose to produce an additional interactive Monograph on Health Disparities and Occupation in US Workers that will be made available through the expanded Study Website (www.rsmas.miami.edu/groups/niehs/niosh/). This study proposal satisfies at least 3 NIOSH research priority areas (NORA): Surveillance research methods with unique mortality and morbidity data on 1) the entire US workforce; 2) older, race-ethnic, lower socio-economic and gender-specific worker subpopulations; and 3) social and economic costs of workplace disease and injury.         ",Surveillance of Mortality and Morbidity in US Workers,6928324,R01OH003915,"['disease /disorder proneness /risk ', ' occupational health /safety ', ' epidemiology ', ' longitudinal human study ', ' human morbidity ', ' human mortality ', ' health survey ', ' racial /ethnic difference ', ' socioeconomics ', ' low socioeconomic status ', ' human data ', ' clinical research ', ' behavioral /social science research tag ', ' health services research tag ', ' health disparity ', ' ']",NIOSH,UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,R01,2005,265125,0.023495024350333394
"JUSTA: Justice and Health for Poultry Workers DESCRIPTION (provided by applicant)   The overall goal of this project is to address the health disparities faced by immigrant Latino poultry workers in rural, western North Carolina (NC), through a partnership (JUSTA-Justice and Health for Poultry Workers) of community advocates, environmental health sciences, and health care providers.  Workers in the poultry industry in the U.S. experience a disproportionate share of occupation-attributed musculoskeletal, skin and respiratory disorders.  Recent trends in this industry have concentrated the injuries in a worker population that is poor, minority, and comprised predominantly of immigrants.  These workers are purposively recruited into jobs rejected by the local population, and lack the means to protect themselves from hazards.  The exposures of workers also affect their families.  To bring about greater social and environmental justice for these workers, the proposed work will have two loci:  helping individual workers and their families to be more resilient to stressors, strengthening community-based organizations so that they can move toward social and regulatory change and justice.  Community advocates, health care providers and environmental health researchers will work together in this project to address five Specific Aims:  1) to encourage social action by Latino community-based advocacy groups in western NC to effect policies that reduce the burden of occupational and environmental health disparities due to employment in the poultry industry; 2) to construct the foundation on which to base educational materials and communication strategies designed to prevent or reduce exposure to physical and social occupational stressors and their effects among Latino poultry worker families; 3) to develop culturally and linguistically appropriate educational materials and implement programs that will promote ways to prevent or reduce exposure to physical and social occupational stressors and their effects among Latino poultry worker families; 4) to develop educational materials and implement programs that will better prepare health care providers to recognize and treat with cultural competence illnesses related to poultry production and processing among immigrant families, and counsel families on ways to prevent or reduce exposure; and 5) to evaluate the process and outcomes of community participation in this project so that it can be used by other community-based organizations to engage community residents in efforts to reduce environmental and occupational risks in their own communities. ",JUSTA: Justice and Health for Poultry Workers,6937109,R25OH008335,"['health education ', ' poultry product ', ' United States ', ' disease /disorder prevention /control ', ' health care quality ', ' community health service ', ' patient care personnel relations ', ' health care service utilization ', ' health care service availability ', ' human subject ', ' nonEnglish language ', ' occupational health /safety ', ' agriculture worker ', ' health behavior ', ' Hispanic American ', ' low socioeconomic status ', ' culture ', ' environmental stressor ', ' counseling ', ' immigrant ', ' stress management ', ' clinical research ', ' outcomes research ', ' educational resource design /development ', ' medically underserved population ', ' environmental exposure ', ' health disparity ', ' ']",NIOSH,WAKE FOREST UNIVERSITY HEALTH SCIENCES,R25,2005,210621,0.04015545766295141
"Boundary Crossings: Re-Situating Cultural Competence DESCRIPTION (provided by applicant): This 4 year longitudinal, urban, multi-method ethnographic study will examine cross cultural healthcare encounters. The study will identify, describe and situate how families contribute to the production of culturally responsive care and the strategies families and practitioners employ to establish commonality, bridge difference, and effectively ""partner up."" This is a continuation of Boundary Crossing: A Longitudinal and Ethnographic Study (R01 HD 38878, 2000-2004). It builds upon research conducted with a cohort of African American children with special health care needs, their primary caregivers, extended family networks, and the practitioners who serve them. Although there is an overwhelming body of literature confirming health care disparities for ethnic minorities, there is a striking paucity of strategies to address this significant public health issue. Much research on cultural competence radically underestimates how much work families do to achieve culturally competent care. Longitudinal and learning aspects are under-described, as are their strengths and resources families bring to healthcare encounters. The proposed research is both events centered and longitudinal. We will examine how discrete moments of healthcare encounters produce effects across both contexts and time, influencing developmental trajectories, family life, and health and therapeutic outcomes. The anticipated outcomes of this project are a description and interpretation of: 1) the knowledge and strategies families bring to shape encounters and generate desirable outcomes; 2) how families and practitioners revise their strategies; 3) how practitioners, family, and children develop and draw upon their history of shared endeavors; 4) how practitioners shape intervention to the unique needs and strengths of family and child; 5) how families and practitioners challenge and attempt to disconfirm stereotypes; and 6) the cultural resources practitioners and families draw upon. Findings that will result from this study will facilitate a reconsideration of dominant models of cultural competence and health literacy at multiple policy levels. ",Boundary Crossings: Re-Situating Cultural Competence,6980456,R01HD038878,"['child with disability ', ' health care quality ', ' caregiver ', ' patient care personnel relations ', ' health care service availability ', ' human subject ', ' longitudinal human study ', ' prejudice ', ' African American ', ' urban area ', ' culture ', ' clinical research ', ' health services research tag ', ' medically underserved population ', ' children ', ' health disparity ', ' ']",NICHD,UNIVERSITY OF SOUTHERN CALIFORNIA,R01,2005,630286,0.054126892546095
"Center for Evidence-Based Practice in The Underserved DESCRIPTION (provided by applicant): Within the overarching framework of informatics-enabled, evidence-based approaches in underserved populations, the aims and sub-aims of the Center for Evidence-based Practice in the Underserved (CEBP) relate specifically to three areas of scientific opportunity at NINR: cultural and ethnic considerations in health and illness; quality of life and quality of care including economic aspects; and telehealth and other emerging technologies to promote patient education and treatment. Research in this competitive renewal focuses on four target areas for evidence-based practice in underserved populations: health disparities, health literacy, patient safety, and public safety. The specific aims are to: 1) implement and maintain informatics-based approaches that enable data aggregation, secondary data use, and building of clinical and economic evidence across CEBP studies; 2) develop and maintain resources of relevance to improving health literacy in underserved populations; 3) facilitate the building of evidence for practice in underserved populations through the funding of pilot studies, mentoring of investigators, and other Pilot Core activities in four target areas: health disparities, health literacy, patient safety, public safety; 4) enhance the expertise of CEBP investigators in informatics-based approaches for research focused on targeting and tailoring interventions for underserved populations in a culturally- and ethnically-appropriate manner; 5) develop the expertise of CEBP investigators in the measurement of health literacy and design of informatics-based interventions at appropriate levels of health literacy; and 6) develop the expertise of CEBP investigators in the use of telehealth and other emerging communication and information technologies. ",Center for Evidence-Based Practice in The Underserved,6919923,P20NR007799,"['biomedical facility ', ' patient safety /medical error ', ' educationally disadvantaged ', ' nursing research ', ' clinical research ', ' behavioral /social science research tag ', ' medically underserved population ', ' health disparity ', ' ']",NINR,COLUMBIA UNIVERSITY HEALTH SCIENCES,P20,2005,309713,0.14819660339049642
"Physical Activity, Learning Styles and Health Literacy DESCRIPTION (provided by applicant): A major challenge facing the health community is the increasing rates of physical inactivity. This is of significant concern as more studies are documenting the relationship between physical inactivity and obesity, poor quality of life and health status. Since most adults spend the majority of their waking hours at work, the workplace environment is a promising area for physical activity interventions. A number of studies have documented the effectiveness of various programs, while many others have shown they are not effective. One avenue that has not been explored is the role of employee's learning styles and health literacy skills with various physical activity interventions. Perhaps if an employee's style is matched with an appropriate intervention method, they would be more likely to change their behavior. The overall project goal is to determine the effectiveness of a tailored innovative worksite health promotion program to increase physical activity. Specifically, the project's objectives are to: 1) enhance current health promotion activities for Emory employees; 2) determine if employee's choice of different intervention strategies vary by learning styles and health literacy skills; 3) evaluate the effectiveness of tailoring intervention programs based on learning styles and health literacy skills of the target population; and 4) examine the cost effectiveness of different components of the intervention program.  The randomized control trial will involve over 1,600 Emory employees, including Emory University, Emory Healthcare and Emory Clinic and will build upon current efforts to improve the health of Emory employees. The trans-disciplinary and trans-sector project team consists of established researchers at Emory School of Public Health, key staff with various business units at Emory (Human Resources, Faculty and Staff Assistance Program, Healthcare), Emory employees representing a range of occupations (e.g., custodial, faculty), and an advisory panel of nationally renowned public health and learning theory professionals. ","Physical Activity, Learning Styles and Health Literacy",6952890,R01DP000107,"['health education ', ' education evaluation /planning ', ' exercise ', ' disease /disorder prevention /control ', ' body physical activity ', ' health care service utilization ', ' health service demonstration project ', ' human subject ', ' statistics /biometry ', ' occupational health /safety ', ' health behavior ', ' learning ', ' academic achievement ', ' racial /ethnic difference ', ' human therapy evaluation ', ' counseling ', ' quality of life ', ' work site ', ' clinical research ', ' behavioral /social science research tag ', ' health services research tag ', ' absenteeism ', ' health disparity ', ' ']",NCCDPHP,EMORY UNIVERSITY,R01,2005,612430,0.12607690947542177
