Cluster,Size,Total,Citations,APT % over 95%,Avg. APT,95%CI L,95%CI U,Papers,Citations per $1mil funding,Projected 2021 Award,Actual 2021 Award To Date,Growth Rate,95%CI L,95%CI U,Score,Centroids
0,83,24321929,28169.0,0.15674362089914945,0.49313487241798304,0.4713830039070432,0.514886740928923,823,1158.1729393256596,8400000.53444815,5384861,0.3156658742002648,0.20257233560820492,0.4287594127923247,0.02595590070389581,"['prognostic', 'oral', 'multimodal', 'survival', 'cancer patient', 'recurrence', 'tumor', 'individualized', 'prognosis', 'stage', 'gene expression', 'brain imaging', 'signature', 'colorectal', 'early detection']"
1,211,147967531,66838.0,0.04952076677316294,0.2741214057507987,0.2514888017023375,0.29675400979925987,626,451.7072059545279,51465985.90947344,20050373,0.31497024704283716,0.25277329286560823,0.3771672012200661,0.07192617103106837,"['circuit', 'neuron', 'neural circuit', 'neuronal', 'motor', 'connectivity', 'reconstruction', 'synaptic', 'sensory', 'movement', 'mouse', 'cortex', 'cortical', 'reward', 'recording']"
2,222,91903982,26872.0,0.1739674593241552,0.5193992490613266,0.49698074877319703,0.5418177493494561,799,292.3921185482474,38361838.612899214,20695103,0.36193030289909917,0.3306137932745603,0.393246812523638,0.033947377097563104,"['depression', 'pd', 'symptom', 'mood', 'stimulation', 'parkinson', 'negative', 'adolescent', 'fmri', 'anxiety', 'dysfunction', 'emotion', 'bipolar', 'positive', 'motor']"
3,102,49512509,4346.0,0.18446601941747573,0.5021844660194176,0.45782041200923773,0.5465485200295974,206,87.77579823312932,22525870.654275287,9827008,0.41889732439777927,0.34204246591358883,0.4957521828819697,0.1395014970686354,"['physical activity', 'pa', 'physical', 'exercise', 'energy', 'metabolic', 'daily', 'intensity', 'child', 'estimate', 'phone', 'youth', 'sensor', 'diabetes', 'impairment']"
4,224,75857312,19793.0,0.13734939759036144,0.4160240963855421,0.39391154220462327,0.43813665056646095,830,260.92408863630703,13542191.483348044,9344879,0.1708354023163989,0.13215266983720408,0.20951813479559372,0.16464856517384363,"['breast', 'breast cancer', 'woman', 'tumor', 'screening', 'biopsy', 'cancer risk', 'radiologist', 'benign', 'cancer screening', 'chemotherapy', 'decision support', 'invasive', 'lesion', 'density']"
5,1532,687264316,460900.0,0.04457690812491901,0.2291499287287806,0.22308587082487005,0.23521398663269114,7717,670.6299007091181,130817820.01157248,83837035,0.18000261098501902,0.14489630268172055,0.2151089192883175,-0.01797150570060875,"['cellular', 'molecule', 'ontology', 'chemical', 'compound', 'assay', 'integration', 'organism', 'annotation', 'microscopy', 'binding', 'property', 'drug discovery', 'gene expression', 'classification']"
6,175,62350195,29405.0,0.13783403656821377,0.44106891701828416,0.41693326987023965,0.46520456416632866,711,471.61039352002024,13650936.691539139,10461687,0.22299889288742572,0.1557722347778237,0.29022555099702774,0.1275611350087222,"['lung', 'lung cancer', 'nodule', 'pulmonary', 'ct', 'screening', 'respiratory', 'survival', 'rule', 'cancer screening', 'snp', 'ards', 'cad', 'morbidity', 'injury']"
7,251,96884142,40188.0,0.11991657977059438,0.43837330552659015,0.42406305914532827,0.45268355190785203,1918,414.8047262471499,43288174.5800978,21702794,0.36959254961221355,0.3301725075031362,0.4090125917212909,0.043495144509645915,"['ehr', 'health record', 'electronic health', 'ehr data', 'ehrs', 'record ehr', 'healthcare', 'informatics', 'natural language', 'emerge', 'nlp', 'decision support', 'clinical decision', 'phenotyping', 'language processing']"
8,87,32163637,9579.0,0.0650887573964497,0.3788461538461539,0.3465901046383293,0.4111022030539785,338,297.8207968209565,4051299.554914976,3396703,0.10307174528459188,0.06434695227613138,0.1417965382930524,0.13318456743756463,"['facial', 'emotion', 'face', 'cue', 'smoking', 'emotional', 'social', 'recognition', 'video', 'infant', 'child', 'head', 'deficit', 'asd', 'participant']"
9,118,52197870,26228.0,0.21847246891651864,0.4900532859680284,0.46060988902723704,0.5194966829088197,563,502.4726104724197,23622989.30842,12631624,0.3614908874938293,0.31855247781233176,0.40442929717532683,0.11636143391070301,"['mental', 'mental health', 'illness', 'psychiatric', 'neuroscience', 'depression', 'symptom', 'psychological', 'variable', 'social', 'psychopathology', 'neuroimaging', 'anxiety', 'service', 'surveillance']"
