Cluster,Size,Total,Citations,APT % over 95%,Avg. APT,95%CI L,95%CI U,Papers,Citations per $1mil funding,Projected 2021 Award,Actual 2021 Award To Date,Growth Rate,95%CI L,95%CI U,Score,Centroids
0,248,107951233,21303.0,0.06481481481481481,0.3527314814814815,0.334796805725432,0.37066615723753094,1080,197.33910774321586,38406155.261570826,16869105,0.3093805413755787,0.2533132517347386,0.36544783101641876,0.23541010646492486,"['hiv', 'infection', 'risk', 'prevention', 'social', 'associated', 'study', 'care', 'patients', 'therapy']"
1,816,346055406,319213.0,0.12628470171293563,0.417028942705257,0.41003979032238713,0.4240180950881268,8465,922.433212905797,66158671.21090229,58434001,0.19464167531825588,0.13367338948648005,0.2556099611500317,-0.004517941525936271,"['brain', 'software', 'vision', 'analysis', 'tools', 'neuroscience', 'methods', 'user', 'computer', 'computational']"
2,374,168345450,157215.0,0.06896551724137931,0.3254022988505747,0.3125598938719265,0.3382447038292229,2175,933.8832739465189,20748598.775294647,16805467,0.10278900957177856,0.07877735234067293,0.12680066680288418,0.011213521590705058,"['gene', 'expression', 'genes', 'gene expression', 'cell', 'molecular', 'cells', 'human', 'models', 'analysis']"
3,1319,576561407,197638.0,0.1323851203501094,0.4147945538536348,0.4076229711875643,0.42196613651970527,8226,342.7874248960961,304360928.0437212,158300726,0.4394545670618978,0.4181266628794527,0.46078247124434285,-0.007483369207410241,"['patients', 'risk', 'treatment', 'patient', 'disease', 'care', 'outcomes', 'models', 'model', 'time']"
4,191,103333031,33429.0,0.1893063583815029,0.5121387283236994,0.48717891010715514,0.5370985465402438,692,323.5073981329358,29603105.249270685,19166160,0.2513892693822868,0.22070685723668243,0.28207168152789114,0.16599827012315363,"['asd', 'autism', 'children', 'brain', 'connectivity', 'disorder', 'behavioral', 'spectrum', 'social', 'disorders']"
5,686,280039164,69487.0,0.07325501036627505,0.3390808569454043,0.3278294120885481,0.3503323018022605,2894,248.1331504046341,62823286.95501931,45148020,0.22358211167560826,0.1738442005056146,0.2733200228456019,-0.00568664015449013,"['detection', 'ms', 'mass', 'cad', 'smoking', 'disease', 'diagnosis', 'diagnostic', 'early', 'biomarkers']"
6,468,146403221,163627.0,0.008160237388724036,0.12353486646884274,0.11675682551274853,0.13031290742493695,2696,1117.646175284627,19732450.41606361,15541857,0.12123010390971346,0.07857085890237625,0.16388934891705068,0.09155773306640715,"['protein', 'proteins', 'structure', 'sequence', 'function', 'structures', 'binding', 'methods', 'interactions', 'structural']"
7,427,193347495,63843.0,0.1522707034728406,0.4656723063223509,0.45219876132406306,0.47914585132063875,2246,330.1982267729923,83228052.83319727,38410335,0.37321067285956355,0.35068813949038063,0.39573320622874647,0.028771451424442745,"['older', 'older adults', 'adults', 'care', 'intervention', 'aging', 'physical', 'home', 'activity', 'dementia']"
8,483,221926002,196426.0,0.1907259756609316,0.47449643306756184,0.4648053747086912,0.48418749142643247,4766,885.0968261033244,54767074.3096426,40102036,0.25480610299183065,0.1897693443794129,0.3198428616042484,0.018384777080973188,"['image', 'imaging', 'images', 'tissue', 'analysis', 'resolution', 'image analysis', 'high', 'segmentation', 'software']"
9,332,97844586,25075.0,0.08139534883720931,0.3882663847780126,0.3688963480995011,0.4076364214565241,946,256.27376051241095,15081620.064145263,5821092,0.13506049514812307,0.111115524679478,0.15900546561676815,0.10112998954274124,"['language', 'speech', 'children', 'infants', 'acquisition', 'statistical', 'development', 'disorders', 'processing', 'patterns']"
