text,title,id,project_number,terms,administration,organization,mechanism,year,funding,score
"DEVELOPMENT OF ARTIFICIAL HEARING FOR THE DEAF The effort to develop artificial hearing systems for the deaf has recently been focussed on tactual vocoders, devices that transduce acoustic energy into vibratory or electrocutaneous signals which are then applied to the skin.  Current tactual vocoders, however, are based largely upon untested assumptions about optimal filter configurations for speech processing.  In a study which carefully controls device variables (through use of software filters and computer driven displays) while systematically varying filter configurations, perception of critical features of the speech code will be studied.  Using psychophysical techniques, the research seeks to describe the tactual perception of speech features based on signals processed through filter banks with linear, logarithmic and composite spacings for both 32 and 16 channel displays.  The studies will:  1. determine discrimination and identification of speech contrasts along various speech-simulating continua for each of the filter configurations;  2. provide an empirical basis for the design of tactual vocoders with optimal filter configurations; and  3. lay the foundations for a miniaturized tactual vocoder design to be implemented in succeeding phases of the work.  This work is directed toward the development and ultimate manufacture of a portable, wearable, cosmetically acceptable, artificial hearing prosthesis for the deaf.  ",DEVELOPMENT OF ARTIFICIAL HEARING FOR THE DEAF,3503959,R43NS021390,"['somesthesis ', ' form /pattern perception ', ' electrotactile communication ', ' speech ', ' voice ', ' human subject ', ' electrostimulus ', ' electrodes ', ' deafness ', ' deaf aid ', ' auditory discrimination ', ' computer data analysis ', ' artificial intelligence ', ' ']",NINDS,ARTIFICIAL HEARING SYSTEMS CORPORATION,R43,1985,50000,-0.05233719140491837
"AN INTERACTIVE BIOMEDICAL IMAGE PROCESSOR/ANALYZER Current morphometry and image analysis systems can be broadly divided into those which display an image and require the user to trace the points or lines considered significant and those which apply complex algorithms to locate significant objects autonomously.  We have developed a prototype of an intermediate type of system in which the user can rapidly indicate the approximate location of significant objects after which the system applies an edge following algorithm to determine the exact boundary of the object. This system will be much faster to use than ""dumb"" morphometry systems and much less costly than ""intelligent"" image analyzers costing hundreds of thousands of dollars.  This system uses a new VLSI microprocessor specialized for signal processing tasks and innovative image processing circuitry we have designed.  We believe we can design a system of this type to sell for approximately $10,000.  This would bring powerful image processing technology within the reach of many more investigators.  ",AN INTERACTIVE BIOMEDICAL IMAGE PROCESSOR/ANALYZER,3509338,R44RR002224,"['image processing ', ' morphology ', ' computer simulation ', ' computer graphics /printing ', ' computer human interaction ', ' computer system design /evaluation ', ' artificial intelligence ', ' computers ', ' biomedical automation ', ' ']",NCRR,"AMERICAN INNOVISION, INC.",R44,1985,243988,-0.01235163536738316
"AUTO SCREENER FOR EPILEPTOFORM EEG DATA A two phase program is described to develop a microprocessor unit to screen 16 channel EEG data in real time and mark those epochs which contain epileptoform activity.  The unit would be marketed as a modular addition to data collection systems already marketed by Telefactor for long-term epilepsy monitoring.  Realization of such a unit involves adapting principles already proven and running on computers in a university environment such as the PDP 11/60.  Modern micorprocessor techniques can now permit recognition modules to price in the $10,000 range.  ",AUTO SCREENER FOR EPILEPTOFORM EEG DATA,3509087,R44NS020408,"['neuromuscular disorder diagnosis ', ' human subject ', ' computer data analysis ', ' online computer ', ' computer system design /evaluation ', ' artificial intelligence ', ' electroencephalography ', ' epilepsy ', ' patient monitoring device ', ' magnetic recording system ', ' clinical biomedical equipment ', ' ']",NINDS,TELEFACTOR CORPORATION,R44,1985,277622,-0.028381796428741567
"PHASE II RESEARCH ON SOUND-MAKING PRODUCTS FOR INFANTS The visual ""mobiles"" attached to infant cribs are devices designed to provide the infant with visual stimulation.  There are no devices currently on the market that provide infants with complex and interesting auditory stimulation.  Yet, studies by this research team show that very young infants have a keen sense of hearing and are capable of discriminating fine differences in complex sounds such as speech.  More importantly, our work suggests that infants like listening to speech, particularly when it conforms to the kind of speech that is addressed to them by caretakers. The particular kind of speech has many special properties, and has been given the name ""Motherese.""  Our laboratory research indicates that infants prefer to listen to Motherese over the kind of speech that is addressed to adults.  Moreover, the work shows that the main feature attracting infant attention towards Motherese is its unique acoustic characteristics, indluding an increase in pitch, exaggerated pitch contours, and a slower tempo.  This Phase-I research project proposes to examine the feasibility of creating an ""Auditory Mobile"" for infants--a device that presents Motherese and other complex signals that mimic its salient acoustic characteristics to infants.  The special features of this device include the fact that it is programmable and activated by the infant's vocalizations.  The proposal requests support for research that would further specify the parameters of auditory signals that should be contained in an Auditory Mobile and begin work on the technical problems of speech synthesis and recognition required by the device.  ",PHASE II RESEARCH ON SOUND-MAKING PRODUCTS FOR INFANTS,3508087,R44HD018561,"['sensory signal detection ', ' psychophysiology ', ' sound frequency ', ' vocalization ', ' speech synthesizers ', ' mother child interaction ', ' auditory fatigue ', ' auditory discrimination ', ' auditory stimulus ', ' artificial intelligence ', ' infant human (0-1 year) ', ' child psychology ', ' ']",NICHD,BABECO,R44,1985,218191,-0.05334549071631723
"STEPPED-CARE COLLEAGUE:  AUTOMATED THERAPY REVIEW IN HYP Clinical decision support systems and medical information systems are both of great interest in medical informatics.  Ideally these two types of systems should be closely linked to provide maximum educational and clinical utility.  Usually medical informatics development emphasizes one type of system to the exclusion of the other.  The primary objective of this proposal is to develop a generic, linked system in which medical knowledge represented in the decision support module is applied in the clinical setting in the context of an existing information system.  The major advantages are practical:  the data required by the decision support system is already available; no special data collection or entry is needed.  The advice given by the decision support system is presented in clinical ""real-time"" to optimize its effect.  The second objective is to maximally exploit non-artificial intelligence in medicine (AIM) systems for representing medical knowledge and decision making processes when appropriate.  This is cost effective and, if sufficiently robust, may be adequate for many types of medical decision problems.  In this proposal we plan to develop general methods and apply them to a single clinical setting:  hypertension care.  The specific work will test the hypothesis that an automated therapeutic management review system may be created, using a non-AIM rule-based structure coupled with a system designed to frequently gather pertinent clinical information, to provide sophisticated analysis of current medical management for providers.  The system will survey current clinical data and, following a stepped care approach to the treatment of hypertension, advise providers as to when they should increase therapy, modify therapy, or reduce therapy in appropriate circumstances.  The prototype system will be studied in a general medicine practice. Testing will involve the examination of its performance in terms of reliability and validity, its psychological impact on providers and their perception of benefit and satisfaction, and its cost and impact on stepped care therapy.  If this development and feasibility project is successful, we will consider submitting a proposal to subject the developed system to more definitive study.  ",STEPPED-CARE COLLEAGUE:  AUTOMATED THERAPY REVIEW IN HYP,3449510,R23LM004440,"['information systems ', ' information system analysis ', ' automated data processing ', ' patient care management ', ' computer system design /evaluation ', ' hypertension ', ' computer assisted patient care ', ' computer assisted medical decision making ', ' ']",NLM,BOSTON UNIVERSITY MEDICAL CENTER HOSP,R23,1985,52173,-0.014741221540507677
"ARRAY PROCESSOR FOR MEDICAL IMAGE PROCESSING A powerful array processor to be attached to our existing VAX 11/780 computer is requested.  This instrument will be dedicated to research in medical imaging and image processing.  Specifically, four projects are proposed, two each in digital radiology and nuclear medicine.  In digital radiology, the goal of the proposed research is to deblur subtraction angiograms by using sophisticated image processing algorithms, thereby facilitating the visualization of atherosclerotic lesions in the coronary arteries.  Two distinct processing algorithms will be investigated.  Both of these algorithms are well known in the image processing leterature, but have not yet been applied to large medical images for lack of sufficient computer power.  The nuclear medicine projects have as their goal earlier detection and more accurate characterization of small neoplasms.  In one of these projects, three-dimensional images will be reconstructed from coded-aperture data.  This approach allows true tomographic reconstruction without any motion of the detector or aperture.  The other nuclear medicine project involves automated feature extraction and pattern recognition of liver scans.  In addition, it will include an attempt to optimize the design of nuclear imaging systems for most accurate extraction of the relevant features.  ",ARRAY PROCESSOR FOR MEDICAL IMAGE PROCESSING,3519184,S10RR002395,"['nuclear medicine ', ' tomography ', ' radiodiagnosis ', ' artificial intelligence ', ' computers ', ' clinical biomedical equipment ', ' ']",NCRR,UNIVERSITY OF ARIZONA,S10,1985,92500,-0.11798841486293729
"A LASER MICROBEAM BIOTECHNOLOGY RESOURCE This is a continuation grant for the Laser Microbeam Program (LAMP) bio-technology resource.  The specific objectives are:  (1) to continue the Laser Microbeam Program (LAMP) as a national ""user"" facility for microbeam studies in cell and developmental biology, (2) to further develop the laser microbeam instrumentation as well as the accessory computer-image instrumentation, (3) to provide additional laser capabilities in areas of clinical relevance, (4) to provide several training courses/workshops for basic science researchers and research clinicians, (5) to further develop interactions between the academic and industrial community.  ",A LASER MICROBEAM BIOTECHNOLOGY RESOURCE,3103771,P41RR001192,"['dissection ', ' radiobiology ', ' particle beam ', ' laser therapy ', ' cinemicrography ', ' fluorescence microscopy ', ' fluorescence ', ' lasers ', ' image processing ', ' neoplasm /cancer photoradiation therapy ', ' training ', ' artificial intelligence ', ' cell biology ', ' biomedical equipment resource ', ' clinical biomedical equipment ', ' ']",NCRR,UNIVERSITY OF CALIFORNIA-IRVINE,P41,1985,556850,-0.024951937497300226
"COLLAGEN POLYMORPHISM IN NORMAL AND CIRRHOTIC LIVER In the two years of the granting period we have completed the localization by light and electron microscopy of four components of the hepatic extracellular matrix in normal, fibrotic and cirrhotic liver.  Collagen deposition in our system is a late event in the cirrhotic process, the earliest detectable change, is increased synthesis of fibronectin by the hepatocyte with subsequent deposition of this fibronectin in the space of Disse.  Our working hypothesis is that not only does fibronectin play a critical role in the fibrotic process, but that this role may be mediated by post-translational modifications in the fibronectin secreted by the injured hepatocyte.  We are proposing to complete the morphological studies initiated two years ago, obtaining precise quantitation (with computer-aided image analysis) of the changes in the hepatic extracellular matrix in the normal, fibrotic and cirrhotic liver.  New studies include:  The reversal of the cirrhosis induced by CCl4 and characterization and quantitation of the catabolism of this extracellular matrix during the reversal of the cirrhosis.  These studies will use light and electron immunohistochemistry combined with image analysis.  To characterize and quantitate the matrix produced by primary cultures of hepatocytes obtained from normal, fibrotic and cirrhotic livers using immunohistochemistry, quantitative rocket immunoelectrophoresis and electroimmunobloting.  We will use in vitro sublethal hepatocyte injury with CCl4 and compare the matrix secreted in vitro by these injured hepatocytes with that secreted by normal hepatocytes.  The last part of the proposal will initiate studies designed to characterize any possible changes in the fibronectin secreted by hepatocytes as a response to injury.  Plasma and tissue fibronectin from rats exposed to CCl4 will be compared with plasma and tissue fibronectin from normal rats.  The fibronectins will be characterized by PAGE, IEF, electroimmunoblotting and crossed immunoaffinity electrophoresis with ConA in the first dimension.  Using this combination of techniques it should be possible to detect any post-translational modifications in the fibronectin secreted by rat hepatocytes in response to chronic injury.  ",COLLAGEN POLYMORPHISM IN NORMAL AND CIRRHOTIC LIVER,3151908,R01AM028488,"['tissue /cell culture ', ' embryo /fetus ', ' immunoelectron microscopy ', ' electron microscopy ', ' basement membrane ', ' hepatectomy ', ' liver regeneration ', ' liver metabolism ', ' liver function ', ' liver cirrhosis ', ' liver cells ', ' immunoelectrophoresis ', ' enzyme linked immunosorbent assay ', ' immunochemistry ', ' growth /development ', ' pathologic process ', ' molecular pathology ', ' biopsy ', ' connective tissue metabolism ', ' fibrogenesis ', ' artificial intelligence ', ' extracellular matrix ', ' biological polymorphism ', ' secretion ', ' mature animal ', ' ']",NIADDK,HAHNEMANN UNIVERSITY,R01,1985,115819,-0.07876359873464163
"NUCLEIC ACID SEQUENCE ANALYSIS We will use a combination of computer programming and biochemistry to study some interesting questions in molecular biology.  Our nucleic-acid sequence library system will be improved to allow the user the powers of recombinant DNA technology available to the biochemist.  All of our software will be extensively modularized to facilitate program development and transportation, both of which will hasten improvements.  We will continue to expand our collection of programs to analyze sequence-function relationships.  This will include improvements to our program of a pattern recognition algorithm (the ""perceptron"") and adaptations of multiple regression analyses to nucleic-acid sequence problems.  These techniques will be used to make quantitative models for sequence effects on promoter efficiency and mutagenicity.  We will generate a large collection of data for sequence effects on translational initiation efficiency using the technologies of recombinant DNA, chemical DNA sysnthesis and DNA sequencing.  These data, analyzed by our computer programs, will lead to a quantitative understanding of translational initiation.  ",NUCLEIC ACID SEQUENCE ANALYSIS,3276031,R01GM028755,"['handbook ', ' nucleic acid sequence ', ' mathematical model ', ' information systems ', ' mutagens ', ' microorganism genetics ', ' genetic translation ', ' plasmids ', ' genetic registry /resource /referral center ', ' genetic mapping ', ' computer center ', ' artificial intelligence ', ' ribosomes ', ' ']",NIGMS,UNIVERSITY OF COLORADO,R01,1985,96375,-0.13779485383067264
"ATTENTIONAL DEFICIT CHILDREN:  A DIMENSIONAL ANALYSIS This study will map certain dimensional aspects of personality (impulsivity, anxiety-proneness, and sensation seeking) and laboratory measures of nervous system sensitivity in 200 heterogeneous, clinically and school referred attention deficit disordered (ADD) subjects (structured interview diagnosis) and 50 controls.  Behavioral and physiological measures will be obtained during augmentation-reduction and signal detection procedures.  The primary goal is to construct a decision tree that will enhance the DSM-III diagnosis of ADD subjects in the sense of making it more predictive of clinical outcome at follow-up.  Past research of ours and others indicates that an augmentation-reduction procedure, in which the individual responds to tones of increasing intensity, differentiates hyperactive ADD children from controls and is predictive of therapeutic drug dose.  We will attempt to replicate and extend these results using signal detection techniques which would appear to be superior to augmenting procedures for purposes of studying nervous system sensitivity and attentional processes.  Russian investigators refer to sensitivity as strength.  This is assessed by them as a subject's ability to detect stimuli low in intensity and/or to withstand strong stimuli.  We extend this definition to include four hypothesized relatively independent dimensions:  sensitivity to tones low and high in intensity and sensitivity to reward and punishment.  These four laboratory measures will be correlated with dimensional aspects of personality, including impulsivity, aggressivity, anxiety-proneness, and sensation seeking.  Subjects will be grouped post hoc in several ways:  (a) on the basis of DSM-III diagnosis; (b) on the basis of DSM-III and personality attributes; (c) on the basis of DSM-III diagnoses and sensitivity indices; and (d) on the basis of DSM-III, personality, and sensitivity measures.  We hypothesize that (b), (c) and (d) will be more predictive of clinical outcome than (a).  We also expect (b) to correlate more closely with the laboratory measures of sensitivity than (a), but expect (b) and (c) to be independent predictors of outcome and to correlate about equally with outcome.  And we expect (d) to be the best predictor of outcome, particularly for children receiving methylphenidate.  ",ATTENTIONAL DEFICIT CHILDREN:  A DIMENSIONAL ANALYSIS,3377188,R01MH039189,"['stimulus /response ', ' mental disorder diagnosis ', ' mental disorder chemotherapy ', ' learning disorders ', ' personality ', ' reinforcer ', ' anxiety ', ' impulsive behavior ', ' aggression ', ' personality tests ', ' behavior test ', ' psychophysiology ', ' attention ', ' methylphenidate ', ' nervous system ', ' human subject ', ' visual stimulus ', ' auditory stimulus ', ' middle childhood (6-11) ', ' attention deficit disorder ', ' child mental disorders ', ' electroencephalography ', ' ']",NIMH,UNIV OF ARKANSAS FOR MED SCIS,R01,1985,128972,-0.021234217253460013
"A CANCER RADIOTHERAPY EXPERT SYSTEM USING SIMULATION Radiation therapy for cancer is one of the first areas in which computers were widely used in support of clinical practice, dating back at least twenty years.  The initial application, still the major one today, was the calculation of radiation dose in the tumor region and in other locations of the patient's body.  However, knowledge about clinical implications of radiation treatment has been difficult to systematize in a form suitable for computer processing.  The number and range of treatment options is large.  Treatment optimization based on dose computations with variation of parameters can only handle a few of the possible options.  As an alternative approach to systematizing clinical knowledge of radiation effects, this project will develop an expert system for planning radiation therapy.  The problem of planning radiation therapy presents challenges in the design of expert systems.  Efficiency and flexibility are important because of the large problem space.  In addition, some of the knowledge of radiation treatment planning is most naturally expressed in the form of constraints, rather than production rules.  Most important, decision-making normally relies on a treatment simulation system to provide dose and geometric information about proposed treatment strategies.  To meet these requirements this project will develop and investigate the properties of an expert system that integrates with a treatmet simulation system.  The two systems will be coupled using a message passing technique previously developed for the simulation system internal operation.  The expert system will use both frames and production rules as appropriate tothe problem domain.  Constraint mechanisms will be introduced which allow constraints to be strengthened or weakened as the system preceeds toward a solution.  The simulation system will be coupled to the expert system as a means of checking constraint satisfaction and graphically displaying the solution(s).  The integration of a simulation system with appropriate knowledge representation techniques should provide new insight into methods of constraint satisfaction, and also extend understanding of the design and behavior of hybrid systems.  ",A CANCER RADIOTHERAPY EXPERT SYSTEM USING SIMULATION,3373572,R01LM004174,"['human therapy evaluation ', ' radiobiology ', ' radiation dosage ', ' decision making ', ' neoplasm /cancer radiation therapy ', ' information system analysis ', ' computer simulation ', ' computer assisted diagnosis ', ' ']",NLM,UNIVERSITY OF WASHINGTON,R01,1985,92557,-0.03663104916774809
"COMPUTER-BASED EXERCISE IN PATHOPHYSIOLOGIC DIAGNOSIS COMPUTER-BASED EXERCISES IN PATHOPHYSIOLOGIC DIAGNOSIS is a research project that aims to develop computer-assisted instructional tools for clinical science education in medicine.  A computer system will be developed that consists of two related programs:  DSS, a user-friendly decision support system, based on the concepts of clinical decision analysis and medical cost-effectiveness analysis; and PLAN-ALYZER, an interactive critiquing system based on the concepts of automated transition networks.  Methods to be employed in the development of the system will arise from decision theory, artificial intelligence, and software engineering.  The primary computer system that will be used for the project is the Apple Macintosh.  The computer system will be applied to clinical problems in two content areas of second year medical education:  the workup of anemias in hematology and the evaluation and management of suspected coronary artery disease in cardiology.  Databases will be developed for each of these areas, drawing upon the resources of clinical medicine, community and family medicine, and laboratory medicine.  The effect of the computer tool in these two areas will be tested through a randomized, controlled crossover trial in three medical school classes.  Students will be stratified by sex and MCAT Verbal and Quantitative scores into two randomized groups.  The first group will undergo the hematology intervention, and serve as a control group for the cardiology exercise. The other group will serve in reverse.  Experimental subjects will undergo a laboratory exercise using the DSS and PLAN-ALYZER programs; control subjects will receive refined textual material that is equivalent in content.  Performance will be measured by patient evaluation problems built into the examination mechanism of the medical school in the randomized design.  Additionally, student performance will be measured over time, both within the second year intervention and through two repeat interventions in the clinical years of medical school.  The project aims to investigate whether computer science research in basic medical education will assist the integration of discrete medical facts into effective clinical decision making, both in the classroom environment and through clinical training.  ",COMPUTER-BASED EXERCISE IN PATHOPHYSIOLOGIC DIAGNOSIS,3373742,R01LM004487,"['heart disorder diagnosis ', ' coronary disorder ', ' medical education ', ' computer assisted instruction ', ' diagnosis quality /standard ', ' artificial intelligence ', ' blood tests ', ' anemia ', ' computer assisted medical decision making ', ' computer assisted diagnosis ', ' ']",NLM,DARTMOUTH COLLEGE,R01,1985,184270,-0.04848729489224576
"STRUCTURAL DETERMINATION OF INTERPHASE CHROMOSOMES The newly developed instrumentation and software now allows three-dimensional reconstruction, in a generalized fashion, of subcellular structures, at both the light and high voltage electron microscopic levels.  Eighteen nuclei have been reconstructed and interpreted in a quantitative fashion.  Six nuclei have their cytogenetic loci aligned with the three-dimensional structures showing that many chromosome features are three-dimensionally determined.  It is proposed to determine, three-dimensionally, many adjacent polytene nuclei in defined developmental stages and tissues so that it will be possible to see in a quantitative fashion the structural relationships. Many computational approaches are proposed to process the images, to refine the structures, to position the bands, hence genes three-dimensionally, and to determine the fine structure of nuclei.  These studies will also utilize monoclonal antibodies to localize active gene loci and their close associations one with another and the nuclear envelope, and to relate structure to function.  Diploid nuclei will, in addition, be three-dimensionally reconstructed at highest possible light microscope resolution in intact Drosophila embryos. Questions related to differences in the 3D patterns of the interphase chromosomes as a function of development, and the cell cycle will be studied.  The laboratory will continue to reconstruct mitotic chromosomes and interband/bands from polytene chromosomes from Drosophila in a resolution-overlaping fashion made possible by the three-dimensional light microscopy and much higher resolution of the high voltage electron microscope utilizing systematic high tilt about 70 degrees for three-dimensional structure.  New computational approaches to image processing in three dimensions are being continued.  New image collection hardware for the light microscopy and high voltage electron microscopy are proposed.  ",STRUCTURAL DETERMINATION OF INTERPHASE CHROMOSOMES,3272765,R01GM025101,"['tissue /cell culture ', ' freeze etching ', ' radionuclide double label ', ' salivary glands ', ' fluorescence microscopy ', ' scanning electron microscopy ', ' electron microscopy ', ' image enhancement ', ' nucleic acid sequence ', ' endonuclease ', ' immunofluorescence technique ', ' monoclonal antibody ', ' animal population genetics ', ' genetic transcription ', ' genetic regulation ', ' gene expression ', ' cytogenetics ', ' genetic mapping ', ' genetic manipulation ', ' chromosome disorders ', ' nonmammalian vertebrate embryology ', ' fluorescent dye /probe ', ' artificial intelligence ', ' eukaryote ', ' cell differentiation ', ' larva ', ' immature animal ', ' ']",NIGMS,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",R01,1985,124739,-0.06937372283105654
