Cluster,Size,Total,Citations,APT % over 95%,Avg. APT,95%CI L,95%CI U,Papers,Citations per $1mil funding,Projected 2021 Award,Actual 2021 Award To Date,Growth Rate,95%CI L,95%CI U,Score,Centroids
0,219,88682304,7635.0,0.12188365650969529,0.3738227146814404,0.3402991642507429,0.4073462651121379,361,86.0938389692717,34061995.48292449,15367031,0.36432246306176064,0.30486920119251226,0.423775724931009,0.03172451377558199,"['smoke', 'physic activ', 'activ', 'pa', 'sensor', 'physic', 'behavior', 'wearabl', 'monitor', 'devic', 'intervent', 'measur', 'mobil', 'time', 'fall']"
1,252,173172933,139940.0,0.0514018691588785,0.2824766355140187,0.2677233073696882,0.2972299636583492,1498,808.0939531121761,23306011.86721338,14478284,0.11086549191692444,0.08438276156454323,0.13734822226930563,0.04244237608739425,"['genom', 'sequenc', 'human', 'analysi', 'biolog', 'gene', 'comput', 'genet', 'integr', 'human genom', 'function', 'genom data', 'encod', 'variant', 'diseas']"
2,299,160562605,247423.0,0.09214020180562932,0.3785050451407328,0.3685939905338184,0.3884160997476472,3766,1540.9752476300444,60014982.2272755,17546760,0.3806883240924858,0.280252949759341,0.48112369842563063,0.0248481168327562,"['cancer', 'genom', 'tumor', 'patient', 'cell', 'melanoma', 'predict', 'treatment', 'analysi', 'mirna', 'surviv', 'tissu', 'biolog', 'tool', 'molecular']"
3,329,119468748,51755.0,0.1460101867572156,0.47444821731748726,0.4559701808588107,0.49292625377616384,1178,433.20952857060155,41778640.92368972,24600865,0.3115801235039445,0.286118946669686,0.33704130033820295,-0.000986903517092696,"['memori', 'neural', 'brain', 'cognit', 'attent', 'disord', 'fmri', 'function', 'behavior', 'control', 'neuroimag', 'represent', 'task', 'activ', 'mechan']"
4,363,191977977,89797.0,0.02315963606286187,0.2002894954507858,0.18633599886210483,0.21424299203946678,1209,467.7463603025674,56209019.26246159,28204365,0.26279615640322945,0.23085623074345632,0.2947360820630026,0.031017022506871873,"['neuron', 'neural', 'circuit', 'behavior', 'brain', 'activ', 'neural circuit', 'sensori', 'cortex', 'function', 'cortic', 'dynam', 'process', 'understand', 'cell']"
5,82,37354448,11316.0,0.14195583596214512,0.4271293375394321,0.3906182015694429,0.46364047350942134,317,302.9358110177401,11304171.381712211,8679436,0.3148111979829432,0.217246992950567,0.4123754030153194,0.23523982795395165,"['seizur', 'epilepsi', 'eeg', 'patient', 'brain', 'detect', 'record', 'network', 'activ', 'biomark', 'neural', 'surgic', 'onset', 'predict', 'devic']"
6,257,99880347,34449.0,0.1111111111111111,0.4194885361552028,0.4043168103677519,0.4346602619426537,1701,344.9026864113718,40012691.448757306,23385679,0.3340102667384266,0.3119138306219842,0.356106702854869,0.04854408289533388,"['ehr', 'patient', 'electron', 'health record', 'electron health', 'record', 'ehr data', 'record ehr', 'risk', 'care', 'medic', 'inform', 'informat', 'phenotyp', 'nlp']"
7,406,204712487,173499.0,0.16953932936383578,0.4809934189909119,0.46954765863311615,0.4924391793487077,3191,847.5252415843104,29954333.790626176,24370612,0.12316093818967717,0.09332278257633714,0.1529990938030172,0.03044539983418414,"['genet', 'variant', 'gene', 'gwa', 'diseas', 'genom', 'snp', 'variat', 'risk', 'trait', 'associ', 'phenotyp', 'genet variant', 'suscept', 'complex']"
8,280,150758283,30455.0,0.06040756914119359,0.27470887918486164,0.2592046586149099,0.2902130997548134,1374,202.0121176360174,27846178.602676854,16863409,0.15699172416748997,0.12317413422682494,0.190809314108155,0.03939080453560191,"['drug', 'drug discoveri', 'discoveri', 'predict', 'effect', 'safeti', 'target', 'advers', 'comput', 'resist', 'screen', 'patient', 'market', 'compound', 'molecul']"
9,135,43364521,12541.0,0.08506224066390042,0.39325726141078843,0.36527230998029464,0.4212422128412822,482,289.1995509416558,8810844.711618906,1920272,0.18592056918291583,0.15112563698979725,0.2207155013760344,0.15255988249324814,"['speech', 'languag', 'linguist', 'percept', 'motor', 'product', 'disord', 'hear', 'intellig', 'neural', 'tract', 'movement', 'al', 'commun', 'human']"
10,247,101927563,32155.0,0.15163934426229508,0.46782786885245903,0.4496322197929124,0.48602351791200565,1220,315.4691337023333,34140053.56686021,18356268,0.3698350375542279,0.27058420867907634,0.4690858664293795,0.01992768513149101,"['imag', 'cad', 'detect', 'mri', 'lesion', 'motion', 'coronari', 'ct', 'radiologist', 'patient', 'cancer', 'cardiac', 'techniqu', 'diagnosi', 'improv']"
11,193,72335062,37184.0,0.08940092165898618,0.4150230414746544,0.39648966913835826,0.43355641381095056,1085,514.0522309913829,11764381.092847232,7206017,0.15744990673652887,0.11250760013016828,0.20239221334288945,0.12285900629840224,"['alcohol', 'fasd', 'alcohol use', 'prenat', 'adolesc', 'exposur', 'brain', 'fetal', 'facial', 'consortium', 'disord', 'use disord', 'risk', 'behavior', 'intervent']"
12,228,98955753,205417.0,0.0762938936680299,0.35762938936680294,0.35052142961005667,0.3647373491235492,7091,2075.8469697057435,43351538.65162141,39018752,0.39288620561856535,0.31616992621069845,0.46960248502643226,0.038214874191840435,"['student', 'scienc', 'program', 'train', 'center', 'big', 'big data', 'biomed', 'faculti', 'educ', 'environment', 'school', 'comput', 'career', 'cours']"
13,443,219618006,190591.0,0.19655968114117894,0.4851688693098385,0.47551867244704166,0.4948190661726353,4767,867.8295713148401,40018265.99894114,32362999,0.17912934752553408,0.12014025560546696,0.2381184394456012,0.026736692081778663,"['imag', 'tissu', 'analysi', 'imag analysi', 'softwar', 'comput', 'medic imag', 'optic', 'segment', 'medic', 'algorithm', 'diseas', 'quantit', 'techniqu', 'technolog']"
14,100,81896554,34244.0,0.07211895910780669,0.3478810408921933,0.33157580133252285,0.36418628045186374,1345,418.1372515380806,30389327.40835016,12885424,0.288759297780416,0.16949322026723412,0.40802537529359784,0.07053106572768529,"['immun', 'cell', 'respons', 'immunolog', 'cancer', 'diseas', 't', 'tumor', 'microbiom', 'receptor', 'patient', 'host', 'therapi', 'profil', 'adapt']"
15,148,157797670,19475.0,0.2345415778251599,0.5046908315565032,0.4734825339023069,0.5358991292106995,469,123.41753842119469,74753319.76906054,7073853,0.36014092539389875,0.03327580691616977,0.6870060438716277,0.246752862000288,"['pain', 'chronic', 'treatment', 'patient', 'opioid', 'brain', 'effect', 'mechan', 'assess', 'care', 'condit', 'manag', 'biomark', 'measur', 'respons']"
16,61,37640209,2883.0,0.1524163568773234,0.4117100371747212,0.3705326460571387,0.4528874282923037,269,76.5936235901347,18711665.924033333,12341759,0.39702457132284313,0.3457020421316617,0.44834710051402454,0.21114721404807132,"['substanc', 'substanc use', 'adolesc', 'use disord', 'assess', 'consortium', 'behavior', 'brain', 'treatment', 'youth', 'disord', 'social', 'effect', 'risk', 'trial']"
17,263,93373245,92152.0,0.014120667522464698,0.14403080872913995,0.13407354227096654,0.15398807518731336,1558,986.920825125013,11695523.22733885,6719236,0.10893423756750477,0.06511426168841859,0.15275421344659096,-0.0012931172441591194,"['protein', 'proteom', 'mass', 'peptid', 'sequenc', 'spectrometri', 'mass spectrometri', 'cell', 'function', 'predict', 'bind', 'interact', 'biolog', 'diseas', 'analysi']"
18,216,69842172,20847.0,0.1299638989169675,0.4159446450060168,0.39404620290008097,0.43784308711195263,831,298.4872807220257,10389936.269270927,9063095,0.1372506373473003,0.10371701185306972,0.1707842628415309,0.14158017280238103,"['breast', 'breast cancer', 'cancer', 'woman', 'imag', 'risk', 'tumor', 'screen', 'patient', 'biopsi', 'detect', 'cancer risk', 'radiologist', 'decis', 'benign']"
19,135,56144586,7714.0,0.075,0.38337499999999997,0.35347147278325985,0.4132785272167401,400,137.3952601591897,10878880.35474441,6787949,0.17151647801326317,0.13082421511226794,0.2122087409142584,0.04598645195904891,"['languag', 'aphasia', 'child', 'treatment', 'impair', 'disord', 'linguist', 'process', 'individu', 'intervent', 'effect', 'pattern', 'natur languag', 'languag process', 'natur']"
