Cluster,Size,Total,Citations,APT % over 95%,Avg. APT,95%CI L,95%CI U,Papers,Citations per $1mil funding,Projected 2021 Award,Actual 2021 Award To Date,Growth Rate,95%CI L,95%CI U,Score,Centroids
0,47,15108755,1985.0,0.043478260869565216,0.34130434782608693,0.2962459345317235,0.38636276112045037,184,131.3807788927678,5086160.069359153,2661675,0.27393001104969533,0.19773236980931153,0.35012765229007914,0.21176008136181965,"['social media', 'media', 'social', 'hiv', 'behaviors', 'prevention', 'abuse', 'online', 'drug', 'substance', 'content', 'network', 'men', 'real', 'engagement']"
1,110,42833308,12129.0,0.12093023255813953,0.4383720930232558,0.4078361007541978,0.4689080852923138,430,283.1674826515851,7733755.178733544,7407920,0.17593253695192915,0.10113543816314668,0.2507296357407116,0.038415336801595194,"['eeg', 'communication', 'language', 'aphasia', 'software', 'user', 'intelligence', 'cognitive', 'source', 'computer', 'families', 'technology', 'individuals', 'medical', 'fmri']"
2,123,46854416,13852.0,0.07991803278688525,0.44959016393442625,0.42338012019875904,0.47580020767009346,488,295.6391559762478,4637553.019912732,2046265,0.07750635832089224,0.050213703002745476,0.10479901363903901,0.11043119160106397,"['cad', 'lesions', 'detection', 'images', 'cancer', 'computer', 'image', 'diagnosis', 'performance', 'skin', 'diagnostic', 'screening', 'accuracy', 'false', 'cases']"
3,187,67321492,24593.0,0.10457516339869281,0.41589052287581696,0.3981236256492805,0.4336574201023534,1224,365.3068176207384,27764100.352375727,13058810,0.33734214857918293,0.31341231189413626,0.3612719852642296,0.05384150147705141,"['ehr', 'ehr data', 'electronic', 'ehrs', 'electronic health', 'records', 'health records', 'events', 'health record', 'safety', 'nlp', 'informatics', 'medical', 'drug', 'adverse']"
4,207,83453937,40932.0,0.04671280276816609,0.2868079584775086,0.27020972349398076,0.3034061934610365,1156,490.47416420869394,14441676.55000622,10714493,0.1595086690165132,0.12983822358884062,0.18917911444418578,0.03269731880535144,"['gene', 'expression', 'gene expression', 'genes', 'cell', 'molecular', 'cells', 'cancer', 'genetic', 'genome', 'statistical', 'diseases', 'prediction', 'regulation', 'biology']"
5,185,74893326,17070.0,0.14774774774774774,0.46477477477477475,0.4378107169095205,0.491738832640029,555,227.92418112129243,29087687.335785106,19516464,0.3588953842817002,0.31498622659516173,0.40280454196823867,0.042148976027426385,"['children', 'pediatric', 'reading', 'early', 'child', 'autism', 'developmental', 'intervention', 'age', 'childhood', 'language', 'school', 'year', 'young', 'motor']"
6,143,95005843,164384.0,0.3114472327260227,0.603111034719835,0.5911633072065199,0.61505876223315,2909,1730.2514751645328,57241971.76358133,23821694,0.49021529358713584,0.4140283661113242,0.5664022210629475,0.03251324121861008,"['dementia', 'cognitive', 'alzheimer', 'alzheimer disease', 'aging', 'decline', 'ad', 'persons', 'mri', 'impairment', 'home', 'cognition', 'older', 'pathology', 'age']"
7,200,68557657,17599.0,0.14265927977839335,0.4984072022160665,0.4749316423949168,0.5218827620372162,722,256.70363851553446,15042123.134474708,7980299,0.20042040090137286,0.16157470803183613,0.2392660937709096,0.1301260685422746,"['alcohol', 'alcohol use', 'prenatal', 'exposure', 'fetal', 'facial', 'consortium', 'adolescent', 'disorders', 'effects', 'spectrum', 'children', 'projects', 'core', 'individuals']"
8,254,152275522,183396.0,0.07425990968389362,0.2986452584044154,0.28534945145142465,0.3119410653574062,1993,1204.3695374756292,13004574.286276987,8156507,0.058196707291992826,0.02913343418790624,0.0872599803960794,0.013626340858284952,"['biological', 'molecular', 'database', 'biology', 'genes', 'pathways', 'networks', 'integration', 'genomic', 'biomedical', 'community', 'network', 'gene', 'software', 'genetic']"
9,279,110566118,48999.0,0.11417004048582996,0.3644534412955466,0.34593189125780943,0.3829749913332837,1235,443.1646953545027,24535465.846160576,14602603,0.19674225268847348,0.15075082416713154,0.24273368120981542,0.03137366720320206,"['ms', 'mass', 'biomarkers', 'spectrometry', 'mass spectrometry', 'pd', 'metabolomics', 'early', 'biomarker', 'injury', 'markers', 'identification', 'progression', 'diagnosis', 'protein']"
10,176,63072493,20429.0,0.13703703703703704,0.43675925925925924,0.4091746307979647,0.4643438877205538,540,323.8971384879301,21677669.081866805,10778365,0.28529976327864387,0.25196499346179146,0.3186345330954963,0.035215542522697645,"['memory', 'cognitive', 'adhd', 'neural', 'disorders', 'attention', 'task', 'deficits', 'fmri', 'working', 'behavioral', 'control', 'psychiatric', 'neuroscience', 'dysfunction']"
11,228,86168719,29911.0,0.060824742268041236,0.3151030927835051,0.29651225997258474,0.3336939255944255,970,347.12132601158896,28821722.540810913,14454226,0.32860429799732277,0.24518363689295622,0.41202495910168935,0.021079084587421748,"['shape', 'tissue', 'bone', 'image', '3d', 'body', 'surgical', 'segmentation', 'surgery', 'optical', 'images', 'composition', 'structure', 'resolution', 'muscle']"
12,80,42461781,18173.0,0.18061674008810572,0.5311674008810573,0.5019983488126274,0.5603364529494872,454,427.9848742095862,28482994.710026737,11187568,0.5825709615712334,0.434674853272329,0.7304670698701379,0.2857102161919235,"['suicide', 'behavior', 'factors', 'opioid', 'risk factors', 'death', 'prediction', 'prevention', 'youth', 'adolescents', 'ehr', 'psychiatric', 'deaths', 'predictors', 'predictive']"
13,254,111046610,44247.0,0.14362057448229792,0.4449231796927187,0.42835606501141305,0.4614902943740244,1497,398.45430670958797,52743503.56776432,27094424,0.3840136268136146,0.35691670124136865,0.4111105523858606,0.041982004843073406,"['older', 'older adults', 'adults', 'sleep', 'opioid', 'aging', 'home', 'cognitive', 'life', 'intervention', 'age', 'population', 'assessment', 'interventions', 'depression']"
14,148,54113816,17331.0,0.14772727272727273,0.4392992424242424,0.4105744632553872,0.4680240215930976,528,320.2694114198119,16704756.450356862,10163200,0.31265012936734426,0.23304294011805232,0.3922573186166362,0.12545506741915852,"['lung', 'lung cancer', 'cancer', 'ct', 'pulmonary', 'screening', 'controls', 'dose', 'cases', 'early', 'image', 'genetic', 'respiratory', 'gene', 'biomarkers']"
15,1239,459128181,218850.0,0.12336230380075237,0.4038591256972369,0.39655697793131695,0.4111612734631569,7709,476.6642716710086,189426257.67664614,104088629,0.4208061455259227,0.34277741908853077,0.49883487196331466,-0.020827436485334253,"['phase', 'decision', 'tool', 'surgical', 'software', 'assessment', 'technology', 'medical', 'real', 'cost', 'quality', 'image', 'response', 'monitoring', 'training']"
16,242,74043946,99401.0,0.01901639344262295,0.15285245901639347,0.14186828220146291,0.16383663583132402,1525,1342.4595172169782,10090834.963216046,8314101,0.12628768167970028,0.06416319193585308,0.1884121714235475,0.002217565141833757,"['proteins', 'protein', 'binding', 'mutations', 'molecular', 'structure', 'structures', 'structural', 'cell', 'sequence', 'sites', 'biological', 'mutation', 'dynamics', 'interactions']"
17,161,163451999,19526.0,0.2277432712215321,0.49989648033126294,0.4692154955434771,0.5305774651190488,483,119.4601480523955,78630871.14207597,8015389,0.3647884430122585,0.047155969223930894,0.6824209168005861,0.27085718568609857,"['pain', 'chronic', 'opioid', 'management', 'effects', 'treatments', 'self', 'processes', 'low', 'acute', 'assessment', 'dr', 'quality', 'mentoring', 'behavioral']"
18,293,117877462,32860.0,0.12965186074429771,0.4420768307322929,0.4203382717746833,0.46381538968990255,833,278.7640609364325,27611181.456971936,17889411,0.2054969913475861,0.1751851049191675,0.23580887777600468,0.06693863169180715,"['language', 'asd', 'children', 'infants', 'autism', 'statistical learning', 'disorders', 'acquisition', 'linguistic', 'disorder', 'statistical', 'early', 'developmental', 'behavioral', 'spectrum']"
19,106,24265523,4304.0,0.028985507246376812,0.178743961352657,0.1466040819658381,0.2108838407394759,207,177.37099670178137,7451550.914855286,3171097,0.28882998801823756,0.23163115645131255,0.3460288195851626,0.09253284812354423,"['students', 'science', 'education', 'school', 'course', 'neuroscience', 'program', 'training', 'biology', 'faculty', 'computer', 'medical', 'big', 'biomedical', 'big data']"
20,92,39314958,43003.0,0.03201970443349754,0.23386699507389164,0.20898206359036992,0.25875192655741336,406,1093.807603711544,6576583.503279951,5274159,0.13764967963783112,0.08666683265284114,0.1886325266228211,0.13683380532170203,"['rna', 'splicing', 'seq', 'expression', 'cell', 'regulatory', 'regulation', 'viral', 'sequencing', 'binding', 'cellular', 'structure', 'gene', 'diseases', 'coding']"
21,197,113047178,126050.0,0.12176414189837009,0.37531160115052725,0.35477957479753247,0.39584362750352203,1043,1115.0211993792539,15632799.47267457,8401440,0.11254046077998468,0.07731308427325442,0.14776783728671494,0.019592720804012687,"['cancer', 'genome', 'mutations', 'genomic', 'encode', 'genomics', 'genes', 'data analysis', 'human genome', 'genetic', 'tumor', 'dna', 'sequencing', 'center', 'cell']"
22,172,110418563,17573.0,0.1895674300254453,0.4588422391857506,0.4345868186365186,0.48309765973498264,786,159.14896483483489,50651857.02578158,33531035,0.40157457246208106,0.3283974633661283,0.4747516815580338,0.05862135789513991,"['heart', 'cardiac', 'hf', 'heart failure', 'coronary', 'failure', 'motion', 'cardiovascular', 'ct', 'image', 'monitoring', 'mortality', 'events', 'early', 'symptoms']"
23,326,149725223,65033.0,0.01967799642218247,0.2059928443649374,0.19213996146408915,0.21984572726578563,1118,434.3489940903277,63354139.732446626,36464425,0.3860577881803754,0.32400622564464576,0.448109350716105,0.04624624033277606,"['cell', 'cells', 'single cell', 'single', 'cellular', 'cell types', 'types', 'differentiation', 'stem', 'molecular', 'signaling', 'immune', '3d', 'tissue', 'sequencing']"
24,170,114410044,132597.0,0.10082063305978899,0.392936694021102,0.3823814466818646,0.4034919413603394,3412,1158.9629316111443,33317357.90220118,14275120,0.2621530492279187,0.18753465033158562,0.3367714481242518,0.06234532140175084,"['asthma', 'environmental', 'exposure', 'exposures', 'prenatal', 'effects', 'children', 'childhood', 'career', 'genetic', 'factors', 'early', 'science', 'pregnancy', 'assess']"
25,333,201037157,187933.0,0.08866869918699187,0.379103150406504,0.3694487382750883,0.3887575625379197,3936,934.8172387853654,59406485.39991183,21479728,0.28056504707179397,0.22422995667031448,0.33690013747327346,0.029901478657035654,"['cancer', 'prostate', 'prostate cancer', 'tumor', 'biomarkers', 'cancers', 'screening', 'men', 'cancer patients', 'detection', 'early', 'image', 'diagnosis', 'stage', 'tissue']"
26,254,103399183,9196.0,0.1493975903614458,0.41060240963855416,0.37798314299438696,0.44322167628272136,415,88.93687293447958,33092927.660512965,20377329,0.3242019385257034,0.2652748681531151,0.3831290088982917,0.029488339433695925,"['physical activity', 'activity', 'pa', 'physical', 'intervention', 'sensor', 'mobile', 'wearable', 'interventions', 'monitoring', 'sensors', 'behavior', 'home', 'behaviors', 'real']"
27,137,41798518,12441.0,0.08298755186721991,0.3898340248962655,0.36189956394263506,0.41776848584989595,482,297.64213171385643,7665561.288972563,2109488,0.16473012156811684,0.1222813239449778,0.20717891919125586,0.20718688852556866,"['speech', 'language', 'production', 'motor', 'perception', 'hearing', 'neural', 'linguistic', 'communication', 'disorders', 'measures', 'real time', 'auditory', 'real', 'infants']"
28,171,75047524,16618.0,0.001838235294117647,0.14522058823529416,0.12983285096324435,0.16060832550734397,544,221.43302156111108,24968140.430194594,13355418,0.3046592665063691,0.2389372175462812,0.37038131546645703,0.022551043859372604,"['compounds', 'chemical', 'drug', 'drug discovery', 'discovery', 'toxicity', 'molecules', 'screening', 'products', 'natural', 'vitro', 'structure', 'small', 'throughput', 'targets']"
29,187,118984622,37551.0,0.1575274177467597,0.4722831505483549,0.4518664526519518,0.492699848444758,1003,315.59540526169843,21045989.628665973,11605911,0.14616389698316687,0.08940121920206417,0.20292657476426956,0.050584498813868034,"['variants', 'genetic', 'genomic', 'emerge', 'genome', 'emr', 'variation', 'sequencing', 'variant', 'genetic variants', 'rare', 'phenotypes', 'common', 'electronic', 'medicine']"
30,104,33736354,37675.0,0.06695156695156695,0.331980056980057,0.30899225901973654,0.35496785494037747,702,1116.7478263952294,7860527.998720488,3697499,0.21174625834145297,0.17854627395684197,0.24494624272606397,0.12323983363757522,"['methylation', 'dna', 'epigenetic', 'gene', 'expression', 'chromatin', 'genome', 'gene expression', 'cell', 'patterns', 'sequencing', 'genes', 'sequence', 'cancer', 'molecular']"
31,181,67064101,8250.0,0.04063604240282685,0.3325971731448763,0.309047918733673,0.3561464275560796,566,123.0166344882488,8449722.576690337,3708117,0.1026154431445211,0.07875040049799352,0.1264804857910487,0.07609132526613586,"['nlp', 'text', 'language', 'language processing', 'natural language', 'natural', 'biomedical', 'records', 'electronic', 'reports', 'surveillance', 'emr', 'medical', 'ehrs', 'free']"
32,234,43918223,28597.0,0.1541318477251625,0.4695914577530176,0.4496866796886609,0.4894962358173743,1077,651.1420100034557,13893129.57699343,8258235,0.27164251243305365,0.24457889648121736,0.2987061283848899,0.04038417707952401,"['dr', 'training', 'big', 'career', 'big data', 'diabetic', 'award', 'image', 'mentor', 'career development', 'independent', 'candidate', 'investigator', 'mentoring', 'program']"
33,284,236794623,99895.0,0.14423791821561338,0.4398698884758364,0.42731932605322587,0.45242045089844696,2690,421.8634643574656,133967090.30982009,57667616,0.4267596460246499,0.3731131261401828,0.48040616590911694,0.15937723749970065,"['ad', 'alzheimer', 'alzheimer disease', 'disease ad', 'cognitive', 'dementia', 'aging', 'biomarkers', 'early', 'decline', 'pathology', 'preclinical', 'changes', 'progression', 'neuroimaging']"
34,124,51734233,32013.0,0.10180995475113122,0.3342760180995475,0.3040369562229519,0.3645150799761431,442,618.7972285198468,21468522.903908793,6498504,0.36681752424327213,0.33682171864519594,0.3968133298413483,0.0465224031467705,"['neurons', 'reward', 'cortical', 'cortex', 'neural', 'activity', 'responses', 'behavioral', 'stimuli', 'behavior', 'sensory', 'dynamics', 'neuronal', 'decision making', 'task']"
35,261,140367389,54908.0,0.10113107119095142,0.34840319361277444,0.3320256866487355,0.3647807005768134,1503,391.1734797603167,25771832.05774925,14651467,0.15817448744567952,0.13400907510671142,0.18233989978464762,0.04191251946012091,"['drug', 'drugs', 'abuse', 'effects', 'adverse', 'resistance', 'drug discovery', 'safety', 'discovery', 'target', 'response', 'surveillance', 'network', 'fda', 'predictive']"
36,341,170407824,133049.0,0.14253048780487804,0.4589176829268293,0.4465749982294243,0.47126036762423423,2624,780.7681412562371,23512663.680094123,22820713,0.11633752444054869,0.06274606188491962,0.16992898699617776,0.015928501596967994,"['genetic', 'genes', 'gene', 'gwas', 'association', 'genome', 'genetics', 'variants', 'snps', 'susceptibility', 'genome wide', 'statistical', 'wide', 'factors', 'wide association']"
37,50,14696224,2111.0,0.11875,0.410625,0.3607448461083336,0.4605051538916664,160,143.64233969215493,8024761.309204358,2401503,0.4073659398594987,0.31815419783289867,0.49657768188609874,0.25825276539039704,"['sepsis', 'pediatric', 'infection', 'hospital', 'detection', 'early', 'ehr', 'children', 'blood', 'infected', 'mortality', 'prediction', 'electronic', 'response', 'emergency']"
38,207,96734615,75459.0,0.15561959654178675,0.37439961575408254,0.3529161971451315,0.39588303436303357,1041,780.0620284682996,30239106.06053236,15267500,0.27730283169542974,0.2260816726219626,0.3285239907688969,0.05454133578066467,"['regulatory', 'gene', 'chromatin', 'genome', 'cell', 'transcription', 'variants', 'regulation', 'binding', 'genes', 'elements', 'expression', 'dna', 'gene expression', 'cell types']"
39,94,90278287,56796.0,0.015463917525773196,0.24188144329896905,0.21590691470226542,0.2678559718956727,388,629.1213744452195,21358401.39511123,12692974,0.21112296029090702,0.14541995362161902,0.276825966960195,0.09827868890303286,"['circuits', 'circuit', 'neural', 'motor', 'neurons', 'neuronal', 'connectivity', 'behavioral', 'reconstruction', 'activity', 'movements', 'behavior', 'control', 'sensory', 'molecular']"
40,60,24307491,743.0,0.06097560975609756,0.3298780487804878,0.2663442898651224,0.39341180769585327,82,30.566708838851362,7077270.94260825,1779680,0.2518312092550564,0.216472885508746,0.28718953300136685,0.24966238081146566,"['smoking', 'real', 'real time', 'relapse', 'stress', 'self', 'participants', 'interventions', 'real world', 'cues', 'environmental', 'assessment', 'proposed project', 'mobile', 'field']"
41,143,81043905,21017.0,0.12760416666666666,0.4772786458333333,0.45462457978589516,0.49993271188077143,768,259.3285701127062,24711586.19937325,14148652,0.28331859136936904,0.18643553751830994,0.38020164522042815,0.03902350265239349,"['diabetes', 'cvd', 'cardiovascular', 'type', 'kidney', 'cardiovascular disease', 'diabetic', 'genetic', 'control', 'chronic', 'physical activity', 'management', 'complications', 'factors', 'adverse']"
42,134,75784254,8595.0,0.13473684210526315,0.4511578947368421,0.4217241818403206,0.48059160763336356,475,113.41406092088734,43263496.399831645,11814324,0.44268447536241046,0.41679855338834587,0.46857039733647504,0.1802613266368334,"['stroke', 'recovery', 'rehabilitation', 'aphasia', 'language', 'motor', 'acute', 'disability', 'cause', 'blood', 'effectiveness', 'neural', 'activity', 'therapy', 'behavioral']"
43,230,102636496,21070.0,0.06796116504854369,0.35834951456310676,0.340023187854488,0.37667584127172554,1030,205.28760062112798,35388272.67255338,15316336,0.29890017110096756,0.2399240245359224,0.35787631766601274,0.18697666002377497,"['hiv', 'infected', 'infection', 'hand', 'viral', 'men', 'prevention', 'therapy', 'adherence', 'cohort', 'individuals', 'cells', 'living', 'virus', 'testing']"
