Cluster,Size,Total,Citations,APT % over 95%,Avg. APT,95%CI L,95%CI U,Papers,Citations per $1mil funding,Projected 2021 Award,Actual 2021 Award To Date,Growth Rate,95%CI L,95%CI U,Score,Centroids
0,172,74899525,15470.0,0.08898305084745763,0.3711864406779661,0.34254075661036376,0.3998321247455684,472,206.54336592922317,17320399.278151657,9376496,0.20030400478144353,0.16585410189728025,0.2347539076656068,0.05488153253004478,"['tumor', 'cancer', 'tumors', 'cell', 'imaging', 'tissue', 'cells', 'treatment', 'image', 'therapy']"
1,444,161679857,61193.0,0.19049951028403525,0.5083006856023506,0.49404122003001555,0.5225601511746857,2042,378.4825217899593,56550955.81670011,30912662,0.33234116839108374,0.2811770092918383,0.3835053274903292,0.005351039312727864,"['patients', 'risk', 'care', 'patient', 'outcomes', 'adults', 'older', 'hospital', 'prediction', 'hf']"
2,75,24216100,4101.0,0.05970149253731343,0.38258706467661696,0.34038936782890566,0.42478476152432826,201,169.3501430866242,5978463.666473553,2633125,0.22572515094261547,0.19283615268221585,0.25861414920301506,0.22159314076368725,"['speech', 'language', 'communication', 'motor', 'disorder', 'individuals', 'impairment', 'processing', 'disorders', 'control']"
3,294,121959935,32803.0,0.1125,0.40672619047619046,0.3913261326159093,0.4221262483364716,1680,268.9653778513411,64375970.28723304,29495918,0.5289997644255989,0.3983785395290752,0.6596209893221227,0.01715704800628514,"['ehr', 'medical', 'patient', 'nlp', 'electronic', 'care', 'information', 'patients', 'decision', 'support']"
4,320,140948002,143632.0,0.23350604490500865,0.5288946459412781,0.5165516549554825,0.5412376369270737,2895,1019.0424692930376,38485826.032018065,19089608,0.23692596771298477,0.2045713552666004,0.2692805801593692,0.02048882196501344,"['brain', 'neural', 'cognitive', 'imaging', 'functional', 'disorders', 'connectivity', 'fmri', 'neuroimaging', 'attention']"
5,215,97193560,185745.0,0.08727569331158239,0.3823409461663948,0.370185707450611,0.3944961848821786,2452,1911.0834092299945,36971740.26482231,8789898,0.3664017165182847,0.28645538369422724,0.4463480493423421,0.030871129414585828,"['cancer', 'tumor', 'breast', 'screening', 'risk', 'patients', 'cancer screening', 'treatment', 'cancers', 'women']"
6,131,51715926,19746.0,0.13267326732673268,0.4678217821782179,0.4395856465956411,0.4960579177607947,505,381.81661873365664,17461176.905106653,5365779,0.35290876604595656,0.25865430141216056,0.44716323067975255,0.10402212879096744,"['lung', 'lung cancer', 'nodules', 'cancer', 'pulmonary', 'ct', 'screening', 'cad', 'disease', 'patients']"
7,135,52448652,9125.0,0.10498687664041995,0.42782152230971127,0.39633484509313505,0.4593081995262875,381,173.9796858840147,15890601.079288084,5284552,0.27821868744745987,0.21799850707697843,0.3384388678179413,0.24863202761769454,"['hiv', 'infection', 'testing', 'risk', 'men', 'social', 'care', 'drug', 'behaviors', 'prevention']"
8,185,94411758,70978.0,0.05732484076433121,0.3298832271762208,0.310419033103123,0.3493474212493186,942,751.7919537098335,16484464.628480569,8080439,0.15630312574504077,0.1111896532841061,0.20141659820597543,0.036219723045429565,"['gene', 'genes', 'expression', 'gene expression', 'cell', 'methylation', 'genetic', 'mutations', 'disease', 'dna']"
9,197,94209920,19031.0,0.05891016200294551,0.2930044182621502,0.27060476342728784,0.3154040730970125,679,202.0063279960327,24192830.481675424,9934202,0.23085174403570294,0.19072480344548923,0.2709786846259167,0.05200373116799407,"['drug', 'compounds', 'drugs', 'drug discovery', 'discovery', 'models', 'effects', 'platform', 'safety', 'adverse']"
10,145,53269480,53045.0,0.009153318077803204,0.12419908466819224,0.11246230989772528,0.13593585943865918,874,995.7859547343056,14874476.64422047,6900627,0.2728956870005839,0.19456820619674747,0.35122316780442037,0.09875317791902008,"['protein', 'proteins', 'binding', 'interactions', 'structure', 'computational', 'function', 'drug', 'structural', 'methods']"
11,49,17879315,20292.0,0.2198581560283688,0.5226950354609929,0.4917137473812005,0.5536763235407853,423,1134.942809609876,6839127.307708455,2033681,0.5132497184617999,0.26325681756482044,0.7632426193587794,0.31086941283299385,"['glaucoma', 'visual', 'progression', 'structural', 'optical', 'field', 'change', 'detection', 'images', 'damage']"
12,118,71026299,20409.0,0.22356495468277945,0.5212990936555891,0.4844918359380623,0.5581063513731159,331,287.3442694796754,24956819.99592028,7487660,0.29032030875624887,0.23958005010489092,0.3410605674076068,0.15355607898633664,"['asd', 'autism', 'children', 'behavioral', 'adhd', 'brain', 'connectivity', 'disorder', 'infants', 'early']"
13,102,37102689,7433.0,0.15948275862068967,0.4995689655172414,0.4584350819434566,0.5407028490910262,232,200.33588401099445,3383159.149907345,1072926,0.06456689752802197,0.03628410818188718,0.09284968687415676,0.2145372795991738,"['crc', 'screening', 'colorectal', 'colorectal cancer', 'cancer', 'intervention', 'risk', 'cancer screening', 'genetic', 'americans']"
14,199,61534184,22662.0,0.14479025710419485,0.46082543978349116,0.4376310495800479,0.48401982998693444,739,368.28309935823637,5648249.119151686,4428472,0.06807538528093587,0.044583957280114245,0.0915668132817575,0.1436706405412413,"['breast', 'breast cancer', 'cancer', 'women', 'risk', 'mammography', 'cancer risk', 'screening', 'imaging', 'radiologists']"
15,220,189136094,79268.0,0.19420131291028447,0.475082056892779,0.4593998472637841,0.4907642665217739,1828,419.1056203159192,94003106.38542755,32859119,0.3786729073116591,0.3118637307116804,0.4454820839116378,0.18095541147302088,"['ad', 'alzheimer', 'alzheimer disease', 'disease', 'dementia', 'cognitive', 'brain', 'biomarkers', 'imaging', 'risk']"
16,53,22005946,2592.0,0.13114754098360656,0.48442622950819675,0.4298873273378559,0.5389651316785375,122,117.78634738083971,1175150.1866148983,256469,0.010592366581662927,-0.026131994611632292,0.04731672777495814,0.39624170491848454,"['asthma', 'children', 'pediatric', 'care', 'disparities', 'exposure', 'projects', 'gene expression', 'expression', 'chronic']"
17,207,74846905,10413.0,0.0891566265060241,0.41698795180722886,0.38648900707052364,0.4474868965439341,415,139.12398916160927,28469049.56013233,10283495,0.38529304949990867,0.3164926896207868,0.45409340937903053,-0.0004638253723073509,"['pd', 'software', 'cognitive', 'eeg', 'automated', 'phase', 'disease', 'analysis', 'detection', 'tools']"
18,104,32067033,8389.0,0.12337662337662338,0.4978896103896104,0.46255561097262665,0.5332236098065941,308,261.60823796825855,3911497.911847084,2426226,0.102124976969545,0.04175161853947688,0.16249833539961314,0.19010806217359452,"['alcohol', 'fasd', 'prenatal', 'exposure', 'fetal', 'brain', 'consortium', 'spectrum', 'projects', 'children']"
19,177,64106455,7442.0,0.11653116531165311,0.4314363143631436,0.39867497860275697,0.46419765012353026,369,116.08815368124786,41553179.20600701,22444462,0.5498584981010596,0.47905815848605826,0.6206588377160609,0.021620733355572068,"['depression', 'mental', 'symptoms', 'treatment', 'mental health', 'trauma', 'disorders', 'psychosis', 'social', 'behavioral']"
20,97,34596283,8471.0,0.16748768472906403,0.5327586206896552,0.4906142469628045,0.5749029944165058,203,244.85289358975356,2941505.24009639,3947572,0.057832360895230646,0.01382367862245347,0.10184104316800782,0.22988130935582576,"['prostate', 'prostate cancer', 'cancer', 'men', 'risk', 'imaging', 'biopsy', 'mri', 'mr', 'tumor']"
21,48,20403099,2763.0,0.13157894736842105,0.49298245614035086,0.43517944350177146,0.5507854687789303,114,135.42060448758298,11358721.963656912,3922499,0.46149413344743145,0.3366334925294931,0.5863547743653699,0.35361782023649413,"['suicide', 'risk', 'behavior', 'prevention', 'factors', 'psychiatric', 'risk factors', 'youth', 'prediction', 'death']"
